    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1 297.1
0.625 3.917 63.98 6.964 -29.02 71.96 9.866 59.92 52.96 61.95 74 67.9 63.98 65.87 47.88 59.92 103.9
0.63 5.949 74.87 7.98 -40.04 84.88 4.933 54.99 49.91 67.9 96.92 79.94 63.98 63.98 49.91 76.9 101
0.635 11.9 74.87 11.9 -45.12 88.94 -11.03 39.9 39.9 60.94 104.9 79.94 51.94 53.97 40.92 81.98 79.94
0.64 7.98 50.93 9.866 -54.12 82.99 -31.05 12.91 22.92 37.87 111 67.9 33.95 30.9 15.96 72.98 52.96
0.645 0.8705 33.95 0.8705 -62.1 77.91 -47.01 -9.141 1.886 9.866 99.97 57.89 18.86 4.933 -8.125 64.86 28.87
0.65 -1.016 29.89 -10.01 -66.02 71.96 -47.01 -17.12 -10.01 -8.125 85.89 50.93 15.96 -6.094 -18.14 68.92 18.86
0.655 1.886 39.9 -25.1 -72.11 62.97 -45.12 -17.12 -13.06 -16.11 63.98 46.86 18.86 -5.078 -23.07 78.93 14.94
0.66 14.94 48.9 -33.08 -76.03 40.92 -58.04 -17.12 -13.06 -16.11 34.97 42.95 23.94 -6.094 -22.05 75.88 10.88
0.665 34.97 58.91 -38.01 -78.06 13.93 -84.01 -18.14 -8.125 -13.06 11.9 30.9 23.94 -4.063 -23.07 59.92 2.902
0.67 49.91 65.87 -28 -69.06 1.886 -113 -25.1 -4.063 -15.09 -7.109 15.96 9.866 -10.01 -28 37.87 -10.01
0.675 37.87 65.87 -20.02 -62.1 -11.03 -139.1 -37.14 -7.109 -18.14 -19.01 -2.031 -9.141 -24.09 -36.13 7.98 -32.06
0.68 0 52.96 -14.07 -55.13 -23.07 -148.1 -44.11 -13.06 -30.03 -35.11 -16.11 -24.09 -39.03 -47.01 -25.1 -46.14
0.685 -32.06 45.99 -21.04 -56 -33.08 -137.1 -52.09 -25.1 -41.06 -41.06 -21.04 -45.12 -51.07 -55.13 -54.12 -64.13
0.69 -37.14 38.88 -29.02 -55.13 -32.06 -122 -53.1 -34.1 -42.08 -41.06 -33.08 -60.07 -51.07 -61.08 -79.07 -80.09
0.695 -16.11 34.97 -31.05 -49.04 -34.1 -104 -44.11 -32.06 -38.01 -38.01 -43.09 -69.06 -50.06 -59.05 -98.08 -90.1
