    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2 483.2
0.833333 -39.17 -21 -21 -25.01 -35.16 -17.22 -51.2 -67.01 -87.07 -69.13 -43.18 -113 -137.1 -53.09 -97.21 -91.08
0.84 -15.1 9.91 -7.079 -13.21 -17.22 -3.067 -53.09 -67.01 -91.08 -75.03 -25.01 -141.1 -207.2 -73.15 -131.2 -129.1
0.846667 15.81 39.88 0 -2.124 -3.067 3.775 -41.06 -47.19 -77.16 -63 -9.202 -133.1 -233.1 -73.15 -117 -137.1
0.853333 39.88 51.91 9.91 15.81 7.787 11.8 -23.12 -17.22 -43.18 -33.03 -3.067 -101.2 -203.2 -51.2 -77.16 -127.2
0.86 31.85 42 11.8 27.84 21.94 15.81 -7.079 3.775 -1.18 -2.124 -5.191 -57.1 -131.2 -21 -43.18 -99.1
0.866667 5.899 21.94 9.91 27.84 29.97 19.82 3.775 19.82 27.84 33.98 -2.124 -3.067 -35.16 7.787 -13.21 -47.19
0.873333 0.9438 15.81 9.91 25.96 31.85 25.96 25.96 37.99 55.92 65.83 17.93 57.81 61.82 42 35.87 19.82
0.88 15.81 31.85 19.82 33.98 35.87 37.99 49.79 65.83 81.88 84 39.88 119.9 149.8 69.84 115.9 91.79
0.886667 43.89 47.9 27.84 43.89 42 42 57.81 85.89 91.79 75.98 43.89 152 194 84 173.9 131.9
0.893333 43.89 42 19.82 39.88 42 29.97 39.88 75.98 71.97 45.78 25.96 133.8 177.9 73.85 157.9 122
0.9 7.787 9.91 -3.067 9.91 21.94 0 3.775 29.97 25.96 5.899 0 71.97 118 39.88 71.97 75.98
0.906667 -25.01 -17.22 -33.03 -27.13 -7.079 -23.12 -23.12 -17.22 -17.22 -15.1 -13.21 7.787 49.79 0.9438 -13.21 27.84
0.913333 -33.03 -33.03 -43.18 -57.1 -37.04 -31.15 -31.15 -43.18 -41.06 -23.12 -13.21 -21 -2.124 -27.13 -51.2 0
0.92 -17.22 -29.02 -31.15 -57.1 -45.07 -25.01 -19.11 -37.04 -41.06 -25.01 -3.067 -23.12 -31.15 -37.04 -39.17 -5.191
0.926667 -7.079 -21 -11.09 -37.04 -37.04 -23.12 -5.191 -21 -43.18 -39.17 -1.18 -17.22 -71.02 -41.06 -27.13 -21
0.933333 -23.12 -11.09 -1.18 -19.11 -29.02 -25.01 -5.191 -15.1 -51.2 -57.1 -13.21 -31.15 -123.2 -51.2 -53.09 -57.1
0.94 -39.17 -5.191 -3.067 -9.202 -29.02 -19.11 -19.11 -19.11 -53.09 -61.11 -29.02 -63 -167.1 -67.01 -105 -107.1
0.946667 -27.13 -3.067 -1.18 -2.124 -19.11 -2.124 -29.02 -19.11 -37.04 -41.06 -35.16 -89.19 -179.1 -75.03 -139.2 -151
0.953333 9.91 -11.09 1.888 11.8 1.888 27.84 -27.13 -5.191 -5.191 -11.09 -29.02 -87.07 -151 -61.11 -129.1 -159
0.96 45.78 -21 7.787 17.93 31.85 42 -13.21 3.775 19.82 9.91 -21 -57.1 -95.09 -33.03 -83.06 -127.2
0.966667 45.78 -23.12 3.775 11.8 45.78 35.87 -1.18 7.787 33.98 27.84 -17.22 -13.21 -27.13 -3.067 -31.15 -63
0.973333 15.81 -15.1 -3.067 -1.18 35.87 23.83 0 3.775 35.87 37.99 -19.11 19.82 33.98 15.81 1.888 5.899
0.98 -13.21 -3.067 -9.202 -13.21 19.82 15.81 1.888 0 33.98 43.89 -15.1 39.88 84 31.85 13.92 61.82
0.986667 -27.13 -1.18 -5.191 -13.21 9.91 11.8 0 -2.124 25.96 35.87 -1.18 43.89 107.8 43.89 9.91 91.79
0.993333 -23.12 -7.079 0.9438 -9.202 0 0 -2.124 -3.067 9.91 17.93 11.8 37.99 105.9 49.79 7.787 97.92
1 -15.1 -15.1 -3.067 -13.21 -7.079 -11.09 -3.067 -17.22 -3.067 0 23.83 19.82 89.9 47.9 11.8 91.79
1.00667 -13.21 -25.01 -19.11 -21 -19.11 -19.11 -13.21 -31.15 -11.09 -1.18 21.94 -5.191 69.84 37.99 5.899 77.87
1.01333 -13.21 -35.16 -31.15 -25.01 -21 -13.21 -27.13 -35.16 -5.191 0.9438 5.899 -39.17 42 19.82 -23.12 49.79
1.02 -13.21 -35.16 -25.01 -19.11 -11.09 -5.191 -33.03 -27.13 0.9438 -3.067 -7.079 -65.12 0 -1.18 -71.02 13.92
1.02667 -5.191 -11.09 0.9438 -5.191 -1.18 -5.191 -25.01 -15.1 -1.18 -19.11 -19.11 -65.12 -49.08 -29.02 -97.21 -19.11
1.03333 0 25.96 23.83 1.888 -1.18 -9.202 -5.191 -1.18 -9.202 -33.03 -15.1 -39.17 -91.08 -51.2 -73.15 -49.08
1.04 7.787 55.92 35.87 9.91 -5.191 -9.202 13.92 7.787 -9.202 -33.03 -2.124 0 -101.2 -57.1 -9.202 -59.22
1.04667 5.899 42 29.97 15.81 -3.067 -1.18 27.84 21.94 -2.124 -15.1 19.82 35.87 -75.03 -43.18 42 -53.09
1.05333 0 -2.124 15.81 19.82 -2.124 1.888 31.85 31.85 15.81 3.775 31.85 53.8 -29.02 -15.1 59.93 -33.03
1.06 -5.191 -33.03 3.775 15.81 3.775 0 27.84 33.98 27.84 21.94 31.85 53.8 17.93 13.92 49.79 -1.18
1.06667 -7.079 -29.02 -2.124 5.899 3.775 -1.18 23.83 25.96 31.85 33.98 23.83 49.79 67.96 43.89 39.88 31.85
1.07333 -5.191 0 0.9438 0.9438 -2.124 -3.067 17.93 13.92 35.87 39.88 13.92 49.79 115.9 61.82 47.9 69.84
1.08 0.9438 29.97 -3.067 0.9438 0.9438 -1.18 9.91 5.899 33.98 35.87 0 51.91 147.9 63.94 63.94 91.79
1.08667 -2.124 31.85 -1.18 5.899 -2.124 0.9438 -2.124 1.888 27.84 23.83 -7.079 45.78 149.8 53.8 67.96 95.8
1.09333 1.888 19.82 0 19.82 0 -1.18 -3.067 3.775 13.92 1.888 -7.079 29.97 118 37.99 51.91 85.89
1.1 11.8 9.91 11.8 27.84 0 -7.079 1.888 7.787 0 -9.202 7.787 13.92 69.84 23.83 33.98 63.94
1.10667 21.94 13.92 25.96 25.96 -2.124 -9.202 21.94 9.91 -5.191 -15.1 33.98 3.775 25.96 13.92 25.96 33.98
1.11333 29.97 19.82 31.85 17.93 0.9438 -3.067 37.99 9.91 -7.079 -15.1 42 3.775 -1.18 -2.124 33.98 -1.18
1.12 29.97 25.96 33.98 11.8 -2.124 -2.124 37.99 9.91 -9.202 -21 27.84 0 -30.2 -25.01 39.88 -45.07
1.12667 17.93 25.96 25.96 5.899 -2.124 1.888 25.96 7.787 -17.22 -37.04 5.899 -11.09 -75.03 -53.09 25.96 -87.07
1.13333 0 21.94 13.92 -2.124 0.9438 -1.18 11.8 0 -33.03 -53.09 0.9438 -35.16 -131.2 -69.13 0.9438 -111.1
1.14 -9.202 9.91 -2.124 -11.09 -7.079 -11.09 1.888 -7.079 -45.07 -55.21 1.888 -47.19 -171.1 -59.22 -17.22 -105
1.14667 -13.21 -1.18 -9.202 -19.11 -19.11 -19.11 0 -15.1 -41.06 -39.17 5.899 -31.15 -164.2 -29.02 -1.18 -69.13
1.15333 -7.079 -11.09 -13.21 -17.22 -27.13 -13.21 0 -13.21 -19.11 -3.067 0 3.775 -94.15 5.899 37.99 -13.21
1.16 -2.124 -11.09 -11.09 -11.09 -25.01 -2.124 -2.124 0.9438 5.899 31.85 -3.067 45.78 7.787 43.89 71.97 33.98
1.16667 1.888 -11.09 -9.202 -5.191 -9.202 13.92 0.9438 7.787 31.85 57.81 -3.067 65.83 107.8 69.84 67.96 67.96
1.17333 0 -13.21 -11.09 -1.18 5.899 21.94 0.9438 11.8 43.89 63.94 0 53.8 157.9 75.98 43.89 81.88
1.18 0 -17.22 -9.202 1.888 23.83 23.83 0.9438 7.787 39.88 51.91 1.888 21.94 150.8 63.94 29.97 84
1.18667 3.775 -7.079 -1.18 13.92 35.87 29.97 -5.191 3.775 29.97 35.87 0.9438 -11.09 105.9 39.88 29.97 73.85
1.19333 15.81 7.787 3.775 23.83 42 35.87 -13.21 3.775 21.94 19.82 -5.191 -45.07 52.85 17.93 17.93 49.79
1.2 25.96 27.84 3.775 21.94 43.89 35.87 -21 0 11.8 7.787 -3.067 -69.13 0 -2.124 -17.22 11.8
1.20667 25.96 23.83 -3.067 9.91 35.87 19.82 -25.01 -7.079 -1.18 -5.191 -1.18 -75.03 -40.11 -19.11 -59.22 -27.13
1.21333 19.82 -2.124 -17.22 -1.18 17.93 0 -29.02 -21 -23.12 -23.12 -1.18 -67.01 -73.15 -45.07 -65.12 -61.11
1.22 11.8 -21 -19.11 -5.191 1.888 -9.202 -29.02 -25.01 -41.06 -39.17 -1.18 -51.2 -86.12 -63 -27.13 -75.03
1.22667 7.787 -23.12 -11.09 0.9438 0.9438 -9.202 -23.12 -17.22 -43.18 -43.18 0 -39.17 -80.22 -59.22 11.8 -65.12
1.23333 5.899 -3.067 -3.067 1.888 -2.124 -3.067 -11.09 -5.191 -29.02 -29.02 13.92 -31.15 -61.11 -37.04 23.83 -43.18
1.24 0 13.92 -1.18 -1.18 0 0.9438 -1.18 -1.18 -9.202 -7.079 13.92 -15.1 -29.02 -9.202 3.775 -15.1
1.24667 -7.079 11.8 -7.079 -17.22 0 -2.124 -2.124 -7.079 -2.124 9.91 0.9438 5.899 2.831 5.899 -7.079 7.787
1.25333 -19.11 -5.191 -9.202 -23.12 -1.18 -1.18 0.9438 -5.191 4.955 22.89 -25.01 36.81 35.87 15.81 0.9438 30.91
