    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1 294.1
0.625 -75.12 -49.12 1.867 15.94 -13.07 -69.08 -5.027 37.92 24.99 -77.13 -115 -55.01 64.92 77.99 -43.09 99.96
0.63 -77.13 -73.11 -15.08 2.872 -10.05 -90.05 -27 7.899 10.92 -61.04 -129.1 -73.11 37.92 69.95 -44.09 103
0.635 -77.13 -84.02 -33.03 -4.021 -12.06 -91.06 -41.08 -9.048 0 -54 -130.1 -83.02 15.94 65.92 -29.01 104
0.64 -71.09 -73.11 -49.12 -17.09 -15.08 -75.12 -45.1 -25.13 -6.032 -55.01 -115 -83.02 0.8617 57.88 -7.038 97.95
0.645 -63.05 -55.01 -55.01 -24.13 -8.043 -45.1 -36.05 -37.06 -15.08 -48.11 -88.04 -73.11 -5.027 54.86 19.96 91.92
0.65 -51.13 -44.09 -58.02 -29.01 0.8617 -17.09 -20.11 -37.06 -30.02 -33.03 -59.03 -64.06 -19.1 46.97 51.99 74.97
0.655 -43.09 -39.07 -57.02 -37.06 17.95 0 -7.038 -37.06 -44.09 -9.048 -35.04 -59.03 -31.02 37.92 67.93 49.98
0.66 -37.06 -36.05 -49.12 -44.09 35.91 15.94 0 -30.02 -54 13.93 -21.11 -55.01 -36.05 26 78.99 21.97
0.665 -33.03 -33.03 -40.07 -53.14 47.97 26.86 10.92 -17.09 -64.06 26 -14.08 -47.11 -38.06 14.94 76.98 3.878
0.67 -29.01 -29.01 -37.06 -53.14 49.98 35.91 17.95 -3.016 -68.08 23.99 -11.06 -43.09 -31.02 9.91 65.92 -3.016
0.675 -21.11 -11.06 -34.04 -49.12 51.99 49.98 28.87 9.91 -58.02 8.905 -8.043 -30.02 -9.048 15.94 53 1.867
0.68 -11.06 0.8617 -31.02 -38.06 47.97 64.92 41.94 22.98 -37.06 -7.038 -4.021 -12.06 13.93 28.87 38.92 10.92
0.685 -9.048 9.91 -27 -23.12 47.97 77.99 59.89 37.92 -17.09 -27 0 0 41.94 45.96 31.88 26
0.69 -9.048 8.905 -20.11 -6.032 51.99 91.92 82.87 58.89 -1.005 -26.14 10.92 20.97 68.94 59.89 40.93 44.95
