    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1
0.625 9.917 -40.01 -4.018 38.98 15.99 -2.052 11.97 20.95 20.95 3.933 14.96 10.94 34.97 0.9404 -7.01 42.92
0.63 11.97 -40.01 0 44.97 15.99 0.9404 9.917 18.98 16.93 -2.052 0 8.977 30.95 -7.01 -17.01 24.96
0.635 7.951 -45.05 -1.026 34.97 15.99 -17.01 9.917 12.99 15.99 -3.078 1.966 0 15.99 -13.08 -29.07 4.958
0.64 1.966 -49.07 -12.05 16.93 7.951 -19.06 2.992 -1.026 12.99 -11.03 -2.052 -4.018 2.992 -19.06 -35.05 -10
0.645 0.9404 -53 -17.01 11.97 0 -17.01 0.9404 0.9404 1.966 -9.062 -7.01 -7.01 5.984 -11.03 -31.03 -19.06
0.65 0.9404 -55.06 -17.01 9.917 3.933 -15.05 0 0.9404 1.966 0 -11.03 -7.01 7.951 -3.078 -21.03 -29.07
0.655 9.917 -61.04 -5.044 2.992 11.97 0 19.92 0 9.917 13.94 -7.01 -3.078 9.917 -5.044 -15.05 -36.08
0.66 13.94 -68.05 6.925 10.94 13.94 3.933 38.98 1.966 16.93 19.92 -12.05 0.9404 18.98 -5.044 0.9404 -32.06
0.665 14.96 -61.04 10.94 23 23 3.933 24.96 1.966 16.93 21.97 -6.07 8.977 20.95 -1.026 10.94 -24.02
0.67 15.99 -51.04 11.97 25.99 23.94 11.97 8.977 1.966 15.99 29.92 -2.052 15.99 19.92 -2.052 23 -11.03
0.675 7.951 -44.03 12.99 26.93 15.99 -2.052 15.99 6.925 16.93 31.97 2.992 16.93 18.98 -2.052 34.97 -2.052
0.68 4.958 -38.04 12.99 25.99 14.96 -5.044 15.99 7.951 10.94 33.94 5.984 12.99 14.96 -2.052 30.95 0.9404
0.685 13.94 -43 18.98 18.98 13.94 3.933 16.93 1.966 10.94 34.97 0.9404 13.94 12.99 -2.052 23 5.984
0.69 12.99 -62.07 25.99 18.98 13.94 0.9404 30.95 6.925 13.94 27.96 0.9404 12.99 13.94 7.951 26.93 15.99
0.695 19.92 -58.05 16.93 27.96 15.99 -5.044 35.99 12.99 6.925 24.96 3.933 12.99 23.94 13.94 26.93 31.97
0.7 25.99 -54.03 13.94 30.95 17.95 -2.052 20.95 17.95 11.97 23.94 -1.026 18.98 29.92 16.93 33 50.95
0.705 26.93 -56.08 9.917 33.94 24.96 -2.052 27.96 24.96 25.99 20.95 -9.062 18.98 30.95 19.92 34.97 53.94
0.71 33.94 -44.03 7.951 42.92 30.95 1.966 31.97 28.98 35.99 24.96 -16.07 23.94 40.95 24.96 24.96 54.97
0.715 39.92 -31.03 4.958 53.94 41.98 21.97 18.98 27.96 42.92 30.95 -14.02 31.97 54.97 25.99 16.93 59.93
0.72 46.93 -36.08 8.977 63.95 54.97 31.97 23.94 34.97 54.97 33 -2.052 41.98 66 35.99 23 61.98
0.725 56 -43 14.96 76.94 66.94 33.94 42.92 42.92 61.98 43.94 13.94 46.93 79.93 40.95 30.95 76.94
0.73 52.92 -56.08 14.96 71.98 69.93 36.93 35.99 46.93 67.97 41.98 15.99 56 79.93 33.94 33 79.93
0.735 39.92 -83.01 12.99 58.99 60.96 31.97 33 50.95 69.93 33.94 9.917 52.92 71.98 26.93 30.95 66.94
0.74 33 -98.06 10.94 49.93 46.93 13.94 37.96 40.95 64.97 30.95 0.9404 45.99 66 15.99 14.96 56
0.745 21.97 -95.07 2.992 41.98 33.94 7.951 10.94 27.96 50.95 26.93 -10 41.98 64.97 9.917 10.94 47.96
0.75 21.97 -90.02 5.984 38.98 28.98 9.917 -13.08 26.93 41.98 33 -18.04 45.99 62.92 23 28.98 46.93
0.755 24.96 -84.04 5.984 35.99 24.96 13.94 -11.03 24.96 37.96 48.99 -21.03 42.92 62.92 31.97 44.97 51.98
0.76 13.94 -76 0 20.95 15.99 19.92 -22.06 17.95 27.96 45.99 -29.07 40.95 49.93 28.98 58.99 46.93
0.765 3.933 -82.07 0 5.984 5.984 21.97 -31.03 4.958 10.94 38.98 -43 28.98 33.94 27.96 56.94 27.96
0.77 4.958 -88.06 -1.026 0 -5.044 15.99 -20 -8.036 1.966 35.99 -48.05 10.94 15.99 25.99 33 13.94
0.775 0 -81.05 -10 -6.07 -13.08 3.933 -14.02 -17.01 -8.036 36.93 -38.04 -1.026 4.958 17.95 20.95 5.984
0.78 0.9404 -84.04 -18.04 -1.026 -8.036 1.966 -23.08 -17.01 -16.07 41.98 -37.02 -10 -1.026 19.92 18.98 1.966
0.785 3.933 -88.06 -18.04 -10 -7.01 5.984 -25.05 -26.07 -18.04 51.98 -44.03 -16.07 1.966 21.97 6.925 0
0.79 -3.078 -85.06 -21.03 -19.06 -5.044 5.984 -36.08 -25.05 -15.05 43.94 -45.05 -15.05 -1.026 17.95 8.977 0
0.795 -8.036 -97.03 -20 -14.02 -2.052 3.933 -52.06 -15.05 -12.05 31.97 -46.08 -6.07 -1.026 13.94 12.99 4.958
0.8 -2.052 -102.1 -10 -12.05 -1.026 5.984 -38.04 -12.05 -10 25.99 -34.03 -1.026 6.925 17.95 6.925 10.94
0.805 3.933 -85.06 -3.078 0 3.933 3.933 -11.03 -1.026 0.9404 19.92 -15.05 5.984 17.95 9.917 12.99 24.96
0.81 9.917 -77.03 -3.078 7.951 9.917 0.9404 -3.078 1.966 -2.052 15.99 -13.08 5.984 23.94 0 14.96 25.99
0.815 23.94 -53 7.951 7.951 5.984 -2.052 0.9404 0.9404 -2.052 15.99 -15.05 5.984 27.96 5.984 0.9404 21.97
0.82 19.92 -31.03 16.93 14.96 7.951 1.966 6.925 4.958 10.94 9.917 -5.044 6.925 28.98 9.917 -1.026 26.93
0.825 9.917 -39.07 7.951 30.95 11.97 1.966 7.951 12.99 9.917 3.933 1.966 1.966 21.97 5.984 -9.062 24.96
0.83 21.97 -46.08 12.99 33 13.94 9.917 17.95 18.98 6.925 5.984 9.917 12.99 26.93 9.917 -9.062 23
0.835 27.96 -34.03 23 42.92 19.92 13.94 25.99 26.93 14.96 5.984 16.93 24.96 38.98 3.933 0.9404 33
0.84 29.92 -22.06 21.97 53.94 23.94 11.97 29.92 27.96 15.99 3.933 18.98 31.97 39.92 0 14.96 37.96
0.845 43.94 1.966 41.98 56 27.96 17.95 33 35.99 25.99 15.99 20.95 51.98 56 21.97 28.98 51.98
0.85 41.98 11.97 61.98 67.97 39.92 19.92 43.94 49.93 43.94 27.96 19.92 71.98 73.95 39.92 52.92 73.95
0.855 33.94 7.951 59.93 73.95 45.99 23.94 56 56 49.93 37.96 15.99 79.93 79.93 43.94 78.99 87.97
0.86 31.97 6.925 57.96 61.98 41.98 31.97 56 57.96 49.93 51.98 0.9404 85.92 83.95 45.99 96.95 97.97
0.865 19.92 -3.078 47.96 51.98 37.96 23.94 37.96 41.98 51.98 49.93 -15.05 71.98 69.93 29.92 92.93 85.92
0.87 13.94 -16.07 21.97 41.98 27.96 15.99 16.93 17.95 37.96 33.94 -13.08 37.96 37.96 7.951 62.92 48.99
0.875 13.94 -17.01 11.97 29.92 15.99 3.933 14.96 7.951 19.92 21.97 -5.044 13.94 7.951 0.9404 30.95 10.94
0.88 1.966 -22.06 7.951 27.96 7.951 -9.062 18.98 0 5.984 13.94 -12.05 -2.052 -5.044 -9.062 14.96 -9.062
0.885 0.9404 -25.05 0 21.97 -2.052 -7.01 12.99 -5.044 -7.01 12.99 -19.06 -9.062 -13.08 -11.03 8.977 -18.04
0.89 -3.078 -19.06 0 9.917 -7.01 0.9404 3.933 -5.044 -15.05 19.92 -23.08 -11.03 -13.08 -3.078 4.958 -15.05
0.895 -13.08 -23.08 -1.026 1.966 -7.01 -11.03 0.9404 -15.05 -13.08 25.99 -29.07 -11.03 -13.08 -1.026 0.9404 -9.062
0.9 -9.062 -30.01 -5.044 3.933 -3.078 -7.01 1.966 -17.01 -17.01 27.96 -18.04 -7.01 -3.078 -2.052 -5.044 -1.026
0.905 -7.01 -32.06 -2.052 5.984 -1.026 -5.044 4.958 -9.062 -17.01 29.92 -9.062 -1.026 0 1.966 -5.044 8.977
0.91 -11.03 -31.03 -1.026 5.984 0.9404 -9.062 4.958 -4.018 -13.08 34.97 -20 -1.026 3.933 2.992 -5.044 16.93
0.915 0.9404 -19.06 -2.052 11.97 1.966 5.984 5.984 0.9404 -7.01 41.98 -17.01 5.984 19.92 7.951 -5.044 21.97
0.92 5.984 0 5.984 19.92 9.917 19.92 8.977 5.984 1.966 45.99 -9.062 9.917 29.92 15.99 -5.044 28.98
0.925 11.97 14.96 5.984 29.92 15.99 15.99 10.94 8.977 15.99 48.99 -12.05 12.99 23.94 14.96 -13.08 30.95
0.93 26.93 25.99 15.99 48.99 31.97 24.96 20.95 21.97 17.95 47.96 -2.052 23.94 30.95 15.99 -11.03 29.92
0.935 25.99 23.94 19.92 56 38.98 27.96 27.96 33 23.94 47.96 0 24.96 29.92 16.93 -3.078 26.93
0.94 18.98 16.93 9.917 40.95 27.96 24.96 27.96 23.94 23.94 49.93 -1.026 13.94 23 15.99 -5.044 12.99
0.945 28.98 18.98 24.96 42.92 33 44.97 27.96 35.99 26.93 60.96 15.99 31.97 40.95 27.96 10.94 18.98
