    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1 296.1
0 25.88 34.99 21.98 23.86 35.86 25.88 9.978 0 11.86 43.96 -5.061 -2.024 -29.06 -31.09 -55.09 -101.1
0.005 27.91 47 25.88 41.93 55.96 21.98 21.98 25.88 33.98 31.96 0.8676 19.96 -15.04 -19.09 -51.04 -103.1
0.01 25.88 54.95 21.98 51.91 63.91 15.91 27.91 43.96 47.86 11.86 0 35.86 -2.024 0.8676 -43.09 -89.07
0.015 23.86 56.97 13.88 53.94 57.99 15.91 29.93 51.91 51.91 -2.024 5.929 45.98 15.91 9.978 -27.04 -53.07
0.02 25.88 50.9 9.978 50.9 47.86 17.93 27.91 51.91 49.89 0 11.86 47.86 31.96 19.96 -4.049 -5.061
0.025 33.98 42.95 9.978 44.97 33.98 23.86 25.88 43.96 41.93 17.93 17.93 43.96 45.98 25.88 16.92 43.96
0.03 41.93 34.99 9.978 31.96 17.93 25.88 19.96 31.96 33.98 33.98 21.98 37.89 49.89 33.98 41.93 87.92
0.035 37.89 26.9 5.929 14.89 0 20.97 12.87 17.93 22.99 37.89 22.99 29.93 45.98 43.96 64.93 116
0.04 19.96 16.92 -1.012 -2.024 -13.01 4.916 -1.012 3.904 12.87 19.96 20.97 21.98 35.86 48.88 78.95 128
0.045 -5.061 2.892 -15.04 -21.11 -27.04 -9.11 -7.085 -3.037 -2.024 0.8676 17.93 13.88 25.88 41.93 83.87 125.9
0.05 -33.11 -7.085 -23.14 -27.04 -29.06 -22.12 -18.08 -15.04 -6.073 -12 16.92 8.965 17.93 28.92 83.87 119.9
0.055 -50.03 -19.09 -25.02 -23.14 -21.11 -28.05 -20.1 -21.11 -10.12 -8.098 14.89 4.916 17.93 16.92 73.89 112.9
0.06 -53.07 -25.02 -23.14 -17.06 -5.061 -27.04 -17.06 -27.04 -13.01 3.904 9.978 1.88 17.93 11.86 55.96 104
0.065 -42.08 -19.09 -21.11 -14.03 -2.024 -15.04 -13.01 -29.06 -12 18.94 1.88 0.8676 17.93 10.99 34.99 94.86
0.07 -26.03 -9.11 -19.09 -18.08 0.8676 -9.11 -13.01 -35.14 -15.04 18.94 -5.061 0 5.929 9.978 12.87 72.88
