    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 23.01 23.01 23.01 23.01 23.01 23.01 23.01 23.01 22.01 23.01 22.01 22.01 22.01 23.01 23.01 23.01
0 -9.978 -7.685 -0.2697 -0.3596 -8.27 -12.36 -7.91 -2.876 -0.3439 -5.573 -3.353 -3.181 -0.5159 4.225 -1.618 3.775
0.005 -9.079 -5.438 -4.449 -5.034 -6.427 -8.045 -5.843 -3.506 -1.978 -4.404 -1.634 1.892 2.149 5.933 -1.079 2.697
0.01 -1.169 1.843 -3.685 -5.169 1.393 2.787 0.8989 -1.438 -2.579 0.9888 3.353 7.308 4.901 7.371 0.4494 1.169
0.015 6.742 8.18 -0.9888 -3.551 8 11.01 5.258 -0.5393 -4.256 4.764 5.761 7.824 3.439 4.944 -0.7191 -2.876
0.02 7.461 7.91 0.08989 -3.011 7.416 9.438 2.787 -2.517 -6.577 3.596 3.353 3.353 -0.7738 0 -3.775 -6.202
0.025 2.247 3.416 0.764 -2.157 2.247 1.528 -2.966 -4.09 -5.675 1.169 0.2579 -0.172 -2.579 -2.157 -3.326 -3.416
0.03 -2.337 0.2697 2.427 -0.08989 -1.528 -5.079 -6.921 -3.506 -1.204 0.9888 -0.08598 -0.08598 -0.6019 -0.809 1.348 3.955
0.035 -3.775 -0.8539 3.236 0.9888 -2.787 -7.236 -7.506 -2.966 2.235 1.528 0.5159 0.4299 1.032 0.08989 5.124 9.978
0.04 -3.416 -1.978 2.831 0.6292 -2.472 -5.303 -4.629 -3.191 2.235 1.438 0.6878 -0.6878 0.6878 -0.809 5.483 12.04
0.045 -1.079 -1.978 4.315 2.067 0.4045 0.5843 1.843 -1.978 0.8598 2.607 2.407 -0.9458 0.3439 -1.618 4.944 12.13
0.05 3.326 0.4944 8.27 5.618 5.573 8.135 9.258 0.8989 -0.3869 5.573 6.019 1.376 0.6878 -1.708 5.663 11.69
0.055 6.921 3.191 10.02 6.921 8.764 11.96 12.63 2.921 -2.064 7.101 8.598 5.073 1.376 -1.708 6.831 10.79
0.06 6.921 3.461 7.011 4.36 7.73 10.25 11.33 4.584 -2.106 6.382 8.942 9.286 4.471 1.079 9.169 11.51
0.065 5.573 3.236 3.011 2.472 5.573 7.281 9.933 9.708 3.181 6.382 9.372 14.62 12.3 9.258 13.75 14.92
0.07 5.393 3.91 1.618 4.494 4.494 5.753 10.38 17.35 12.3 7.101 9.372 18.14 20.98 18.97 17.17 16.9
0.075 3.236 2.067 1.034 7.281 1.348 2.157 8.764 20.67 18.1 4.135 4.901 14.19 23.47 22.92 13.48 12.31
0.08 -4.135 -4.719 -0.6742 6.966 -6.022 -6.112 2.697 15.96 16.72 -3.416 -4.127 2.751 18.31 19.33 3.506 2.876
0.085 -13.21 -12.22 -2.247 4 -13.53 -14.97 -4.584 6.652 10.92 -10.16 -11.61 -9.114 10.15 12.13 -5.753 -5.753
0.09 -17.8 -14.88 -3.281 -0.7191 -16.4 -19.06 -9.843 -2.876 3.525 -12.04 -13.84 -16.25 1.806 3.416 -11.06 -12.22
0.095 -17.17 -13.3 -6.742 -8.404 -15.55 -18.56 -13.35 -11.64 -5.159 -11.24 -13.41 -19.17 -6.878 -7.011 -14.74 -18.43
0.1 -14.02 -10.92 -12.81 -16.81 -13.53 -15.46 -15.28 -17.89 -13.37 -10.61 -12.81 -18.83 -14.27 -16.45 -17.8 -23.46
