    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 5.628 10.38 2.946 1.451 14.6 14.55 5.408 0.9233 0 0.3517 2.462 -0.8793 -1.407 0.1759 -7.386 -5.276
0.005 8.881 19.7 7.958 5.012 20.49 21.81 8.178 3.517 2.814 0 3.781 0.8793 0.2638 1.143 -9.409 -6.419
0.01 13.19 28.01 11.34 7.65 22.82 25.54 9.849 5.76 5.452 -1.143 4.748 3.254 2.198 2.198 -8.881 -6.155
0.015 16 29.59 8.53 7.211 18.99 22.12 7.167 5.892 6.727 -2.99 4.221 5.1 4.133 4.309 -5.188 -3.781
0.02 16.09 22.99 -0.3517 3.341 10.86 12.97 -0.1759 2.418 5.496 -4.66 2.462 5.54 3.341 5.892 -0.08793 -1.319
0.025 13.81 12.75 -9.805 -1.891 3.254 4.397 -8.178 -3.693 2.066 -4.836 1.319 4.836 -1.143 5.1 3.781 -0.9673
0.03 9.233 4.089 -13.76 -5.672 -1.627 0.6155 -12 -8.574 -1.451 -2.022 2.286 4.66 -6.067 2.55 6.331 -1.583
0.035 3.254 -0.3517 -10.64 -6.067 -4.968 1.011 -9.189 -8.925 -3.605 3.957 5.54 5.804 -8.354 -0.4397 8.793 -1.319
0.04 -1.407 0.1759 -3.561 -3.605 -6.287 4.177 -0.7035 -5.628 -4.748 10.55 9.497 6.595 -9.585 -5.1 10.64 -0.8793
0.045 -2.638 4.309 2.286 -0.6155 -4.441 8.134 8.134 -2.462 -5.496 14.33 11.78 4.485 -12.31 -10.64 9.849 -1.847
0.05 -2.022 6.727 2.374 0.7914 -1.803 7.87 9.673 -2.594 -5.76 13.01 9.409 -1.759 -15.65 -13.54 5.892 -3.517
0.055 -2.638 2.286 -3.825 0.1319 -2.902 -1.011 0 -6.639 -5.584 6.947 1.495 -10.46 -17.41 -11.7 0.5276 -4.045
0.06 -5.188 -8.705 -12.71 -2.506 -8.178 -16.05 -16.05 -12.97 -5.672 -1.583 -9.145 -18.38 -17.59 -8.09 -4.573 -3.869
0.065 -8.53 -21.28 -19.65 -7.035 -13.94 -29.28 -28.4 -18.16 -6.287 -9.673 -18.11 -22.42 -16.44 -6.331 -9.321 -4.045
0.07 -11.61 -30.16 -22.69 -12.09 -16.97 -34.47 -29.72 -18.25 -6.507 -15.3 -22.86 -21.54 -13.1 -5.892 -13.63 -5.012
0.075 -13.28 -32.01 -21.59 -14.77 -15.92 -30.12 -19.83 -11.96 -5.408 -18.38 -23.65 -17.85 -7.826 -5.1 -17.76 -6.947
0.08 -11.87 -24.89 -15.08 -12 -10.51 -18.25 -4.529 -2.154 -2.242 -20.22 -22.07 -13.98 -3.341 -3.605 -21.98 -10.64
0.085 -6.683 -10.29 -2.946 -3.034 -2.902 -3.781 8.134 6.771 3.078 -21.37 -19.35 -10.9 -0.5276 -1.231 -25.15 -14.6
0.09 0.1759 5.232 10.77 8.881 2.506 6.551 12.66 11.96 9.145 -20.05 -15.04 -6.859 2.638 2.462 -23.74 -15.3
0.095 6.067 14.51 18.95 17.98 3.605 9.409 9.145 12.44 12.44 -14.33 -8.266 -0.1759 6.947 5.628 -15.83 -10.9
0.1 9.057 14.99 17.15 18.99 2.55 7.123 2.99 8.705 10.64 -4.221 1.407 8.617 9.673 4.748 -3.605 -3.693
0.105 8.705 9.98 7.65 11.65 2.902 4.88 0 3.21 4.617 7.914 12.49 16.88 8.617 -0.3517 8.354 2.814
0.11 5.804 5.188 -2.154 1.495 5.584 5.979 2.814 -0.4397 -2.242 18.91 22.25 22.25 5.54 -5.628 16.8 7.298
0.115 2.99 5.32 -5.012 -3.913 9.277 10.77 10.07 -0.08793 -6.727 25.94 28.4 23.92 2.99 -7.562 20.84 9.761
0.12 2.726 10.9 1.231 -1.671 12.18 17.59 17.98 3.122 -6.859 27.87 30.43 22.95 2.286 -5.804 21.37 10.9
0.125 4.573 17.54 11.21 4.792 12.79 22.86 21.94 6.375 -2.946 24.89 28.23 20.58 4.133 -1.407 20.05 11.7
0.13 5.54 18.77 15.52 9.189 10.24 22.77 19.17 7.298 2.242 17.94 21.9 17.06 8.178 4.573 17.67 12.75
0.135 3.166 11.83 9.321 7.65 4.968 15.56 10.2 5.144 5.364 7.914 10.9 11.34 12.05 10.29 13.54 12.84
0.14 -2.198 -0.1319 -2.638 1.231 -1.891 2.638 -1.275 0.9673 5.408 -4.045 -3.517 2.638 12.66 12.84 6.595 10.11
0.145 -8.354 -11.48 -10.99 -5.364 -9.321 -12.22 -10.99 -2.814 3.957 -15.92 -18.47 -7.211 9.936 11.61 -2.198 5.012
0.15 -12.22 -18.77 -10.86 -7.914 -15.74 -24.4 -15.83 -3.825 2.682 -23.83 -29.02 -14.68 7.035 8.442 -9.849 0.3517
0.155 -12.66 -22.38 -5.276 -5.628 -18.95 -30.12 -15.65 -1.583 2.374 -24.71 -31.22 -16.8 6.067 5.54 -13.19 -1.407
0.16 -10.9 -24.09 -0.4836 -1.319 -17.94 -28.89 -13.19 1.715 3.341 -18.29 -24.89 -13.54 6.243 3.517 -10.99 0
0.165 -9.585 -24.58 0.04397 1.495 -13.67 -22.82 -11.17 3.473 5.1 -7.211 -13.45 -7.826 5.628 2.286 -4.66 2.814
0.17 -9.321 -22.34 -2.418 1.847 -7.65 -14.47 -9.849 2.638 5.716 4.66 -1.319 -2.814 3.254 1.671 2.814 4.66
0.175 -8.793 -16.14 -4.309 0.7914 -1.143 -5.32 -7.298 0.08793 3.473 14.6 8.442 0 0.1759 0.7914 8.09 4.133
0.18 -6.859 -7.386 -2.726 -0.4836 5.012 3.429 -2.242 -2.286 -0.4397 20.66 15.04 1.495 -1.847 -0.9673 9.497 1.407
0.185 -4.045 0.04397 1.671 -1.627 10.07 10.95 4.441 -2.858 -3.166 22.16 18.73 3.166 -0.8793 -2.462 7.562 -0.8793
