    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 23.01 23.01 23.01 23.01 23.01 23.01 23.01 23.01 22.01 23.01 22.01 22.01 22.01 23.01 23.01 23.01
0 -2.787 -6.202 -5.034 -4.989 -2.652 -5.843 -11.46 -7.236 -3.697 -3.775 -1.978 -4.643 -1.72 -1.708 -1.618 -3.416
0.005 -0.9888 -5.393 -3.685 -4.135 -1.933 -3.865 -10.11 -6.112 -4.084 -2.247 -0.5159 -2.751 -3.525 -3.596 -0.9888 -5.303
0.01 1.079 -3.685 -1.888 -2.247 -2.652 -3.371 -8.404 -5.348 -4.987 -1.798 -1.548 -2.751 -5.847 -5.843 -0.9888 -7.191
0.015 2.337 -2.427 -1.213 -1.573 -4.719 -5.169 -8.18 -6.382 -7.179 -2.157 -4.127 -4.385 -8.254 -8 -0.5393 -8.18
0.02 2.157 -2.247 -2.067 -2.742 -6.427 -8.27 -9.258 -8.36 -8.598 -2.247 -6.277 -6.448 -9.028 -8.36 0.4494 -7.64
0.025 0.9888 -2.472 -2.787 -4.09 -5.663 -9.933 -9.438 -8.809 -7.265 -0.8989 -6.191 -6.878 -6.964 -6.112 1.888 -5.753
0.03 0.2697 -2.337 -1.618 -3.416 -2.292 -8.18 -6.876 -6.112 -4.213 1.438 -3.697 -4.987 -3.439 -2.787 3.056 -3.685
0.035 0.4494 -2.112 1.483 -0.2697 1.573 -3.865 -2.382 -1.708 -2.064 3.326 -0.6878 -2.064 -1.118 -0.809 3.056 -2.607
0.04 0.9888 -2.202 4.404 3.236 3.73 0 1.079 1.348 -1.376 3.146 0.6019 -0.08598 -0.6878 -0.4494 2.157 -2.697
0.045 0.6292 -2.337 4.809 4.674 3.371 1.124 1.708 1.528 -0.8168 1.618 0.3439 1.032 -0.6019 0.08989 2.337 -2.157
0.05 -0.5393 -1.798 2.517 3.101 1.438 0.2247 0.2697 0.1348 0.6878 0.4494 0.2579 2.665 0.8598 2.157 5.213 0.3596
0.055 -1.438 -0.1798 -0.2697 0.1798 0 -0.4944 -0.6742 -0.3596 3.525 0.5393 1.634 5.417 4.213 5.573 9.348 4.674
0.06 -1.079 2.157 -1.034 -1.393 0.3146 0.4944 0.4494 0.8539 7.222 1.708 3.697 7.738 8.168 9.169 12.04 8.899
0.065 0.6292 4.539 1.169 -0.3596 2.382 3.101 3.461 2.876 10.15 2.876 5.503 8.34 10.58 11.15 12.13 11.87
0.07 2.157 5.393 4.674 1.933 4.225 5.798 6.157 3.685 9.931 3.326 6.62 7.394 10.06 10.25 10.43 13.57
0.075 1.708 3.416 6.472 2.921 3.955 6.562 6.427 2.157 6.62 2.517 6.362 5.933 6.878 7.191 8.18 14.2
0.08 -1.169 -0.5843 4.854 1.079 1.438 4.494 3.82 -0.764 3.267 0.6292 4.299 4.557 3.611 3.955 5.933 13.84
0.085 -5.034 -3.955 1.213 -2.157 -1.753 0.809 0.04494 -2.876 2.45 -1.708 0.6019 3.439 2.064 2.247 2.876 11.96
0.09 -6.831 -4.315 -1.258 -4.225 -4.045 -2.112 -2.517 -2.787 2.708 -3.865 -3.439 2.064 1.548 0.8989 -1.528 8.09
0.095 -5.303 -1.978 -0.764 -3.685 -4.854 -3.146 -3.416 -1.753 1.118 -5.663 -6.706 -0.3439 -0.3439 -1.888 -7.461 2.427
0.1 -1.888 0.6742 1.618 -1.663 -4.27 -3.101 -3.865 -2.022 -2.708 -6.652 -8.168 -4.041 -4.299 -5.933 -13.3 -3.506
0.105 0 1.528 3.236 -0.4045 -2.742 -2.787 -4.854 -4.315 -6.706 -5.843 -6.706 -6.964 -8.34 -9.079 -16.36 -7.551
0.11 -1.169 0 2.382 -1.348 -0.809 -2.292 -6.067 -6.831 -8.942 -3.236 -2.493 -7.05 -10.15 -10.07 -15.46 -8.809
0.115 -4.404 -2.742 -0.4045 -3.73 0.8539 -1.258 -6.112 -7.146 -8.684 -0.5393 2.064 -4.643 -9.2 -8.989 -12.58 -8.449
0.12 -6.831 -4.18 -2.697 -5.528 2.067 0.1348 -4.135 -4.36 -6.062 0.08989 3.697 -2.321 -6.191 -6.742 -10.79 -8
0.125 -5.933 -2.427 -2.202 -4.989 2.787 1.438 -0.5843 0.1348 -2.364 -1.169 1.548 -1.806 -2.751 -4.225 -10.88 -7.64
0.13 -1.708 1.798 0.9438 -2.427 2.921 2.427 3.236 4.09 -0.08598 -2.787 -1.892 -2.751 -0.7738 -2.427 -10.88 -6.472
0.135 3.416 5.438 4.539 0.2247 2.652 2.787 5.483 5.393 -0.2579 -2.697 -3.783 -3.697 -1.118 -1.798 -8.809 -4.135
0.14 6.202 5.978 5.933 1.348 2.562 2.337 5.213 3.73 -1.419 0 -3.009 -3.783 -2.665 -1.888 -4.764 -1.618
0.145 5.483 3.596 4.36 0.9438 3.056 1.393 3.101 0.7191 -1.72 3.955 -0.2579 -3.009 -3.869 -1.708 -0.4494 0
0.15 2.697 0.4944 1.169 -0.04494 3.64 0.5393 0.809 -1.708 -1.634 6.921 2.321 -2.235 -4.213 -1.528 1.888 0.5393
0.155 0.6292 -1.528 -1.843 -0.9888 3.056 -0.3596 -0.6292 -3.011 -2.149 6.831 2.493 -2.407 -4.127 -1.618 1.438 0.6292
0.16 0.3596 -2.157 -4.045 -1.843 1.124 -2.022 -1.663 -3.506 -2.235 4.135 0 -3.783 -3.353 -0.9888 -0.5393 1.348
0.165 1.169 -1.978 -5.573 -2.562 -1.079 -3.73 -2.652 -3.416 -0.6878 1.528 -2.837 -4.557 -1.376 0.9888 -1.079 3.326
0.17 1.978 -1.888 -6.517 -2.876 -2.202 -3.64 -3.191 -2.382 1.806 1.528 -2.923 -2.751 1.118 3.326 1.618 6.112
0.175 1.978 -2.067 -6.562 -2.427 -1.528 -0.5843 -2.562 -0.1798 3.439 3.955 0.5159 1.462 2.923 4.494 6.202 8.27
0.18 1.438 -1.753 -5.483 -1.348 0.6292 4.404 -0.1348 2.697 4.127 6.831 5.417 5.847 3.955 4.494 9.528 9.528
0.185 1.169 0.1798 -3.326 0 3.416 9.348 3.91 5.483 4.858 8.629 9.63 8.77 5.073 4.944 10.79 11.15
