    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 23.01 23.01 23.01 23.01 23.01 23.01 23.01 23.01 22.01 23.01 22.01 22.01 22.01 23.01 23.01 23.01
0 4.854 -8.854 -16.09 15.64 1.258 -4.404 -4.135 -6.292 -2.837 0.4494 -1.548 -3.525 -2.235 -2.337 2.517 -0.8989
0.005 -3.685 -7.685 -14.47 12.99 -4.135 -7.64 -5.573 -5.933 -3.611 -7.011 -4.901 -5.847 -1.204 -2.427 -5.663 -2.337
0.01 -13.93 -4.09 -3.955 6.157 -9.798 -9.798 -5.124 -1.393 -1.72 -14.83 -9.114 -8.254 0.6878 -0.809 -12.13 -4.315
0.015 -23.46 1.438 12 -3.551 -12.36 -8.539 -1.708 6.112 2.966 -18.25 -11.09 -8.082 3.353 3.056 -11.78 -4.404
0.02 -26.25 6.427 23.37 -10.74 -8.629 -2.742 2.337 11.64 7.953 -12.85 -7.48 -3.869 4.901 6.742 -5.124 -2.157
0.025 -17.71 8.27 21.03 -10.47 1.124 5.708 3.91 10.02 9.329 0 1.72 3.095 3.611 6.831 1.348 0.8989
0.03 -1.888 8.045 8.584 -6.292 11.37 12.49 2.787 3.011 6.019 12.76 11.35 9.802 1.634 3.416 4.135 4.404
0.035 12.4 7.64 -1.079 -5.393 15.87 13.62 1.034 -2.831 0.3869 17.08 14.53 12.3 1.204 -0.5393 3.416 7.011
0.04 20.58 6.022 -2.067 -7.506 12.85 7.551 -0.9438 -4.944 -5.202 11.06 8.426 7.136 0.8598 -4.584 -1.888 5.933
0.045 22.11 1.079 0.3146 -6.697 5.753 -2.787 -4 -5.798 -9.63 -0.7191 -3.267 -4.385 -2.579 -8.989 -11.6 -0.08989
0.05 15.73 -4.674 0.2247 -1.933 -1.213 -11.46 -6.831 -7.416 -12.34 -10.88 -13.15 -15.22 -8.082 -12.67 -19.69 -7.191
0.055 2.697 -6.472 -2.742 2.831 -5.258 -13.17 -7.685 -8.854 -12.94 -13.84 -15.05 -17.71 -11.44 -13.57 -19.24 -9.888
0.06 -9.079 -3.191 -6.742 5.843 -5.528 -7.685 -6.472 -8.899 -11.74 -9.258 -8.426 -10.92 -10.32 -12.04 -11.24 -6.742
0.065 -11.6 1.978 -9.034 7.506 -3.371 0.1798 -4.225 -6.921 -9.028 -1.888 1.462 -0.08598 -5.675 -8.989 -2.427 -0.1798
0.07 -5.753 5.528 -6.292 6.382 -1.663 5.303 -0.9438 -2.157 -4.342 2.157 8.168 8.512 0.5159 -3.865 3.326 6.831
0.075 1.348 5.438 0.6742 1.753 -1.303 6.067 2.876 3.64 1.935 1.618 8.598 11.26 5.417 2.966 5.753 10.97
0.08 4.494 1.798 4.629 -3.101 -0.3596 4.539 5.303 6.067 7.91 0.1798 5.933 8.942 6.277 9.258 4.854 9.798
0.085 2.337 -2.697 0.3146 -5.034 2.697 4.225 5.079 2.876 11.35 1.618 4.729 5.073 3.353 12.67 1.888 4.674
0.09 -3.865 -4.315 -8.315 -4.899 6.382 6.157 3.685 -2.247 12.21 5.663 6.362 3.009 1.118 13.75 -0.08989 -0.1798
0.095 -10.16 -2.247 -12.85 -4.09 7.685 8.404 2.831 -3.596 12.04 9.348 8.34 2.923 2.149 13.21 -0.2697 -1.618
0.1 -10.79 0 -10.79 -1.438 5.663 7.91 2.517 -0.1348 11.26 9.888 7.738 2.149 4.471 11.15 -1.258 -0.7191
0.105 -5.034 -0.3596 -5.483 3.371 1.708 3.775 1.888 4.539 9.2 6.742 3.783 -0.6019 4.127 6.742 -5.213 -0.4494
0.11 1.348 -2.022 -1.079 6.966 -2.292 -1.348 1.169 6.517 4.858 1.618 -1.462 -4.213 0.08598 0.8989 -9.978 -2.787
0.115 2.517 -2.067 1.483 6.472 -4.764 -4.27 0.8539 4.449 -1.419 -2.697 -5.417 -6.534 -5.589 -4.944 -12.22 -7.101
0.12 -1.258 -0.08989 3.011 3.506 -5.124 -4.045 1.213 0.5393 -7.824 -4.404 -6.362 -6.62 -9.028 -9.348 -11.33 -10.88
0.125 -5.663 1.978 5.393 1.663 -4.449 -2.697 2.382 -1.618 -11.05 -4.494 -5.417 -5.331 -7.394 -10.43 -8.899 -10.43
0.13 -7.461 1.843 9.528 2.742 -4.449 -2.831 4.225 0.6292 -9.243 -4.944 -4.729 -4.041 -1.376 -7.371 -6.382 -4.944
0.135 -6.112 -0.4944 12.49 5.528 -5.483 -4.539 5.573 5.438 -3.783 -6.472 -5.417 -3.439 4.815 -1.978 -5.034 2.247
0.14 -1.798 -2.472 10.25 7.416 -5.843 -5.483 4.899 7.64 1.419 -7.91 -5.933 -3.267 6.62 2.337 -5.124 6.831
0.145 4.315 -0.9438 2.876 5.843 -4.09 -3.506 2.157 4.404 3.439 -7.64 -4.557 -2.665 3.095 3.775 -5.303 6.472
0.15 10.25 4.494 -4.494 0.7191 -0.6742 1.348 -0.8989 -2.157 2.45 -5.483 -1.548 -1.548 -2.235 2.876 -4.315 2.966
0.155 14.2 10.02 -6.921 -5.124 2.337 6.427 -2.247 -6.876 0.9888 -2.337 1.118 -0.5159 -4.901 2.067 -2.157 0.4494
