    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01 18.01
0 1.143 -4.617 -5.364 -3.429 0.2638 3.517 -4.617 -1.979 0.3078 -0.7035 -1.583 -2.462 -1.671 3.605 -1.495 -1.495
0.005 0.8793 -5.496 -5.012 -2.77 -3.298 1.803 -6.947 -2.638 -0.3957 -1.759 -5.276 -4.573 -1.583 5.804 -2.55 -1.495
0.01 -0.7914 -4.968 -4.441 -1.715 -8.617 -2.55 -8.749 -3.254 -1.363 -3.429 -9.936 -6.331 -1.407 6.155 -2.902 -1.583
0.015 -2.99 -3.649 -2.594 -0.2198 -11.83 -6.463 -8.881 -3.473 -1.583 -4.924 -12.66 -6.419 -1.759 4.045 -2.11 -1.583
0.02 -4.573 -3.166 0.2198 1.671 -10.02 -6.375 -6.683 -2.462 -0.6155 -5.452 -11.43 -4.485 -2.462 0.9673 -0.7035 -1.407
0.025 -4.221 -4.353 2.286 3.517 -3.473 -1.363 -3.122 -0.6595 1.055 -5.276 -6.771 -1.759 -3.693 -1.495 0.08793 -1.671
0.03 -1.407 -4.968 1.847 4.045 4.441 5.276 0.04397 0.5716 1.759 -4.221 -1.319 0.08793 -5.54 -2.726 -0.2638 -2.726
0.035 2.902 -2.462 -0.9233 2.462 9.233 8.925 1.759 0.3517 0.04397 -2.198 1.935 0.1759 -7.386 -3.341 -0.9673 -3.693
0.04 5.716 1.583 -3.693 0.08793 7.782 7.386 1.847 -0.8354 -3.605 0.2638 1.407 -2.022 -8.442 -3.957 -0.7035 -3.781
0.045 4.045 2.286 -3.429 -1.055 1.187 2.682 0.8354 -2.418 -6.859 1.407 -2.286 -5.804 -8.617 -4.045 0.7035 -2.99
0.05 -1.935 -2.858 1.055 -0.4836 -6.243 -1.715 -0.2638 -3.517 -7.255 0.2638 -6.331 -9.233 -8.178 -3.341 1.935 -2.022
0.055 -9.409 -10.95 7.342 0.8354 -10.64 -4.001 -0.4397 -3.078 -4.704 -1.935 -7.826 -9.761 -6.331 -1.847 1.759 -0.8793
0.06 -14.42 -16.44 10.6 2.022 -11.3 -4.441 0.7474 -0.3957 -1.099 -3.869 -6.683 -6.859 -2.462 0.1759 0.1759 0.2638
