    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 46.02 46.02 46.02 46.02 46.02 46.02 46.02 46.02 45.02 46.02 45.02 45.02 45.02 46.02 46.02 46.02
0 2.787 -3.416 1.124 3.461 5.483 1.618 3.416 5.618 8.442 6.831 4.397 2.374 10.64 9.528 8.09 6.831
0.005 1.798 -3.596 1.753 4.584 8.764 4.09 6.427 10.43 11.7 9.618 8.354 7.386 16.71 13.03 10.16 9.258
0.01 0.6292 -2.562 2.517 4.09 11.1 6.831 9.079 12.45 11.7 12.49 12.66 12.49 20.31 15.1 12.76 11.78
0.015 1.079 0.8539 3.146 2.921 13.44 10.43 10.88 12.04 9.761 15.46 16.97 17.5 20.93 15.1 15.46 12.94
0.02 3.955 6.652 3.146 1.978 16.36 14.7 11.28 10.07 7.65 17.98 20.66 21.46 18.11 12.58 16.99 11.6
0.025 8.36 12.94 3.236 2.112 18.97 18.29 10.92 8.629 6.639 19.24 22.86 23.57 13.81 8.539 16.63 8.809
0.03 12.22 16.94 4.404 3.64 18.92 19.15 11.1 9.528 7.562 17.89 21.9 23.04 10.64 4.494 13.93 6.202
0.035 12.22 16.63 6.067 5.483 14.52 15.82 11.51 11.64 9.497 12.94 16.71 19.17 9.057 1.438 8.989 4.135
0.04 7.371 12.27 6.562 5.708 6.517 9.438 10.43 11.73 9.805 5.753 8.969 13.28 7.65 -0.4494 3.685 2.966
0.045 0.809 6.607 4.944 3.551 -1.483 3.281 7.101 7.865 6.771 -0.3596 2.022 7.826 4.66 -1.528 0.5393 2.787
0.05 -2.966 2.787 1.258 0.1348 -5.978 -0.2247 1.798 0.4944 1.187 -3.685 -2.198 3.517 -0.9673 -3.506 -0.08989 1.438
0.055 -2.517 1.708 -4.225 -3.236 -6.337 -1.933 -5.348 -8.899 -5.056 -5.124 -4.924 -1.407 -10.38 -8.09 -0.8989 -3.865
0.06 -0.08989 1.888 -10.25 -5.888 -4.809 -3.865 -13.53 -18.2 -10.6 -6.472 -7.386 -7.738 -21.28 -14.47 -3.416 -11.87
0.065 2.067 1.708 -13.26 -6.517 -3.91 -6.562 -18.97 -23.55 -13.67 -8.09 -9.145 -13.54 -28.23 -18.88 -6.292 -17.35
0.07 3.775 0.8989 -10.56 -4.18 -4.27 -8.809 -18.25 -21.84 -12.79 -9.348 -9.673 -16.18 -27.61 -18.52 -7.91 -17.08
0.075 5.393 0.3596 -3.64 0 -4.764 -9.169 -12.58 -14.52 -8.354 -9.708 -9.233 -15.56 -21.63 -14.74 -8.27 -13.48
0.08 6.831 0.764 2.562 3.281 -4.135 -7.551 -7.056 -6.742 -3.341 -8.989 -8.354 -13.63 -15.65 -10.34 -8.09 -10.7
0.085 7.281 1.483 4.494 3.596 -2.652 -5.258 -5.169 -2.337 -0.3957 -7.191 -7.123 -12.22 -12.57 -6.742 -7.64 -10.25
0.09 6.022 1.213 2.067 1.573 -1.348 -3.955 -6.472 -1.258 0.7035 -4.854 -5.716 -12.13 -11.08 -2.966 -7.551 -10.88
0.095 2.247 -0.8539 -2.202 -0.764 -1.034 -4.135 -8.27 -1.034 2.154 -2.966 -4.397 -12.75 -8.354 2.157 -7.82 -10.7
0.1 -2.787 -3.775 -5.034 -1.753 -1.034 -4.36 -7.955 0.7191 5.188 -0.8989 -2.11 -11.26 -2.286 9.348 -7.281 -7.73
0.105 -5.663 -5.303 -4.09 -0.5843 0.04494 -2.517 -4.539 5.258 9.453 2.067 1.671 -5.276 6.771 17.44 -4.315 -1.708
0.11 -4.135 -4.449 -0.4045 1.798 2.517 1.079 -0.3146 10.65 12.93 5.393 5.452 3.429 15.04 22.83 0.08989 4.225
0.115 -0.1798 -3.191 1.483 2.607 4.135 3.146 0.2247 12.4 12.84 6.562 6.331 9.761 17.15 22.29 3.416 6.112
0.12 1.348 -4.944 -2.112 -0.3146 2.247 0.4494 -5.169 7.73 7.826 4.494 3.341 10.38 12.31 16.27 4.135 3.955
0.125 -1.888 -10.88 -10.16 -6.067 -3.371 -6.337 -13.12 -0.809 0 0.4494 -1.143 6.507 5.1 8.629 3.685 1.618
0.13 -8.18 -18.56 -17.93 -11.24 -9.933 -13.35 -17.98 -7.82 -5.936 -2.966 -4.485 1.847 0.7914 2.876 3.416 1.708
0.135 -13.84 -23.69 -21.8 -13.57 -13.44 -16.67 -17.62 -9.978 -7.211 -4.674 -5.804 -0.7914 0.3517 -0.7191 3.596 3.236
0.14 -16.18 -23.33 -21.21 -13.39 -12.04 -14.74 -13.93 -8.18 -5.012 -4.404 -5.1 -0.4397 2.022 -3.326 4.225 4.584
