    T[sec] F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
5.67 -0.3596 3.865 0.764 -0.8539 -1.843 3.73 2.562 1.275 -1.978 -1.495 0.2638 10.82 11.87 -2.966 10.61
5.675 -1.618 -8.629 -12.76 -4.404 -5.438 -3.101 -8.045 -10.16 1.528 2.11 1.407 6.771 7.82 7.281 18.7
5.68 -6.652 -16.58 -20.81 -6.876 -7.64 -6.427 -13.53 -15.52 5.618 6.155 2.99 3.166 3.506 17.53 24.81
5.685 -13.03 -16.54 -20.04 -7.011 -7.281 -4.629 -11.51 -12.27 9.393 9.409 5.276 2.726 2.157 25.44 30.02
5.69 -16.72 -10.92 -12.99 -4.764 -5.124 -0.2247 -4.989 -4.924 11.46 10.38 7.211 4.485 2.876 28.58 32.45
5.695 -15.37 -4.854 -5.438 -2.067 -2.921 2.607 -0.2247 -0.5276 10.56 8.705 6.947 4.573 2.157 25.17 28.58
5.7 -10.52 -1.663 -0.764 -0.2247 -2.157 2.067 -0.1348 -2.198 7.371 4.924 3.869 0.5276 -2.607 16.45 17.44
5.705 -5.303 -0.2247 2.067 1.124 -1.438 0.3146 -2.652 -6.595 4 0.9673 -0.3517 -5.54 -9.258 6.112 3.236
5.71 -1.079 1.888 4.764 3.236 0.6292 0.764 -3.236 -8.354 1.933 -1.495 -3.693 -9.497 -13.21 -2.607 -8.09
5.715 2.427 4.944 6.562 5.798 4.09 3.955 -0.2697 -5.408 0.764 -2.462 -5.452 -9.057 -12.13 -8.899 -13.48
5.72 6.022 6.921 6.831 6.966 6.652 7.326 4.045 -0.1759 -0.764 -2.726 -6.067 -6.155 -7.82 -13.39 -14.83
5.725 9.708 6.562 6.337 5.573 7.236 7.506 5.798 3.913 -2.787 -3.166 -5.979 -4.573 -4.584 -16.54 -16.27
5.73 12.85 4.854 5.888 2.787 6.202 4.449 3.82 4.573 -3.865 -3.254 -5.276 -6.155 -4.404 -18.16 -20.67
5.735 14.47 3.281 4.854 0.3146 5.079 0.4494 -0.04494 2.638 -3.551 -2.814 -4.66 -9.321 -5.753 -18.61 -26.88
5.74 13.93 2.427 2.697 -0.6292 4.045 -1.933 -2.921 0.6595 -2.652 -2.814 -5.012 -10.55 -5.393 -18.7 -30.83
5.745 10.88 2.337 -0.6292 0 2.921 -2.022 -3.146 0.4836 -2.337 -4.309 -7.123 -7.738 -1.438 -19.33 -29.57
5.75 6.472 1.618 -4.404 1.079 0.8539 -1.573 -1.798 1.407 -3.281 -7.474 -10.82 -2.55 3.955 -20.94 -23.82
5.755 1.888 -0.9888 -7.955 0.9888 -2.472 -2.337 -1.438 1.407 -5.483 -11.34 -15.21 1.055 6.382 -23.01 -17.08
5.76 -2.157 -4.27 -9.708 -0.4494 -6.022 -4 -2.652 -0.6595 -7.461 -13.63 -18.11 1.143 3.685 -23.55 -11.69
5.765 -4.584 -5.258 -7.82 -1.708 -6.921 -3.73 -3.101 -3.517 -7.191 -12.75 -16.62 -0.2638 -1.618 -19.6 -6.472
5.77 -4.225 -1.843 -2.921 -0.9438 -3.73 0.5843 -0.4944 -4.924 -4.36 -8.178 -9.585 0.4397 -4.854 -9.978 1.528
5.775 -1.258 4.449 1.933 1.034 1.663 7.64 4.315 -4.529 -1.348 -1.671 0.7914 4.924 -3.236 3.236 13.75
5.78 1.978 9.798 4.539 2.247 5.393 13.17 8.404 -4.001 0.3146 4.309 10.2 10.99 1.798 16.99 28.13
5.785 2.517 11.51 4.674 1.573 5.303 13.8 8.674 -4.485 0.6292 8.442 15.56 15.12 6.562 28.67 40.81
5.79 -0.4494 8.809 3.191 -0.3596 2.112 9.708 5.034 -5.848 2.022 10.64 16.18 15.12 8.27 36.76 47.82
5.795 -5.933 2.831 -0.809 -2.112 -2.247 3.551 0.2247 -7.298 4.899 11.43 12.84 11.17 6.202 39.82 47.1
5.8 -11.96 -4.449 -6.562 -3.685 -5.708 -1.438 -3.461 -7.43 8.36 10.46 7.298 5.54 2.157 37.21 39.46
5.805 -16.54 -9.393 -11.24 -5.124 -7.73 -3.64 -4.449 -6.199 10.61 7.386 1.847 0.6155 -1.708 29.66 27.51
5.81 -17.71 -9.618 -11.69 -7.191 -8.135 -3.551 -3.64 -4.617 10.29 3.254 -2.462 -3.254 -4.584 18.88 13.75
5.815 -14.74 -5.393 -6.966 -9.258 -7.82 -2.876 -2.787 -4.133 7.326 -0.5276 -5.54 -6.859 -7.281 6.831 -0.5393
5.82 -8.539 0.9888 0.9888 -9.978 -6.876 -2.921 -2.787 -4.265 3.101 -2.726 -8.09 -10.55 -10.16 -4.225 -14.02
5.825 -1.438 6.067 9.079 -7.011 -4.674 -3.91 -3.056 -2.946 0.08989 -2.99 -9.673 -13.01 -11.87 -12.31 -25.17
5.83 4.225 6.876 12.63 -0.5393 -0.9888 -5.438 -2.921 1.011 -0.764 -2.11 -9.849 -12.66 -11.24 -16.9 -32.36
5.835 6.292 1.888 8.225 6.247 2.742 -7.64 -3.056 5.716 -0.5843 -1.319 -9.057 -9.673 -8.09 -19.15 -35.51
5.84 4.045 -6.742 -2.202 9.124 4.09 -10.25 -4.135 8.09 -0.764 -1.407 -7.65 -5.716 -3.955 -20.22 -34.88
5.845 -0.08989 -13.75 -12.49 6.697 3.011 -11.87 -5.303 6.947 -1.483 -1.759 -5.54 -2.022 -0.3596 -19.69 -30.92
5.85 -1.618 -14.74 -16.36 1.663 1.483 -10.43 -4.854 3.957 -1.888 -1.407 -2.638 0.7035 1.888 -16.81 -24.9
5.855 2.157 -9.573 -13.3 -1.933 1.528 -5.753 -2.112 1.979 -2.157 -0.08793 0 2.11 2.517 -12.04 -18.25
5.86 9.079 -2.607 -6.607 -1.888 3.416 -0.2697 1.303 2.638 -2.607 1.055 1.055 1.759 1.708 -6.292 -12.04
5.865 13.48 1.888 -0.9438 1.303 5.483 2.562 2.607 5.276 -3.056 1.319 0.7035 0.08793 0.4494 -0.3596 -5.753
5.87 10.97 1.753 0.9888 4.09 5.618 0.7191 0.6742 6.903 -3.056 1.055 0.3517 -2.022 -0.2697 5.753 2.157
5.875 1.888 -2.022 -1.079 2.921 2.067 -4.045 -3.236 4.88 -2.652 1.319 1.583 -3.166 0.4494 11.78 12.4
5.88 -8.989 -5.933 -3.82 -2.966 -4.045 -7.955 -5.663 0.3517 -1.888 2.55 5.452 -1.407 2.876 17.44 24.72
5.885 -15.28 -6.022 -3.326 -9.753 -8.989 -7.101 -3.461 -2.99 -0.2247 4.748 11.43 4.221 6.921 22.56 36.31
5.89 -12.94 -2.157 1.438 -12.09 -8.674 -0.5393 2.966 -2.638 2.427 7.035 17.67 11.87 11.51 25.71 43.42
5.895 -3.416 2.247 6.382 -7.191 -2.472 8 9.663 0.2198 5.528 8.617 20.84 17.85 14.2 25.08 42.52
5.9 7.011 3.91 7.101 2.742 6.427 13.48 12.27 2.77 8 8.969 19.35 19.08 13.84 20.13 33.71
5.905 12.67 2.427 4.18 12.49 13.44 13.66 10.2 3.341 9.663 8.442 14.6 16 11.33 12.76 21.21
5.91 11.6 0.5843 1.124 17.62 15.69 10.2 6.517 3.21 10.43 8.178 9.673 11.52 8.899 6.022 10.25
5.915 7.011 0.7191 1.258 16.36 13.35 6.787 4.764 3.298 10.11 8.53 6.771 8.266 8 1.438 3.146
5.92 3.326 3.146 5.483 11.28 9.169 5.663 5.708 3.825 8.854 8.969 5.979 6.155 7.91 -1.348 -1.708
5.925 3.865 6.247 11.64 7.056 7.236 6.742 7.101 3.913 6.921 8.617 6.067 3.781 7.101 -3.775 -7.191
5.93 9.169 7.506 15.24 6.876 8.944 7.191 6.337 2.066 4.539 6.771 5.276 -0.3517 4.315 -7.461 -15.28
5.935 16 5.573 12.72 8.989 11.55 4.719 2.202 -1.451 0.3596 2.902 2.11 -6.067 -0.4494 -13.57 -25.08
5.94 18.79 1.663 5.663 8.449 10.29 -1.034 -3.775 -4.617 -6.562 -3.341 -3.781 -11.43 -5.933 -20.85 -33.17
5.945 13.84 -1.483 -0.3596 1.888 2.831 -8.18 -8.404 -5.276 -14.34 -11.08 -10.64 -13.89 -9.798 -26.34 -35.51
5.95 2.157 -2.337 -2.067 -9.303 -8.899 -13.39 -10.7 -3.649 -19.78 -17.76 -16.44 -13.19 -10.97 -27.42 -31.37
5.955 -11.15 -2.472 -1.438 -20.27 -19.96 -15.82 -11.55 -3.166 -20.04 -21.1 -19.96 -11.43 -10.25 -24.27 -23.37
5.96 -20.13 -4.494 -2.382 -25.8 -25.75 -15.87 -13.12 -5.804 -15.24 -20.14 -20.84 -10.64 -9.079 -18.7 -14.83
5.965 -21.57 -7.955 -6.292 -23.28 -24.45 -14.38 -14.61 -9.629 -7.326 -15.74 -19.08 -10.64 -8.09 -12.85 -7.551
5.97 -16 -10.43 -10.38 -15.06 -17.89 -11.24 -13.89 -11.26 -0.1348 -10.2 -15.12 -9.761 -7.191 -7.91 -1.258
5.975 -7.91 -8.944 -11.33 -6.742 -10.65 -6.607 -9.573 -8.574 2.966 -6.067 -10.64 -7.123 -6.472 -4.764 4.494
5.98 -1.978 -3.955 -7.64 -2.652 -6.921 -1.753 -2.966 -3.254 1.348 -4.485 -7.123 -3.341 -5.753 -2.876 9.258
5.985 -0.2697 2.022 -0.6742 -3.281 -6.607 1.798 2.921 1.363 -1.978 -4.573 -4.397 0.6155 -4.404 -0.3596 13.12
5.99 -0.7191 4.989 5.079 -4.809 -6.831 3.146 5.798 3.254 -3.011 -3.254 -0.6155 4.221 -1.079 4.045 16.27
5.995 -0.4494 2.876 5.528 -3.91 -4.404 2.966 5.573 3.078 -0.1798 1.407 5.364 8.002 4.404 9.798 18.88
6 1.079 -1.888 1.663 0.2247 1.303 3.101 4.764 3.517 5.708 8.969 12.93 12.31 10.79 15.19 21.3
6.005 2.517 -4.27 -0.9888 5.798 8.719 5.438 6.112 6.815 11.6 16.36 19.96 16.88 15.73 18.7 22.74
6.01 3.326 -1.348 1.348 9.798 15.1 9.618 9.528 11.26 14.34 20.31 23.21 19.08 16.45 19.15 20.85
6.015 4.225 4.584 6.427 10.43 17.57 12.4 11.73 12.84 11.37 18.55 20.66 15.65 11.24 16 12.94
6.02 6.562 8 9.079 8.135 15.55 10.11 9.213 8.881 3.101 11.96 13.45 6.067 1.528 10.43 -0.809
6.025 11.06 5.663 7.011 5.978 12.13 2.562 2.337 1.363 -6.112 4.221 5.804 -6.067 -8.809 5.034 -16.27
6.03 16.54 -0.3596 1.798 7.371 11.24 -6.022 -4.674 -5.232 -11.19 -0.2638 1.935 -15.56 -15.37 1.528 -27.87
6.035 20.58 -4.899 -2.876 12.54 13.8 -9.888 -7.551 -7.342 -9.663 -0.08793 1.847 -18.82 -16.63 -0.809 -32.18
6.04 21.03 -4 -2.921 17.8 17.08 -6.562 -4.764 -4.968 -3.551 2.198 2.286 -16 -14.02 -3.955 -29.12
6.045 17.53 3.101 2.427 18.61 16.9 1.708 1.708 -0.3517 2.607 2.462 0 -9.849 -9.978 -8.719 -21.75
6.05 12.13 12.27 9.933 12.99 10.97 9.573 7.775 3.341 4.584 -1.847 -5.716 -4.045 -6.652 -13.84 -13.48
6.055 6.831 17.98 13.93 2.517 0.3596 12.49 10.16 4.485 0.4944 -9.057 -12.31 -1.143 -5.124 -17.44 -7.101
6.06 1.438 17.53 12.31 -8.18 -10.52 9.843 8.764 3.737 -6.921 -15.3 -16.18 -1.055 -5.303 -17.17 -3.056
6.065 -4.764 13.12 7.73 -13.35 -16.13 5.258 6.292 2.814 -12.27 -16.62 -15.04 -1.583 -5.573 -12.04 0.2697
6.07 -10.88 8.18 4.135 -11.01 -14.25 2.787 5.034 2.638 -11.73 -12.22 -9.409 -1.319 -4.584 -3.506 4.045
6.075 -14.74 4 2.337 -4.135 -7.775 3.326 4.809 2.198 -6.157 -4.836 -2.99 -0.4397 -2.247 5.034 8.18
6.08 -14.83 -0.6292 0.6292 1.663 -2.112 4.135 3.416 0.2638 0.6742 1.055 1.407 0.1759 0.8989 10.97 12.13
6.085 -11.87 -5.618 -1.483 3.056 -0.4045 2.247 -0.3596 -2.946 5.258 3.781 3.605 -0.2638 3.596 14.47 15.46
6.09 -8.09 -9.303 -4 1.258 -1.573 -2.247 -5.438 -5.76 6.697 4.397 5.276 -1.495 4.944 16.36 17.26
6.095 -6.382 -9.933 -6.337 -1.124 -2.921 -6.787 -9.213 -6.683 5.438 5.1 6.595 -2.902 4.494 16.72 16.81
6.1 -8.09 -7.371 -7.326 -2.876 -3.101 -8.764 -9.798 -4.88 3.011 5.979 6.507 -3.166 3.506 14.83 13.84
6.105 -12.04 -3.371 -6.247 -4.27 -2.966 -7.461 -6.652 -0.8793 0.764 5.364 3.869 -1.319 3.865 10.52 9.438
6.11 -14.65 -1.258 -4.09 -6.921 -4.225 -4.27 -1.888 3.737 -0.6742 2.374 -0.7914 2.198 6.921 4.315 4.764
6.115 -13.84 -3.191 -3.551 -10.83 -7.371 -2.202 1.483 6.375 -1.843 -2.638 -5.979 5.188 10.88 -2.607 0
6.12 -10.07 -7.91 -5.124 -14.16 -10.7 -2.472 1.618 5.804 -3.101 -7.562 -9.849 5.452 12.76 -9.079 -5.034
6.125 -5.753 -10.79 -6.337 -13.53 -11.24 -3.91 -0.4494 3.254 -3.91 -9.936 -10.99 2.902 10.97 -13.21 -9.528
6.13 -2.157 -8.18 -5.348 -7.955 -7.506 -4 -2.292 0.9673 -3.91 -8.881 -10.02 -0.6155 6.472 -14.29 -12.31
6.135 0.809 -1.393 -3.146 -0.809 -1.933 -1.933 -2.472 0.04397 -3.371 -5.804 -8.53 -2.726 2.067 -12.94 -12.13
6.14 3.146 4.539 -1.663 3.236 1.303 0.9438 -1.258 0.04397 -2.562 -3.254 -7.738 -2.286 -0.08989 -10.16 -8.809
6.145 4.404 6.427 -1.528 2.831 0.5393 2.831 0.4045 0.1319 -0.4944 -2.11 -6.683 0.3517 0.2697 -6.202 -3.416
6.15 3.955 4.045 -1.618 0.809 -1.708 3.326 1.528 -0.2638 3.056 -1.231 -4.309 3.166 0.8989 -1.978 1.438
6.155 1.618 0.2247 -1.124 1.483 -2.247 2.921 2.022 -1.407 7.236 1.055 -0.4397 3.869 -0.809 1.438 3.775
6.16 -1.438 -1.528 0.8539 5.978 0.5393 2.787 2.157 -2.33 9.933 4.485 3.869 2.462 -4.854 3.416 3.596
6.165 -3.236 0.6292 4.674 11.51 5.169 3.685 2.966 -1.891 10.43 7.826 7.738 0.8793 -8.449 4.584 3.326
6.17 -1.348 5.573 8.27 14.16 8.674 5.528 4.404 -0.08793 9.124 9.849 10.64 1.143 -8.629 5.933 4.854
6.175 3.955 9.303 8.764 10.79 8.629 6.652 5.393 1.715 6.517 9.673 11.7 2.99 -5.124 6.831 7.101
6.18 9.169 8.809 4.989 2.517 4.539 5.798 4.854 2.286 2.831 6.771 9.936 4.397 -0.5393 5.753 7.371
6.185 9.528 4.225 0 -6.112 -1.528 2.472 2.337 2.11 -1.438 1.407 5.1 3.693 2.337 2.067 4.135
6.19 3.506 -2.112 -3.416 -11.55 -6.921 -2.517 -1.438 1.847 -5.888 -5.188 -1.671 0.5276 2.337 -3.146 -1.438
6.195 -6.112 -8.539 -5.213 -13.35 -10.97 -8.315 -6.112 1.407 -9.753 -11.08 -8.793 -4.045 0.3596 -8.18 -6.472
6.2 -15.28 -13.84 -6.921 -13.57 -13.84 -14.25 -11.24 -0.3078 -11.69 -14.51 -13.63 -8.442 -2.157 -10.43 -8.36
6.205 -19.96 -16.63 -9.303 -13.08 -15.24 -19.01 -15.73 -4.221 -10.02 -13.89 -14.25 -11.17 -3.865 -8.449 -6.742
6.21 -19.15 -16.31 -12.04 -10.92 -13.89 -21.21 -18.34 -8.925 -5.124 -9.233 -10.29 -11.96 -4.404 -3.326 -3.596
6.215 -14.92 -13.89 -14.34 -6.742 -9.843 -20 -17.98 -12.84 -0.4944 -2.99 -4.397 -11.08 -3.955 1.798 -1.348
6.22 -10.97 -10.52 -14.7 -2.202 -5.258 -15.96 -14.7 -13.15 0.2697 1.055 0.08793 -8.442 -2.247 4.045 -0.2697
6.225 -9.169 -6.607 -10.97 -0.08989 -2.607 -10.02 -9.079 -8.881 -2.921 0.9673 1.847 -3.693 1.169 3.146 1.618
6.23 -7.191 -2.562 -3.82 -1.933 -2.472 -3.461 -2.472 -1.099 -6.876 -1.935 1.407 2.286 5.843 0.6292 5.124
6.235 -1.888 1.663 3.281 -6.202 -3.73 2.831 3.236 6.155 -7.506 -4.309 0.08793 7.562 9.079 -2.067 8.449
6.24 7.191 5.753 7.326 -8.674 -3.596 7.551 6.472 9.541 -3.101 -3.429 -0.6155 9.761 8.449 -3.775 8.809
6.245 16.36 9.843 8.225 -5.213 0.4045 10.74 7.416 8.749 4.854 1.319 0.6155 8.617 3.955 -3.506 5.303
6.25 21.03 13.26 7.056 5.034 8.404 12.72 7.326 5.672 12.81 8.354 4.133 6.067 -1.708 -0.9888 0.1798
6.255 18.43 14.11 4.989 17.44 16.94 13.57 7.371 2.902 16.72 14.6 8.617 4.485 -5.213 2.337 -3.236
6.26 9.708 11.82 3.191 25.21 21.53 13.35 8.135 1.979 15.6 17.5 12.22 5.364 -4.854 4.764 -2.787
6.265 0.4494 7.955 3.551 24.72 20.67 12.76 9.528 3.078 11.96 16.8 13.63 8.002 -1.618 5.303 0.8989
6.27 -3.416 5.124 5.888 17.84 16.04 12.45 10.97 4.968 9.169 13.72 12.75 10.38 1.888 4.584 4.764
6.275 0 4.404 8.045 9.034 10.47 11.96 11.15 5.1 7.326 9.673 9.936 10.2 3.056 3.236 5.753
6.28 7.011 5.124 7.82 1.798 5.213 9.978 8.674 2.462 4.449 4.748 5.892 6.683 1.348 2.517 3.236
6.285 11.33 5.753 5.303 -2.202 1.079 5.888 3.685 -1.891 -0.809 -0.8793 1.847 1.407 -1.438 2.607 -0.6292
6.29 9.708 5.124 1.708 -3.775 -1.888 0.2247 -1.663 -5.979 -7.056 -6.419 -1.319 -3.605 -3.416 2.607 -4.045
6.295 3.685 2.607 -2.112 -4.494 -3.685 -5.124 -5.978 -7.87 -11.78 -10.2 -3.957 -6.947 -4.045 0.2697 -6.472
6.3 -2.607 -0.809 -5.169 -5.213 -4.404 -8.09 -7.955 -7.826 -12.58 -10.9 -6.243 -8.354 -3.865 -4.584 -8
6.305 -5.573 -3.281 -5.933 -4.899 -3.326 -7.551 -7.371 -6.243 -8.809 -8.617 -7.298 -7.65 -2.607 -9.169 -8.09
6.31 -3.955 -3.955 -4.27 -2.831 -0.4045 -3.82 -4.854 -4.353 -2.742 -4.924 -6.155 -5.012 -0.08989 -10.16 -5.843
6.315 -0.3596 -3.461 -2.202 0.1798 2.652 0.5393 -1.798 -3.254 1.573 -2.11 -3.957 -1.495 3.506 -6.921 -1.708
6.32 1.708 -3.461 -1.124 2.202 3.955 3.056 0.1348 -2.374 1.573 -2.11 -2.11 1.407 6.742 -1.978 2.517
6.325 0.1798 -4 -0.2247 2.112 3.101 2.787 0.9438 -0.2638 -0.9438 -3.957 -1.583 3.078 8.449 1.978 4.764
6.33 -3.146 -4.135 1.079 1.124 1.213 0.8539 1.169 3.517 -2.202 -4.836 -1.319 3.254 7.64 4.045 4.225
6.335 -5.393 -3.91 1.843 0.5843 -0.4045 -1.124 0.9888 6.991 -0.3596 -2.374 -0.2638 2.374 4.764 5.213 2.247
6.34 -4.404 -3.64 0.809 1.213 -1.438 -2.022 0.6292 7.518 3.73 2.726 2.55 1.495 1.348 7.281 1.438
6.345 -0.3596 -3.596 -0.764 2.966 -1.303 -1.124 0.5843 5.056 7.461 8.09 6.683 1.671 -0.7191 10.79 3.326
6.35 5.933 -2.831 -1.573 5.663 0.6742 1.663 1.708 1.495 9.124 11.52 10.64 3.254 -0.6292 13.93 7.101
6.355 13.03 -1.169 -0.6742 8.18 4.494 5.708 4.135 -0.3078 8.315 12.31 12.49 5.276 0.5393 13.84 9.438
6.36 18.7 1.708 2.112 9.303 9.124 9.528 7.461 0.7914 6.382 11.61 11.96 6.595 1.169 10.16 8.899
6.365 20.76 5.753 6.517 8.944 12.72 12.09 10.38 4.265 5.843 10.82 10.73 7.123 0.8989 6.292 6.742
6.37 18.25 9.393 9.978 7.326 13.53 12.27 11.82 7.167 6.427 10.29 10.02 7.123 0.6292 5.573 5.303
6.375 11.51 9.438 9.124 4.135 10.07 9.258 10.25 6.331 5.303 8.442 8.793 6.155 0.4494 7.461 5.483
6.38 2.067 4.809 2.876 -0.764 2.652 2.876 5.258 0.8793 0.2247 3.166 4.836 3.517 -0.1798 8.36 5.753
6.385 -6.921 -2.787 -5.213 -6.202 -6.067 -5.393 -2.022 -6.375 -7.82 -5.188 -2.11 -0.4397 -1.528 5.213 4.045
6.39 -11.96 -8.854 -10.83 -9.663 -12.4 -12.63 -9.079 -11.7 -14.83 -13.45 -9.673 -4.748 -3.236 -1.618 -0.08989
6.395 -11.06 -10.43 -12 -10.56 -14.47 -16.67 -13.26 -12.57 -16.99 -17.76 -14.42 -7.65 -4.225 -8.899 -4.944
6.4 -6.112 -6.966 -8.989 -9.483 -13.26 -16.18 -13.03 -8.793 -13.71 -16.88 -14.51 -7.474 -3.416 -12.85 -7.73
6.405 -0.2697 -0.5393 -3.146 -7.416 -10.43 -11.24 -8.09 -1.803 -6.921 -12.31 -10.38 -4.133 -0.4494 -12.22 -7.461
6.41 4.045 6.067 3.281 -4.584 -6.607 -3.64 -0.2247 5.012 0.1348 -6.243 -4.66 0.3517 2.787 -9.169 -5.753
6.415 6.562 9.663 7.281 -0.809 -1.843 3.73 6.112 8.134 4.36 -0.9673 -0.9673 2.55 3.416 -7.461 -5.933
6.42 7.281 8.764 7.865 3.506 3.101 7.461 7.73 5.672 5.303 2.462 -0.6155 0.1759 -0.4494 -8.629 -9.348
6.425 6.202 4.989 5.798 7.461 6.697 6.247 3.82 -0.8354 4.944 3.957 -2.638 -5.716 -7.371 -10.43 -14.02
6.43 3.236 0.764 2.472 9.034 7.146 1.213 -2.742 -7.518 4.944 3.693 -5.012 -11.52 -13.39 -9.978 -16.45
6.435 -1.978 -2.652 -1.528 5.753 3.011 -4.854 -8.09 -10.6 4.584 1.407 -7.035 -13.89 -15.01 -7.371 -15.01
6.44 -8.989 -4.854 -4.944 -2.022 -4.764 -9.124 -9.213 -8.442 2.652 -2.638 -8.705 -11.7 -11.51 -4.584 -10.7
6.445 -15.82 -5.079 -5.438 -10.29 -11.6 -9.573 -6.247 -1.979 -0.4494 -6.683 -9.233 -5.979 -4.494 -2.787 -5.393
6.45 -18.61 -3.281 -2.607 -13.08 -12.49 -6.112 -1.303 4.836 -2.382 -7.298 -7.298 0.3517 2.517 -1.258 -0.7191
6.455 -14.92 -0.809 1.124 -7.91 -6.382 -0.4045 2.472 8.486 -1.303 -3.254 -2.726 4.748 6.652 1.348 3.326
6.46 -6.382 1.169 2.742 1.798 2.921 4.854 3.91 7.782 2.607 3.693 2.902 6.243 6.831 5.753 7.011
6.465 2.517 2.697 1.888 9.708 9.843 8.539 4.18 5.188 7.146 9.497 7.562 6.331 4.944 10.7 10.88
6.47 7.64 4.225 0.3596 11.1 11.15 10.52 5.079 3.825 9.303 11.17 9.673 6.507 3.416 13.48 14.11
6.475 7.281 5.843 -0.2697 5.438 7.281 10.88 6.742 4.221 6.562 8.442 9.145 7.386 3.506 11.78 15.37
6.48 2.876 6.876 0.5843 -2.831 1.528 9.573 7.955 4.836 0 3.605 7.211 8.266 5.303 6.742 14.65
6.485 -1.618 6.697 3.191 -7.91 -1.753 7.101 7.506 4.353 -6.382 0 6.067 8.705 7.91 2.157 13.03
6.49 -2.517 5.079 5.708 -6.652 -1.034 4.944 6.202 2.726 -8.674 -0.3517 6.859 8.881 10.34 1.348 11.6
6.495 1.258 1.798 5.978 -1.528 2.067 3.955 5.213 1.451 -6.562 1.671 8.354 8.442 11.06 3.326 9.888
6.5 6.742 -2.112 4.09 2.742 4.719 4.135 5.348 1.803 -2.742 3.429 8.354 7.123 9.528 4.944 6.472
6.505 9.798 -4.404 2.787 4.09 5.213 4.584 5.978 4.045 -0.1348 2.814 6.067 4.573 6.292 3.326 0.9888
6.51 8.449 -3.865 3.416 3.64 4.494 3.64 5.303 6.243 0.4045 0.5276 2.638 0.6155 2.337 -1.708 -6.292
6.515 3.596 -1.933 3.865 2.966 3.461 -0.5393 1.483 5.76 -0.4045 -1.847 -1.231 -4.836 -1.618 -8.18 -13.84
6.52 -2.337 -1.708 1.348 2.112 1.303 -7.596 -5.438 1.891 -1.348 -3.429 -4.836 -10.99 -5.303 -12.76 -20.04
6.525 -7.551 -4.629 -3.73 -0.7191 -2.562 -15.33 -12.45 -3.166 -1.169 -4.309 -7.474 -15.65 -8.27 -13.21 -23.19
6.53 -10.52 -9.798 -8.854 -5.978 -7.64 -20.22 -16.18 -6.023 -0.4494 -5.1 -9.145 -17.5 -10.16 -9.618 -22.29
6.535 -11.33 -14.7 -11.01 -12.09 -12.22 -20.27 -15.06 -6.067 -0.4944 -5.892 -9.849 -16.27 -10.7 -4.674 -17.89
6.54 -10.52 -16.67 -9.258 -15.28 -13.66 -15.78 -10.97 -4.704 -1.573 -6.155 -9.849 -13.28 -10.25 -1.079 -11.51
6.545 -8.18 -14.07 -4.449 -12.13 -9.933 -8.989 -6.247 -4.133 -1.978 -4.397 -8.442 -9.585 -8.719 0.5393 -4.764
6.55 -3.596 -7.416 0.04494 -2.876 -1.663 -1.978 -3.011 -5.1 0.4045 0.08793 -5.188 -5.716 -6.112 1.348 0.8989
6.555 2.876 0.1348 1.034 7.236 7.281 3.506 -1.393 -6.683 4.045 5.716 -0.9673 -2.11 -3.236 2.517 4.764
6.56 8.719 5.798 -0.6742 12.04 12.04 6.742 -0.3146 -6.903 5.618 8.969 2.638 1.671 -0.3596 4.045 7.73
6.565 10.61 8.854 -1.303 9.708 10.65 8.539 2.247 -4.133 2.742 7.298 4.924 5.716 2.787 6.022 11.6
6.57 7.371 10.11 2.157 3.416 5.034 9.978 6.562 0.9673 -3.236 1.935 5.628 9.849 5.753 7.91 16.81
6.575 0.9888 9.708 7.955 -1.888 -0.4944 11.37 10.65 5.276 -8.584 -3.429 5.364 12.57 7.64 8.449 20.94
6.58 -5.393 7.73 11.42 -3.506 -3.146 11.6 11.82 6.111 -9.798 -5.276 4.836 12.57 7.371 7.551 20.85
6.585 -8.809 4.225 9.978 -2.112 -2.112 9.528 9.169 3.341 -6.112 -2.726 5.188 9.761 5.034 6.112 15.64
6.59 -8.18 0.1798 4.27 -0.3596 0.3596 4.674 3.596 -0.6155 -0.3146 1.495 5.716 5.1 1.888 4.315 6.921
6.595 -5.393 -3.281 -3.371 -0.9888 1.213 -1.843 -2.472 -3.429 2.876 3.429 4.573 -0.08793 -0.6292 1.258 -2.067
6.6 -3.506 -5.663 -9.258 -3.865 -1.348 -7.955 -7.011 -3.957 1.348 0.8793 0.08793 -4.66 -1.798 -4.315 -8.449
6.605 -4.135 -5.888 -10.34 -6.562 -5.663 -10.92 -8.225 -2.462 -2.292 -4.573 -6.419 -7.123 -1.708 -10.79 -11.24
6.61 -5.303 -4.315 -7.236 -6.067 -7.596 -9.169 -6.562 -0.2198 -3.506 -8.09 -10.99 -7.123 -1.079 -15.01 -11.96
6.615 -3.596 -2.337 -3.506 -1.798 -4.629 -4.225 -3.596 0.7474 -0.6292 -6.155 -10.02 -5.716 -0.7191 -14.2 -12.49
6.62 2.247 -1.483 -2.067 4.315 2.697 0.04494 -1.708 -0.1319 5.034 0.6155 -3.078 -4.309 -1.258 -8 -13.75
6.625 10.52 -1.573 -2.652 10.02 11.51 0.4494 -1.798 -1.803 10.43 8.442 6.771 -3.957 -2.427 0.809 -14.56
