    T[sec] F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
34.13 4.764 2.427 7.326 7.461 6.382 5.663 5.034 1.275 -3.146 3.429 13.19 11.43 12.04 18.25 30.38
34.135 0.3596 5.798 5.483 6.831 6.831 5.663 6.067 3.385 1.888 4.924 9.936 8.881 11.42 11.33 18.07
34.14 -1.169 6.831 2.562 4 5.798 5.124 6.292 4.221 4.629 4.133 3.693 4.573 7.371 1.348 3.865
34.145 -0.3596 5.438 0.4045 0.3596 2.966 3.685 4.989 3.078 3.101 1.055 -3.166 0.7035 2.607 -8.36 -7.82
34.15 0.5393 2.202 -0.1798 -2.112 -0.08989 1.663 2.157 1.099 -0.8989 -2.022 -7.386 -0.7035 0.6292 -14.2 -14.47
34.155 0 -2.022 -0.08989 -2.337 -1.213 -0.764 -0.8539 -0.2638 -4.09 -2.55 -7.386 0 2.247 -15.37 -16.72
34.16 -1.348 -6.112 -0.7191 -0.2247 0.5393 -2.742 -3.416 -0.04397 -4.539 -0.2638 -4.66 0.6155 4.854 -13.84 -17.17
34.165 -1.798 -8.584 -1.663 2.337 3.82 -4.045 -4.764 0.5716 -2.742 1.935 -3.078 -0.7914 5.393 -12.58 -17.71
34.17 -0.8989 -9.034 -2.921 3.101 4.449 -4.899 -5.393 -0.6595 -1.663 0.9673 -5.188 -4.397 2.517 -13.3 -18.07
34.175 -1.169 -8.225 -4.09 -0.1798 -0.6292 -6.337 -6.067 -4.836 -3.685 -3.957 -10.64 -8.266 -2.067 -15.28 -16.45
34.18 -5.393 -6.562 -4.36 -7.146 -10.47 -7.955 -6.607 -9.717 -8 -10.46 -15.39 -9.145 -4.764 -15.28 -10.88
34.185 -12.85 -3.596 -2.607 -13.98 -19.24 -8.09 -5.663 -11.39 -10.74 -14.25 -15.21 -5.628 -3.416 -10.52 -1.169
34.19 -18.61 -0.2697 -0.2697 -16.85 -21.3 -5.393 -2.921 -8.442 -9.393 -12.84 -9.321 0.7035 0.7191 -1.169 10.16
34.195 -18.7 1.213 -0.809 -15.19 -16.54 -1.393 -0.5843 -3.869 -4.989 -7.914 -1.759 5.716 3.775 9.438 19.96
34.2 -13.93 -1.258 -5.348 -11.33 -9.888 0.8539 -0.7191 -1.979 -0.8989 -3.429 2.902 6.683 2.787 17.71 26.25
34.205 -9.438 -5.798 -10.56 -8.09 -6.202 -0.2247 -2.831 -4.133 1.213 -1.319 4.045 4.485 -1.079 22.83 29.3
34.21 -8.449 -8.944 -12.04 -6.022 -5.843 -2.652 -4.404 -7.43 1.303 -0.4397 4.573 2.11 -4.494 25.26 29.84
34.215 -9.438 -7.596 -7.955 -4.09 -5.438 -2.742 -2.292 -8.09 1.034 1.671 7.211 1.671 -5.213 24.72 27.24
34.22 -7.82 -1.079 0.2697 -0.9438 -1.528 1.708 3.551 -3.913 0.9888 5.188 11.34 2.726 -3.416 20.58 20.85
34.225 -0.3596 8.584 9.798 3.73 6.247 9.393 10.47 3.649 1.573 8.266 13.98 3.341 -1.079 12.76 11.15
34.23 11.6 16.67 16.58 8.944 14.11 15.96 14.7 11.12 2.292 8.705 12.31 1.847 -0.2697 2.876 0.3596
34.235 21.75 19.19 17.48 12.49 17.84 17.21 14.07 15.04 2.831 6.419 6.331 -1.231 -1.348 -6.831 -8.899
34.24 24.45 15.82 13.3 13.75 16.45 12.67 9.708 15.08 3.91 3.166 -0.3517 -3.693 -2.517 -12.94 -14.38
34.245 19.51 10.07 8.315 13.89 13.12 6.247 5.753 13.28 6.157 1.671 -3.781 -3.517 -1.618 -14.38 -16.09
34.25 11.78 5.753 5.438 13.84 11.46 2.202 4.539 11.52 8.449 2.11 -2.99 -0.7914 1.348 -13.3 -16.09
34.255 6.292 3.506 4.27 12.76 10.7 1.618 4.854 9.145 7.91 2.198 -1.495 1.671 4.135 -13.84 -17.44
34.26 3.326 1.618 3.146 8.719 7.596 1.663 3.865 5.144 3.056 -0.6155 -3.078 1.495 4.404 -17.8 -20.85
34.265 0.1798 -1.438 1.393 2.067 0.4944 -0.4944 0.04494 0.1319 -3.955 -5.979 -7.562 -0.9673 2.247 -22.74 -24
34.27 -5.034 -5.618 -1.933 -4.539 -8.135 -4.989 -5.483 -4.397 -9.034 -10.38 -11.61 -3.341 -0.08989 -24 -23.19
34.275 -10.34 -9.618 -6.966 -8.449 -13.89 -9.124 -9.978 -6.903 -9.618 -10.99 -11.96 -3.605 -0.7191 -18.97 -16.63
34.28 -12.58 -11.06 -11.6 -8.404 -14.07 -10.07 -11.01 -7.386 -6.247 -7.738 -8.53 -1.495 0.6292 -8.719 -5.213
34.285 -10.52 -8.404 -11.73 -5.708 -9.888 -6.427 -8.449 -6.023 -1.618 -3.341 -3.693 1.495 2.607 2.787 7.371
34.29 -5.753 -3.056 -6.337 -3.146 -4.944 -0.6742 -3.371 -4.397 1.933 -0.4397 -0.2638 3.341 2.966 11.06 16.72
34.295 -2.427 1.573 0.8539 -3.146 -2.966 3.91 1.079 -3.605 3.146 0 0.2638 2.726 0.2697 13.48 19.51
34.3 -2.966 2.427 5.169 -5.933 -4.539 4.584 3.056 -4.133 2.517 -1.055 -0.9673 0.2638 -4.225 11.24 16
34.305 -6.292 0.2247 4.135 -8.854 -6.876 2.202 2.652 -4.748 1.483 -1.847 -1.495 -2.022 -7.461 8.449 9.618
34.31 -8.27 -2.472 -0.6742 -9.303 -6.427 -0.6742 0.8539 -4.309 0.7191 -1.495 0.08793 -2.726 -7.011 7.82 4.584
34.315 -6.202 -3.416 -6.157 -6.427 -2.787 -2.112 -0.9438 -3.034 -0.08989 -0.6155 2.55 -1.935 -3.506 8.899 2.427
34.32 -1.618 -1.798 -7.775 -1.483 2.202 -1.303 -1.618 -1.407 -0.6742 0 4.221 -0.4397 0.809 9.888 2.697
34.325 2.697 1.933 -3.236 4.135 6.382 1.079 -0.04494 0.7474 0.3146 0.6155 5.012 1.143 3.685 9.258 3.596
34.33 5.393 6.067 4.584 8.989 9.303 4.584 3.82 3.341 3.551 2.11 5.276 2.99 4.315 6.831 3.416
34.335 6.921 8.404 10.16 11.42 10.52 7.551 8 5.804 6.831 4.045 5.452 4.485 3.236 2.876 1.348
34.34 8 8.494 10.61 10.38 9.888 8.449 10.2 7.562 7.101 4.485 4.66 4.836 1.798 -1.888 -2.607
34.345 8.449 7.506 8.27 6.742 7.865 7.056 9.034 8.53 3.326 2.462 2.99 3.605 0.9888 -6.562 -7.101
34.35 7.64 6.247 6.247 2.876 5.213 4 5.124 8.046 -2.022 -1.231 0.5276 0.7035 0.7191 -10.88 -11.24
34.355 5.843 4.809 5.124 0.2697 2.697 0.08989 0.2247 5.276 -6.112 -4.573 -2.374 -3.429 -0.08989 -14.92 -14.83
34.36 3.865 2.697 4.18 -0.8989 0.2697 -3.371 -4.045 0.5716 -6.787 -6.155 -5.452 -7.474 -2.067 -18.16 -16.9
34.365 2.876 1.663 2.966 -1.528 -1.798 -5.618 -5.933 -3.825 -4.854 -5.979 -8.178 -9.761 -4.494 -19.51 -16.27
34.37 3.146 2.562 1.798 -2.742 -3.865 -6.517 -5.573 -5.804 -2.876 -5.276 -10.55 -9.673 -6.382 -18.88 -12.85
34.375 2.517 4.629 0.6292 -5.258 -6.382 -7.101 -4.899 -5.144 -3.506 -5.54 -12.84 -8.178 -7.461 -17.35 -8
34.38 -1.618 5.888 -0.3596 -8.449 -9.124 -7.91 -5.483 -3.561 -6.562 -6.947 -14.42 -6.507 -7.82 -16.09 -3.596
34.385 -8.899 4.989 -1.348 -9.753 -10.79 -8.764 -6.966 -2.858 -8.809 -7.65 -13.28 -4.573 -7.101 -14.29 0.3596
34.39 -14.83 2.022 -3.596 -8.18 -9.618 -8.539 -7.775 -3.781 -7.64 -5.628 -7.826 -1.671 -4.674 -9.528 4.584
34.395 -14.56 -1.888 -8.135 -4.719 -6.292 -6.337 -6.427 -5.276 -3.146 -0.6155 1.055 2.638 -0.5393 0 10.25
34.4 -8.18 -4.045 -13.03 -2.112 -2.472 -2.427 -2.831 -5.452 2.157 5.892 10.64 7.738 4.404 14.02 17.17
34.405 -0.4494 -2.921 -13.93 -1.348 0.3596 2.427 1.888 -3.122 6.382 11.7 17.76 12.4 8.629 29.75 23.82
34.41 3.146 0.3146 -9.618 -1.438 2.202 7.236 5.933 -0.1319 9.079 15.39 20.49 14.95 10.43 41.89 27.24
34.415 0.809 2.022 -3.64 -0.764 3.281 10.2 7.371 0.4397 10.02 16.62 18.2 13.81 8.989 46.02 25.35
34.42 -3.955 -0.2697 -0.4494 1.393 4.225 10.11 5.843 -2.11 9.438 15.56 12.93 9.761 5.124 40.9 18.25
34.425 -5.303 -5.348 -1.034 5.034 5.978 6.787 2.831 -5.188 8.449 13.01 7.914 4.748 1.438 30.2 8.629
34.43 0.809 -10.29 -4.225 9.573 8.809 1.079 -0.1348 -4.924 8 10.64 6.155 0.5276 -0.4494 19.42 -0.5393
34.435 11.87 -13.26 -7.326 12.81 11.87 -5.573 -2.742 -0.7914 8.315 9.057 7.562 -2.902 -1.348 11.51 -8.719
34.44 20.76 -13.98 -8.315 13.26 13.39 -11.51 -5.483 4.221 8.854 8.002 9.673 -6.067 -2.876 6.112 -15.64
34.445 21.75 -12.81 -6.247 10.79 12.4 -14.83 -7.955 6.067 8.854 6.419 9.849 -8.969 -5.573 0.809 -20.94
34.45 15.01 -10.29 -2.787 6.652 8.989 -13.84 -8.809 3.473 7.011 3.341 6.771 -10.46 -8.449 -6.382 -23.37
34.455 5.483 -7.191 -0.4494 2.022 4.135 -8.899 -6.337 -1.231 2.067 -1.407 0.8793 -9.673 -9.618 -15.55 -22.11
34.46 -1.888 -3.416 0.2697 -1.933 -0.809 -1.663 -1.213 -3.561 -5.213 -6.595 -5.54 -6.331 -7.82 -24.09 -16.81
34.465 -5.303 0.9888 1.438 -3.91 -3.865 5.213 4.854 -1.055 -11.42 -10.29 -9.233 -1.495 -3.506 -27.78 -8.539
34.47 -5.573 5.079 4.135 -3.685 -4.584 9.663 8.764 4.133 -13.21 -10.46 -8.793 2.198 0.8989 -24.36 0.3596
34.475 -4.584 6.921 6.652 -2.607 -4 10.29 8.045 6.419 -10.61 -7.826 -5.804 2.55 2.607 -15.73 7.461
34.48 -3.685 6.202 7.101 -2.562 -4 7.551 3.371 2.858 -6.202 -4.66 -3.254 -0.7035 0.7191 -6.112 11.78
34.485 -2.787 4.539 5.888 -3.775 -4.764 3.775 -1.393 -3.649 -2.652 -2.99 -2.198 -4.397 -2.337 1.169 14.29
34.49 -1.169 3.596 3.416 -4.584 -4.539 1.798 -2.607 -7.342 -1.393 -2.726 -1.759 -4.836 -2.876 4.854 16.27
34.495 0.1798 3.011 0.3596 -3.73 -2.697 2.607 0.6742 -4.924 -1.753 -2.022 0 -0.5276 0.7191 5.843 17.98
34.5 -0.5393 1.348 -2.112 -1.978 0.1798 5.483 5.663 1.891 -2.337 0.3517 3.869 6.771 7.281 7.011 19.06
34.505 -4.494 -1.528 -2.921 -0.6742 2.202 8 9.303 7.958 -1.393 4.66 9.409 13.54 13.84 10.61 19.33
34.51 -10.07 -4.809 -1.933 -1.348 1.888 8.36 9.348 9.189 0.764 8.969 13.72 16.18 17.44 16.36 17.98
34.515 -14.2 -7.596 -1.528 -4.09 -0.9438 5.213 5.978 5.012 2.652 10.82 13.28 13.01 16.27 20.94 14.02
34.52 -14.83 -8.674 -2.247 -6.966 -4.989 -0.1798 0.7191 -0.5276 2.876 8.617 6.771 5.54 11.42 20.49 7.011
34.525 -11.33 -7.146 -2.921 -6.831 -7.146 -5.483 -3.775 -3.034 2.022 3.517 -3.166 -2.374 5.663 13.66 -2.157
34.53 -4.494 -3.281 -2.202 -2.382 -5.528 -7.64 -5.753 -1.143 0.9438 -1.495 -11.52 -7.562 1.169 2.966 -11.69
34.535 3.955 0.8539 -0.4494 3.596 -1.213 -6.202 -5.483 2.022 0.1348 -3.957 -14.77 -8.969 -1.528 -7.64 -19.42
34.54 10.97 3.506 1.618 7.371 3.011 -2.517 -4 2.77 -0.4045 -3.605 -12.22 -7.65 -3.146 -14.38 -23.46
34.545 14.11 4.584 3.865 7.011 5.438 1.258 -2.067 0.2638 -0.4494 -1.759 -6.331 -4.924 -4.045 -15.55 -22.92
34.55 13.03 5.079 6.067 4.27 6.157 4 0.1348 -2.77 0.4045 0.08793 -0.5276 -2.11 -4.404 -13.3 -19.24
34.555 9.708 5.753 7.955 2.247 6.382 5.888 2.427 -3.298 1.438 1.055 1.847 0 -4.674 -11.87 -15.01
34.56 6.202 7.775 10.38 3.011 6.921 7.685 4.989 0.08793 1.933 0.9673 0.7035 1.319 -4.944 -13.66 -11.78
34.565 4.494 11.37 14.61 6.202 8.045 10.25 7.865 6.419 1.708 0.7914 -1.759 2.55 -4.854 -16.99 -8.899
34.57 4.764 14.97 18.74 9.438 8.629 13.03 10.56 11.91 1.213 1.231 -2.55 3.869 -3.955 -18.43 -4.944
34.575 5.303 15.1 18.29 9.124 7.236 13.62 11.24 12.53 0.1348 1.583 -1.495 4.573 -2.247 -15.64 0.5393
34.58 3.865 9.618 10.92 4.09 2.876 9.618 8.315 7.298 -1.438 0.5276 -0.08793 4.485 -0.1798 -9.258 6.562
34.585 0.5393 0.809 0 -2.966 -2.966 2.337 2.427 -0.5276 -2.966 -2.638 0.2638 3.781 1.708 -2.247 11.42
34.59 -1.978 -6.472 -8.449 -7.82 -7.236 -4.719 -3.371 -6.375 -3.685 -6.331 -0.4397 3.605 3.416 2.607 13.84
34.595 -1.618 -8.045 -10.07 -7.775 -8.09 -7.685 -5.843 -7.167 -3.506 -8.178 -1.143 4.573 4.944 3.685 13.75
34.6 0.7191 -3.865 -4.584 -3.82 -5.618 -5.753 -3.685 -2.726 -2.202 -6.947 -0.3517 6.859 7.011 2.517 12.67
34.605 1.438 2.831 4.045 1.303 -1.978 -0.9888 1.393 4.617 0.2697 -2.726 2.726 9.849 10.25 2.607 12.22
34.61 -1.438 6.742 9.708 4.18 0.4944 2.831 5.708 10.33 3.73 2.374 7.035 11.96 13.75 5.483 12.04
34.615 -6.831 4.315 7.775 2.562 -0.4944 2.562 5.798 10.9 5.933 5.452 9.409 10.99 14.74 9.618 10.34
34.62 -11.42 -2.921 -0.3596 -2.966 -4.809 -1.798 1.034 6.199 5.393 4.748 7.65 6.419 11.33 12.4 5.843
34.625 -11.78 -9.933 -8.36 -8.764 -9.573 -7.146 -5.169 0.1319 2.876 1.055 2.374 0 4.494 12.58 -0.3596
34.63 -7.82 -12.13 -11.06 -11.15 -11.46 -10.29 -9.079 -2.946 0.5393 -3.078 -4.045 -5.716 -2.247 10.7 -6.382
34.635 -2.697 -9.978 -9.258 -8.989 -9.978 -10.97 -9.618 -1.671 -0.3596 -5.628 -9.673 -9.497 -6.292 7.371 -11.15
34.64 -0.2697 -7.101 -6.697 -4.989 -7.461 -11.33 -9.169 1.407 -0.3146 -7.035 -13.98 -11.78 -7.551 2.697 -15.28
34.645 -1.169 -6.157 -5.753 -2.607 -6.607 -13.26 -10.29 2.506 -0.4944 -8.969 -17.15 -14.25 -8.719 -3.236 -20.04
34.65 -2.607 -7.506 -6.921 -3.146 -8.18 -16.36 -13.53 -1.143 -2.607 -12.49 -19.43 -17.5 -12.58 -10.88 -25.71
34.655 -1.618 -9.438 -9.303 -6.022 -10.88 -18.34 -16.85 -8.749 -6.921 -16.88 -20.93 -21.02 -18.88 -19.6 -30.47
34.66 1.258 -9.528 -10.74 -8.045 -12.13 -16.49 -17.08 -15.96 -11.87 -20.22 -20.93 -22.34 -24.45 -26.97 -31.1
34.665 3.416 -6.337 -9.079 -6.427 -9.708 -10.47 -12.36 -17.72 -14.29 -20.14 -18.03 -19.43 -24.72 -29.39 -24.99
34.67 3.146 -1.303 -4.764 -0.8989 -3.865 -2.112 -4.539 -13.19 -12.54 -15.83 -11.87 -12.66 -18.7 -25.35 -13.3
34.675 1.438 2.831 -0.9438 5.169 2.247 4.674 2.067 -6.331 -8.045 -8.53 -4.309 -5.1 -9.888 -16.27 -0.7191
34.68 0.7191 4.135 0.5393 7.281 5.348 6.876 4.36 -2.154 -3.326 -1.231 2.462 0.1759 -3.236 -5.393 8.809
34.685 2.067 3.236 0.4944 5.079 4.944 5.079 2.787 -2.33 0.4494 4.573 7.65 2.99 0 4.674 14.47
34.69 4.404 1.978 0.4944 1.169 3.73 1.978 0.809 -3.737 3.326 8.705 11.96 5.628 2.247 12.49 18.34
34.695 4.944 1.169 0.3596 -0.4944 3.685 0.6742 1.528 -2.506 5.528 11.7 15.56 10.02 6.742 17.53 22.47
34.7 2.067 1.079 0.3146 1.169 5.483 1.663 5.124 2.946 6.697 13.45 18.29 15.92 14.2 19.6 27.15
34.705 -2.876 1.933 0.8539 4.854 7.775 3.865 9.258 9.936 6.652 13.72 19.61 20.49 21.21 19.78 30.02
34.71 -6.112 2.966 1.708 7.685 8.584 5.438 10.61 12.93 5.618 12.4 18.91 20.58 23.55 18.79 28.85
34.715 -5.933 2.831 1.438 7.236 7.236 5.034 7.371 8.31 4.045 10.55 15.83 15.04 19.15 17.26 22.56
34.72 -3.775 0.764 -0.1348 4.09 4.539 3.236 1.393 -2.242 3.64 9.321 11.52 6.419 10.34 15.82 13.66
34.725 -2.787 -1.483 -1.079 1.618 3.056 2.337 -3.371 -11.78 5.978 9.761 7.914 -0.8793 2.607 15.37 6.112
34.73 -3.596 -1.843 -0.08989 2.652 4.584 4.045 -3.955 -14.16 10.56 11.78 6.331 -3.781 -0.7191 15.64 2.067
34.735 -3.775 0.08989 1.888 6.292 7.64 7.416 -0.4944 -8.749 14.61 13.81 5.804 -2.99 -0.4494 14.83 0.809
34.74 -1.348 3.461 2.876 9.213 9.348 9.753 3.73 -0.2198 15.1 13.28 4.221 -1.319 0.5393 11.69 0
34.745 3.506 6.067 2.067 8.764 7.775 8.764 5.213 5.804 11.87 9.409 0.7914 -0.9673 0 6.472 -1.528
34.75 7.73 6.337 -0.8539 5.303 3.82 4.36 3.011 6.551 6.652 3.781 -3.869 -2.286 -2.067 0.7191 -3.865
34.755 8.18 4.045 -5.438 1.079 -0.3596 -1.169 -1.124 2.682 1.843 -1.495 -8.617 -4.573 -4.584 -5.034 -6.921
34.76 4.225 1.213 -8.944 -1.978 -2.742 -5.124 -4.539 -1.847 -1.933 -5.54 -11.96 -6.595 -7.011 -10.7 -10.25
34.765 -0.8989 0.809 -7.416 -2.517 -2.652 -5.618 -4.944 -2.946 -4.584 -7.914 -12.84 -7.562 -9.079 -15.73 -13.21
34.77 -2.966 4.045 -0.4944 -1.438 -0.9888 -3.416 -1.933 -0.1759 -6.697 -9.321 -11.34 -7.386 -10.52 -19.6 -15.28
34.775 -0.3596 8.18 7.91 -0.809 0.2247 -0.6742 1.753 4.485 -9.438 -10.38 -8.53 -6.155 -10.88 -22.11 -15.73
34.78 3.775 9.483 13.17 -2.022 -0.4045 0.1798 3.955 7.826 -12.54 -11.34 -5.628 -4.133 -9.438 -22.92 -14.02
34.785 5.753 7.191 13.66 -4.404 -2.517 -0.6292 4.36 9.101 -14.65 -11.96 -2.902 -1.143 -5.753 -21.84 -9.978
34.79 4.764 3.596 10.79 -6.202 -4 -1.213 4.18 8.661 -14.34 -11.52 -0.3517 2.55 -0.8989 -19.6 -5.303
34.795 3.596 1.438 6.787 -6.562 -4.09 -0.3596 4.899 7.738 -12.09 -10.11 1.495 5.804 3.146 -17.98 -2.337
34.8 4.854 2.112 3.91 -5.798 -3.326 2.022 6.292 7.123 -8.944 -8.266 2.022 7.386 5.303 -17.53 -2.067
34.805 8.629 4.719 3.64 -4.045 -1.528 4.449 7.73 6.859 -4.899 -5.716 2.022 7.474 5.933 -16.09 -2.876
34.81 11.69 6.382 4.18 -0.809 1.258 5.933 8 5.716 -0.04494 -1.847 2.374 6.595 6.112 -10.97 -2.427
34.815 10.43 4.899 2.427 2.966 4.315 6.112 6.427 2.154 4.899 3.429 3.341 5.1 5.843 -1.079 0.4494
34.82 3.775 0.4494 -1.933 5.663 6.247 5.618 3.281 -3.737 8.674 8.793 4.309 2.902 4.584 12.58 5.213
34.825 -5.573 -3.146 -5.843 6.112 6.022 5.303 0.2247 -9.013 10.74 12.84 5.012 0.7035 2.607 27.33 10.25
34.83 -12.76 -3.461 -6.112 4 3.91 5.843 -1.258 -10.42 11.46 14.86 5.452 -0.7035 1.169 39.64 14.02
34.835 -14.92 -1.483 -3.371 0.4944 0.6742 6.427 -0.9888 -7.079 11.55 15.56 5.804 -0.8793 0.9888 46.29 15.46
34.84 -13.48 -0.1348 -0.3596 -2.607 -2.157 5.888 -0.1798 -1.187 11.55 15.56 5.979 -0.1759 1.888 45.84 15.1
34.845 -11.51 -1.618 0.8539 -3.146 -2.876 4.045 -0.08989 3.341 11.87 15.12 5.804 0.6155 2.607 38.92 13.3
34.85 -10.52 -5.079 -0.4045 -1.079 -1.663 1.438 -1.528 3.473 11.73 13.54 4.309 0.4397 1.618 27.06 10.07
34.855 -9.618 -8.764 -3.64 1.213 -0.6742 -1.843 -4.315 -0.8793 8.989 9.233 0.08793 -1.759 -1.438 11.42 4.135
34.86 -8 -10.56 -6.427 1.169 -1.798 -5.843 -7.596 -6.243 2.787 1.671 -6.947 -5.276 -5.034 -5.483 -3.955
34.865 -5.933 -9.034 -6.337 -1.258 -4.674 -9.303 -9.618 -7.826 -4.719 -7.211 -13.72 -8.002 -6.921 -19.96 -12.04
34.87 -4.225 -5.079 -3.101 -3.73 -6.202 -10.97 -8.584 -4.045 -10.29 -13.81 -17.06 -8.002 -6.202 -28.4 -16.63
34.875 -3.506 -0.9438 0.5843 -4.539 -5.169 -9.483 -5.079 1.847 -12.13 -15.65 -15.21 -5.364 -4.584 -29.57 -16.27
34.88 -3.326 1.933 2.652 -3.91 -2.697 -5.618 -1.169 4.88 -11.01 -13.72 -10.11 -1.759 -4.404 -25.35 -11.33
34.885 -1.978 4 3.64 -3.685 -1.393 -1.258 1.528 2.638 -9.483 -10.9 -4.66 1.055 -6.112 -19.06 -4.404
34.89 2.517 5.843 4.135 -4.854 -3.191 1.708 2.112 -2.99 -9.483 -9.936 -1.583 2.11 -8.18 -14.02 0.7191
34.895 9.169 6.652 3.82 -7.011 -7.056 2.292 0.8989 -8.134 -11.87 -11.26 -1.231 1.143 -8.629 -12.31 1.888
34.9 14.56 5.663 2.112 -8.09 -9.393 1.169 -0.1798 -9.585 -14.79 -13.01 -1.935 -0.7914 -7.011 -12.94 -0.5393
34.905 15.55 3.281 0.3596 -5.618 -6.966 0.9438 0.4494 -6.067 -15.19 -12.05 -0.7035 -2.022 -3.775 -12.85 -3.685
34.91 11.69 0.5393 0.2247 0.04494 0.2247 3.191 3.191 0 -11.42 -7.474 3.254 -1.319 -0.1798 -9.708 -4.944
34.915 5.124 -1.348 1.079 5.303 7.506 7.146 5.843 5.144 -4.989 -0.9673 7.474 0.6155 2.876 -4.404 -3.506
34.92 -1.528 -2.112 2.112 6.382 9.528 9.573 6.472 7.386 0.6292 4.221 8.705 2.55 5.483 0.5393 -0.8989
34.925 -6.202 -1.573 2.742 3.101 5.483 8.045 4.18 7.123 4.36 6.067 5.628 3.166 8 3.416 0.5393
34.93 -8 -0.3146 2.202 -1.034 -0.5843 3.011 0.08989 6.023 6.067 5.54 0.08793 1.759 9.978 4.225 -0.809
34.935 -7.011 0.1798 -0.3596 -2.697 -3.82 -3.64 -3.73 4.309 6.652 5.012 -4.485 -1.495 9.618 3.775 -4.854
34.94 -5.124 -0.8539 -4.09 -1.124 -2.787 -9.258 -6.382 2.022 6.966 5.892 -5.979 -5.188 6.202 3.775 -9.438
34.945 -3.865 -2.652 -6.382 1.753 0.5393 -12.13 -7.236 0.04397 7.101 7.826 -3.605 -7.123 1.169 5.303 -11.15
34.95 -3.416 -3.775 -5.663 3.64 3.011 -11.82 -6.562 -1.319 7.056 9.497 0.7914 -5.979 -2.697 8.09 -8.27
34.955 -2.697 -3.236 -3.236 4 3.146 -9.483 -4.989 -1.407 6.292 9.673 4.485 -2.814 -3.685 9.708 -2.337
34.96 -0.4494 -0.809 -0.1348 4.09 2.427 -5.933 -2.921 -0.6595 4.944 8.002 5.452 0.4397 -2.337 8.719 3.955
34.965 4.225 3.865 3.91 5.438 3.416 -1.438 0.04494 0.3517 4 5.628 4.485 2.55 -0.4494 5.483 8.27
34.97 10.25 9.438 8.539 7.371 6.472 3.506 3.64 1.011 3.73 3.781 3.517 3.429 0.4494 1.978 10.43
34.975 14.38 13.08 11.37 7.101 8.584 7.685 6.831 0.5276 3.236 2.902 3.517 3.957 -0.1798 -0.2697 11.51
34.98 13.03 12.99 10.16 2.921 6.697 9.213 8.449 -0.7035 1.573 2.462 4.133 5.188 -0.8989 -0.4494 13.21
34.985 5.753 10.02 5.843 -2.787 1.843 8.404 8.719 -0.9673 -0.5393 1.583 4.66 7.298 -0.2697 0.809 15.64
34.99 -2.966 6.921 0.9888 -5.124 -1.798 6.876 8.899 0.5276 -1.708 0.3517 4.397 9.409 2.247 1.978 16.9
34.995 -7.551 5.258 -2.112 -2.472 -1.303 5.753 9.393 2.99 -1.843 -1.319 2.814 9.849 5.213 0.7191 14.47
35 -5.843 4.135 -2.427 2.067 1.438 5.034 9.124 4.617 -2.337 -3.693 0.08793 7.826 6.742 -3.056 8.629
35.005 -1.528 1.753 -0.5843 3.326 2.427 3.236 6.966 4.045 -4.135 -6.507 -2.198 4.397 6.831 -6.742 2.337
35.01 0.3596 -3.416 0.1798 -1.034 -0.9438 -0.764 2.202 1.407 -6.562 -8.442 -2.374 1.231 6.202 -6.921 -0.9888
35.015 -1.888 -11.06 -3.056 -7.865 -6.607 -6.742 -4.404 -2.462 -7.775 -7.738 -0.1759 -1.407 5.573 -1.978 -0.809
35.02 -5.303 -18.52 -9.393 -10.61 -8.899 -12.76 -10.56 -6.023 -5.213 -3.429 3.957 -3.957 4.404 6.382 -0.08989
35.025 -3.955 -21.93 -14.16 -4.674 -3.146 -15.91 -14.02 -8.09 2.562 4.133 9.145 -7.123 1.888 14.83 -2.517
35.03 4.404 -20.18 -14.16 7.775 9.213 -15.24 -14.07 -8.53 13.3 12.57 13.81 -10.99 -2.337 19.51 -9.528
35.035 15.28 -16 -10.97 18.56 20.76 -12.13 -12.4 -8.925 21.8 18.47 15.56 -14.6 -7.64 18.61 -18.25
35.04 19.6 -12.58 -8.09 20.4 23.82 -8.539 -10.43 -9.629 22.97 18.82 12.93 -16.09 -11.6 13.12 -23.46
35.045 12.49 -9.708 -6.517 13.26 17.12 -4.899 -8.045 -9.013 16.36 12.93 6.419 -13.89 -11.96 6.202 -20.94
35.05 -0.9888 -4.854 -4.36 3.596 6.112 -0.2697 -3.91 -5.232 5.573 3.166 -1.495 -7.914 -8.18 0.3596 -11.96
35.055 -10.61 2.607 0.1348 -2.382 -2.517 5.708 2.382 1.319 -4.764 -6.947 -8.705 -0.5276 -2.697 -4.225 -1.618
35.06 -9.438 10.52 6.697 -3.91 -6.562 10.83 8.629 8.002 -11.55 -14.42 -12.93 5.1 1.079 -8 4.764
35.065 -0.1798 14.79 12.54 -4.27 -7.685 12.22 11.91 11.34 -13.62 -17.5 -13.01 7.474 1.978 -10.07 6.472
35.07 8.18 12.4 13.44 -6.562 -8.674 9.213 10.43 9.497 -11.55 -15.56 -9.233 7.035 0.9888 -9.169 6.562
35.075 8.09 4.674 7.281 -10.38 -10.11 3.326 5.258 3.429 -7.596 -10.2 -3.781 5.804 0.1798 -5.213 8.27
35.08 -0.08989 -3.371 -1.933 -12.27 -10.34 -1.079 -0.3596 -2.77 -3.73 -4.133 0.7914 5.364 1.079 -0.3596 11.96
