    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 23.01 23.01 23.01 23.01 23.01 23.01 23.01 23.01 22.01 23.01 22.01 22.01 22.01 23.01 23.01 23.01
0 0.08989 1.528 -1.798 -0.9438 -0.2697 2.607 3.551 0.9888 -0.172 -2.697 -0.5159 0.9458 1.548 0.809 1.258 1.978
0.005 -0.6292 1.888 -4.494 -3.551 0.1798 3.416 3.281 0.04494 -2.235 -1.888 0.08598 1.72 0.3439 0 2.787 0.3596
0.01 -1.079 2.607 -6.921 -6.472 1.034 3.865 2.067 -2.112 -5.202 -0.5393 0.4299 1.462 -2.751 -2.607 3.506 -3.685
0.015 -0.8989 3.326 -7.506 -7.685 1.708 3.416 0.2247 -4.315 -7.695 1.079 0.4299 0.6019 -6.191 -6.472 2.697 -8.989
0.02 -0.4494 3.461 -5.888 -5.978 1.528 2.382 -1.483 -4.899 -8.555 2.157 1.118 0.2579 -7.91 -9.438 0.8989 -12.4
0.025 -0.7191 2.202 -3.685 -2.472 0.4494 0.764 -2.652 -4.18 -7.738 1.079 1.892 0.3439 -7.394 -10.07 -0.7191 -12.4
0.03 -2.337 -1.034 -2.562 0.1348 -0.9888 -1.348 -3.056 -3.191 -5.89 -1.888 1.806 0.4299 -4.901 -8.539 -2.067 -9.978
0.035 -4.494 -5.393 -2.517 0.1798 -1.933 -3.191 -2.742 -2.247 -3.912 -4.404 1.032 0.6019 -1.548 -6.112 -2.966 -6.921
0.04 -5.843 -8.494 -3.236 -2.202 -1.888 -3.865 -2.247 -1.663 -2.923 -4.854 0.5159 0.8598 0.6878 -4.315 -2.787 -4.045
0.045 -5.933 -8.539 -4.764 -5.843 -1.528 -4.045 -2.202 -2.382 -3.654 -4.315 -0.6878 0.2579 0.4299 -3.955 -1.528 -1.888
0.05 -5.124 -6.067 -6.742 -8.899 -1.708 -5.079 -2.966 -4.404 -5.546 -4.045 -3.353 -1.72 -1.634 -4.494 -0.4494 -0.8989
0.055 -4.225 -2.921 -7.551 -9.708 -2.562 -6.966 -4.36 -6.022 -7.007 -4.135 -6.105 -4.213 -3.353 -4.944 -0.7191 -0.4494
0.06 -4.225 -0.8989 -6.742 -8.045 -3.596 -8.809 -6.337 -6.292 -7.179 -4.494 -7.222 -6.277 -4.041 -4.045 -1.978 0.2697
0.065 -5.124 -0.4944 -5.438 -5.528 -4.494 -10.29 -8.854 -6.112 -6.362 -6.382 -7.824 -8.34 -4.299 -2.337 -3.416 0.9888
0.07 -5.933 -1.079 -4.494 -3.461 -5.258 -11.33 -11.28 -6.202 -4.944 -9.258 -9.458 -10.06 -4.213 -0.6292 -4.584 0.8989
0.075 -5.573 -1.169 -3.281 -1.753 -5.798 -10.74 -12.27 -5.528 -3.095 -10.88 -10.66 -9.458 -3.095 0.5393 -4.674 0.4494
0.08 -4.045 0.3146 -1.124 0.1798 -5.798 -7.91 -10.7 -3.191 -1.075 -9.978 -9.458 -5.675 -1.118 1.528 -2.787 0.9888
0.085 -2.157 2.876 1.438 1.933 -4.989 -4.135 -6.652 -0.3596 0.2149 -7.461 -6.191 -0.7738 0.5159 2.157 0.1798 2.067
0.09 -0.7191 4.719 3.685 2.562 -3.101 -1.213 -1.438 1.348 0.4299 -4.045 -3.095 2.321 1.118 2.247 2.337 2.517
0.095 -0.1798 4.854 5.393 1.933 -0.2247 0.1798 3.281 2.067 -0.129 -0.08989 -0.7738 2.837 1.204 2.247 2.517 2.876
0.1 -0.1798 4.045 5.798 0.5393 2.472 0.2697 5.843 1.978 -0.9028 3.685 0.2579 0.9458 0.9458 2.607 1.708 4.494
0.105 -0.4494 2.921 3.82 -1.213 3.775 -1.258 5.258 0.4944 -1.505 5.663 -0.8598 -2.235 0.08598 3.596 1.258 7.281
0.11 -1.169 1.528 -0.1348 -2.921 3.101 -3.865 2.247 -1.933 -1.505 5.753 -3.783 -4.729 -0.172 5.034 1.438 10.34
0.115 -2.067 -0.3596 -3.775 -3.416 1.393 -5.393 -0.8989 -3.191 -0.6019 5.933 -5.245 -4.127 1.29 7.011 2.067 12.85
0.12 -2.787 -2.517 -4.854 -2.112 0.1348 -4.494 -2.202 -1.753 0.9888 7.011 -2.923 -0.6878 3.869 8.809 3.326 14.29
0.125 -2.787 -4.36 -3.461 -0.04494 0.08989 -2.067 -0.9888 1.034 2.321 8 1.29 2.579 5.675 9.079 4.764 13.03
0.13 -1.798 -5.393 -1.079 1.618 0.9888 0.2247 1.888 3.461 2.837 8.36 4.471 3.783 6.277 7.551 5.843 9.079
0.135 -0.08989 -5.034 1.169 2.876 2.112 2.202 5.213 5.528 2.751 8.449 6.277 4.213 6.534 5.393 6.382 5.034
0.14 1.708 -3.326 2.697 3.775 3.101 3.865 7.506 7.281 2.751 8.719 7.652 5.073 6.706 3.865 6.831 2.787
0.145 2.787 -1.528 2.831 3.91 3.775 4.494 7.775 7.416 2.923 8.539 8.082 5.933 5.933 3.416 6.921 1.888
0.15 2.697 -1.079 1.708 3.191 4.18 3.955 6.022 5.663 3.052 8.09 7.48 6.362 4.557 3.416 5.933 1.258
0.155 1.708 -2.202 0.5843 2.607 4.18 3.326 3.596 3.775 3.181 8.629 6.964 6.792 3.439 3.685 4.135 0.7191
0.16 0.4494 -3.64 0.04494 2.831 3.506 2.966 1.573 3.011 3.353 10.07 7.394 6.792 2.751 3.685 2.787 0.6292
0.165 -0.6292 -4.404 -0.7191 3.011 1.888 2.022 -0.2697 2.112 3.095 10.52 7.222 5.073 1.462 2.966 2.067 0.08989
0.17 -1.528 -4.449 -2.697 2.382 -0.1348 0.04494 -2.607 0 2.064 8.809 5.073 1.806 -0.172 1.978 1.169 -1.079
0.175 -1.798 -4.045 -4.899 1.348 -1.663 -1.978 -5.124 -2.247 0.9458 5.124 2.235 -1.118 -1.118 1.618 -0.809 -2.067
0.18 -1.258 -3.101 -5.978 0.9888 -2.157 -3.281 -7.056 -3.056 0.8168 0.2697 0.172 -2.837 -1.204 2.157 -3.326 -1.978
0.185 -0.1798 -2.112 -5.798 1.483 -2.067 -4.225 -7.685 -2.607 2.021 -4.944 -1.376 -3.783 -1.032 3.056 -5.124 -1.438
0.19 0.7191 -1.483 -5.079 2.472 -2.202 -4.989 -6.831 -1.438 3.783 -8.899 -3.095 -3.783 -0.4299 3.685 -5.303 -0.7191
0.195 1.169 -1.213 -4.09 3.685 -2.742 -4.629 -4.809 0.6292 5.374 -9.258 -3.525 -1.978 1.118 4.404 -3.596 0.5393
0.2 1.348 -0.7191 -2.697 4.404 -2.876 -2.742 -2.921 3.011 5.976 -5.753 -1.634 1.204 2.665 5.034 -0.8989 2.067
0.205 1.888 0 -1.618 3.551 -1.888 -0.4944 -2.787 3.371 4.987 -0.809 0.9458 3.439 2.321 5.034 1.258 2.337
0.21 2.517 0.3596 -1.708 1.124 0 0.764 -4.674 0.9888 2.751 2.787 2.235 3.611 0.2579 4.225 1.708 1.079
0.215 2.966 0.2697 -2.652 -1.124 1.843 1.169 -7.011 -1.888 0.7308 4.674 2.407 2.751 -1.462 3.236 0.7191 0.1798
0.22 2.427 -0.2247 -3.775 -1.933 2.337 0.8989 -8 -3.101 0.04299 5.213 2.235 1.376 -1.978 2.427 0 0.8989
0.225 0.5393 -1.303 -5.258 -1.753 1.258 -0.2697 -7.685 -3.416 0.2149 4.764 1.032 -1.032 -2.235 1.528 0.1798 2.337
0.23 -1.978 -3.056 -7.101 -1.933 -0.4944 -1.978 -7.236 -4.36 -0.08598 4.225 -1.462 -4.213 -3.095 0.3596 0.809 2.697
0.235 -3.506 -4.584 -7.82 -2.562 -1.438 -2.742 -7.146 -5.483 -1.333 4.404 -3.611 -6.62 -4.299 -0.8989 0.809 1.258
0.24 -2.787 -4.494 -6.022 -3.056 -0.8989 -1.978 -7.236 -5.618 -2.622 4.854 -3.611 -7.308 -5.675 -2.517 0.1798 -1.888
0.245 -0.2697 -2.517 -2.427 -3.056 0.2697 -0.5843 -6.607 -4.764 -3.138 3.775 -2.149 -6.706 -7.136 -4.674 -0.6292 -6.472
0.25 2.337 0.2697 1.258 -2.292 0.8989 0.4494 -4.315 -3.236 -2.708 0.3596 -0.6878 -5.245 -7.394 -7.101 -1.528 -11.42
0.255 4.045 2.876 4.494 -0.4494 0.764 1.933 0 -0.3596 -1.548 -3.506 0.7738 -2.751 -5.331 -9.169 -2.697 -14.65
0.26 4.854 4.854 7.551 2.067 0.7191 4.449 5.169 3.056 -0.3439 -6.022 2.579 0.08598 -2.321 -10.34 -4.404 -15.46
0.265 5.663 5.843 9.708 4 1.618 6.921 8.764 4.719 -0.04299 -7.011 3.439 1.29 -0.7738 -10.79 -6.562 -14.83
0.27 6.562 5.528 10.16 4.27 3.101 7.865 9.169 3.416 -0.8598 -7.101 2.149 0.6019 -0.9458 -10.34 -8.719 -13.39
0.275 6.921 3.82 8.989 3.416 3.955 6.831 7.191 1.258 -1.591 -6.382 0 -0.08598 -0.9458 -8.36 -9.708 -10.07
0.28 5.663 1.034 6.966 2.697 3.101 4.18 4.764 0.764 -0.9458 -5.303 -0.7738 0.5159 0.5159 -5.034 -8.27 -4.315
0.285 2.337 -2.202 4.584 2.247 0.5393 0.4944 3.146 1.618 0.7738 -5.034 -0.5159 1.806 2.751 -1.348 -4.584 1.888
0.29 -1.708 -5.348 2.427 1.888 -2.292 -2.562 2.831 2.427 2.364 -5.303 -0.08598 2.923 4.815 1.708 -0.809 6.382
0.295 -4.225 -6.831 1.978 1.753 -3.416 -2.876 4 3.101 3.095 -4.494 1.032 4.127 6.448 3.596 0.9888 8.449
0.3 -3.416 -5.618 3.506 1.843 -1.933 0.1798 6.247 3.955 3.009 -2.067 3.525 4.815 6.792 4.494 0.5393 8.719
0.305 0.08989 -2.562 4.944 1.169 0.9438 4.27 8.404 4.045 2.45 0.7191 5.589 4.041 5.589 4.584 -0.8989 8.09
0.31 3.775 0.04494 4.09 -0.764 3.326 6.697 9.348 2.921 1.462 2.787 5.417 2.064 4.041 4.674 -1.798 7.461
0.315 5.303 0.809 1.169 -2.966 4.09 7.101 8.989 2.067 0.7308 4.315 3.955 1.29 3.955 5.573 -0.6292 8.09
0.32 4.404 0 -1.663 -3.82 3.371 6.652 7.685 2.472 0.6878 5.933 3.353 3.009 5.159 7.011 3.146 9.978
0.325 2.157 -1.169 -2.876 -3.146 2.202 5.798 5.798 2.966 1.118 6.921 3.525 5.761 5.503 7.82 8.18 11.24
0.33 0 -2.022 -2.427 -1.753 1.169 4.629 3.91 2.382 1.548 6.742 3.353 7.48 4.299 7.011 11.6 10.34
0.335 -0.9888 -2.337 -0.809 -0.3146 0.5843 3.73 2.876 1.618 1.849 5.753 2.837 7.48 2.493 5.124 11.6 8.09
0.34 -1.169 -2.247 0.9438 0.7191 0.04494 3.011 2.697 1.483 2.192 3.865 2.235 5.245 0.5159 2.787 8.449 5.303
0.345 -1.079 -2.202 1.708 1.124 -0.809 1.753 2.022 0.8989 2.235 0.5393 0.172 0.5159 -2.149 0.7191 3.955 1.348
0.35 -1.079 -2.022 1.348 1.079 -1.888 0.08989 -0.04494 -1.213 1.677 -3.775 -3.611 -4.815 -5.331 -0.9888 -0.4494 -4.404
0.355 -0.5393 -0.6742 1.348 1.798 -2.292 -0.4944 -3.056 -3.596 0.9888 -7.551 -7.05 -7.824 -7.738 -2.157 -4.135 -10.97
0.36 1.079 2.517 3.056 3.82 -1.618 0.5843 -5.393 -4.674 0.9888 -10.07 -7.824 -7.91 -9.028 -2.966 -6.921 -16.45
0.365 3.326 6.652 5.438 5.663 -0.4944 1.798 -6.337 -4.719 1.505 -12.22 -7.222 -7.308 -9.716 -4.225 -9.528 -19.96
0.37 4.854 9.169 6.562 5.753 0.1798 1.213 -5.933 -4.315 1.677 -14.56 -7.308 -7.652 -9.286 -5.933 -12.22 -21.21
