    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 46.02 46.02 46.02 46.02 46.02 46.02 46.02 46.02 45.02 46.02 45.02 45.02 45.02 46.02 46.02 46.02
0 -13.03 -16.63 -11.42 -11.33 -2.247 -5.978 -2.966 -3.64 -5.54 1.528 3.078 1.319 16.44 13.21 4.854 19.69
0.005 -20.76 -26.29 -17.75 -18.02 -6.697 -12.85 -4.764 -5.169 -6.243 0.5393 1.847 -0.8793 22.07 17.8 6.921 28.22
0.01 -23.37 -28.85 -18.97 -19.96 -9.438 -16.99 -6.022 -4.27 -3.517 0.7191 0.2638 -2.814 22.6 18.52 7.73 29.03
0.015 -18.88 -21.8 -14.07 -14.2 -8.899 -15.78 -6.112 -1.079 0.6155 1.978 -1.231 -3.781 16.53 13.84 6.202 19.96
0.02 -10.7 -10.79 -8.045 -5.888 -6.292 -10.88 -4 2.966 3.341 3.056 -1.847 -3.341 8.442 7.191 3.865 8.36
0.025 -4.944 -4.09 -6.921 -2.697 -4.27 -5.978 -0.3146 6.067 2.682 2.157 -1.935 -2.55 4.485 3.775 1.708 2.517
0.03 -3.596 -3.461 -9.888 -5.393 -4.809 -3.64 2.202 6.022 -0.9673 -1.978 -3.254 -3.517 3.869 3.146 -1.798 1.258
0.035 -4.764 -5.169 -11.69 -9.753 -7.775 -4.674 1.483 2.382 -5.54 -8.27 -7.474 -7.65 0.8793 1.528 -7.64 -1.528
0.04 -6.921 -7.101 -10.79 -13.39 -11.46 -8.225 -1.483 -2.787 -8.661 -13.57 -12.57 -13.45 -6.331 -2.427 -13.84 -7.101
0.045 -10.43 -9.528 -9.169 -15.46 -13.62 -12 -4.494 -6.697 -9.365 -14.92 -14.95 -17.32 -14.51 -7.191 -17.71 -13.03
0.05 -13.66 -10.92 -7.506 -12.72 -13.53 -13.3 -5.978 -8.045 -8.354 -12.13 -13.89 -17.85 -21.19 -11.6 -18.34 -18.61
0.055 -14.02 -9.258 -4.944 -3.955 -12.09 -11.33 -4.764 -6.876 -6.155 -7.91 -11.78 -15.74 -25.24 -15.64 -16.45 -22.47
0.06 -11.06 -5.753 -2.382 5.618 -10.29 -7.236 0 -3.101 -2.198 -5.213 -10.46 -12.66 -24.01 -16.63 -12.85 -21.21
0.065 -6.742 -2.787 -0.9438 10.7 -7.73 -1.843 7.101 2.966 3.737 -5.034 -9.761 -9.409 -15.56 -12.49 -9.438 -14.56
0.07 -2.876 -0.1798 0.809 12.13 -3.64 4.27 12.67 9.213 9.585 -6.382 -8.969 -6.771 -3.693 -5.213 -8.899 -8.719
0.075 -0.5393 2.337 3.775 12.72 1.303 9.079 14.11 12.67 12.4 -7.011 -7.562 -5.012 6.067 1.348 -10.61 -7.011
0.08 -0.7191 2.517 4.944 10.79 5.438 9.933 12.67 12.81 11.52 -5.124 -3.781 -2.902 12.93 6.652 -9.888 -3.685
0.085 -2.787 -0.3596 1.843 4.404 7.865 7.461 11.01 11.28 9.277 0 3.605 1.407 19.26 11.96 -2.876 6.562
0.09 -2.876 -2.517 -2.247 -2.427 9.663 5.708 10.7 10.02 8.354 6.831 13.19 8.09 24.18 15.64 8.629 19.96
0.095 1.618 0 -2.697 -4.449 12.22 7.865 11.96 10.07 9.541 12.67 21.81 15.3 25.32 15.46 19.78 29.21
0.1 8.27 5.438 0.7191 -1.573 15.78 13.62 14.88 11.82 11.91 15.82 27.7 21.72 23.83 12.67 26.97 32.27
0.105 12.58 9.753 5.169 3.371 19.42 20.45 18.07 14.61 13.67 16.45 30.86 26.64 22.6 10.43 28.85 30.29
0.11 13.39 12.09 8.989 9.393 21.48 25.3 18.79 16.04 13.32 15.64 31.04 29.02 21.28 9.258 25.8 23.37
0.115 13.12 13.53 11.46 14.25 20.31 25.21 15.28 13.75 10.6 14.11 27.26 27.17 16.53 7.191 20.13 13.12
0.12 13.39 13.57 10.43 13.03 15.87 19.28 8.539 7.73 6.595 12.13 20.31 21.1 7.474 3.326 15.01 3.955
0.125 13.57 11.28 4.764 3.64 9.933 10.34 0.1348 -0.3596 1.935 9.888 12.05 12.31 -4.924 -2.607 10.61 -3.685
0.13 12.22 7.596 -3.685 -8.944 4.539 2.562 -9.393 -9.528 -4.397 6.562 3.341 2.11 -19.87 -11.33 4.404 -14.2
0.135 8 3.056 -12.45 -18.92 -0.08989 -2.921 -18.7 -18.56 -12.84 1.618 -5.804 -8.002 -35.17 -21.3 -4.584 -28.04
0.14 0.6292 -2.831 -20.58 -24.81 -4.764 -7.011 -24.45 -24.81 -20.31 -4.584 -14.07 -15.92 -44.76 -27.24 -13.48 -38.02
0.145 -7.101 -8.854 -26.52 -26.79 -8.539 -9.348 -24.49 -25.44 -22.25 -10.25 -18.47 -18.82 -43.09 -24.99 -18.16 -38.02
0.15 -10.88 -11.51 -27.28 -23.46 -9.888 -8.629 -20.04 -20.54 -17.28 -13.84 -18.03 -16.36 -31.48 -16.45 -18.07 -30.38
0.155 -9.528 -10.2 -21.98 -15.19 -9.124 -6.022 -14.11 -12.99 -8.749 -15.28 -14.33 -10.9 -16.09 -7.73 -15.01 -20.58
0.16 -6.652 -8.629 -13.75 -6.112 -8.18 -4.18 -8.539 -5.483 -1.407 -15.01 -9.233 -4.485 -2.022 -2.427 -10.07 -10.88
0.165 -6.022 -9.348 -6.022 0.5393 -8.539 -3.955 -3.82 0.8989 2.198 -12.49 -3.341 2.022 8.705 -0.4494 -3.955 -1.978
0.17 -6.921 -10.25 1.034 5.978 -9.483 -3.551 0.2247 6.427 2.814 -7.101 2.55 8.266 14.95 0 2.427 4.494
0.175 -6.562 -8.404 8.27 11.24 -9.303 -1.798 4.315 11.1 2.55 0.1798 7.386 13.19 16.8 1.258 8.629 9.258
0.18 -3.506 -4.225 14.43 14.2 -6.697 1.079 9.169 14.97 3.341 7.371 10.9 15.92 16.71 5.303 14.56 15.1
0.185 0.8989 0.2247 17.12 12.31 -1.663 4.764 13.44 17.17 4.88 12.76 13.45 16.36 16.8 11.06 19.06 21.57
0.19 4.674 3.236 14.88 6.202 3.73 8 14.11 15.69 4.88 14.74 14.07 14.42 16.18 15.01 19.87 24
0.195 5.753 3.416 8.045 -2.157 6.022 8.27 9.933 9.843 2.022 12.49 11.26 9.936 13.37 14.56 16.18 20.58
0.2 4.404 0.8539 -0.8989 -10.43 3.461 4.584 3.551 2.337 -1.187 7.011 5.364 4.133 9.145 10.88 10.16 14.29
0.205 3.056 -1.258 -7.101 -15.06 -1.348 0 -1.393 -2.652 -0.7914 1.079 -0.7914 -0.6155 5.452 6.831 4.404 8.27
0.21 4.404 0.4494 -6.427 -12.67 -4.36 -1.753 -3.551 -3.64 3.825 -3.146 -5.452 -3.517 2.286 3.146 -0.4494 2.247
0.215 7.191 4.989 -0.04494 -4.449 -4 -1.034 -3.82 -2.652 9.013 -6.112 -8.793 -5.452 -1.759 -0.9888 -5.124 -4.135
0.22 8 8.09 6.337 4.135 -1.888 -0.4944 -3.551 -1.978 10.38 -8.989 -11.26 -7.474 -6.683 -5.843 -9.258 -9.258
0.225 5.573 7.73 8.27 8.944 0 -1.034 -3.416 -2.112 6.595 -11.33 -12.22 -8.617 -11.26 -10.79 -11.78 -12.4
0.23 2.876 6.112 5.708 9.978 1.124 -1.348 -3.191 -2.247 -0.3517 -12.13 -11.43 -8.354 -15.12 -15.01 -12.85 -14.92
0.235 2.427 4.989 1.528 8.629 1.528 -1.213 -2.382 -1.933 -7.342 -11.51 -9.849 -7.474 -18.03 -17.8 -13.39 -17.08
0.24 3.326 3.596 -1.303 5.303 0.8539 -1.708 -0.809 -1.393 -11.39 -9.978 -8.881 -7.562 -18.91 -17.71 -13.75 -17.35
0.245 3.236 0.8989 -1.573 0.5843 -0.6292 -3.011 0.4494 -1.618 -11.39 -7.461 -7.826 -8.354 -16.8 -14.74 -13.21 -14.74
0.25 0.6292 -2.787 -0.3596 -3.955 -2.247 -4.539 -0.1348 -3.775 -9.013 -3.596 -6.067 -8.793 -11.87 -9.618 -10.7 -10.25
0.255 -3.326 -6.292 0.04494 -6.697 -3.236 -5.753 -2.607 -7.416 -6.595 0.809 -3.429 -7.738 -5.276 -3.865 -5.843 -4.404
0.26 -5.933 -7.82 -1.034 -6.427 -2.427 -5.573 -4.135 -9.438 -4.88 4.944 0.6155 -4.309 2.198 1.528 1.169 2.787
0.265 -4.045 -5.169 -1.618 -2.742 1.708 -2.067 -1.528 -6.427 -2.946 8.989 6.595 1.671 9.936 5.753 8.719 10.25
0.27 2.157 1.528 0.9438 3.101 9.124 4.719 5.213 1.483 -0.3517 12.31 13.37 8.705 15.92 8.09 13.84 15.1
0.275 8.27 8.09 6.652 7.91 15.87 10.74 12.85 10.47 1.979 12.76 17.41 13.19 18.38 8.629 14.2 16.54
0.28 9.348 9.708 12.58 8.989 17.44 11.73 17.03 15.64 3.298 9.169 16.71 13.1 17.15 8.719 10.7 15.64
0.285 5.393 6.607 15.64 6.697 12.9 7.73 15.28 14.56 3.429 3.416 12.4 9.585 13.19 9.348 6.292 13.75
0.29 0.6292 2.562 13.57 3.056 5.618 2.202 8.09 7.596 2.286 -1.618 6.771 4.573 7.123 9.708 2.966 10.61
0.295 -1.438 0.1798 5.978 -1.079 -0.6292 -2.742 -1.843 -2.876 -0.3078 -5.303 0.5276 -1.671 -0.6155 8.539 -0.2697 5.303
0.3 -1.888 -1.483 -4.899 -5.978 -4.449 -7.371 -11.06 -13.44 -3.693 -8.36 -6.419 -9.233 -8.881 5.124 -5.213 -1.618
0.305 -2.876 -3.82 -14.56 -10.79 -6.472 -11.78 -16.85 -20.58 -6.419 -10.7 -12.93 -16.18 -15.48 0.2697 -11.06 -8.629
0.31 -5.034 -6.652 -18.88 -13.21 -8.045 -15.24 -18.56 -22.38 -7.43 -11.78 -17.06 -19.96 -18.38 -3.955 -15.64 -13.57
0.315 -7.461 -8.854 -16.76 -11.37 -10.52 -17.57 -16.9 -19.01 -6.947 -12.4 -18.82 -19.61 -16.88 -6.202 -17.53 -15.19
0.32 -8.36 -9.213 -10.25 -5.573 -13.48 -18.43 -12.67 -11.87 -5.408 -12.94 -18.64 -16 -12.13 -6.292 -16.54 -13.48
0.325 -6.652 -6.921 -2.472 1.169 -14.65 -16.63 -6.562 -2.966 -3.21 -12.31 -16.62 -10.9 -6.243 -5.933 -13.84 -9.888
0.33 -3.236 -2.966 3.326 4.854 -12 -12.04 -0.04494 4.899 -0.9673 -9.888 -13.54 -6.859 -2.022 -6.472 -11.42 -7.011
0.335 -1.169 -0.4944 5.348 3.775 -7.011 -7.191 4.449 9.079 0.3517 -7.011 -11.26 -5.979 -1.231 -8 -10.7 -6.382
0.34 -2.157 -1.438 4 0.809 -3.146 -4.539 5.393 8.494 0.1319 -5.124 -10.02 -7.65 -3.078 -8.809 -10.79 -7.281
0.345 -4.225 -3.82 1.348 0.5393 -1.933 -3.461 3.011 4.36 -1.407 -3.056 -7.474 -8.617 -5.188 -7.191 -8.719 -7.64
0.35 -3.506 -4.045 -1.393 3.955 -1.573 -1.978 -0.809 -0.809 -3.429 0.3596 -2.198 -6.419 -5.628 -2.787 -3.596 -6.562
0.355 0.2697 -1.663 -4.36 7.101 0.2697 0.1798 -3.91 -4.944 -4.485 4.135 3.429 -2.55 -3.957 3.146 1.618 -4.584
0.36 3.685 0.4944 -7.281 5.348 4.764 1.798 -4.584 -6.292 -3.034 6.112 6.067 -0.08793 -0.7035 8.899 3.416 -2.607
0.365 3.596 0.2247 -8.584 -1.528 10.92 2.652 -2.427 -4.225 1.627 6.292 5.54 0.4397 3.869 13.12 2.157 -0.4494
0.37 0.6292 -1.933 -7.146 -9.169 16.22 3.281 1.169 0.2247 8.046 6.022 3.781 0.7914 9.409 15.37 0.8989 2.787
0.375 -2.517 -4.225 -4.135 -11.87 16.9 3.146 3.73 4.539 12.93 5.753 2.726 2.462 14.68 16.09 1.978 7.461
0.38 -3.685 -5.303 -1.933 -7.775 11.42 1.169 3.506 6.292 13.85 6.022 3.254 5.892 18.2 15.37 5.843 13.03
0.385 -2.337 -4.584 -2.157 -0.4494 2.607 -1.708 1.034 4.989 10.86 7.73 5.804 10.11 19.08 13.66 11.33 18.79
0.39 0.4494 -2.517 -4.36 3.865 -3.865 -3.91 -1.573 2.022 5.936 10.61 9.057 13.37 17.32 11.33 15.91 22.92
0.395 2.607 -0.5843 -6.517 1.978 -5.213 -4.764 -2.831 -1.079 0.9233 11.69 10.11 13.28 13.63 8.899 16.72 24
0.4 2.517 0 -6.427 -3.775 -3.101 -4.899 -2.472 -3.371 -3.298 9.258 7.738 9.936 9.673 6.382 13.84 22.02
0.405 0.8989 0.04494 -4.045 -8.494 -1.169 -4.629 -1.438 -4.764 -6.595 5.303 4.045 6.155 6.947 4.045 10.25 18.34
0.41 -0.5393 0.3146 -1.888 -9.618 -2.022 -4.584 -1.079 -6.247 -8.486 2.966 1.407 4.221 5.276 1.888 7.91 14.11
0.415 -2.427 -0.2247 -2.876 -8.809 -6.022 -6.292 -2.382 -8.674 -8.398 2.247 -1.143 2.462 2.726 -0.3596 4.854 8.36
0.42 -6.112 -3.281 -6.921 -8.719 -11.1 -10.11 -4.674 -11.37 -5.936 0.6292 -5.716 -1.759 -2.374 -3.236 -1.528 0.3596
0.425 -10.52 -7.775 -10.52 -10.25 -13.75 -13.3 -5.753 -12.4 -1.891 -3.056 -11.52 -8.354 -9.409 -6.742 -10.52 -9.438
0.43 -12.04 -9.888 -10.34 -11.82 -12.04 -12.18 -4.36 -10.61 1.407 -8.539 -15.92 -14.25 -16.53 -11.15 -18.61 -19.6
0.435 -8.719 -7.461 -6.247 -11.1 -8.09 -6.562 -1.528 -6.966 1.759 -14.29 -17.32 -16.53 -21.98 -15.82 -22.65 -28.04
0.44 -2.607 -2.022 -1.124 -7.101 -5.438 0.2697 0.3596 -3.551 -1.187 -17.53 -14.77 -14.16 -24.27 -19.24 -21.3 -32.54
0.445 2.157 2.787 2.292 -1.303 -5.079 5.438 0.1798 -1.663 -5.056 -15.64 -8.442 -7.562 -22.34 -19.24 -15.01 -30.56
0.45 2.876 4.404 3.416 3.73 -4.629 7.73 -1.393 -1.169 -6.859 -8.629 0 0.5276 -16.44 -14.56 -6.292 -22.29
0.455 -0.3596 2.247 3.146 6.472 -1.843 7.371 -2.921 -1.079 -5.54 -0.809 7.035 6.507 -8.09 -6.112 1.079 -10.34
0.46 -5.124 -1.888 2.742 7.461 3.056 5.843 -2.876 -0.1348 -2.198 4.045 10.82 9.145 1.055 3.146 5.753 1.618
0.465 -7.551 -4.764 2.562 8.135 8.584 6.112 -0.5843 2.427 1.671 7.101 13.81 10.9 9.936 10.52 9.798 11.69
0.47 -5.663 -3.91 2.202 9.169 13.17 9.663 3.236 6.337 5.056 11.24 18.2 14.16 17.23 14.11 14.83 18.7
0.475 -1.169 -0.3146 1.663 10.29 15.73 14.61 7.281 10.29 7.386 16.27 22.51 17.85 21.46 14.2 19.51 22.02
0.48 2.157 3.101 2.067 11.06 16 17.53 10.29 13.12 8.398 19.51 23.39 19.35 22.25 11.78 21.03 21.93
0.485 2.966 5.034 4.674 11.46 14.92 17.08 12.13 14.47 7.87 18.79 19.79 17.76 20.31 8.09 19.6 19.78
0.49 2.876 6.382 8.404 11.24 12.94 14.29 12.45 14.25 6.023 13.93 13.28 14.77 16.44 3.146 16.99 15.46
0.495 3.236 7.416 9.978 10.16 8.719 10.02 10.25 12.09 3.693 6.292 5.628 11.43 10.55 -2.876 14.38 8.719
0.5 3.056 6.607 6.787 8.135 0.5843 4.404 4.899 8.09 2.066 -1.618 -1.671 8.09 3.429 -9.258 11.6 0.3596
0.505 0.5393 2.831 0.2247 5.258 -10.02 -1.753 -2.022 3.371 1.979 -7.371 -7.211 4.309 -3.166 -13.84 7.551 -6.472
0.51 -4.225 -2.742 -5.034 1.933 -19.01 -7.371 -7.685 -0.8989 2.374 -10.79 -11.7 -1.495 -8.002 -14.74 0.809 -9.438
0.515 -9.528 -8.36 -5.034 -1.213 -23.19 -12.18 -9.573 -4.225 1.187 -14.47 -17.23 -10.46 -10.82 -12.13 -9.618 -8.629
0.52 -13.48 -12.13 1.034 -2.831 -21.93 -15.55 -6.831 -6.247 -2.11 -19.06 -23.04 -20.4 -11.96 -7.551 -20.85 -5.843
0.525 -13.39 -12.22 10.38 -1.348 -16.09 -14.83 -0.4944 -6.472 -5.408 -20.31 -24.36 -25.59 -11.34 -3.236 -26.7 -3.056
0.53 -8.18 -7.326 19.06 4 -7.056 -7.685 6.831 -4.449 -5.408 -13.75 -16.97 -21.37 -9.057 -0.2697 -23.37 -2.157
0.535 0.809 1.348 24.45 12.45 2.876 4.27 12.54 -0.2247 -0.6595 -0.2697 -2.462 -9.057 -5.452 1.348 -12.85 -3.506
