    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 13.63 10.6 20.53 15.83 12.27 13.41 20.71 19.08 9.497 11.96 13.98 10.46 8.002 -7.386 7.65 7.474
0.005 14.25 10.6 20.75 18.69 12.49 14.42 21.46 16.93 12.27 11.87 14.95 12.66 7.826 -5.716 8.09 6.683
0.01 13.19 8.837 19.08 20.27 12.75 13.98 20.58 16.31 14.07 12.84 16.27 14.07 9.233 -2.198 8.881 5.892
0.015 9.849 6.243 17.28 20.4 12.22 12.31 19.26 17.63 15.34 13.37 16.09 13.54 12.05 2.11 9.409 6.155
0.02 6.067 5.408 16.8 19.17 11.43 10.99 19.13 20.05 16.71 12.66 14.16 12.22 15.39 6.243 9.409 8.178
0.025 3.869 7.123 16.93 16.58 10.33 10.33 20.18 21.85 16.44 10.46 10.99 11.08 17.85 9.145 8.354 11.26
0.03 3.078 9.101 15.65 12.75 8.002 8.749 20.58 21.59 12.75 6.859 7.386 10.2 18.11 10.2 5.804 13.63
0.035 2.462 8.574 12.18 8.266 4.353 5.1 18.07 18.6 7.386 2.902 3.078 8.617 15.56 9.321 1.847 12.75
0.04 0.9673 4.704 7.255 4.133 0.3078 -0.1759 11.26 12.66 2.902 -0.6155 -1.847 4.573 9.761 6.595 -2.99 7.65
0.045 -1.495 -1.583 1.979 0.7035 -3.517 -6.287 0.3517 3.605 -0.8793 -4.221 -7.914 -3.429 0.8793 2.11 -9.057 -0.4397
0.05 -5.012 -9.057 -3.122 -2.462 -7.518 -12.35 -12.09 -7.298 -5.276 -8.705 -14.86 -14.33 -8.881 -2.462 -15.56 -8.178
0.055 -9.057 -15.65 -8.222 -6.287 -11.12 -16.71 -22.2 -16.97 -8.969 -13.28 -21.02 -23.21 -15.74 -4.748 -19.96 -12.31
0.06 -12.31 -19.39 -13.5 -11.26 -12.97 -17.72 -27.3 -22.51 -10.55 -15.92 -23.83 -25.68 -17.23 -3.693 -19.96 -12.49
0.065 -14.51 -20.31 -19.3 -16.84 -13.41 -16.05 -27.96 -23.65 -11.26 -16.27 -22.51 -22.07 -15.21 -1.231 -16.8 -11.08
0.07 -16.44 -19.92 -24.93 -21.37 -14.2 -14.38 -26.73 -22.34 -12.84 -15.74 -19.43 -16.88 -12.93 -0.1759 -13.45 -11.08
0.075 -17.85 -18.82 -28.09 -22.69 -15.7 -13.85 -24.97 -20.4 -13.89 -15.65 -16.97 -13.01 -12.13 -1.495 -11.7 -13.19
0.08 -17.06 -15.65 -26.86 -19.79 -16.05 -13.1 -22.34 -18.29 -12.27 -15.48 -15.56 -10.11 -12.22 -3.957 -10.46 -15.39
