    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1 217.1
0 -1.06 -5.088 1.908 -1.06 35.94 27.99 39.97 9.965 15.9 1.908 -7.103 -3.074 -1.06 -1.06 1.908 -1.06
0.005 -1.06 0 7.951 0 35.94 29.89 37.95 13.99 15.9 5.936 -3.074 -1.06 -2.014 -1.06 3.922 -1.06
0.01 -1.06 3.922 9.965 3.922 29.89 27.99 29.89 17.92 15.9 9.965 -1.06 0.9541 0 0.9541 1.908 -3.074
0.015 -1.06 5.936 7.951 3.922 21.94 29.89 19.93 17.92 13.99 13.99 0 -2.014 -2.014 -2.014 1.908 -3.074
0.02 -1.06 5.936 9.965 3.922 19.93 31.91 13.99 17.92 13.99 15.9 5.936 1.908 0 -2.014 7.951 -3.074
0.025 4.982 9.965 15.9 5.936 25.97 35.94 13.99 17.92 13.99 13.99 13.99 3.922 5.936 0 15.9 0.9541
0.03 10.92 15.9 23.96 9.965 35.94 37.95 15.9 15.9 11.98 9.965 21.94 5.936 15.9 3.922 23.96 1.908
0.035 14.95 21.94 31.91 15.9 44.95 35.94 19.93 13.99 5.936 5.936 29.89 9.965 27.99 9.965 29.89 7.951
0.04 20.99 23.96 37 19.93 46.96 32.97 21.94 9.965 0 1.908 37.95 13.99 35.94 13.99 31.91 13.99
0.045 28.94 23.96 37.95 23.96 39.97 29.89 21.94 9.965 -2.014 3.922 41.98 15.9 41.98 17.92 29.89 15.9
0.05 40.92 21.94 40.92 23.96 37 30.95 26.93 11.98 5.936 11.98 45.9 18.98 45.9 19.93 31.91 18.98
0.055 52.9 21.94 44.95 27.99 34.98 34.98 34.98 19.93 25.97 27.99 49.93 22.9 51.94 21.94 39.97 20.99
0.06 60.96 25.97 53.96 31.91 41.98 39.97 49.93 33.92 53.96 43.99 53.96 25.97 59.89 25.97 53.96 25.97
0.065 56.93 31.91 60.96 33.92 51.94 46.96 67 47.92 75.9 57.99 53.96 30.95 63.92 28.94 67.95 30.95
0.07 40.92 31.91 61.91 33.92 53.96 49.93 74.95 60.96 83.96 67.95 47.92 32.97 59.89 28.94 73.99 32.97
0.075 14.95 27.99 45.9 29.89 47.92 45.9 69.97 65.94 75.9 67.95 33.92 27.99 43.99 27.99 65.94 31.91
0.08 -1.06 18.98 23.96 22.9 30.95 37.95 57.99 62.97 57.99 59.89 15.9 23.96 23.96 24.91 45.9 26.93
0.085 -15.05 4.982 -1.06 10.92 5.936 32.97 33.92 50.99 31.91 47.92 0 11.98 0.9541 16.96 23.96 19.93
0.09 -17.07 -3.074 -17.07 -2.014 -9.011 17.92 9.965 35.94 15.9 31.91 -9.011 1.908 -9.011 5.936 1.908 7.951
0.095 -11.02 -8.057 -25.02 -6.043 -20.04 5.936 0 22.9 4.982 18.98 -16.01 1.908 -16.01 -2.014 -6.043 -1.06
0.1 -5.088 -12.09 -30 -14.1 -30 -6.043 -17.07 11.98 1.908 6.997 -20.04 -5.088 -18.02 0 -16.01 -2.014
0.105 -7.103 -11.02 -35.09 -15.05 -39.01 -25.02 -27.03 1.908 -5.088 -1.06 -27.03 -7.103 -19.08 -3.074 -23 -3.074
0.11 -11.02 -6.043 -37.1 -12.09 -45.05 -37.1 -36.04 -1.06 -13.04 -9.011 -27.03 -5.088 -25.02 0 -25.02 0
0.115 -17.07 0 -38.06 -7.103 -50.04 -38.06 -43.04 -12.09 -24.06 -17.07 -28.09 -1.06 -28.09 0 -26.08 0.9541
0.12 -15.05 -1.06 -30 -2.014 -48.02 -32.01 -43.04 -20.04 -25.02 -27.03 -21.1 0.9541 -27.03 1.908 -17.07 1.908
0.125 -9.011 0.9541 -16.01 0.9541 -38.06 -20.04 -37.1 -26.08 -22.05 -31.06 -8.057 -1.06 -16.01 -2.014 -6.043 0.9541
0.13 -3.074 -1.06 -1.06 -2.014 -23 -7.103 -22.05 -29.05 -15.05 -33.07 1.908 -3.074 0.9541 -4.028 3.922 -2.014
0.135 0.9541 -3.074 5.936 -7.103 -11.02 -1.06 -13.04 -29.05 -9.011 -31.06 9.965 -7.103 7.951 -9.011 5.936 -5.088
0.14 -1.06 -8.057 6.997 -10.07 -8.057 1.908 -11.02 -23 -10.07 -20.04 12.93 -5.088 12.93 -8.057 2.968 -6.043
0.145 -5.088 -8.057 1.908 -10.07 -12.09 1.908 -20.04 -18.02 -18.02 -16.01 4.982 -4.028 2.968 -11.02 -4.028 -8.057
0.15 -5.088 -7.103 -9.011 -9.011 -25.02 -2.014 -37.1 -19.08 -31.06 -15.05 -3.074 -1.06 -7.103 -11.02 -17.07 -7.103
0.155 -3.074 0 -16.01 -4.028 -35.09 1.908 -53 -22.05 -45.05 -21.1 -11.02 -2.014 -20.04 -10.07 -29.05 -7.103
0.16 4.982 1.908 -15.05 -4.028 -40.07 0.9541 -59.05 -26.08 -47.07 -25.02 -17.07 1.908 -27.03 -10.07 -31.06 -10.07
0.165 10.92 -1.06 -11.02 -7.103 -45.05 -3.074 -61.06 -33.07 -43.04 -29.05 -21.1 -5.088 -27.03 -9.011 -31.06 -11.02
0.17 12.93 -3.074 -3.074 -9.011 -43.04 -9.011 -54.06 -34.03 -31.06 -29.05 -21.1 -10.07 -25.02 -6.043 -29.05 -10.07
0.175 4.982 -5.088 0 -11.02 -37.1 -16.01 -46.01 -31.06 -15.05 -23 -21.1 -10.07 -25.02 -6.043 -27.03 -8.057
0.18 -1.06 -1.06 0.9541 -7.103 -27.03 -19.08 -31.06 -23 -2.014 -13.04 -19.08 -11.02 -25.02 -3.074 -21.1 -7.103
0.185 -5.088 1.908 -1.06 0.9541 -12.09 -8.057 -16.01 -11.02 11.98 -3.074 -13.04 0 -19.08 0.9541 -15.05 -2.014
0.19 0.9541 9.965 6.997 1.908 0.9541 2.968 1.908 0 23.96 1.908 -1.06 0.9541 -7.103 0 -3.074 1.908
0.195 6.997 15.9 9.965 5.936 7.951 15.9 5.936 11.98 27.99 5.936 3.922 5.936 0 1.908 3.922 -2.014
0.2 12.93 13.99 12.93 5.936 8.905 20.99 5.936 15.9 27.99 9.965 11.98 7.951 11.98 1.908 11.98 -2.014
0.205 10.92 7.951 7.951 0 0.9541 15.9 -1.06 13.99 17.92 7.951 9.965 1.908 15.9 -2.014 13.99 -1.06
0.21 0.9541 -2.014 -2.014 -3.074 -5.088 1.908 -19.08 5.936 5.936 1.908 3.922 -3.074 7.951 -3.074 7.951 -9.011
0.215 -7.103 -5.088 -5.088 -9.011 -9.011 -9.011 -33.07 0.9541 -1.06 -1.06 0.9541 -11.02 0.9541 -9.011 1.908 -17.07
0.22 -7.103 -7.103 -11.02 -11.02 -9.011 -17.07 -37.1 -3.074 -5.088 -3.074 -5.088 -13.04 -7.103 -9.011 0 -19.08
0.225 0.9541 -1.06 -7.103 -5.088 -3.074 -17.07 -27.03 -1.06 0.9541 0.9541 -1.06 -3.074 -5.088 -3.074 5.936 -9.011
0.23 20.99 5.936 0 1.908 -2.014 -3.074 -9.011 1.908 5.936 7.951 1.908 9.965 0 5.936 13.99 3.922
0.235 34.98 19.93 15.9 15.9 5.936 9.965 -2.014 11.98 13.99 15.9 11.98 25.97 11.98 19.93 17.92 23.96
