    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1 203.1
0 -3.074 -3.074 1.983 -3.074 -13.09 0.9917 -11.01 -1.091 0.9917 7.934 0.9917 3.967 5.95 3.967 0 37.98
0.005 2.975 -1.091 12 0.9917 -5.058 3.967 -3.074 3.967 5.95 13.98 0 5.95 9.917 5.95 5.95 45.92
0.01 12.99 -2.083 15.97 0 5.95 12 5.95 13.98 9.917 17.95 1.983 5.95 15.97 5.95 15.97 49.98
0.015 14.97 0 15.97 0 21.92 19.93 15.97 21.92 9.917 15.97 1.983 0 17.95 1.983 21.92 48
0.02 8.925 0.9917 9.917 -1.091 31.93 19.93 17.95 21.92 1.983 9.917 0.9917 -3.074 15.97 0.9917 21.92 39.97
0.025 -1.091 -9.024 3.967 -13.09 27.97 13.98 12 15.97 0.9917 1.983 -5.058 -11.01 12 -9.024 15.97 27.97
0.03 -13.09 -13.09 -2.083 -21.02 17.95 1.983 1.983 5.95 -3.074 -2.083 -7.041 -13.09 5.95 -13.09 7.934 21.92
0.035 -15.07 -9.024 -2.083 -19.04 9.917 -1.091 0.9917 1.983 0.9917 -2.083 -3.074 -7.041 3.967 -9.024 1.983 21.92
0.04 -5.058 1.983 1.983 -7.041 7.934 0.9917 0 5.95 5.95 5.95 0 0 9.917 -2.083 3.967 25.98
0.045 4.958 15.97 9.917 5.95 12 9.917 9.917 17.95 15.97 15.97 9.917 9.917 15.97 9.917 9.917 33.92
0.05 12.99 21.92 13.98 15.97 15.97 25.98 17.95 29.95 21.92 21.92 15.97 13.98 21.92 17.95 15.97 37.98
0.055 10.91 13.98 12 15.97 13.98 33.92 17.95 33.92 21.92 21.92 15.97 12 21.92 17.95 15.97 36
0.06 2.975 1.983 5.95 7.934 5.95 29.95 7.934 27.97 15.97 17.95 9.917 5.95 15.97 9.917 9.917 27.97
0.065 -1.091 -1.091 1.983 1.983 -2.083 15.97 0.9917 13.98 7.934 9.917 7.934 0 9.917 0 2.975 15.97
0.07 6.942 -2.083 5.95 1.983 -1.091 2.975 -7.041 1.983 1.983 3.967 7.934 -2.083 5.95 -1.091 1.983 9.917
0.075 22.91 9.917 17.95 7.934 9.917 -1.091 -3.074 -2.083 0 1.983 9.917 1.983 5.95 0.9917 -1.091 9.917
0.08 34.91 15.97 29.95 13.98 24.99 0.9917 6.942 3.967 1.983 8.925 13.98 3.967 7.934 -2.083 1.983 13.98
0.085 34.91 15.97 36 16.96 38.97 10.91 20.92 16.96 5.95 14.97 9.917 4.958 7.934 0.9917 1.983 18.94
0.09 20.92 9.917 31.93 9.917 37.98 19.93 25.98 21.92 5.95 13.98 3.967 1.983 3.967 0 -1.091 17.95
0.095 0.9917 0.9917 14.97 0.9917 20.92 22.91 18.94 20.92 1.983 6.942 -1.091 0 0 -1.091 -4.066 12.99
0.1 -11.01 0 -2.083 -4.066 0.9917 13.98 3.967 10.91 0.9917 0.9917 -11.01 -8.033 -3.074 0 -11.01 4.958
0.105 -23.01 -7.041 -23.01 -11.01 -27.07 -1.091 -13.09 0.9917 -3.074 -11.01 -15.07 -13.09 -9.024 -5.058 -21.02 0.9917
0.11 -17.06 -5.058 -29.06 -15.07 -42.05 -15.07 -24.1 -11.01 0 -10.02 -8.033 -11.01 -12.1 -7.041 -19.04 -1.091
0.115 -9.024 -1.091 -21.02 -13.09 -36.1 -26.08 -24.1 -11.01 0.9917 -5.058 1.983 -4.066 -5.058 -4.066 -15.07 -2.083
0.12 0.9917 0 -3.074 -4.066 -15.07 -24.1 -13.09 -2.083 12.99 5.95 10.91 1.983 1.983 1.983 -1.091 4.958
0.125 14.97 15.97 13.98 5.95 4.958 -14.08 -1.091 1.983 16.96 13.98 24.99 8.925 17.95 4.958 7.934 7.934
0.13 22.91 24 25.98 13.98 24.99 0.9917 16.96 9.917 14.97 16.96 28.96 7.934 32.92 5.95 17.95 7.934
0.135 22.91 19.93 17.95 15.97 27.97 0 24 13.98 9.917 9.917 24 0 37.98 1.983 21.92 1.983
0.14 12.99 4.958 -1.091 4.958 15.97 3.967 24 8.925 1.983 5.95 12 -10.02 36 -4.066 19.93 1.983
0.145 -1.091 -10.02 -16.07 -14.08 -4.066 -2.083 10.91 2.975 0 0.9917 -2.083 -24.1 25.98 -16.07 10.91 -6.049
0.15 -15.07 -25.09 -27.07 -35.01 -27.07 -17.06 -3.074 -1.091 -2.083 -2.083 -9.024 -33.02 13.98 -27.07 0 -13.09
0.155 -27.07 -23.01 -27.07 -42.05 -40.06 -28.06 -16.07 -4.066 -2.083 -1.091 -17.06 -30.05 3.967 -28.06 -4.066 -14.08
0.16 -33.02 -9.024 -19.04 -39.07 -50.08 -38.08 -28.06 -7.041 -1.091 1.983 -25.09 -23.01 0.9917 -25.09 -16.07 -13.09
0.165 -29.06 -2.083 -13.09 -27.07 -53.06 -43.04 -37.09 -11.01 -7.041 -3.074 -29.06 -15.07 -5.058 -19.04 -27.07 -7.041
0.17 -25.09 0 -15.07 -19.04 -51.07 -44.03 -39.07 -15.07 -11.01 -7.041 -33.02 -11.01 -11.01 -15.07 -34.02 -5.058
0.175 -19.04 -5.058 -19.04 -13.09 -39.07 -45.02 -35.01 -19.04 -11.01 -11.01 -35.01 -11.01 -17.06 -13.09 -37.09 -5.058
0.18 -15.07 -17.06 -17.06 -9.024 -21.02 -41.06 -21.02 -21.02 -3.074 -13.09 -33.02 -11.01 -19.04 -13.09 -29.06 -7.041
0.185 -11.01 -21.02 -7.041 -3.074 0.9917 -31.04 -3.074 -15.07 3.967 -13.09 -29.06 -9.024 -15.07 -9.024 -17.06 -7.041
0.19 -9.024 -13.09 0 -2.083 9.917 -17.06 12 -5.058 17.95 -9.024 -27.07 -5.058 -7.041 -3.074 -7.041 -3.074
0.195 -11.01 -5.058 1.983 0 9.917 -1.091 24 0 24 -1.091 -29.06 -7.041 0.9917 -1.091 -3.074 -2.083
0.2 -17.06 -5.058 -3.074 -1.091 -3.074 1.983 21.92 7.934 17.95 0 -35.01 -13.09 0 -5.058 -5.058 1.983
0.205 -23.01 -15.07 -21.02 -15.07 -31.04 -2.083 7.934 7.934 1.983 1.983 -37.09 -25.09 0.9917 -13.09 -15.07 0
0.21 -27.07 -29.06 -35.01 -27.07 -51.07 -9.024 -9.024 1.983 -11.01 -1.091 -35.01 -35.01 -3.074 -25.09 -23.01 -7.041
0.215 -25.09 -37.09 -33.02 -29.06 -55.04 -23.01 -27.07 -3.074 -29.06 -13.09 -29.06 -39.07 -5.058 -33.02 -27.07 -23.01
0.22 -17.06 -31.04 -19.04 -23.01 -39.07 -31.04 -33.02 -13.09 -39.07 -29.06 -17.06 -35.01 -5.058 -33.02 -31.04 -37.09
0.225 -7.041 -15.07 -2.083 -13.09 -13.09 -33.02 -27.07 -19.04 -43.04 -39.07 -9.024 -27.07 -1.091 -29.06 -31.04 -43.04
0.23 -1.091 -1.091 17.95 -7.041 7.934 -27.07 -13.09 -21.02 -39.07 -41.06 -3.074 -15.07 0 -23.01 -29.06 -41.06
0.235 0.9917 -2.083 29.95 -7.041 27.97 -19.04 -2.083 -21.02 -31.04 -37.09 -2.083 -9.024 7.934 -15.07 -23.01 -33.02
0.24 -1.091 -1.091 31.93 -11.01 36 -11.01 9.917 -17.06 -21.02 -29.06 1.983 -5.058 13.98 -9.024 -9.024 -25.09
0.245 0.9917 -3.074 29.95 -13.09 31.93 -5.058 15.97 -9.024 -9.024 -21.02 5.95 -3.074 21.92 -3.074 3.967 -17.06
0.25 0.9917 -1.091 17.95 -7.041 19.93 -2.083 15.97 -2.083 -2.083 -11.01 3.967 0.9917 24 -2.083 17.95 -9.024
0.255 -1.091 0 1.983 0 3.967 7.934 15.97 9.917 3.967 -1.091 0.9917 1.983 21.92 3.967 24 0.9917
0.26 -1.091 7.934 -9.024 15.97 -5.058 19.93 12 21.92 5.95 3.967 -11.01 12 13.98 12 15.97 3.967
0.265 -3.074 13.98 -17.06 29.95 -13.09 31.93 7.934 27.97 1.983 7.934 -19.04 21.92 3.967 17.95 3.967 7.934
0.27 0.9917 21.92 -11.01 39.97 -11.01 36 1.983 24 -2.083 7.934 -19.04 25.98 0.9917 21.92 -5.058 3.967
0.275 8.925 29.95 1.983 43.93 0.9917 33.92 -2.083 15.97 0 3.967 -11.01 21.92 -1.091 19.93 -11.01 -3.074
0.28 24.99 39.97 21.92 39.97 7.934 24 0.9917 7.934 7.934 3.967 -1.091 9.917 0 13.98 -9.024 -19.04
0.285 36.99 43.93 31.93 24 15.97 7.934 -2.083 1.983 21.92 5.95 0 -1.091 7.934 1.983 0.9917 -33.02
0.29 36.99 29.95 19.93 1.983 13.98 -5.058 3.967 0 29.95 9.917 -2.083 -15.07 15.97 -9.024 7.934 -43.04
