    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1 215.1
0 -1.05 15.96 -13.02 -17.02 -2.101 0 11.97 0.9453 -5.042 0 -3.046 -9.033 -7.037 -1.05 -7.037 -2.101
0.005 -1.05 5.987 -5.042 -9.033 -1.05 7.982 13.97 1.996 0.9453 9.978 -5.042 -3.046 -7.037 0 -17.02 3.991
0.01 4.936 -2.101 -2.101 -3.046 -3.046 11.97 13.97 3.991 1.996 15.96 -3.046 -3.046 -7.037 3.991 -17.02 3.991
0.015 8.928 -1.05 1.996 -5.042 -5.042 9.978 11.97 1.996 3.991 15.96 -1.05 -5.042 -7.037 0 -13.02 0
0.02 4.936 -1.05 0.9453 -11.03 -9.033 1.996 5.987 1.996 1.996 11.97 0.9453 -11.03 -11.03 -1.05 -9.033 0.9453
0.025 -1.05 -1.05 -13.02 -21.01 -17.02 0.9453 0.9453 1.996 0 7.982 -1.05 -17.02 -15.02 -7.037 -7.037 -3.046
0.03 -13.02 -1.05 -23 -27.1 -25.1 -5.042 -9.033 1.996 -2.101 5.987 -1.05 -21.01 -21.01 -11.03 -7.037 -3.046
0.035 -19.01 -5.042 -25.1 -27.1 -31.09 -5.042 -15.02 1.996 -2.101 5.987 -3.046 -21.01 -25.1 -11.03 -7.037 -1.05
0.04 -15.02 -9.033 -17.02 -23 -29.09 -3.046 -15.02 0.9453 -2.101 5.987 -3.046 -19.01 -23 -9.033 -3.046 0.9453
0.045 -5.042 -13.02 -7.037 -17.02 -19.01 -1.05 -11.03 -2.101 0 5.987 -5.042 -15.02 -15.02 -7.037 -1.05 0.9453
0.05 -1.05 -13.02 -1.05 -11.03 -2.101 -1.05 -3.046 -1.05 0 5.987 -9.033 -11.03 -7.037 -7.037 -3.046 -1.05
0.055 -1.05 -13.02 -2.101 -9.033 4.936 -1.05 0.9453 2.941 -2.101 1.996 -13.02 -11.03 -1.05 -9.033 -9.033 -3.046
0.06 -1.05 -13.02 0.9453 -13.02 7.982 -3.046 -1.05 7.982 -1.05 1.996 -13.02 -13.02 -5.042 -9.033 -17.02 -1.05
0.065 -9.033 -14.07 0 -15.02 0.9453 -5.042 -6.092 10.92 -7.037 1.996 -13.02 -16.07 -11.03 -7.037 -25.1 0
0.07 -15.02 -20.06 -4.096 -19.01 -6.092 -7.037 -16.07 9.978 -15.02 4.936 -13.02 -18.07 -17.02 -7.037 -25.1 5.987
0.075 -17.02 -25.1 -15.02 -21.01 -21.01 -11.03 -27.1 3.991 -23 5.987 -13.02 -19.01 -21.01 -7.037 -17.02 9.978
0.08 -17.02 -26.05 -24.05 -21.01 -27.1 -17.02 -32.03 -5.042 -31.09 6.932 -17.02 -16.07 -21.01 -9.033 -7.037 5.987
0.085 -15.02 -24.05 -32.03 -25.1 -35.08 -23 -34.03 -14.07 -35.08 4.936 -21.01 -12.08 -17.02 -15.02 0.9453 0.9453
0.09 -13.02 -21.01 -35.08 -27.1 -35.08 -29.09 -33.09 -23 -39.07 -1.05 -21.01 -9.033 -17.02 -19.01 -2.101 -9.033
0.095 -9.033 -11.03 -27.1 -28.04 -32.03 -35.08 -27.1 -27.1 -35.08 -12.08 -12.08 -5.042 -12.08 -21.01 0.9453 -17.02
0.1 -3.046 -11.03 -15.02 -28.04 -25.1 -37.08 -21.01 -22.06 -27.1 -21.01 -2.101 -5.042 -12.08 -21.01 -4.096 -19.01
0.105 -1.05 -13.02 -7.037 -19.01 -15.02 -33.09 -11.03 -19.01 -19.01 -33.09 -2.101 -5.042 -15.02 -17.02 -7.037 -15.02
0.11 2.941 -14.07 0.9453 -5.042 -6.092 -21.01 -4.096 -10.08 -11.03 -33.09 -1.05 -2.101 -15.02 -15.02 -10.08 -7.037
0.115 0.9453 -15.02 -2.101 2.941 1.996 -5.042 -1.05 -3.046 -6.092 -33.09 -6.092 0.9453 -19.01 -11.03 -11.03 -4.096
0.12 -5.042 -11.03 1.996 13.97 -1.05 1.996 -5.042 1.996 -6.092 -28.04 -20.06 10.92 -29.09 -7.037 -14.07 -2.101
0.125 -9.033 -1.05 -9.033 10.92 -11.03 11.97 -11.03 1.996 -8.087 -27.1 -34.03 18.91 -35.08 -5.042 -19.01 -4.096
0.13 -13.02 2.941 -23 3.991 -30.04 7.982 -18.07 0 -7.037 -25.1 -44.01 20.9 -39.07 -5.042 -16.07 -5.042
0.135 -15.02 5.987 -37.08 -7.037 -45.06 0 -25.1 -7.037 -3.046 -27.1 -45.06 15.96 -37.08 -5.042 -7.037 -5.042
0.14 -13.02 3.991 -39.07 -16.07 -51.05 -3.046 -27.1 -12.08 0 -27.1 -32.03 9.978 -22.06 -5.042 4.936 -1.05
0.145 -11.03 1.996 -29.09 -16.07 -44.01 -7.037 -19.01 -21.01 3.991 -28.04 -20.06 5.987 -2.101 -3.046 15.96 -2.101
0.15 -7.037 -3.046 -9.033 -11.03 -25.1 -7.037 -9.033 -27.1 5.987 -27.1 -5.042 0 9.978 -7.037 21.95 -2.101
0.155 0.9453 -2.101 10.92 -1.05 -3.046 -3.046 0.9453 -24.05 5.987 -18.07 3.991 0.9453 19.96 -11.03 17.96 -3.046
0.16 2.941 0 18.91 0 11.97 0.9453 14.91 -19.01 5.987 -8.087 9.978 0.9453 19.96 -15.02 11.97 -11.03
0.165 4.936 0.9453 13.97 0 19.96 -2.101 19.96 -7.037 3.991 1.996 9.978 -2.101 9.978 -17.02 1.996 -15.02
0.17 2.941 1.996 2.941 0.9453 20.9 -2.101 22.9 3.991 1.996 20.9 3.991 1.996 -1.05 -15.02 -2.101 -11.03
0.175 -1.05 0 1.996 -3.046 14.91 0.9453 18.91 16.91 -2.101 35.92 -1.05 -2.101 -11.03 -9.033 -1.05 -1.05
0.18 0.9453 -5.042 0 -3.046 5.987 -1.05 9.978 27.94 -1.05 45.9 -9.033 -3.046 -17.02 -1.05 -5.042 7.982
0.185 -1.05 -7.037 7.982 -1.05 1.996 -5.042 1.996 36.97 -1.05 48 -15.02 -1.05 -17.02 -2.101 -7.037 15.96
0.19 -1.05 -3.046 9.978 0.9453 -6.092 -9.033 -1.05 36.97 -2.101 41.91 -17.02 0.9453 -17.02 -2.101 -7.037 15.96
0.195 -3.046 0.9453 0 -1.05 -13.02 -15.02 -7.037 27.94 1.996 29.93 -17.02 -2.101 -17.02 0.9453 -5.042 9.978
0.2 -5.042 -2.101 -13.02 -5.042 -15.02 -21.01 -13.02 16.91 5.987 15.96 -17.02 0.9453 -19.01 -1.05 -1.05 3.991
0.205 -7.037 0.9453 -29.09 -9.033 -19.01 -25.1 -17.02 1.996 3.991 1.996 -19.01 -5.042 -23 -3.046 -3.046 0
0.21 -13.02 -5.042 -37.08 -13.02 -23 -23 -15.02 -5.042 0 -5.042 -23 -13.02 -25.1 -3.046 -9.033 0
