    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.175 -11.04 -60.09 -2.052 -26.09 -2.052 -20.03 4.983 34.98 -14.07 5.96 -2.052 -39.08 -3.029 -2.052 10.94 38.98
0.18 -21.01 -63.02 -15.05 -29.02 -5.081 -15.05 0 24.91 -33.02 -13.09 -7.035 -39.08 -15.05 0.977 7.914 21.98
0.185 -35.08 -57.06 -29.02 -13.09 -3.029 -14.07 -3.029 8.989 -42.01 -1.075 -29.02 -25.01 -9.086 21.98 13.97 21.98
0.19 -75.04 -47.09 -49.05 -9.086 -7.035 -9.086 -3.029 15.93 -53.05 0 -53.05 -15.05 -23.06 9.966 -5.081 21.98
0.195 -81.09 -39.08 -55.01 -11.04 -15.05 -1.075 -7.035 9.966 -43.09 -25.01 -55.01 -7.035 -19.05 -3.029 -5.081 3.908
0.2 -53.05 -31.07 -49.05 -1.075 -21.01 -7.035 -27.06 4.983 -22.08 -25.01 -37.03 -11.04 -19.05 11.92 0.977 3.908
0.205 -39.08 -19.05 -45.04 -3.029 -31.07 -13.09 -39.08 10.94 -32.05 -21.01 -19.05 -15.05 -45.04 0.977 -23.06 0.977
0.21 -25.01 -5.081 -41.04 -6.058 -36.05 -11.04 -44.06 -1.075 -50.02 -29.02 -21.01 -7.035 -38.01 -21.01 -29.02 -15.05
0.215 -33.02 -4.006 -37.03 -4.006 -36.05 -19.05 -50.02 -20.03 -61.06 -11.04 -39.08 -4.006 -26.09 -3.029 -39.08 0.977
0.22 -57.06 -15.05 -39.08 -18.08 -32.05 -23.06 -42.01 -20.03 -71.03 -15.05 -47.09 -11.04 -33.02 -17 -61.06 3.908
0.225 -47.09 -16.02 -35.08 -32.05 -28.04 -31.07 -34 -20.03 -73.08 -51 -36.05 -20.03 -20.03 -37.03 -33.02 -9.086
0.23 -19.05 -19.05 -23.06 -33.02 -27.06 -43.09 -33.02 -23.06 -79.04 -59.01 -23.06 -25.01 -19.05 -23.06 -13.09 -13.09
0.235 -1.075 -5.081 -11.04 -31.07 -11.04 -39.08 -19.05 -7.035 -89.01 -59.01 -1.075 -19.05 -31.07 -29.02 -19.05 -15.05
0.24 8.989 11.92 0.977 -15.05 2.931 -27.06 -2.052 4.983 -61.06 -61.06 -3.029 -13.09 -9.086 -25.01 -9.086 -11.04
0.245 6.937 18.95 7.914 -2.052 8.989 -19.05 0 5.96 -36.05 -55.01 -13.09 -10.06 4.983 -3.029 -21.01 -5.081
0.25 8.989 26.97 11.92 0.977 11.92 -16.02 1.954 3.908 -46.02 -67.02 0 -8.012 4.983 -10.06 -29.02 -7.035
0.255 30.97 37.91 17.98 9.966 0 -19.05 -13.09 -3.029 -51 -65.07 19.93 -5.081 21.98 -19.05 -2.052 -11.04
0.26 40.94 37.91 21.98 10.94 -4.006 -17 -30.09 -19.05 -42.01 -49.05 30 0.977 18.95 -19.05 -2.052 -13.09
0.265 42.99 40.94 21.98 11.92 -3.029 -6.058 -31.07 -23.06 -47.09 -36.05 38.98 4.983 -1.075 -22.08 -21.01 -13.09
0.27 38.98 24.91 13.97 10.94 -9.086 -5.081 -35.08 -12.02 -29.02 -19.05 39.96 0 5.96 -9.086 -16.02 0.977
0.275 6.937 -10.06 -5.081 -4.006 -18.08 -5.081 -31.07 -5.081 -10.06 -20.03 9.966 -18.08 -1.075 -1.075 -24.04 3.908
0.28 -23.06 -37.03 -27.06 -21.01 -24.04 -11.04 -20.03 0 -50.02 -30.09 -1.075 -25.01 -12.02 -13.09 -17 4.983
0.285 -21.01 -50.02 -26.09 -19.05 -27.06 -21.01 -28.04 9.966 -70.05 -22.08 12.99 -22.08 -1.075 -14.07 13.97 15.93
0.29 -27.06 -63.02 -21.01 -27.06 -24.04 -13.09 -33.02 6.937 -38.01 -20.03 11.92 -25.01 -2.052 -15.05 7.914 0.977
0.295 -33.02 -52.08 -11.04 -29.02 -8.012 -16.02 -18.08 0.977 -41.04 -33.02 11.92 -24.04 -7.035 -12.02 -10.06 -8.012
0.3 -15.05 -42.01 0 -16.02 -2.052 -31.07 -13.09 1.954 -49.05 -33.02 30 -18.08 9.966 -3.029 -4.006 1.954
0.305 -13.09 -42.01 3.908 -15.05 16.9 -14.07 0.977 10.94 -13.09 -28.04 10.94 -20.03 21.98 -8.012 0 2.931
0.31 -47.09 -36.05 -1.075 -14.07 28.92 0.977 12.99 15.93 -29.02 -22.08 -8.012 -20.03 19.93 -9.086 -1.075 10.94
0.315 -41.04 -23.06 -2.052 -3.029 22.96 -2.052 1.954 31.95 -58.04 -7.035 -1.075 -7.035 26.97 0.977 14.95 18.95
0.32 -33.02 -22.08 1.954 1.954 14.95 15.93 -14.07 45.92 -37.03 12.99 -16.02 -2.052 9.966 3.908 20.91 12.99
0.325 -57.06 -16.02 -19.05 -1.075 2.931 16.9 -21.01 34.98 -55.01 8.989 -40.06 -1.075 -13.09 16.9 0.977 10.94
0.33 -39.08 -1.075 -25.01 6.937 -11.04 3.908 -31.07 28.92 -73.08 3.908 -33.02 10.94 -15.05 15.93 0 16.9
0.335 -11.04 12.99 -29.02 11.92 -12.02 6.937 -40.06 35.96 -17 19.93 -45.04 12.99 -19.05 1.954 -4.006 26.97
0.34 -45.04 19.93 -47.09 1.954 -24.04 0.977 -43.09 16.9 -14.07 0.977 -77.09 3.908 -50.02 0 -29.02 24.91
0.345 -47.09 34.98 -50.02 -3.029 -39.08 -27.06 -42.01 5.96 -48.07 -30.09 -72.01 2.931 -52.08 9.966 -23.06 19.93
0.35 -37.03 33.9 -45.04 -3.029 -42.01 -27.06 -46.02 8.989 -30.09 -28.04 -69.08 0.977 -42.01 1.954 -11.04 18.95
0.355 -59.01 18.95 -49.05 -8.012 -46.02 -21.01 -45.04 -3.029 -38.01 -36.05 -75.04 -4.006 -50.02 -3.029 -8.012 7.914
0.36 -45.04 20.91 -39.08 -4.006 -43.09 -21.01 -35.08 -12.02 -61.06 -47.09 -47.09 -6.058 -37.03 0.977 -10.06 -2.052
0.365 -13.09 20.91 -33.02 -5.081 -29.02 -8.012 -37.03 9.966 -39.08 -36.05 -28.04 -8.012 -22.08 -16.02 -23.06 -13.09
0.37 -15.05 7.914 -33.02 -16.02 -28.04 -7.035 -40.06 15.93 -58.04 -49.05 -33.02 -16.02 -40.06 -31.07 -31.07 -27.06
0.375 2.931 7.914 -15.05 -17 -23.06 -13.09 -23.06 11.92 -83.05 -67.02 -11.04 -29.02 -29.02 -31.07 -23.06 -29.02
0.38 28.92 1.954 0 -16.02 -1.075 -10.06 -9.086 30 -42.01 -45.04 10.94 -38.01 16.9 -48.07 -9.086 -17
0.385 40.94 -20.03 15.93 -16.02 6.937 -9.086 -8.012 15.93 -22.08 -27.06 25.99 -44.06 28.92 -53.05 5.96 -13.09
0.39 47 -33.02 23.94 -19.05 10.94 -11.04 -2.052 -1.075 -37.03 -33.02 39.96 -45.04 17.98 -29.02 -2.052 -7.035
0.395 28.92 -37.03 11.92 -27.06 7.914 -11.04 -15.05 11.92 -41.04 -31.07 33.9 -37.03 11.92 -21.01 -21.01 5.96
0.4 2.931 -51 -3.029 -41.04 -7.035 -21.01 -47.09 5.96 -45.04 -41.04 15.93 -33.02 -13.09 -37.03 -5.081 9.966
0.405 -9.086 -62.04 -13.09 -52.08 -26.09 -31.07 -56.08 0 -49.05 -47.09 4.983 -40.06 -22.08 -41.04 -2.052 3.908
0.41 -25.01 -65.07 -23.06 -54.03 -26.09 -35.08 -40.06 10.94 -39.08 -35.08 1.954 -47.09 1.954 -39.08 -9.086 -1.075
0.415 -11.04 -70.05 -17 -50.02 -18.08 -45.04 -32.05 12.99 -47.09 -37.03 13.97 -48.07 16.9 -43.09 0.977 -15.05
0.42 4.983 -69.08 0.977 -44.06 -6.058 -41.04 -22.08 17.98 -62.04 -53.05 25.99 -35.08 12.99 -27.06 -11.04 -15.05
0.425 2.931 -45.04 9.966 -23.06 7.914 -25.01 -5.081 40.94 -56.08 -49.05 13.97 -13.09 17.98 -1.075 -31.07 -5.081
0.43 -1.075 -37.03 17.98 -7.035 13.97 -11.04 -1.075 38.98 -34 -41.04 7.914 0 17.98 -2.052 -5.081 0
0.435 -5.081 -35.08 19.93 0.977 7.914 0 -7.035 37.91 -17 -37.03 1.954 5.96 13.97 3.908 3.908 15.93
0.44 -19.05 -13.09 17.98 11.92 9.966 19.93 -1.075 55.98 -25.01 -19.05 -11.04 3.908 9.966 13.97 -9.086 19.93
0.445 -21.01 -15.05 15.93 17.98 0 17.98 -17 45.92 -39.08 -15.05 -7.035 -2.052 -2.052 0.977 -9.086 9.966
0.45 -13.09 -15.05 11.92 15.93 -1.075 11.92 -41.04 44.94 -35.08 -23.06 -11.04 1.954 -15.05 -1.075 -15.05 7.914
0.455 -17 9.966 14.95 27.94 10.94 18.95 -25.01 58.92 -25.01 -7.035 -39.08 19.93 -29.02 17.98 -29.02 4.983
0.46 -39.08 23.94 4.983 30 8.989 16.9 -7.035 43.97 -35.08 0.977 -53.05 27.94 -31.07 21.98 -14.07 2.931
0.465 -41.04 33.9 -3.029 25.99 5.96 13.97 -9.086 53.93 -53.05 -7.035 -53.05 23.94 -19.05 30 -5.081 25.99
0.47 -19.05 54.91 -1.075 33.9 14.95 16.9 0.977 84.9 -57.06 1.954 -55.01 15.93 -9.086 37.91 -2.052 40.94
0.475 -27.06 37.91 -5.081 19.93 0 11.92 -5.081 66.93 -39.08 9.966 -51 9.966 -3.029 11.92 1.954 33.9
0.48 -27.06 23.94 -27.06 7.914 -11.04 7.914 -25.01 64 -21.01 -1.075 -57.06 5.96 -19.05 3.908 0 25.99
0.485 -17 33.9 -33.02 13.97 -9.086 9.966 -25.01 87.93 -17 7.914 -69.08 15.93 -45.04 5.96 -19.05 13.97
0.49 -35.08 21.98 -48.07 0 -32.05 8.989 -37.03 65.95 -31.07 -1.075 -69.08 15.93 -51 -11.04 -31.07 -4.006
0.495 -43.09 8.989 -70.05 -5.081 -62.04 -2.052 -77.09 41.91 -69.08 -61.06 -66.05 0.977 -53.05 -23.06 -38.01 -22.08
0.5 -15.05 -1.075 -61.06 -11.04 -73.08 -27.06 -107.1 30.97 -89.01 -63.02 -45.04 -11.04 -49.05 -27.06 -47.09 -29.02
0.505 -1.075 -29.02 -46.02 -21.01 -74.06 -34 -113 11.92 -73.08 -59.01 -3.029 -11.04 -27.06 -31.07 -29.02 -24.04
0.51 14.95 -30.09 -28.04 -23.06 -50.02 -25.01 -99.07 24.91 -69.08 -75.04 8.989 -17 -37.03 -27.06 -22.08 -14.07
0.515 60.97 -23.06 1.954 -14.07 -19.05 -22.08 -69.08 59.99 -71.03 -36.05 27.94 -12.02 -31.07 -19.05 -28.04 -7.035
0.52 58.92 -29.02 5.96 -19.05 -1.075 -19.05 -58.04 64.97 -64.09 -44.06 45.92 -8.012 11.92 -16.02 -14.07 -8.012
0.525 38.98 -39.08 1.954 -34 -1.075 -15.05 -59.01 53.93 -75.04 -93.01 23.94 -22.08 21.98 -25.01 -15.05 -28.04
0.53 28.92 -62.04 -4.006 -51 -13.09 -40.06 -68 34.98 -84.03 -69.08 15.93 -25.01 15.93 -36.05 -37.03 -47.09
0.535 18.95 -65.07 -4.006 -54.03 -24.04 -43.09 -79.04 27.94 -69.08 -59.01 30 -13.09 23.94 -27.06 -37.03 -44.06
0.54 18.95 -46.02 -5.081 -44.06 -25.01 -30.09 -82.07 39.96 -58.04 -68 14.95 -12.02 0.977 -26.09 -35.08 -32.05
0.545 36.93 -35.08 1.954 -34 -25.01 -30.09 -87.05 35.96 -55.01 -32.05 17.98 -2.052 -2.052 -33.02 -32.05 -25.01
0.55 40.94 -22.08 12.99 -16.02 -11.04 -21.01 -95.07 26.97 -51 -37.03 36.93 5.96 17.98 -3.029 -6.058 -15.05
0.555 47 -11.04 25.99 -5.081 6.937 -2.052 -77.09 36.93 -51 -60.09 31.95 4.983 -2.052 1.954 0.977 -16.02
0.56 60.97 -8.012 40.94 0.977 24.91 -1.075 -48.07 40.94 -50.02 -30.09 30 9.966 0.977 -9.086 -5.081 -31.07
0.565 52.96 -2.052 55.98 15.93 42.99 8.989 -37.03 60.97 -39.08 -20.03 31.95 20.91 18.95 18.95 1.954 -22.08
0.57 32.93 6.937 50.9 26.97 47.97 31.95 -31.07 90.96 -31.07 -15.05 12.99 23.94 9.966 25.99 24.91 3.908
0.575 16.9 5.96 43.97 28.92 35.96 36.93 -29.02 95.95 -7.035 8.989 1.954 34.98 27.94 25.99 40.94 13.97
0.58 16.9 16.9 41.91 36.93 33.9 47 -30.09 93.99 2.931 0.977 1.954 28.92 30 47 30 12.99
0.585 28.92 23.94 40.94 36.93 40.94 43.97 -25.01 101.9 -5.081 -5.081 -1.075 19.93 0.977 27.94 11.92 8.989
0.59 40.94 26.97 40.94 31.95 39.96 34.98 -12.02 100.9 1.954 -1.075 -13.09 30 11.92 14.95 -1.075 -7.035
0.595 28.92 27.94 28.92 28.92 47.97 41.91 -5.081 85.98 -1.075 -23.06 -31.07 16.9 21.98 25.99 -5.081 -12.02
0.6 -5.081 15.93 0.977 11.92 31.95 31.95 -20.03 68.98 -36.05 -18.08 -47.09 12.99 -17 12.99 4.983 0
0.605 -35.08 1.954 -33.02 -1.075 -1.075 24.91 -39.08 67.9 -31.07 -16.02 -63.02 20.91 -41.04 7.914 12.99 -3.029
0.61 -43.09 -2.052 -56.08 -9.086 -26.09 17.98 -51 54.91 -1.075 -37.03 -72.01 -1.075 -57.06 3.908 0 -14.07
0.615 -37.03 -15.05 -68 -25.01 -50.02 -12.02 -79.04 43.97 -23.06 -23.06 -59.01 -9.086 -73.08 -19.05 -17 -14.07
0.62 -13.09 -9.086 -55.01 -25.01 -57.06 -25.01 -83.05 44.94 -35.08 -9.086 -31.07 -2.052 -37.03 -19.05 -17 -21.01
0.625 10.94 -6.058 -36.05 -21.01 -34 -16.02 -65.07 37.91 -15.05 -33.02 -10.06 -17 -13.09 -19.05 -22.08 -24.04
0.63 26.97 -15.05 -20.03 -23.06 -24.04 -26.09 -69.08 17.98 -43.09 -33.02 5.96 -17 -19.05 -35.08 -17 -24.04
0.635 34.98 -9.086 0.977 -17 -17 -21.01 -63.02 23.94 -53.05 -51 17.98 -3.029 0.977 -25.01 -3.029 -31.07
0.64 44.94 -15.05 7.914 -15.05 -7.035 -5.081 -53.05 17.98 -19.05 -93.01 27.94 -15.05 27.94 -7.035 5.96 -29.02
0.645 50.9 -17 9.966 -15.05 -9.086 -13.09 -65.07 0.977 -33.02 -71.03 39.96 -1.075 43.97 -9.086 13.97 -17
0.65 50.9 -12.02 12.99 -15.05 -4.006 -6.058 -67.02 2.931 -49.05 -43.09 33.9 7.914 33.9 -7.035 6.937 -26.09
0.655 32.93 -23.06 -2.052 -21.01 -9.086 -3.029 -69.08 -2.052 -17 -45.04 17.98 -5.081 -1.075 -5.081 -13.09 -33.02
0.66 18.95 -29.02 -10.06 -21.01 -20.03 -20.03 -79.04 0.977 -13.09 -35.08 9.966 -1.075 -15.05 -13.09 -22.08 -18.08
0.665 16.9 -19.05 1.954 -17 -18.08 -18.08 -69.08 14.95 -31.07 -35.08 1.954 1.954 -7.035 -11.04 -19.05 -12.02
0.67 20.91 -11.04 7.914 -11.04 -13.09 -5.081 -55.01 30.97 -7.035 -35.08 11.92 0.977 0 0.977 -3.029 -2.052
0.675 42.99 1.954 21.98 3.908 1.954 -2.052 -43.09 45.92 11.92 -17 30 11.92 30 0.977 11.92 9.966
0.68 64.97 21.98 43.97 13.97 27.94 17.98 -21.01 59.99 13.97 -5.081 17.98 15.93 15.93 -2.052 13.97 -1.075
0.685 50.9 13.97 41.91 15.93 27.94 21.98 -17 49.93 21.98 0 0 7.914 -9.086 15.93 5.96 -5.081
0.69 42.99 15.93 39.96 27.94 32.93 19.93 -11.04 47 6.937 -9.086 -2.052 11.92 11.92 30 5.96 3.908
0.695 52.96 35.96 49.93 35.96 39.96 30 0.977 53.93 -16.02 -33.02 -1.075 23.94 27.94 27.94 7.914 7.914
0.7 28.92 33.9 41.91 30.97 20.91 31.95 -25.01 39.96 -15.05 -29.02 -1.075 37.91 15.93 17.98 -2.052 1.954
0.705 10.94 34.98 21.98 28.92 15.93 33.9 -51 35.96 -6.058 -49.05 -1.075 39.96 20.91 6.937 -9.086 -6.058
0.71 18.95 35.96 11.92 24.91 12.99 31.95 -55.01 44.94 2.931 -49.05 -15.05 21.98 -2.052 3.908 -7.035 -13.09
0.715 -1.075 8.989 -1.075 4.983 0.977 13.97 -60.09 23.94 14.95 0.977 -43.09 0 -26.09 1.954 -7.035 -4.006
0.72 -15.05 -11.04 -21.01 -13.09 -7.035 3.908 -51 23.94 5.96 0.977 -63.02 -25.01 -31.07 -13.09 -3.029 5.96
0.725 -5.081 -15.05 -23.06 -19.05 -3.029 -2.052 -27.06 53.93 7.914 -13.09 -65.07 -35.08 -39.08 -13.09 5.96 19.93
0.73 -15.05 -27.06 -33.02 -33.02 -16.02 -7.035 -39.08 50.9 2.931 -9.086 -71.03 -19.05 -49.05 -19.05 0 7.914
0.735 -41.04 -47.09 -53.05 -46.02 -22.08 -9.086 -57.06 33.9 -15.05 -47.09 -79.04 -25.01 -56.08 -22.08 -15.05 -15.05
0.74 -41.04 -48.07 -55.01 -44.06 -23.06 -15.05 -60.09 20.91 -19.05 -61.06 -77.09 -39.08 -44.06 -8.012 -15.05 -26.09
0.745 -39.08 -49.05 -49.05 -41.04 -29.02 -29.02 -75.04 3.908 -27.06 -55.01 -77.09 -29.02 -33.02 -25.01 -21.01 -35.08
0.75 -53.05 -51 -47.09 -46.02 -34 -25.01 -85 -3.029 -37.03 -105 -87.05 -29.02 -44.06 -49.05 -27.06 -39.08
0.755 -57.06 -42.01 -47.09 -39.08 -43.09 -31.07 -94.09 -8.012 -32.05 -120.1 -74.06 -25.01 -30.09 -32.05 -13.09 -30.09
0.76 -35.08 -32.05 -32.05 -30.09 -41.04 -42.01 -103.1 -6.058 -24.04 -77.09 -39.08 -4.006 -6.058 -20.03 -5.081 -30.09
0.765 -23.06 -32.05 -19.05 -30.09 -26.09 -29.02 -91.06 -19.05 -9.086 -44.06 -16.02 -3.029 -10.06 -26.09 -6.058 -35.08
0.77 -15.05 -27.06 -8.012 -29.02 -13.09 -22.08 -73.08 -26.09 -13.09 -18.08 -1.075 -6.058 0.977 -21.01 -9.086 -37.03
0.775 2.931 -12.02 0 -23.06 -5.081 -29.02 -64.09 -7.035 -23.06 -22.08 15.93 5.96 -6.058 -32.05 -20.03 -41.04
0.78 -1.075 -5.081 1.954 -23.06 -3.029 -14.07 -72.01 -6.058 -28.04 -88.03 2.931 12.99 -33.02 -39.08 -25.01 -37.03
0.785 -5.081 -5.081 -11.04 -23.06 -13.09 -16.02 -98.09 -18.08 -43.09 -123 -9.086 2.931 -12.02 -10.06 -16.02 -39.08
0.79 10.94 2.931 -2.052 -14.07 -13.09 -26.09 -107.1 -2.052 -32.05 -97.02 7.914 16.9 10.94 6.937 -9.086 -40.06
0.795 44.94 24.91 19.93 1.954 1.954 -10.06 -72.01 3.908 -2.052 -78.07 16.9 30.97 18.95 14.95 0.977 -22.08
0.8 48.95 37.91 30.97 18.95 6.937 3.908 -61.06 4.983 -12.02 -74.06 9.966 30 24.91 24.91 -5.081 -21.01
0.805 47 33.9 23.94 15.93 0.977 -2.052 -75.04 11.92 -32.05 -67.02 16.9 31.95 6.937 11.92 -25.01 -32.05
0.81 44.94 25.99 20.91 6.937 0 1.954 -77.09 2.931 -32.05 -50.02 15.93 21.98 -2.052 2.931 -29.02 -29.02
0.815 38.98 8.989 11.92 0 -10.06 2.931 -100 -1.075 -59.01 -32.05 16.9 4.983 -2.052 6.937 -31.07 -28.04
0.82 40.94 1.954 12.99 -1.075 -15.05 -1.075 -105 6.937 -42.01 -21.01 30 6.937 -16.02 0.977 -23.06 -24.04
0.825 42.99 -2.052 19.93 5.96 -9.086 8.989 -70.05 24.91 11.92 -33.02 17.98 12.99 -30.09 1.954 -10.06 -1.075
0.83 4.983 -3.029 10.94 3.908 -7.035 20.91 -63.02 32.93 24.91 -50.02 -8.012 4.983 -39.08 0.977 -9.086 0
0.835 -41.04 -34 -12.02 -21.01 -15.05 9.966 -76.01 31.95 21.98 -46.02 -39.08 0.977 -38.01 -12.02 -6.058 -3.029
0.84 -67.02 -49.05 -34 -39.08 -11.04 0.977 -59.01 36.93 31.95 -8.012 -66.05 -2.052 -17 -5.081 -5.081 -1.075
0.845 -71.03 -42.01 -39.08 -28.04 -1.075 1.954 -47.09 61.94 5.96 22.96 -76.01 -5.081 -14.07 16.9 -8.012 3.908
0.85 -61.06 -48.07 -42.01 -28.04 1.954 6.937 -45.04 72.98 -14.07 1.954 -69.08 -10.06 -30.09 12.99 -3.029 2.931
0.855 -49.05 -50.02 -51 -29.02 -3.029 1.954 -24.04 60.97 1.954 -36.05 -70.05 -13.09 -34 -6.058 -7.035 -10.06
0.86 -51 -39.08 -57.06 -24.04 -16.02 -3.029 -29.02 51.98 -1.075 -47.09 -67.02 -13.09 -44.06 -23.06 -15.05 -15.05
0.865 -63.02 -47.09 -63.02 -41.04 -47.09 -13.09 -69.08 33.9 -11.04 -65.07 -71.03 -13.09 -49.05 -35.08 -11.04 -15.05
0.87 -71.03 -36.05 -65.07 -40.06 -55.01 -21.01 -76.01 24.91 13.97 -65.07 -83.05 -3.029 -44.06 -20.03 -15.05 -12.02
0.875 -69.08 -9.086 -53.05 -18.08 -36.05 -21.01 -63.02 30 25.99 -47.09 -81.09 0.977 -58.04 4.983 -17 -5.081
0.88 -63.02 -5.081 -33.02 -15.05 -22.08 -11.04 -59.01 26.97 28.92 -63.02 -71.03 -3.029 -53.05 7.914 -3.029 -7.035
0.885 -47.09 -7.035 -15.05 -11.04 1.954 -5.081 -31.07 15.93 47.97 -61.06 -51 -2.052 -7.035 0.977 0 -19.05
0.89 -25.01 7.914 -1.075 1.954 27.94 -2.052 -11.04 30 39.96 -29.02 -19.05 13.97 11.92 -11.04 0.977 -13.09
0.895 -1.075 20.91 13.97 10.94 31.95 11.92 -28.04 37.91 12.99 -35.08 1.954 23.94 12.99 0.977 -5.081 -10.06
