    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2
0 6.873 -1.146 0 0.9819 -5.073 -1.146 -15.06 -9.001 -17.02 -9.001 -7.037 -11.13 -7.037 -9.001 -7.037 -19.15
0.005 -7.037 -15.06 -13.09 -9.001 -15.06 -7.037 -27 -9.001 -29.13 -7.037 -7.037 -15.06 -23.08 -17.02 -21.11 -19.15
0.01 -27 -23.08 -29.13 -15.06 -23.08 -11.13 -37.15 -9.001 -45 -7.037 -7.037 -19.15 -39.11 -23.08 -41.08 -17.02
0.015 -37.15 -25.04 -33.06 -15.06 -25.04 -11.13 -43.04 -13.09 -63.01 -15.06 -9.001 -19.15 -47.13 -23.08 -55.15 -15.06
0.02 -29.13 -21.11 -23.08 -9.001 -17.02 -7.037 -39.11 -21.11 -73.15 -23.08 -19.15 -17.02 -43.04 -17.02 -61.04 -15.06
0.025 -11.13 -13.09 -7.037 -1.146 -5.073 -1.146 -23.08 -27 -67.1 -31.09 -27 -13.09 -33.06 -11.13 -53.02 -15.06
0.03 -1.146 -7.037 -2.128 -2.128 1.964 0 -5.073 -25.04 -45 -29.13 -29.13 -11.13 -19.15 -5.073 -39.11 -13.09
0.035 0.9819 -5.073 0.9819 -2.128 9.983 1.964 5.892 -19.15 -17.02 -19.15 -25.04 -9.001 -11.13 -3.109 -23.08 -9.001
0.04 -3.109 -7.037 -9.001 -2.128 7.855 0 13.91 -7.037 1.964 -5.073 -17.02 -11.13 -9.001 -5.073 -11.13 -3.109
0.045 -13.09 -9.001 -17.02 -11.13 1.964 -3.109 13.91 0 13.91 -2.128 -9.001 -15.06 -11.13 -9.001 -5.073 -1.146
0.05 -15.06 -15.06 -15.06 -18 -3.109 -13.09 7.855 3.928 13.91 2.946 -2.128 -18 -11.13 -14.07 -1.146 -4.091
0.055 -7.037 -16.04 -5.073 -24.06 -9.001 -23.08 3.928 3.928 9.983 0.9819 1.964 -22.09 -7.037 -14.07 -2.128 -10.15
0.06 0.9819 -15.06 1.964 -21.11 -13.09 -25.04 -2.128 0 1.964 -2.128 0 -21.11 0.9819 -13.09 0 -13.09
0.065 10.96 -8.019 5.892 -14.07 -9.001 -20.13 1.964 -1.146 0.9819 0.9819 -1.146 -10.15 0.9819 -6.055 1.964 -10.15
0.07 10.96 1.964 1.964 -4.091 -8.019 -6.055 -8.019 0.9819 -9.001 4.91 -2.128 0 -1.146 1.964 -6.055 1.964
0.075 2.946 1.964 -3.109 -2.128 -11.13 1.964 -19.15 5.892 -19.15 7.855 -17.02 5.892 -9.001 1.964 -19.15 9.983
0.08 0.9819 4.91 -13.09 3.928 -12.11 8.837 -28.15 10.96 -33.06 9.983 -29.13 11.95 -26.02 5.892 -32.08 23.89
0.085 -3.109 4.91 -17.02 -2.128 -16.04 8.837 -36 6.873 -39.11 5.892 -41.08 5.892 -42.06 3.928 -42.06 23.89
0.09 -5.073 0 -15.06 -7.037 -19.15 1.964 -33.06 5.892 -37.15 0.9819 -45 0.9819 -49.1 0.9819 -41.08 13.91
0.095 -1.146 -5.073 -15.06 -13.09 -18 -3.109 -25.04 1.964 -29.13 0 -38.13 -12.11 -47.13 -10.15 -33.06 0.9819
0.1 -9.001 -16.04 -19.15 -26.02 -21.11 -17.02 -23.08 0.9819 -22.09 -1.146 -27 -27 -43.04 -21.11 -29.13 -5.073
0.105 -25.04 -31.09 -35.02 -37.15 -31.09 -29.13 -29.13 -5.073 -19.15 -5.073 -23.08 -37.15 -41.08 -35.02 -23.08 -19.15
0.11 -43.04 -37.15 -51.06 -39.11 -43.04 -36 -42.06 -12.11 -22.09 -11.13 -19.15 -36 -39.11 -39.11 -23.08 -23.08
0.115 -53.02 -39.11 -56.13 -38.13 -51.06 -37.15 -54.01 -24.06 -29.13 -23.08 -21.11 -29.13 -36 -35.02 -24.06 -22.09
0.12 -49.1 -31.09 -48.11 -32.08 -50.08 -34.04 -56.13 -38.13 -26.02 -36 -20.13 -22.09 -33.06 -26.02 -20.13 -14.07
0.125 -29.13 -17.02 -28.15 -20.13 -39.11 -25.04 -46.15 -44.02 -17.02 -37.15 -15.06 -9.001 -26.02 -11.13 -14.07 -8.019
0.13 -7.037 -7.037 -9.001 -7.037 -21.11 -12.11 -26.02 -36 1.964 -27 -9.001 -4.091 -15.06 -1.146 -3.109 0.9819
0.135 -1.146 -5.073 -1.146 -5.073 -9.001 -5.073 -5.073 -23.08 11.95 -11.13 -9.001 -3.109 -9.001 -1.146 3.928 0
0.14 0.9819 -12.11 -3.109 0 -1.146 -1.146 3.928 0.9819 20.95 5.892 -7.037 -7.037 -9.001 -3.109 11.95 3.928
0.145 -9.001 -19.15 -13.09 -3.109 -6.055 -1.146 9.983 17.84 19.97 20.95 -10.15 -12.11 -7.037 -16.04 15.87 2.946
0.15 -17.02 -23.08 -19.15 -7.037 -13.09 -5.073 3.928 29.95 11.95 31.91 -11.13 -17.02 -11.13 -25.04 13.91 0
0.155 -9.001 -20.13 -13.09 -9.001 -14.07 -10.15 -1.146 34.86 1.964 35.84 -1.146 -17.02 -10.15 -25.04 12.93 3.928
0.16 -1.146 -12.11 -1.146 -7.037 -12.11 -10.15 -2.128 28.97 -5.073 33.88 3.928 -11.13 -6.055 -23.08 14.89 5.892
0.165 8.837 -7.037 5.892 -5.073 -9.001 -13.09 -11.13 15.87 -13.09 23.89 11.95 -7.037 -1.146 -17.02 17.84 7.855
0.17 8.837 -4.091 5.892 1.964 -2.128 -8.019 -16.04 2.946 -21.11 10.96 20.95 0 1.964 -8.019 24.88 12.93
0.175 0.9819 -2.128 0 6.873 -1.146 1.964 -22.09 -2.128 -25.04 1.964 24.88 4.91 2.946 -1.146 30.93 16.86
0.18 -5.073 -2.128 0.9819 19.97 -1.146 9.983 -25.04 -9.001 -27 -11.13 21.93 11.95 5.892 5.892 33.88 19.97
0.185 -5.073 6.873 -2.128 36.99 0 25.86 -21.11 -7.037 -21.11 -14.07 22.91 18.98 9.983 14.89 29.95 22.91
0.19 4.91 13.91 11.95 48.93 7.855 41.9 -7.037 -3.109 -11.13 -10.15 22.91 18.98 13.91 16.86 25.86 18.98
0.195 28.97 15.87 31.91 47.95 19.97 47.95 1.964 -2.128 0.9819 -1.146 23.89 13.91 17.84 13.91 23.89 9.983
0.2 52.86 13.91 47.95 42.88 29.95 41.9 15.87 1.964 3.928 1.964 27.98 7.855 21.93 9.983 25.86 1.964
0.205 66.93 7.855 55.97 29.95 37.97 31.91 23.89 1.964 5.892 5.892 35.84 3.928 25.86 5.892 27.98 0
0.21 64.97 3.928 51.88 17.84 35.84 17.84 23.89 -2.128 0 1.964 47.95 1.964 31.91 5.892 29.95 1.964
0.215 46.97 1.964 37.97 11.95 31.91 9.983 15.87 -1.146 0.9819 -1.146 55.97 1.964 37.97 5.892 29.95 9.983
0.22 24.88 1.964 23.89 11.95 23.89 9.983 9.983 -5.073 0 -7.037 53.84 3.928 41.9 5.892 29.95 15.87
0.225 6.873 1.964 15.87 13.91 21.93 11.95 9.983 -3.109 17.84 -7.037 43.86 1.964 43.86 1.964 31.91 17.84
0.23 0.9819 0 13.91 17.84 21.93 15.87 19.97 0 47.95 0 27.98 0 43.86 0.9819 41.9 15.87
0.235 8.837 -2.128 17.84 21.93 29.95 19.97 39.93 15.87 81.99 19.97 9.983 0 43.86 -5.073 57.93 15.87
0.24 22.91 0.9819 23.89 23.89 37.97 23.89 63.99 35.84 110 43.86 -2.128 0 43.86 -9.001 73.97 15.87
0.245 32.89 0.9819 31.91 23.89 47.95 23.89 83.95 55.97 125.9 63.99 0.9819 0 45.99 -9.001 85.92 17.84
0.25 32.89 0.9819 31.91 19.97 49.91 19.97 89.85 69.88 123.9 71.84 3.928 -2.128 43.86 -9.001 87.88 17.84
0.255 26.84 0.9819 29.95 11.95 41.9 11.95 77.9 71.84 103.9 65.95 13.91 0.9819 37.97 -7.037 75.94 15.87
0.26 20.95 -2.128 25.86 5.892 27.98 0 49.91 57.93 63.99 45.99 25.86 0.9819 25.86 -7.037 55.97 9.983
0.265 20.95 3.928 23.89 7.855 9.983 -3.109 13.91 29.95 13.91 15.87 33.88 0 13.91 -1.146 31.91 1.964
0.27 32.89 17.84 25.86 17.84 0 -1.146 -11.13 -2.128 -33.06 -9.001 37.97 9.983 7.855 3.928 11.95 -2.128
0.275 48.93 35.84 35.84 37.97 1.964 9.983 -25.04 -21.11 -73.15 -31.09 37.97 23.89 9.983 17.84 0 -2.128
0.28 62.84 53.84 49.91 61.86 18.98 35.84 -19.15 -33.06 -89.03 -39.11 38.95 33.88 19.97 31.91 0 0
0.285 70.86 67.92 62.84 77.9 42.88 59.9 -1.146 -31.09 -73.15 -35.02 44.84 37.97 37.97 39.93 7.855 3.928
0.29 68.9 69.88 67.92 81.99 61.86 73.97 29.95 -17.02 -35.02 -19.15 53.84 35.84 53.84 41.9 19.97 9.983
0.295 64.97 63.99 68.9 71.84 74.95 72.99 54.99 0.9819 1.964 -1.146 66.93 25.86 59.9 32.89 27.98 18.98
0.3 60.88 47.95 58.92 49.91 68.9 56.95 60.88 9.983 29.95 7.855 68.9 15.87 55.97 16.86 27.98 22.91
0.305 54.99 29.95 41.9 27.98 45.99 33.88 47.95 11.95 37.97 13.91 53.84 5.892 37.97 -2.128 21.93 21.93
0.31 44.84 11.95 22.91 6.873 15.87 10.96 18.98 7.855 24.88 12.93 26.84 -1.146 13.91 -10.15 7.855 18.98
0.315 26.84 -2.128 2.946 -4.091 -13.09 -2.128 -8.019 0 10.96 4.91 1.964 0 -5.073 -16.04 0.9819 12.93
0.32 2.946 -5.073 -11.13 -11.13 -37.15 -13.09 -31.09 -1.146 9.983 0 -19.15 -1.146 -19.15 -15.06 -1.146 7.855
0.325 -13.09 -5.073 -19.15 -8.019 -45 -11.13 -35.02 -2.128 28.97 2.946 -23.08 0.9819 -19.15 -8.019 1.964 13.91
0.33 -23.08 -1.146 -20.13 -2.128 -38.13 -5.073 -19.15 9.983 58.92 10.96 -16.04 8.837 -9.001 0 17.84 19.97
0.335 -17.02 0 -11.13 3.928 -17.02 0 0 21.93 85.92 23.89 -1.146 13.91 5.892 3.928 35.84 21.93
0.34 2.946 3.928 3.928 15.87 6.873 12.93 33.88 34.86 103.9 37.97 3.928 17.84 20.95 4.91 50.9 22.91
0.345 18.98 3.928 24.88 24.88 33.88 25.86 54.99 40.91 99.99 41.9 13.91 14.89 28.97 2.946 52.86 19.97
0.35 36.99 5.892 41.9 23.89 47.95 25.86 65.95 39.93 91.97 39.93 13.91 7.855 27.98 -1.146 47.95 11.95
0.355 48.93 8.837 47.95 16.86 53.84 20.95 65.95 35.84 82.97 33.88 15.87 2.946 22.91 -4.091 41.9 4.91
0.36 44.84 11.95 43.86 0.9819 41.9 2.946 51.88 25.86 74.95 20.95 12.93 1.964 16.86 -9.001 33.88 0
0.365 32.89 11.95 28.97 -12.11 20.95 -13.09 31.91 5.892 64.97 6.873 9.983 -4.091 12.93 -10.15 30.93 -7.037
0.37 18.98 13.91 7.855 -20.13 -2.128 -30.11 11.95 -9.001 46.97 -10.15 8.837 -4.091 12.93 -7.037 29.95 -8.019
0.375 6.873 20.95 0.9819 -14.07 -9.001 -32.08 0.9819 -29.13 14.89 -31.09 15.87 0 14.89 0 21.93 -4.091
0.38 0.9819 31.91 -2.128 0 -11.13 -15.06 -11.13 -47.13 -27 -45 27.98 5.892 9.983 3.928 3.928 0
0.385 10.96 49.91 12.93 28.97 0 11.95 -18 -52.04 -81.01 -57.12 43.86 20.95 6.873 16.86 -12.11 11.95
0.39 34.86 63.99 35.84 55.97 16.86 40.91 -25.04 -52.04 -131.1 -57.12 53.84 31.91 -1.146 24.88 -30.11 20.95
0.395 56.95 63.99 51.88 67.92 25.86 57.93 -43.04 -53.02 -173.1 -59.08 59.9 31.91 -3.109 25.86 -41.08 23.89
0.4 70.86 55.97 54.99 62.84 20.95 55.97 -63.01 -55.15 -186.1 -54.01 56.95 26.84 -7.037 23.89 -37.15 23.89
