    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
0.135 -43.1 -41.04 -75.09 -15.1 -23.06 -55.05 -3.02 -23.06 31.98 -21 -69.05 9.884 1.922 -13.04 15.92 -7.001
0.14 -39.12 -36.1 -50.11 -11.12 -22.1 -48.05 -11.12 -23.06 18.94 -32.12 -46.12 5.903 -1.098 -4.118 5.903 -9.06
0.145 -29.1 -21 -17.02 -15.1 -28 -40.08 -21 -30.06 0.9609 -46.12 -21 1.922 -20.04 -4.118 0.9609 -17.02
0.15 -13.04 -2.059 -2.059 -15.1 -33.08 -37.06 -35 -41.04 -23.06 -55.05 -7.001 -2.059 -35 -13.04 -15.1 -31.02
0.155 2.883 23.89 3.981 0.9609 -28 -35 -36.1 -48.05 -39.12 -59.03 -1.098 12.9 -34.04 -20.04 -22.1 -38.02
0.16 18.94 45.99 0.9609 14.96 -16.06 -32.12 -28 -44.06 -50.11 -59.03 1.922 32.95 -28 -17.02 -26.08 -36.1
0.165 24.98 55.87 0 23.89 -7.001 -19.08 -19.08 -31.02 -57.11 -49.01 7.962 47.91 -21 -1.098 -29.1 -25.12
0.17 22.92 55.87 7.962 17.98 -5.079 0.9609 -14 -12.08 -58.07 -37.06 24.98 44.89 -19.08 19.9 -32.12 -6.04
0.175 14.96 45.99 19.9 7.962 -11.12 26.91 -16.06 -2.059 -60.13 -19.08 26.91 32.95 -19.08 41.87 -36.1 8.923
0.18 6.864 35.97 17.98 0 -11.12 43.93 -19.08 7.962 -59.03 -3.02 7.962 17.98 -11.12 49.97 -37.06 19.9
0.185 0.9609 25.94 8.923 14.96 1.922 52.99 -9.06 13.86 -54.09 9.884 -16.06 13.86 12.9 45.99 -27.04 27.87
0.19 -7.001 19.9 0 42.97 33.91 50.93 3.981 19.9 -41.04 21.96 -39.12 19.9 42.97 35.97 -11.12 29.93
0.195 -15.1 15.92 -9.06 69.87 61.91 45.99 23.89 25.94 -27.04 23.89 -35 29.93 57.93 27.87 1.922 25.94
0.2 -15.1 9.884 0 76.87 65.89 39.95 29.93 27.87 -15.1 17.98 -5.079 33.91 48.87 19.9 7.962 13.86
0.205 -9.06 3.981 10.98 52.99 39.95 27.87 21.96 19.9 -9.06 9.884 27.87 25.94 16.88 11.94 3.981 -2.059
0.21 2.883 -2.059 25.94 13.86 0.9609 9.884 1.922 1.922 -7.001 3.981 51.89 11.94 -17.02 -2.059 -1.098 -13.04
0.215 18.94 0.9609 31.98 -17.02 -37.06 -7.001 -9.06 -13.04 -1.098 3.981 51.89 -2.059 -37.06 -13.04 -7.001 -21
0.22 24.98 -2.059 25.94 -37.06 -53.13 -25.12 -17.02 -23.06 3.981 7.962 29.93 -3.02 -35 -21 -5.079 -19.08
0.225 14.96 1.922 9.884 -37.06 -43.1 -35 -13.04 -25.12 19.9 3.981 3.981 -5.079 -19.08 -23.06 0 -9.06
0.23 -3.02 3.981 0.9609 -25.12 -25.12 -31.02 -7.001 -17.02 27.87 -7.001 -11.12 -1.098 -3.02 -17.02 9.884 -3.02
0.235 -23.06 -2.059 -9.06 -15.1 -11.12 -23.06 -7.001 -13.04 21.96 -41.04 -19.08 0.9609 -3.02 -11.12 11.94 -5.079
0.24 -31.02 -11.12 -17.02 -13.04 -9.06 -19.08 -17.02 -15.1 0 -77.01 -25.12 -3.02 -13.04 -13.04 1.922 -15.1
0.245 -25.12 -23.06 -25.12 -23.06 -15.1 -27.04 -29.1 -25.12 -27.04 -103.1 -31.02 -9.06 -23.06 -23.06 -9.06 -29.1
0.25 -11.12 -31.02 -31.02 -35 -17.02 -43.1 -35 -35 -57.11 -109.1 -35 -17.02 -23.06 -35 -23.06 -37.06
0.255 -1.098 -27.04 -31.02 -41.04 -13.04 -55.05 -33.08 -37.06 -73.03 -95.13 -31.02 -21 -9.06 -39.12 -27.04 -35
0.26 2.883 -15.1 -19.08 -33.08 -3.02 -57.11 -25.12 -31.02 -71.11 -67.13 -17.02 -19.08 3.981 -33.08 -19.08 -25.12
0.265 2.883 0.9609 0.9609 -13.04 3.981 -43.1 -17.02 -19.08 -55.05 -41.04 1.922 -9.06 17.98 -19.08 -7.001 -11.12
0.27 2.883 7.962 18.94 3.981 9.884 -21 -11.12 -5.079 -30.06 -17.02 26.91 -1.098 19.9 -3.02 3.981 -1.098
0.275 4.942 5.903 37.89 17.98 11.94 -2.059 -3.02 3.981 -7.001 0.9609 43.93 0 13.86 5.903 15.92 0
0.28 12.9 -2.059 44.89 15.92 13.86 13.86 2.883 15.92 10.98 17.98 48.87 0 10.98 13.86 26.91 7.962
0.285 22.92 -3.02 40.91 3.981 15.92 21.96 16.88 25.94 28.96 43.93 42.97 0 12.9 17.98 30.89 17.98
0.29 34.87 -1.098 29.93 -3.02 23.89 23.89 27.87 37.89 39.95 73.99 29.93 3.981 21.96 17.98 29.93 33.91
0.295 44.89 9.884 22.92 -2.059 31.98 25.94 38.99 49.97 45.99 99.94 18.94 11.94 36.93 21.96 24.98 51.89
0.3 48.87 29.93 17.98 6.864 37.89 29.93 40.91 57.93 41.87 113.9 5.903 19.9 46.95 27.87 16.88 61.91
0.305 40.91 39.95 11.94 23.89 45.99 37.89 35.97 57.93 27.87 111.9 -1.098 19.9 47.91 35.97 9.884 61.91
0.31 16.88 34.87 7.962 30.89 50.93 47.91 32.95 48.87 22.92 95.95 -1.098 3.981 43.93 41.87 9.884 51.89
0.315 -5.079 18.94 8.923 22.92 50.93 51.89 31.98 32.95 20.87 67.95 6.864 -14 35.97 37.89 15.92 29.93
0.32 -13.04 1.922 17.98 3.981 41.87 45.99 31.98 15.92 31.98 35.97 27.87 -35 31.98 27.87 25.94 11.94
0.325 0.9609 -1.098 35.97 -3.02 32.95 33.91 33.91 4.942 47.91 1.922 57.93 -38.02 32.95 16.88 40.91 0.9609
0.33 30.89 12.9 54.91 -5.079 24.98 19.9 38.99 6.864 58.89 -21 70.97 -24.02 44.89 10.98 50.93 -1.098
0.335 64.93 35.97 61.91 0.9609 29.93 15.92 41.87 15.92 55.87 -43.1 67.95 -1.098 53.95 11.94 53.95 -2.059
0.34 80.99 52.99 58.89 10.98 45.99 24.98 45.99 29.93 43.93 -56.01 54.91 12.9 60.95 24.98 52.99 6.864
0.345 72.89 47.91 48.87 19.9 59.99 34.87 52.99 35.97 23.89 -58.07 38.99 13.86 59.99 30.89 48.87 14.96
0.35 42.97 25.94 35.97 21.96 55.87 37.89 49.97 35.97 7.962 -55.05 31.98 0 39.95 27.87 37.89 15.92
0.355 10.98 3.981 29.93 20.87 41.87 29.93 46.95 30.89 0.9609 -46.12 38.99 -5.079 17.98 18.94 29.93 17.98
0.36 -3.02 -5.079 26.91 16.88 19.9 11.94 36.93 22.92 3.981 -34.04 39.95 -12.08 -1.098 5.903 23.89 16.88
0.365 -3.02 -3.02 24.98 9.884 5.903 -3.02 28.96 18.94 6.864 -19.08 34.87 -4.118 -5.079 1.922 23.89 15.92
0.37 0.9609 3.981 16.88 2.883 1.922 -13.04 24.98 18.94 13.86 -2.059 21.96 2.883 -2.059 1.922 25.94 16.88
0.375 6.864 13.86 7.962 1.922 7.962 -11.12 20.87 22.92 14.96 13.86 12.9 15.92 0 -1.098 27.87 21.96
0.38 14.96 17.98 7.962 -1.098 15.92 -3.02 21.96 23.89 19.9 35.97 11.94 13.86 9.884 1.922 29.93 25.94
0.385 20.87 11.94 14.96 1.922 23.89 2.883 26.91 27.87 27.87 58.89 22.92 7.962 19.9 2.883 32.95 34.87
0.39 16.88 0.9609 16.88 6.864 23.89 2.883 33.91 35.97 39.95 78.93 22.92 0 30.89 2.883 36.93 38.99
0.395 4.942 -1.098 9.884 3.981 29.93 0 47.91 39.95 49.97 93.9 5.903 -11.12 43.93 0 41.87 41.87
0.4 -7.001 1.922 0 0.9609 44.89 0 58.89 44.89 64.93 106 -14 -10.02 60.95 4.942 48.87 43.93
0.405 -19.08 2.883 -13.04 -11.12 58.89 3.981 61.91 44.89 69.87 116 -29.1 -8.099 72.89 6.864 54.91 41.87
0.41 -15.1 7.962 -17.02 -23.06 61.91 5.903 55.87 35.97 69.87 120 -21 -3.02 67.95 3.981 51.89 35.97
0.415 0.9609 12.9 0.9609 -24.02 50.93 7.962 41.87 26.91 58.89 116 10.98 1.922 49.97 0 41.87 31.98
0.42 28.96 8.923 33.91 -18.12 28.96 3.981 20.87 10.98 40.91 97.88 55.87 -3.02 21.96 0 33.91 19.9
0.425 44.89 0 63.97 -13.04 5.903 0 5.903 0.9609 17.98 63.97 81.95 -11.12 0.9609 3.981 21.96 3.981
0.43 46.95 -1.098 75.91 -8.099 -2.059 0 4.942 -11.12 5.903 11.94 79.89 -21 -4.118 9.884 20.87 -11.12
0.435 40.91 0.9609 62.87 -2.059 7.962 5.903 10.98 -15.1 1.922 -47.09 48.87 -21 4.942 11.94 26.91 -29.1
0.44 30.89 1.922 39.95 3.981 27.87 11.94 23.89 -13.04 -2.059 -107.1 17.98 -13.04 29.93 9.884 39.95 -45.03
0.445 30.89 15.92 28.96 23.89 49.97 15.92 34.87 -7.001 2.883 -151 6.864 -2.059 52.99 3.981 50.93 -51.07
0.45 36.93 29.93 30.89 43.93 61.91 13.86 42.97 -2.059 4.942 -171 16.88 15.92 64.93 -2.059 54.91 -49.01
0.455 40.91 41.87 41.87 57.93 61.91 13.86 39.95 9.884 1.922 -165 39.95 29.93 59.99 -2.059 45.99 -37.06
0.46 36.93 51.89 54.91 61.91 55.87 13.86 31.98 19.9 -4.118 -139.1 60.95 37.89 41.87 5.903 29.93 -21
0.465 26.91 55.87 57.93 49.97 41.87 13.86 21.96 23.89 -18.12 -105 63.97 39.95 17.98 11.94 13.86 -5.079
0.47 14.96 49.97 45.99 25.94 27.87 13.86 7.962 17.98 -29.1 -71.11 49.97 35.97 -2.059 11.94 1.922 0
0.475 0.9609 33.91 25.94 -2.059 11.94 7.962 0.9609 7.962 -27.04 -41.04 23.89 25.94 -11.12 1.922 -2.059 3.981
0.48 -7.001 5.903 1.922 -21 0 0.9609 -9.06 0.9609 -13.04 -13.04 -2.059 7.962 -15.1 -5.079 -2.059 7.962
0.485 -23.06 -21 -11.12 -35 -3.02 -13.04 -11.12 -5.079 3.981 9.884 -15.1 -7.001 -9.06 -13.04 -2.059 11.94
0.49 -37.06 -51.07 -23.06 -39.12 -5.079 -23.06 -9.06 -1.098 25.94 41.87 -23.06 -31.02 -1.098 -13.04 -2.059 19.9
0.495 -45.03 -69.05 -27.04 -37.06 -5.079 -23.06 -1.098 5.903 41.87 71.93 -21 -53.13 -2.059 -7.001 -2.059 27.87
0.5 -45.03 -73.03 -29.1 -37.06 -7.001 -19.08 0 15.92 53.95 95.95 -19.08 -67.13 -1.098 -3.02 -2.059 29.93
0.505 -37.06 -67.13 -29.1 -45.03 -15.1 -19.08 0 13.86 57.93 106 -17.02 -73.03 -13.04 -9.06 1.922 19.9
0.51 -31.02 -57.11 -29.1 -55.05 -29.1 -25.12 -7.001 -2.059 55.87 102 -15.1 -69.05 -31.02 -27.04 3.981 1.922
0.515 -27.04 -47.09 -27.04 -57.11 -45.03 -41.04 -25.12 -23.06 43.93 87.99 -11.12 -55.05 -45.03 -51.07 3.981 -13.04
0.52 -27.04 -39.12 -23.06 -41.04 -57.11 -59.03 -45.03 -51.07 15.92 71.93 0.9609 -35 -49.01 -71.11 0.9609 -25.12
0.525 -23.06 -35 -11.12 -13.04 -61.09 -70.01 -61.09 -67.13 -22.1 58.89 1.922 -15.1 -43.1 -72.07 -15.1 -27.04
0.53 -13.04 -27.04 -3.02 9.884 -51.07 -72.07 -63.01 -71.11 -70.01 48.87 1.922 0.9609 -29.1 -60.13 -27.04 -23.06
0.535 -1.098 -17.02 -1.098 19.9 -31.02 -61.09 -51.07 -61.09 -113.1 29.93 -5.079 1.922 -13.04 -39.12 -31.02 -17.02
0.54 8.923 -3.02 -1.098 9.884 -6.04 -40.08 -29.1 -44.06 -130.1 1.922 -21 1.922 -2.059 -18.12 -19.08 -19.08
0.545 10.98 4.942 -1.098 -1.098 16.88 -16.06 -3.02 -28 -122 -42.01 -23.06 0 13.86 -2.059 -2.059 -29.1
0.55 2.883 13.86 7.962 -5.079 37.89 0 15.92 -13.04 -99.11 -91.01 0.9609 3.981 27.87 0 17.98 -43.1
0.555 -1.098 22.92 34.87 1.922 56.97 15.92 35.97 -2.059 -71.11 -133 35.97 12.9 41.87 4.942 29.93 -52.03
0.56 -5.079 24.98 58.89 29.93 62.87 17.98 45.99 -1.098 -51.07 -159.1 67.95 18.94 53.95 5.903 29.93 -58.07
0.565 0.9609 23.89 61.91 45.99 59.99 13.86 45.99 -1.098 -29.1 -167.1 63.97 15.92 59.99 3.981 23.89 -59.03
0.57 4.942 18.94 40.91 33.91 47.91 6.864 37.89 -10.02 -1.098 -156.1 30.89 0.9609 52.99 1.922 21.96 -50.11
0.575 12.9 7.962 0.9609 -1.098 27.87 1.922 26.91 -17.02 40.91 -131.1 -12.08 -22.1 32.95 -1.098 25.94 -40.08
0.58 14.96 -9.06 -23.06 -49.01 7.962 -5.079 13.86 -21 81.95 -93.07 -41.04 -53.13 9.884 -3.02 29.93 -29.1
0.585 6.864 -29.1 -31.02 -80.03 -2.059 -9.06 0.9609 -14 106.9 -45.03 -30.06 -65.07 -6.04 -11.12 26.91 -9.06
0.59 -1.098 -40.08 -18.12 -78.11 -17.02 -17.02 -4.118 -4.118 97.88 0 0 -63.01 -15.1 -19.08 14.96 0
0.595 -3.02 -41.04 -3.02 -53.13 -21 -31.02 -15.1 0.9609 71.93 39.95 11.94 -37.06 -19.08 -27.04 -2.059 11.94
0.6 -5.079 -33.08 -6.04 -19.08 -19.08 -41.04 -21 2.883 40.91 73.99 2.883 -11.12 -6.04 -32.12 -5.079 16.88
0.605 0.9609 -22.1 -28 -5.079 -14 -47.09 -20.04 1.922 24.98 98.97 -24.02 4.942 -1.098 -30.06 -4.118 19.9
0.61 0.9609 -17.02 -54.09 -21 -11.12 -48.05 -15.1 0.9609 21.96 117.9 -46.12 8.923 3.981 -21 0.9609 19.9
0.615 2.883 -20.04 -60.13 -45.03 -12.08 -37.06 -12.08 1.922 24.98 132.9 -42.01 2.883 0 -12.08 0.9609 23.89
0.62 -7.001 -23.06 -40.08 -65.07 -23.06 -25.12 -15.1 4.942 12.9 141.9 -14 -3.02 -20.04 -4.118 1.922 28.96
0.625 -17.02 -17.02 -13.04 -59.03 -37.06 -21 -27.04 1.922 -13.04 145.9 5.903 -5.079 -43.1 -3.02 -11.12 35.97
0.63 -25.12 -2.059 -1.098 -30.06 -49.01 -21 -36.1 -1.098 -53.13 141.9 12.9 -3.02 -51.07 -1.098 -26.08 35.97
0.635 -27.04 3.981 1.922 1.922 -50.11 -25.12 -38.02 -2.059 -90.05 120 0.9609 0 -44.06 -5.079 -32.12 35.97
0.64 -31.02 3.981 -3.02 15.92 -33.08 -23.06 -27.04 -7.001 -111.1 83.87 -3.02 3.981 -17.02 -1.098 -27.04 21.96
0.645 -29.1 -3.02 -2.059 15.92 -1.098 -5.079 -6.04 0.9609 -112 35.97 -1.098 8.923 18.94 8.923 -11.12 8.923
0.65 -29.1 -24.02 0.9609 3.981 29.93 12.9 9.884 0.9609 -102.1 -20.04 8.923 12.9 46.95 17.98 0 0
0.655 -29.1 -37.06 3.981 -1.098 45.99 29.93 13.86 0 -85.11 -81.13 -2.059 7.962 53.95 21.96 3.981 -19.08
0.66 -29.1 -36.1 -6.04 -7.001 36.93 31.98 5.903 -4.118 -65.07 -137.1 -37.06 -2.059 33.91 11.94 0 -34.04
0.665 -27.04 -28 -44.06 -15.1 8.923 15.92 -9.06 -22.1 -47.09 -171 -97.05 -26.08 -2.059 -6.04 -11.12 -50.11
0.67 -23.06 -23.06 -83.05 -29.1 -21 -11.12 -25.12 -49.01 -27.04 -181.1 -131.1 -51.07 -31.02 -35 -23.06 -65.07
0.675 -17.02 -22.1 -99.11 -49.01 -42.01 -36.1 -29.1 -60.13 -2.059 -162.1 -117.1 -63.01 -47.09 -52.03 -27.04 -67.13
0.68 -11.12 -23.06 -75.09 -61.09 -44.06 -50.11 -19.08 -56.01 20.87 -124.1 -55.05 -53.13 -45.03 -56.01 -17.02 -59.03
0.685 -5.079 -17.02 -25.12 -57.11 -37.06 -51.07 -1.098 -35 51.89 -71.11 15.92 -29.1 -31.02 -49.01 0.9609 -37.06
0.69 -3.02 -1.098 13.86 -35 -27.04 -42.01 5.903 -7.001 82.91 -14 61.91 -5.079 -17.02 -34.04 15.92 -13.04
0.695 -5.079 11.94 25.94 -7.001 -23.06 -32.12 7.962 17.98 106.9 30.89 57.93 0 -11.12 -16.06 25.94 7.962
0.7 -17.02 15.92 7.962 5.903 -27.04 -25.12 3.981 35.97 117.9 69.87 17.98 -1.098 -11.12 -1.098 21.96 27.87
0.705 -31.02 3.981 -21 7.962 -29.1 -17.02 -2.059 45.99 116 103.9 -23.06 -13.04 -15.1 7.962 7.962 41.87
0.71 -43.1 -15.1 -45.03 0 -27.04 -11.12 -3.02 45.99 102 130 -53.13 -19.08 -21 15.92 -5.079 47.91
0.715 -47.09 -31.02 -51.07 0.9609 -25.12 -5.079 -9.06 37.89 73.99 145.9 -59.03 -5.079 -29.1 15.92 -23.06 45.99
0.72 -41.04 -25.12 -43.1 1.922 -23.06 -1.098 -17.02 27.87 37.89 152 -55.05 17.98 -39.12 7.962 -33.08 39.95
0.725 -27.04 -2.059 -39.12 11.94 -23.06 0.9609 -27.04 13.86 0.9609 145.9 -57.11 43.93 -45.03 0 -39.12 29.93
0.73 -15.1 29.93 -43.1 19.9 -21 -2.059 -35 1.922 -37.06 130 -61.09 55.87 -43.1 0 -43.1 21.96
0.735 -5.079 47.91 -47.09 15.92 -15.1 1.922 -35 -2.059 -73.03 110 -59.03 45.99 -27.04 13.86 -45.03 19.9
0.74 -1.098 41.87 -45.03 7.962 0.9609 11.94 -27.04 0 -105 85.93 -43.1 29.93 -5.079 37.89 -47.09 23.89
0.745 8.923 19.9 -29.1 9.884 11.94 25.94 -13.04 7.962 -137.1 57.93 -15.1 17.98 9.884 57.93 -51.07 27.87
0.75 18.94 1.922 -5.079 21.96 25.94 37.89 -3.02 11.94 -173.1 19.9 5.903 21.96 19.9 63.97 -53.13 25.94
0.755 26.91 0 11.94 39.95 29.93 41.87 0.9609 5.903 -204.1 -25.12 19.9 31.98 15.92 51.89 -55.05 15.92
0.76 26.91 15.92 19.9 49.97 23.89 31.98 -3.02 -7.001 -218.1 -83.05 15.92 35.97 5.903 23.89 -55.05 -1.098
0.765 18.94 33.91 13.86 39.95 9.884 11.94 -11.12 -35 -203 -141.1 5.903 21.96 -1.098 -3.02 -49.01 -27.04
0.77 2.883 37.89 4.942 13.86 -5.079 -9.06 -17.02 -63.01 -155.1 -187.1 0.9609 -2.059 -9.06 -33.08 -40.08 -51.07
0.775 -9.06 19.9 -4.118 -15.1 -23.06 -37.06 -19.08 -81.13 -83.05 -207 -6.04 -34.04 -12.08 -57.11 -26.08 -67.13
0.78 -23.06 -9.06 -13.04 -41.04 -37.06 -61.09 -17.02 -87.03 -5.079 -195.1 -7.001 -55.05 -13.04 -71.11 -13.04 -69.05
0.785 -33.08 -45.03 -18.12 -52.03 -39.12 -77.01 -10.02 -75.09 56.97 -157 -6.04 -54.09 -10.02 -75.09 1.922 -59.03
0.79 -41.04 -67.13 -22.1 -54.09 -25.12 -79.07 -2.059 -50.11 103 -98.01 -10.02 -42.01 -2.059 -63.01 4.942 -39.12
0.795 -45.03 -67.13 -23.06 -53.13 -5.079 -67.13 0 -21 120 -37.06 -15.1 -29.1 1.922 -41.04 9.884 -17.02
0.8 -41.04 -55.05 -21 -52.03 1.922 -47.09 4.942 -1.098 127.9 16.88 -20.04 -19.08 8.923 -17.02 15.92 -1.098
0.805 -35 -36.1 -23.06 -52.03 1.922 -30.06 2.883 10.98 128.9 58.89 -24.02 -15.1 5.903 -3.02 11.94 3.981
0.81 -23.06 -21 -21 -45.03 -11.12 -21 -3.02 7.962 120 81.95 -19.08 -13.04 -11.12 -1.098 5.903 3.981
0.815 -11.12 -14 -12.08 -31.02 -37.06 -20.04 -18.12 2.883 106.9 90.88 -1.098 -8.099 -37.06 -5.079 0.9609 0
0.82 -3.02 -14 0.9609 -13.04 -55.05 -18.12 -29.1 0 86.89 91.97 21.96 -8.099 -52.03 -7.001 -2.059 0.9609
0.825 0.9609 -21 21.96 -1.098 -53.13 -11.12 -29.1 1.922 57.93 89.91 45.99 -13.04 -51.07 -2.059 -3.02 9.884
0.83 2.883 -26.08 36.93 0.9609 -31.02 2.883 -18.12 11.94 22.92 89.91 45.99 -20.04 -27.04 20.87 1.922 22.92
0.835 0.9609 -29.1 28.96 1.922 0.9609 29.93 1.922 20.87 -10.02 88.95 12.9 -23.06 -1.098 40.91 0.9609 32.95
0.84 0.9609 -25.12 -2.059 1.922 25.94 45.99 11.94 15.92 -47.09 75.91 -25.12 -11.12 27.87 43.93 1.922 33.91
0.845 2.883 -5.079 -23.06 9.884 48.87 48.87 18.94 3.981 -83.05 50.93 -46.12 14.96 39.95 33.91 1.922 17.98
0.85 12.9 14.96 -27.04 23.89 48.87 36.93 11.94 -10.02 -108 8.923 -26.08 39.95 34.87 11.94 -1.098 -2.059
0.855 20.87 38.99 0.9609 37.89 35.97 17.98 2.883 -25.12 -127.1 -29.1 18.94 52.99 14.96 -3.02 -11.12 -18.12
0.86 28.96 52.99 37.89 41.87 14.96 6.864 -1.098 -34.04 -130.1 -70.01 66.99 45.99 0 -7.001 -23.06 -33.08
0.865 32.95 47.91 61.91 37.89 0.9609 6.864 -6.04 -35 -125.1 -102.1 72.89 26.91 -13.04 -5.079 -29.1 -41.04
0.87 32.95 27.87 47.91 29.93 -5.079 13.86 -11.12 -35 -109.1 -127.1 31.98 9.884 -15.1 0.9609 -33.08 -45.03
0.875 28.96 11.94 6.864 21.96 -9.06 21.96 -10.02 -38.02 -88.13 -144 -18.12 1.922 -16.06 2.883 -36.1 -48.05
0.88 18.94 2.883 -28 14.96 -11.12 20.87 -18.12 -41.04 -56.01 -151 -49.01 4.942 -15.1 -1.098 -32.12 -50.11
0.885 12.9 3.981 -41.04 9.884 -15.1 13.86 -23.06 -35 -11.12 -137.1 -39.12 9.884 -23.06 -1.098 -23.06 -45.03
0.89 6.864 12.9 -14 17.98 -23.06 6.864 -19.08 -17.02 44.89 -93.07 1.922 16.88 -28 -9.06 -12.08 -30.06
0.895 2.883 20.87 16.88 25.94 -27.04 1.922 -12.08 2.883 103 -34.04 41.87 18.94 -29.1 -11.12 -1.098 -7.001
0.9 4.942 23.89 39.95 37.89 -25.12 0.9609 -1.098 29.93 148 21.96 45.99 17.98 -17.02 -7.001 11.94 13.86
0.905 10.98 28.96 37.89 46.95 -13.04 4.942 4.942 44.89 164.9 70.97 26.91 19.9 0.9609 -2.059 17.98 33.91
0.91 20.87 29.93 23.89 44.89 0.9609 15.92 10.98 50.93 148 92.93 -1.098 11.94 6.864 13.86 17.98 39.95
0.915 30.89 33.91 9.884 33.91 5.903 31.98 5.903 41.87 106 89.91 -7.001 3.981 11.94 27.87 7.962 37.89
0.92 36.93 35.97 16.88 24.98 13.86 43.93 2.883 28.96 58.89 80.99 8.923 1.922 14.96 37.89 -1.098 27.87
0.925 36.93 37.89 36.93 20.87 17.98 51.89 4.942 23.89 24.98 72.89 42.97 0 16.88 41.87 -2.059 21.96
0.93 34.87 35.97 51.89 33.91 29.93 57.93 11.94 25.94 7.962 65.89 67.95 3.981 21.96 37.89 -2.059 17.98
