    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1
0 74.97 41.92 23.91 23.91 19.94 23.91 9.972 11.91 13.94 3.97 59.92 -3.047 25.94 3.97 7.94 1.939
0.005 76.91 43.95 27.98 25.94 21.97 13.94 11.91 7.94 15.97 -2.031 67.96 -13.02 33.98 0.9233 17.91 -3.047
0.01 78.94 51.98 33.98 25.94 25.94 5.909 9.972 5.909 15.97 -2.031 79.96 -15.05 39.98 -3.047 27.98 -5.078
0.015 80.97 59.92 39.98 27.98 27.98 5.909 11.91 7.94 17.91 1.939 87.99 -7.017 43.95 0 35.92 0.9233
0.02 80.97 65.92 43.95 33.98 33.98 19.94 15.97 17.91 17.91 5.909 83.93 1.939 43.95 11.91 33.98 5.909
0.025 80.97 65.92 47.92 41.92 39.98 37.95 17.91 27.98 15.97 9.972 73.96 17.91 39.98 23.91 25.94 13.94
0.03 82.91 63.98 51.98 49.95 45.98 53.92 15.97 31.95 9.972 3.97 61.95 27.98 37.95 27.98 13.94 13.94
0.035 82.91 59.92 55.95 55.95 45.98 59.92 5.909 25.94 0 -3.047 57.98 25.94 33.98 21.97 3.97 7.94
0.04 80.97 51.98 53.92 49.95 39.98 53.92 -3.047 9.972 -7.017 -19.02 57.98 15.97 29.91 9.972 0.9233 -2.031
0.045 74.97 43.95 43.95 37.95 25.94 37.95 -15.05 -5.078 -15.05 -33.05 61.95 3.97 27.98 -2.031 -1.016 -1.016
0.05 62.97 31.95 29.91 21.97 14.96 19.94 -19.02 -19.02 -15.05 -37.02 65.92 0.9233 26.96 0.9233 2.955 -1.016
0.055 53 21.97 13.94 11.91 10.99 9.972 -7.017 -21.05 -1.016 -29.08 65.92 0.9233 28.99 0 14.96 -2.031
0.06 48.94 15.97 5.909 7.94 15.97 9.972 9.972 -7.017 11.91 -11.08 67.96 -2.031 33.98 7.94 31.95 3.97
0.065 48.94 15.97 7.94 12.93 26.96 13.94 32.96 5.909 30.93 0 67.96 -2.031 40.99 13.94 47 5.909
0.07 54.94 19.94 13.94 12.93 32.96 17.91 40.99 17.91 36.93 9.972 67.96 -5.078 42.93 13.94 50.97 3.97
0.075 56.97 21.97 19.94 7.94 23.91 13.94 29.91 15.97 25.94 9.972 65.92 -15.05 35.92 3.97 43.95 0
0.08 54.94 21.97 17.91 1.939 10.99 0 8.956 1.939 8.956 5.909 59.92 -20.04 25.94 0.9233 25.94 -1.016
0.085 53 19.94 15.97 -2.031 0 -5.078 -8.033 -11.08 -2.031 0.9233 57.98 -16.07 15.97 -9.048 7.94 -11.08
0.09 50.97 19.94 17.91 0.9233 -1.016 -7.017 -21.05 -21.05 -9.048 -3.047 59.92 -5.078 9.972 -15.05 -2.031 -15.05
0.095 53 19.94 21.97 7.94 3.97 0.9233 -11.08 -19.02 0.9233 -5.078 64.91 0.9233 10.99 -17.08 -1.016 -17.08
0.1 60.94 21.97 29.91 15.97 18.93 9.972 -1.016 -9.048 3.97 -9.048 68.97 2.955 15.97 -14.03 2.955 -10.06
0.105 66.94 21.97 33.98 13.94 27.98 17.91 3.97 0.9233 7.94 -5.078 61.95 0.9233 13.94 -7.017 0 -3.047
0.11 70.91 20.96 30.93 3.97 24.93 15.97 6.925 6.925 4.986 1.939 53.92 -9.048 9.972 0 -6.001 2.955
0.115 66.94 18.93 25.94 0 14.96 5.909 0 15.97 1.939 6.925 39.98 -10.06 0 1.939 -22.07 9.972
0.12 62.97 21.97 19.94 1.939 9.972 0 0 19.94 -4.063 15.97 30.93 -3.047 0 6.925 -27.05 12.93
0.125 53 20.96 21.97 4.986 12.93 3.97 0.9233 13.94 -2.031 18.93 37.95 0.9233 1.939 3.97 -18 3.97
0.13 47 16.99 20.96 7.94 20.96 9.972 2.955 0.9233 2.955 8.956 49.95 3.97 7.94 0 -1.016 -2.031
0.135 32.96 5.909 15.97 0 21.97 17.91 5.909 -13.02 7.94 -1.016 57.98 -1.016 17.91 -13.02 19.94 -17.08
0.14 22.99 -11.08 3.97 -15.05 18.93 11.91 3.97 -27.05 7.94 -17.08 60.94 -18 31.95 -24.01 34.99 -26.04
0.145 6.925 -33.05 -7.017 -41.09 1.939 -1.016 0.9233 -33.05 1.939 -29.08 54.94 -38.04 32.96 -29.08 32.96 -31.02
0.15 0.9233 -51.06 -19.02 -59.09 -9.048 -19.02 -17.08 -29.08 -13.02 -31.02 45.98 -53.09 21.97 -29.08 19.94 -29.08
0.155 -1.016 -55.03 -23.08 -56.04 -17.08 -31.02 -28.07 -21.05 -26.04 -31.02 37.95 -52.07 11.91 -27.05 5.909 -29.08
0.16 2.955 -51.06 -17.08 -42.01 -16.07 -29.08 -34.07 -19.02 -34.07 -29.08 35.92 -46.07 1.939 -27.05 -1.016 -35.09
0.165 6.925 -37.02 -3.047 -23.08 -9.048 -17.08 -31.02 -21.05 -29.08 -23.08 41.92 -39.06 0.9233 -31.02 -5.078 -37.02
0.17 14.96 -31.02 3.97 -10.06 0.9233 -9.048 -20.04 -27.05 -10.06 -13.02 47.92 -33.05 0.9233 -31.02 -4.063 -35.09
0.175 18.93 -31.02 11.91 -12 10.99 -3.047 -2.031 -23.08 6.925 0.9233 51.98 -29.08 10.99 -27.05 -1.016 -25.02
0.18 22.99 -35.09 19.94 -13.02 15.97 0.9233 9.972 -7.017 25.94 13.94 53.92 -27.05 23.91 -13.02 11.91 -5.078
0.185 20.96 -37.02 25.94 -7.017 20.96 0 25.94 11.91 39.98 27.98 55.95 -21.05 36.93 -2.031 28.99 9.972
0.19 20.96 -35.09 29.91 1.939 20.96 9.972 35.92 33.98 39.98 31.95 53.92 -9.048 42.93 9.972 47 19.94
0.195 22.99 -29.08 31.95 21.97 23.91 23.91 33.98 41.92 31.95 21.97 53.92 1.939 45.98 13.94 55.95 15.97
0.2 20.96 -25.02 33.98 37.95 27.98 37.95 27.98 37.95 19.94 7.94 53.92 15.97 45.98 9.972 53.92 5.909
0.205 18.93 -25.02 31.95 39.98 35.92 45.98 19.94 27.98 13.94 0.9233 55.95 21.97 45.98 5.909 41.92 -1.016
0.21 12.93 -33.05 29.91 29.91 37.95 43.95 15.97 15.97 13.94 -1.016 53.92 15.97 43.95 1.939 23.91 -5.078
0.215 0.9233 -47.09 25.94 11.91 35.92 33.98 15.97 7.94 13.94 0.9233 47.92 -2.031 37.95 0 13.94 -1.016
0.22 -11.08 -61.03 15.97 -3.047 23.91 19.94 11.91 1.939 15.97 1.939 37.95 -17.08 27.98 -2.031 9.972 0
0.225 -29.08 -75.06 1.939 -17.08 7.94 7.94 7.94 0.9233 11.91 5.909 27.98 -31.02 15.97 -1.016 13.94 1.939
0.23 -43.03 -85.04 -7.017 -23.08 0.9233 1.939 1.939 -7.017 7.94 1.939 19.94 -33.05 7.94 -3.047 17.91 0
0.235 -49.03 -87.07 -15.05 -21.05 -3.047 3.97 0 -9.048 7.94 0.9233 17.91 -27.05 5.909 -3.047 17.91 -2.031
0.24 -47.09 -85.04 -15.05 -15.05 -2.031 9.972 5.909 -7.017 11.91 -3.047 21.97 -17.08 9.972 0.9233 11.91 -2.031
0.245 -37.02 -73.03 -5.078 -9.048 7.94 15.97 17.91 -1.016 19.94 -3.047 27.98 -9.048 17.91 0 7.94 -2.031
0.25 -25.02 -59.09 1.939 -5.078 15.97 15.97 27.98 1.939 27.98 -2.031 31.95 -7.017 21.97 -2.031 11.91 0.9233
0.255 -17.08 -45.06 9.972 -1.016 17.91 11.91 33.98 5.909 29.91 3.97 31.95 -5.078 25.94 -5.078 21.97 -3.047
0.26 -15.05 -37.02 11.91 -1.016 11.91 7.94 27.98 7.94 25.94 7.94 23.91 -5.078 27.98 -15.05 31.95 -9.048
0.265 -23.08 -37.02 5.909 -1.016 3.97 3.97 15.97 3.97 13.94 5.909 9.972 -5.078 25.94 -21.05 35.92 -13.02
0.27 -35.09 -49.03 -1.016 -7.017 -1.016 3.97 0 0.9233 0.9233 0.9233 -1.016 -7.017 15.97 -21.05 27.98 -11.08
0.275 -47.09 -65 -15.05 -19.02 -13.02 1.939 -11.08 -9.048 -15.05 -11.08 -11.08 -17.08 -2.031 -15.05 7.94 -5.078
0.28 -57.06 -79.03 -29.08 -33.05 -25.02 -1.016 -25.02 -17.08 -27.05 -21.05 -17.08 -31.02 -19.02 -9.048 -9.048 -1.016
0.285 -59.09 -85.04 -39.06 -47.09 -33.05 -11.08 -33.05 -23.08 -29.08 -23.08 -13.02 -39.06 -35.09 -7.017 -25.02 -1.016
0.29 -53.09 -79.03 -39.06 -51.06 -33.05 -19.02 -31.02 -25.02 -23.08 -17.08 -7.017 -37.02 -37.02 -11.08 -27.05 -7.017
0.295 -39.06 -65 -31.02 -43.03 -21.05 -19.02 -23.08 -23.08 -13.02 -13.02 -1.016 -25.02 -24.01 -15.05 -23.08 -13.02
0.3 -27.05 -51.06 -21.05 -29.08 -5.078 -11.08 -9.048 -19.02 -5.078 -13.02 -1.016 -11.08 -8.033 -21.05 -17.08 -21.05
0.305 -19.02 -41.09 -13.02 -13.02 3.97 -1.016 -2.031 -19.02 -3.047 -19.02 -5.078 -3.047 0.9233 -23.08 -13.02 -27.05
0.31 -21.05 -37.02 -9.048 -3.047 4.986 0.9233 1.939 -23.08 -5.078 -28.07 -11.08 -7.017 0.9233 -25.02 -14.03 -29.08
0.315 -25.02 -38.04 -11.08 -1.016 -2.031 -5.078 0.9233 -29.08 -11.08 -36.01 -13.02 -19.02 0 -25.02 -10.06 -35.09
0.32 -25.02 -39.06 -9.048 -3.047 -15.05 -15.05 -7.017 -31.02 -17.08 -37.02 -5.078 -23.08 -5.078 -23.08 -7.017 -31.02
0.325 -15.05 -32.04 -1.016 -1.016 -16.07 -17.08 -16.07 -25.02 -20.04 -28.07 5.909 -15.05 -4.063 -19.02 1.939 -25.02
0.33 -3.047 -28.07 7.94 0 -2.031 -7.017 -20.04 -14.03 -20.04 -16.07 21.97 -3.047 1.939 -11.08 6.925 -17.08
0.335 -1.016 -27.05 17.91 3.97 9.972 9.972 -17.08 -5.078 -17.08 -9.048 29.91 3.97 7.94 -5.078 7.94 -5.078
0.34 0.9233 -32.04 13.94 7.94 23.91 28.99 -12 0.9233 -12 -3.047 25.94 9.972 14.96 1.939 5.909 0.9233
0.345 -9.048 -41.09 2.955 9.972 20.96 40.99 -8.033 4.986 -9.048 -1.016 11.91 5.909 12.93 0.9233 -3.047 1.939
