    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1 118.1
0 0.98 8.993 -1.038 5.995 15.97 19.95 15.97 13.95 11.99 19.95 19.95 9.973 17.99 19.95 3.978 13.95
0.005 4.957 5.995 -2.018 7.955 16.95 23.98 8.993 16.95 14.99 20.98 19.95 9.973 26.98 24.96 9.973 26
0.01 2.998 -1.038 -5.015 0.98 5.995 16.95 1.96 13.95 15.97 10.95 12.97 1.96 21.96 23.98 8.993 29
0.015 -1.038 0 -4.035 -1.038 -2.018 0 -6.053 5.995 12.97 0 3.978 0.98 12.97 16.95 3.978 24.96
0.02 0.98 1.96 0.98 0 -1.038 -1.038 -8.013 0 4.957 1.96 0 1.96 0.98 8.993 0 18.97
0.025 -1.038 1.96 0 -2.018 -2.018 -7.033 -5.015 0.98 1.96 0 1.96 -4.035 -4.035 -1.038 1.96 5.995
0.03 -5.015 1.96 1.96 -4.035 -2.018 -7.033 -1.038 -5.015 -9.05 3.978 1.96 -7.033 -17.01 -5.015 0.98 -1.038
0.035 -3.055 0 -4.035 -5.015 -1.038 -4.035 -1.038 -12.05 -13.03 0.98 0.98 -9.05 -24.04 -14.01 -3.055 -12.05
0.04 -3.055 0 -13.03 -7.033 -3.055 -4.035 -9.05 -21.04 -18.04 -5.015 -3.055 -14.01 -35.05 -23 -9.05 -25.02
0.045 -5.015 0 -16.03 -10.03 -13.03 -15.05 -24.04 -27.04 -22.02 -17.01 -15.05 -16.03 -36.03 -28.02 -23 -31.01
0.05 -7.033 -5.015 -17.01 -12.05 -16.03 -23 -29.05 -30.03 -19.02 -16.03 -15.05 -16.03 -30.03 -26.06 -26.06 -28.02
0.055 -7.033 -4.035 -11.01 -8.013 -16.03 -25.02 -25.02 -24.04 -12.05 -6.053 -9.05 -8.013 -14.01 -16.03 -18.04 -18.04
0.06 -3.055 0 -2.018 -5.015 -7.033 -23 -13.03 -13.03 -3.055 7.955 -3.055 0.98 -2.018 -5.015 -7.033 -7.033
0.065 2.998 0.98 1.96 1.96 1.96 -8.013 0 0.98 3.978 19.95 0.98 0.98 8.993 0.98 3.978 -1.038
0.07 2.998 6.975 5.995 -1.038 3.978 -2.018 3.978 0 8.993 13.95 1.96 0.98 6.975 8.993 9.973 4.957
0.075 0.98 8.993 4.957 0.98 -2.018 -3.055 1.96 0 10.95 0.98 -11.01 1.96 -1.038 14.99 3.978 7.955
0.08 0.98 9.973 3.978 0.98 -6.053 -7.033 -10.03 0 11.99 -14.01 -17.01 -2.018 -3.055 17.99 1.96 11.99
0.085 -1.038 4.957 0 0.98 -12.05 -13.03 -18.04 -6.053 7.955 -22.02 -21.04 -2.018 -1.038 19.95 0 15.97
0.09 -1.038 0.98 0 0 -15.05 -17.01 -17.01 -3.055 1.96 -19.02 -11.01 -1.038 -2.018 13.95 0.98 13.95
0.095 0.98 1.96 -1.038 3.978 -9.05 -6.053 -3.055 0.98 2.998 -5.015 -1.038 1.96 6.975 8.993 -2.018 6.975
0.1 -1.038 1.96 -2.018 5.995 -3.055 2.998 4.957 8.993 1.96 0 6.975 2.998 5.995 0.98 0.98 -4.035
0.105 -1.038 2.998 -1.038 2.998 -3.055 7.955 10.95 9.973 2.998 0.98 5.995 1.96 0 -12.05 -5.015 -27.04
0.11 2.998 0.98 -1.038 -2.018 -2.018 6.975 7.955 7.955 2.998 0 2.998 -5.015 -12.05 -18.04 -9.05 -35.05
0.115 -1.038 0.98 1.96 1.96 0 0.98 -2.018 1.96 4.957 1.96 -1.038 -7.033 -11.01 -11.01 -7.033 -27.04
0.12 0.98 -1.038 -1.038 0.98 0.98 -2.018 -5.015 0.98 7.955 0 1.96 -3.055 -3.055 0.98 0 -7.033
0.125 -1.038 -1.038 1.96 -1.038 0 1.96 -8.013 0 7.955 8.993 7.955 -1.038 2.998 8.993 14.99 9.973
0.13 -1.038 0.98 1.96 0.98 0 8.993 -4.035 2.998 5.995 5.995 9.973 2.998 5.995 11.99 20.98 14.99
0.135 -3.055 0.98 0.98 0.98 0.98 11.99 0 3.978 2.998 0.98 3.978 0.98 0.98 4.957 11.99 3.978
0.14 -1.038 0 -1.038 -2.018 -5.015 9.973 0.98 0.98 0 -9.05 -3.055 0.98 -7.033 0.98 0 -10.03
0.145 -5.015 -2.018 -4.035 -3.055 -15.05 -1.038 -6.053 -2.018 -8.013 -19.02 -17.01 -7.033 -21.04 -7.033 -18.04 -22.02
0.15 -9.05 0 -8.013 -5.015 -21.04 -19.02 -17.01 -9.05 -9.05 -21.04 -25.02 -13.03 -23 -7.033 -23 -21.04
0.155 -9.05 -2.018 -5.015 0.98 -18.04 -27.04 -19.02 -6.053 1.96 -12.05 -19.02 -4.035 -4.035 0.98 -13.03 -3.055
0.16 -5.015 0 0.98 2.998 -12.05 -23 -15.05 0 9.973 -2.018 -7.033 2.998 12.97 14.99 0.98 9.973
0.165 0.98 -1.038 2.998 6.975 -7.033 -11.01 -8.013 13.95 20.98 0.98 -2.018 8.993 23.98 15.97 3.978 17.99
0.17 2.998 0.98 0.98 3.978 -2.018 -1.038 0 23.98 26 0 6.975 5.995 26 11.99 1.96 14.99
0.175 2.998 0.98 0.98 0.98 1.96 10.95 0.98 21.96 21.96 1.96 10.95 0.98 14.99 6.975 -3.055 7.955
