    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1
0 -1.005 -1.005 -5.027 -2.011 -5.027 -13.07 -13.07 -15.01 -2.011 -11.06 -17.02 -11.06 -13.07 -3.016 0 0
0.005 6.966 11.99 3.95 1.939 -2.011 0.9336 -2.011 -1.005 1.939 -3.016 -1.005 1.939 -2.011 -2.011 1.939 9.982
0.01 18.96 29.95 17.95 7.971 7.971 13.93 19.96 11.99 9.982 3.95 15.94 21.97 17.95 5.96 5.96 19.96
0.015 26.93 40 26 13.93 17.95 29.95 37.99 26 15.94 17.95 31.96 37.99 33.97 15.94 9.982 26
0.02 26.93 35.98 26 13.93 21.97 37.99 41.94 31.96 15.94 23.99 37.99 41.94 40 17.95 11.99 23.99
0.025 18.96 21.97 15.94 7.971 17.95 33.97 31.96 23.99 9.982 19.96 31.96 33.97 29.95 15.94 7.971 15.94
0.03 6.966 5.96 3.95 1.939 7.971 19.96 13.93 9.982 0 7.971 15.94 17.95 13.93 5.96 -2.011 3.95
0.035 0.9336 -3.016 -2.011 0.9336 -2.011 1.939 -2.011 0.9336 -3.016 0 1.939 1.939 -2.011 -2.011 -5.027 -3.016
0.04 -1.005 -9.048 -2.011 -1.005 -3.016 -5.027 -5.027 -5.027 -3.016 -2.011 0.9336 -1.005 -3.016 -1.005 -7.038 -7.038
0.045 0.9336 -3.016 5.96 -2.011 -1.005 -9.048 -5.027 -3.016 0.9336 1.939 -2.011 -1.005 -1.005 0.9336 -2.011 -3.016
0.05 8.977 1.939 13.93 3.95 -2.011 -1.005 -2.011 0 1.939 9.982 1.939 0.9336 0 -2.011 7.971 -2.011
0.055 10.99 9.982 15.94 3.95 1.939 1.939 3.95 5.96 1.939 11.99 1.939 -2.011 3.95 -2.011 13.93 0
0.06 8.977 11.99 11.99 0 1.939 7.971 5.96 5.96 -2.011 5.96 -1.005 -1.005 1.939 -1.005 5.96 0.9336
0.065 0.9336 5.96 3.95 -3.016 -2.011 5.96 0 0 -5.027 -2.011 -11.06 -7.038 0.9336 -5.027 -5.027 -7.038
0.07 -3.016 -2.011 0.9336 -9.048 -1.005 0 -3.016 -5.027 -9.048 -5.027 -17.02 -11.06 -5.027 -7.038 -21.04 -15.01
0.075 -5.027 -3.016 -1.005 -9.048 -3.016 -1.005 -7.038 -9.048 -9.048 -3.016 -15.01 -11.06 -5.027 -3.016 -23.05 -13.07
0.08 -3.016 -5.027 0.9336 -3.016 0.9336 -3.016 -9.048 -11.06 -1.005 0 -5.027 -5.027 0.9336 0 -7.038 -3.016
0.085 -1.005 -1.005 -2.011 1.939 3.95 -1.005 -5.027 -5.027 3.95 7.971 1.939 0 3.95 7.971 11.99 5.96
0.09 0.9336 -2.011 0 11.99 7.971 0 -1.005 -2.011 11.99 9.982 11.99 9.982 11.99 11.99 31.96 19.96
0.095 0.9336 1.939 1.939 15.94 9.982 7.971 -2.011 3.95 13.93 9.982 15.94 15.94 13.93 11.99 37.99 27.94
0.1 0.9336 3.95 1.939 13.93 7.971 11.99 1.939 9.982 9.982 5.96 15.94 17.95 13.93 11.99 29.95 27.94
0.105 0.9336 5.96 1.939 7.971 3.95 15.94 5.96 11.99 3.95 1.939 15.94 15.94 13.93 11.99 9.982 23.99
0.11 0.9336 7.971 1.939 0 1.939 15.94 7.971 9.982 0 0 11.99 11.99 11.99 9.982 -3.016 13.93
0.115 0.9336 5.96 0.9336 0.9336 -2.011 13.93 5.96 3.95 0.9336 -2.011 7.971 5.96 7.971 7.971 -13.07 3.95
0.12 0.9336 1.939 -5.027 -3.016 -3.016 9.982 1.939 0.9336 -3.016 -1.005 0 0 1.939 1.939 -17.02 -1.005
0.125 -3.016 0.9336 -15.01 -5.027 -9.048 0 0.9336 -9.048 -7.038 -7.038 -3.016 -3.016 -3.016 -1.005 -13.07 -9.048
0.13 -7.038 -9.048 -19.03 -7.038 -15.01 -5.027 -7.038 -15.01 -9.048 -9.048 -11.06 -7.038 -11.06 -7.038 -7.038 -11.06
0.135 -9.048 -17.02 -17.02 -5.027 -15.01 -13.07 -13.07 -15.01 -7.038 -7.038 -11.06 -7.038 -13.07 -7.038 0.9336 -5.027
0.14 -5.027 -17.02 -7.038 -1.005 -11.06 -15.01 -11.06 -9.048 -1.005 -1.005 -5.027 -1.005 -7.038 -3.016 3.95 0
0.145 0.9336 -11.06 3.95 3.95 -3.016 -11.06 -3.016 -2.011 5.96 1.939 -2.011 0 0 0 7.971 7.971
0.15 4.955 0.9336 15.94 13.93 -2.011 -3.016 3.95 13.93 15.94 3.95 3.95 5.96 9.982 3.95 5.96 7.971
0.155 6.966 7.971 23.99 19.96 0 3.95 13.93 23.99 19.96 3.95 5.96 9.982 15.94 3.95 1.939 1.939
0.16 4.955 17.95 21.97 17.95 1.939 13.93 19.96 27.94 15.94 1.939 7.971 11.99 13.93 -2.011 0.9336 -3.016
0.165 2.944 21.97 11.99 5.96 5.96 19.96 17.95 21.97 3.95 3.95 9.982 9.982 7.971 -3.016 -1.005 -11.06
