    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
0.235 -25.06 -13.03 -19.14 -53.09 -35.13 -87.04 -29.01 -69.08 -19.14 -55.06 -33.16 -25.06 -33.16 -61.18 -29.01 -59.01
0.24 -13.03 9.868 -7.105 -27.04 -23.09 -41.05 -33.16 -15.2 -53.09 -39.08 -25.06 0.9868 -29.01 -17.17 -37.1 -15.2
0.245 -3.158 23.88 0 0 -11.05 3.947 -39.08 23.88 -91.18 -37.1 -9.079 17.96 -19.14 19.93 -39.08 7.894
0.25 4.934 31.97 7.894 31.97 -5.131 43.81 -45.2 45.99 -125.1 -57.04 7.894 31.97 -5.131 45.99 -33.16 11.84
0.255 18.95 37.89 11.84 57.83 -5.131 65.92 -47.17 45.99 -142.1 -93.15 27.83 35.92 3.947 51.91 -21.12 -2.171
0.26 26.84 43.81 11.84 63.95 -5.131 67.89 -41.05 30 -137.2 -125.1 37.89 27.83 9.868 41.84 -11.05 -15.2
0.265 20.92 41.84 12.83 47.96 -5.131 49.93 -29.01 9.868 -108.2 -133 35.92 11.84 9.868 21.91 -1.184 -23.09
0.27 0.9868 23.88 10.85 13.82 0 23.88 -9.079 0 -66.12 -102 25.85 -7.105 7.894 1.974 0 -15.2
0.275 -23.09 -1.184 15.99 -17.17 -2.171 0 3.947 1.974 -19.14 -39.08 13.82 -27.04 7.894 -7.105 3.947 -2.171
0.28 -47.17 -37.1 16.97 -43.02 6.908 -9.079 16.97 9.868 25.85 28.81 0 -39.08 7.894 -11.05 7.894 17.96
0.285 -61.18 -63.16 15 -51.12 6.908 -19.14 18.95 12.83 63.95 86.84 -11.05 -37.1 4.934 -9.079 10.85 30.99
0.29 -69.08 -75.19 -2.171 -49.14 0 -19.14 7.894 1.974 83.88 117.8 -31.18 -29.01 -3.158 -11.05 9.868 30
0.295 -73.02 -75.19 -25.06 -44.01 -7.105 -23.09 0 -12.04 94.93 123 -54.08 -21.12 -22.1 -15.2 6.908 20.92
0.3 -81.12 -73.02 -53.09 -46.18 -27.04 -33.16 -14.01 -34.14 90.98 113.9 -70.06 -17.17 -38.09 -19.14 0.9868 12.83
0.305 -85.06 -71.05 -75.19 -55.06 -47.17 -47.17 -19.14 -49.14 77.96 95.92 -75.19 -19.14 -45.2 -23.09 0 7.894
0.31 -79.14 -68.09 -72.04 -58.02 -53.09 -63.16 -9.079 -48.16 60.98 77.96 -64.14 -25.06 -36.12 -27.04 6.908 8.881
0.315 -57.04 -62.17 -51.12 -56.05 -46.18 -77.17 -1.184 -42.04 36.91 58.81 -42.04 -27.04 -17.17 -27.04 11.84 8.881
0.32 -31.18 -53.09 -23.09 -41.05 -31.18 -85.06 -2.171 -37.1 9.868 27.83 -21.12 -23.09 -5.131 -27.04 5.921 3.947
0.325 -3.158 -32.17 2.96 -19.14 -11.05 -81.12 0 -31.18 -10.07 1.974 -7.105 -9.079 0 -27.04 -2.171 0.9868
0.33 6.908 -12.04 18.95 -1.184 0.9868 -67.1 -3.158 -23.09 -28.03 -19.14 -5.131 1.974 0.9868 -20.13 -4.145 -5.131
0.335 8.881 3.947 19.93 7.894 9.868 -41.05 -3.158 0.9868 -37.1 -21.12 -5.131 15.99 1.974 -7.105 -7.105 -3.158
0.34 0.9868 17.96 15.99 18.95 15 -5.131 1.974 33.95 -33.16 -6.118 -4.145 30.99 9.868 10.85 1.974 1.974
0.345 -3.158 17.96 4.934 27.83 10.85 26.84 10.85 60.98 -42.04 1.974 -1.184 38.88 10.85 30.99 4.934 6.908
0.35 -7.105 11.84 0 35.92 1.974 53.88 7.894 65.92 -57.04 -15.2 1.974 39.87 9.868 37.89 5.921 0.9868
0.355 -3.158 5.921 -2.171 38.88 1.974 62.96 -1.184 41.84 -73.02 -47.17 3.947 35.92 3.947 25.85 -1.184 -21.12
0.36 -1.184 1.974 2.96 31.97 0.9868 45.99 -13.03 -4.145 -82.1 -87.04 4.934 16.97 0 1.974 -10.07 -51.12
0.365 0.9868 0 7.894 7.894 1.974 12.83 -22.1 -46.18 -63.16 -114.1 -1.184 0.9868 -10.07 -20.13 -15.2 -75.19
0.37 -5.131 -9.079 4.934 -25.06 1.974 -21.12 -15.2 -64.14 -20.13 -103 -6.118 -24.08 -12.04 -39.08 -10.07 -77.17
0.375 -21.12 -27.04 0.9868 -58.02 5.921 -46.18 8.881 -45.2 35.92 -63.16 -19.14 -41.05 -7.105 -41.05 6.908 -55.06
0.38 -39.08 -51.12 -15.2 -75.19 5.921 -49.14 43.81 -7.105 85.85 -11.05 -23.09 -47.17 1.974 -29.01 33.95 -21.12
0.385 -45.2 -63.16 -26.05 -65.13 12.83 -32.17 70.85 26.84 121 38.88 -17.17 -46.18 22.89 -12.04 60.98 10.85
0.39 -37.1 -63.16 -21.12 -30.2 22.89 -11.05 83.88 45.99 131.8 76.97 0 -36.12 43.81 1.974 75.98 39.87
0.395 -21.12 -47.17 -7.105 0 30 3.947 73.81 45.99 117.8 97.89 9.868 -21.12 51.91 0 73.81 51.91
0.4 -5.131 -20.13 8.881 30 24.87 11.84 49.93 30 94.93 106 15.99 -5.131 42.83 2.96 54.87 51.91
0.405 0.9868 1.974 16.97 41.84 1.974 7.894 10.85 15.99 65.92 101.8 3.947 7.894 13.82 3.947 19.93 47.96
0.41 -9.079 0 9.868 27.83 -25.06 -2.171 -19.14 1.974 30 81.91 -19.14 21.91 -21.12 5.921 -13.03 39.87
0.415 -19.14 -4.145 0.9868 4.934 -48.16 -9.079 -37.1 0.9868 4.934 54.87 -38.09 31.97 -51.12 13.82 -41.05 34.93
0.42 -21.12 -20.13 -10.07 -6.118 -43.02 -13.03 -31.18 6.908 -8.092 23.88 -40.06 33.95 -56.05 19.93 -48.16 24.87
0.425 -9.079 -27.04 -1.184 -7.105 -9.079 -7.105 -7.105 19.93 -13.03 -2.171 -21.12 31.97 -33.16 19.93 -31.18 9.868
0.43 8.881 -15.2 30 6.908 43.81 5.921 28.81 38.88 -6.118 -13.03 12.83 27.83 6.908 15.99 -2.171 1.974
0.435 28.81 7.894 71.84 36.91 93.94 30 56.84 52.89 -2.171 -30.2 42.83 27.83 42.83 11.84 16.97 -16.18
0.44 36.91 35.92 95.92 55.85 106 53.88 60 53.88 -17.17 -55.06 51.91 33.95 51.91 5.921 19.93 -37.1
0.445 26.84 55.85 90.98 63.95 82.89 67.89 34.93 42.83 -47.17 -90.19 37.89 39.87 32.96 1.974 2.96 -52.1
0.45 8.881 55.85 54.87 51.91 26.84 65.92 0 13.82 -87.04 -130.1 5.921 43.81 0.9868 -2.171 -21.12 -63.16
0.455 -3.158 43.81 5.921 33.95 -31.18 43.81 -39.08 -11.05 -119 -153.2 -17.17 37.89 -29.01 -1.184 -45.2 -63.16
0.46 -15.2 21.91 -26.05 13.82 -68.09 13.82 -57.04 -39.08 -116 -140.1 -35.13 27.83 -43.02 -5.131 -53.09 -55.06
0.465 -19.14 -2.171 -42.04 -2.171 -75.19 -11.05 -55.06 -53.09 -82.1 -89.01 -37.1 13.82 -39.08 -9.079 -43.02 -39.08
0.47 -23.09 -19.14 -39.08 -11.05 -57.04 -27.04 -35.13 -55.06 -23.09 -15.2 -27.04 -2.171 -23.09 -15.2 -25.06 -21.12
0.475 -27.04 -35.13 -29.01 -27.04 -29.01 -33.16 -3.158 -45.2 40.85 57.83 -17.17 -11.05 -9.079 -21.12 -3.158 -3.158
0.48 -33.16 -49.14 -25.06 -53.09 -9.079 -35.13 21.91 -27.04 97.89 115.9 -13.03 -27.04 -1.184 -27.04 11.84 7.894
0.485 -39.08 -57.04 -31.18 -81.12 -5.131 -45.2 47.96 -5.131 138 147.8 -17.17 -45.2 0.9868 -35.13 30 15.99
0.49 -45.2 -61.18 -43.02 -103 -11.05 -59.01 63.95 11.84 155.9 152 -23.09 -59.01 0.9868 -41.05 43.81 19.93
0.495 -47.17 -59.01 -49.14 -109.1 -25.06 -71.05 65.92 25.85 152 136 -31.18 -65.13 0.9868 -43.02 55.85 19.93
0.5 -49.14 -55.06 -47.17 -95.13 -35.13 -71.05 51.91 31.97 127.9 108 -35.13 -63.16 -3.158 -39.08 53.88 15.99
0.505 -51.12 -51.12 -35.13 -65.13 -41.05 -51.12 23.88 25.85 83.88 71.84 -37.1 -49.14 -11.05 -29.01 41.84 11.84
0.51 -51.12 -45.2 -23.09 -31.18 -44.01 -19.14 -7.105 9.868 30 33.95 -41.05 -31.18 -25.06 -17.17 13.82 5.921
0.515 -47.17 -39.08 -21.12 -3.158 -48.16 1.974 -41.05 -5.131 -17.17 7.894 -45.2 -11.05 -39.08 -3.158 -13.03 3.947
0.52 -39.08 -27.04 -25.06 7.894 -53.09 15.99 -67.1 -21.12 -59.01 0.9868 -49.14 0 -51.12 1.974 -41.05 1.974
0.525 -29.01 -16.18 -36.12 9.868 -54.08 15 -77.17 -27.04 -81.12 0 -46.18 9.868 -55.06 5.921 -61.18 3.947
0.53 -25.06 -8.092 -44.01 5.921 -54.08 8.881 -69.08 -25.06 -85.06 6.908 -38.09 9.868 -48.16 3.947 -67.1 8.881
0.535 -25.06 -5.131 -37.1 0 -43.02 3.947 -53.09 -15.2 -75.19 1.974 -25.06 5.921 -37.1 -2.171 -63.16 9.868
0.54 -21.12 -8.092 -18.16 -1.184 -25.06 12.83 -29.01 -2.171 -61.18 -10.07 -10.07 -1.184 -22.1 -3.158 -53.09 4.934
0.545 -23.09 -14.01 2.96 0 -5.131 26.84 -3.158 2.96 -53.09 -40.06 0 -4.145 -8.092 -7.105 -39.08 -2.171
0.55 -23.09 -19.14 21.91 -1.184 11.84 27.83 15.99 7.894 -49.14 -65.13 -1.184 -11.05 -2.171 -9.079 -21.12 -17.17
0.555 -17.17 -17.17 30 -8.092 22.89 17.96 32.96 6.908 -47.17 -72.04 0.9868 -12.04 6.908 -9.079 -2.171 -26.05
0.56 -19.14 -17.17 17.96 -16.18 25.85 -3.158 42.83 4.934 -41.05 -61.18 -1.184 -14.01 13.82 -11.05 12.83 -27.04
0.565 -23.09 -13.03 -2.171 -21.12 17.96 -31.18 43.81 0.9868 -23.09 -39.08 0.9868 -13.03 19.93 -13.03 31.97 -25.06
0.57 -23.09 -10.07 -6.118 -21.12 12.83 -44.01 38.88 0.9868 0 -11.05 3.947 -11.05 30 -13.03 50.92 -15.2
0.575 -23.09 -7.105 -1.184 -9.079 13.82 -39.08 26.84 0 32.96 8.881 15 -11.05 38.88 -9.079 60.98 -2.171
0.58 -17.17 -3.158 5.921 3.947 17.96 -9.079 11.84 3.947 61.97 31.97 21.91 -11.05 41.84 0.9868 63.95 1.974
0.585 -5.131 3.947 23.88 22.89 22.89 27.83 -2.171 16.97 84.87 57.83 20.92 -8.092 37.89 7.894 57.83 11.84
0.59 0.9868 6.908 24.87 27.83 18.95 60 -4.145 31.97 96.9 82.89 5.921 -11.05 20.92 15.99 37.89 22.89
0.595 -9.079 -1.184 9.868 21.91 0 71.84 -5.131 43.81 95.92 101.8 -19.14 -21.12 0.9868 19.93 15.99 35.92
0.6 -31.18 -26.05 -16.18 0.9868 -21.12 62.96 0 54.87 85.85 111.9 -47.17 -29.01 -20.13 17.96 0 54.87
0.605 -65.13 -62.17 -46.18 -19.14 -39.08 39.87 8.881 60.98 70.85 105 -69.08 -39.08 -34.14 12.83 -13.03 63.95
0.61 -87.04 -93.15 -56.05 -41.05 -37.1 15 28.81 60 47.96 78.94 -70.06 -44.01 -35.13 2.96 -15.2 62.96
0.615 -89.01 -98.09 -44.01 -49.14 -9.079 0.9868 52.89 46.97 24.87 36.91 -55.06 -43.02 -22.1 -6.118 -9.079 47.96
0.62 -61.18 -74.01 -14.01 -40.06 25.85 -12.04 66.91 22.89 -2.171 -9.079 -23.09 -31.18 0 -19.14 0 18.95
0.625 -19.14 -31.18 13.82 -25.06 55.85 -23.09 61.97 -9.079 -25.06 -61.18 0 -15.2 9.868 -27.04 -2.171 -11.05
0.63 12.83 8.881 42.83 -1.184 62.96 -29.01 36.91 -45.2 -58.02 -106.2 25.85 0 18.95 -33.16 -5.131 -42.04
0.635 36.91 35.92 53.88 15 38.88 -31.18 -11.05 -76.18 -102 -141.1 30.99 16.97 15.99 -31.18 -23.09 -61.18
0.64 34.93 37.89 43.81 30 -3.158 -23.09 -75.19 -87.04 -153.2 -157.1 19.93 30 0.9868 -21.12 -55.06 -69.08
0.645 20.92 30 25.85 35.92 -49.14 -3.158 -130.1 -69.08 -194 -146 1.974 39.87 -26.05 -3.158 -88.02 -58.02
0.65 -1.184 15 1.974 37.89 -80.13 18.95 -156.1 -35.13 -207 -109.1 -29.01 43.81 -55.06 11.84 -110.1 -39.08
0.655 -15.2 5.921 -25.06 30 -85.06 43.81 -149 0 -181.2 -49.14 -53.09 39.87 -69.08 30 -113.1 -11.05
0.66 -27.04 0 -41.05 18.95 -63.16 57.83 -102 42.83 -117 13.82 -59.01 30.99 -65.13 41.84 -92.17 19.93
0.665 -27.04 0.9868 -39.08 10.85 -26.05 53.88 -38.09 70.85 -29.01 75 -47.17 15 -42.04 41.84 -54.08 46.97
0.67 -25.06 -9.079 -25.06 1.974 9.868 35.92 19.93 77.96 53.88 117.8 -21.12 -3.158 -5.131 31.97 -1.184 60
0.675 -7.105 -10.07 1.974 -1.184 47.96 15 73.81 68.88 125.9 135 10.85 -22.1 26.84 11.84 43.81 60.98
0.68 2.96 -4.145 22.89 6.908 71.84 0 108 48.95 168 130.9 36.91 -36.12 54.87 -5.131 91.97 42.83
0.685 20.92 3.947 37.89 17.96 77.96 -7.105 127.9 27.83 183.9 111.9 43.81 -37.1 65.92 -23.09 125.9 19.93
0.69 30.99 22.89 45 27.83 76.97 -1.184 133.8 11.84 183.9 88.81 40.85 -25.06 68.88 -31.18 147.8 0.9868
0.695 28.81 28.81 42.83 31.97 66.91 12.83 129.9 1.974 168 57.83 26.84 -9.079 65.92 -29.01 153.9 -9.079
0.7 22.89 23.88 33.95 21.91 53.88 19.93 111.9 -1.184 133.8 25.85 17.96 -1.184 61.97 -25.06 141.9 -19.14
0.705 15 9.868 21.91 1.974 38.88 9.868 75.98 -17.17 83.88 -7.105 11.84 -7.105 51.91 -23.09 109.9 -31.18
0.71 10.85 -3.158 11.84 -15.2 16.97 -13.03 27.83 -41.05 30 -45.2 9.868 -19.14 33.95 -29.01 60 -47.17
0.715 12.83 -15.2 -2.171 -29.01 -5.131 -47.17 -15.2 -67.1 -11.05 -71.05 1.974 -33.16 5.921 -35.13 7.894 -63.16
0.72 12.83 -23.09 -9.079 -29.01 -29.01 -67.1 -43.02 -75.19 -33.16 -75.19 -5.131 -37.1 -17.17 -35.13 -29.01 -69.08
0.725 4.934 -29.01 -19.14 -19.14 -41.05 -65.13 -43.02 -55.06 -31.18 -57.04 -21.12 -29.01 -39.08 -23.09 -51.12 -59.01
0.73 -7.105 -37.1 -23.09 -5.131 -35.13 -33.16 -19.14 -11.05 -21.12 -25.06 -39.08 -15.2 -49.14 -3.158 -59.01 -37.1
0.735 -27.04 -45.2 -23.09 0.9868 -15.2 3.947 3.947 33.95 -23.09 1.974 -51.12 0.9868 -53.09 15.99 -63.16 -9.079
0.74 -43.02 -45.2 -21.12 -2.171 -2.171 41.84 9.868 67.89 -47.17 23.88 -57.04 7.894 -57.04 35.92 -75.19 11.84
0.745 -43.02 -35.13 -19.14 -1.184 0 57.83 -5.131 73.81 -83.09 37.89 -59.01 17.96 -63.16 45.99 -95.13 27.83
0.75 -31.18 -13.03 -19.14 0.9868 -11.05 49.93 -43.02 60 -109.1 49.93 -55.06 25.85 -73.02 49.93 -117 35.92
0.755 -7.105 9.868 -14.01 3.947 -32.17 30 -73.02 41.84 -102 67.89 -49.14 31.97 -75.19 53.88 -121.2 41.84
0.76 12.83 31.97 -8.092 19.93 -46.18 13.82 -77.17 36.91 -60.2 90 -31.18 35.92 -61.18 53.88 -99.08 47.96
0.765 30.99 37.89 1.974 33.95 -41.05 11.84 -51.12 39.87 -1.184 106 -7.105 35.92 -33.16 49.93 -51.12 51.91
0.77 38.88 31.97 18.95 37.89 -12.04 23.88 -6.118 46.97 50.92 112.9 12.83 27.83 -1.184 37.89 -2.171 53.88
0.775 36.91 15.99 30 25.85 12.83 35.92 28.81 42.83 77.96 105 28.81 13.82 28.81 17.96 41.84 51.91
0.78 24.87 0.9868 23.88 0 25.85 33.95 41.84 21.91 75.98 87.83 23.88 0.9868 37.89 0.9868 61.97 43.81
0.785 6.908 -17.17 0.9868 -32.17 17.96 8.881 32.96 -2.171 47.96 68.88 4.934 -17.17 26.84 -17.17 58.81 28.81
0.79 -9.079 -33.16 -28.03 -70.06 -15.2 -36.12 9.868 -33.16 15 46.97 -22.1 -35.13 2.96 -31.18 40.85 8.881
0.795 -29.01 -47.17 -59.01 -103 -49.14 -87.04 -13.03 -59.01 -11.05 13.82 -39.08 -49.14 -15.2 -41.05 23.88 -15.2
0.8 -35.13 -58.02 -73.02 -114.1 -72.04 -122.2 -27.04 -81.12 -33.16 -24.08 -39.08 -56.05 -18.16 -52.1 16.97 -48.16
0.805 -29.01 -56.05 -68.09 -104 -68.09 -132 -32.17 -96.12 -52.1 -83.09 -23.09 -56.05 -9.079 -64.14 12.83 -84.08
0.81 -7.105 -41.05 -47.17 -79.14 -49.14 -119 -31.18 -115.1 -69.08 -143.1 -3.158 -49.14 0 -75.19 5.921 -119
0.815 15 -12.04 -20.13 -41.05 -26.05 -87.04 -31.18 -121.2 -84.08 -183.2 2.96 -38.09 5.921 -76.18 0.9868 -131
0.82 34.93 12.83 -5.131 -7.105 -11.05 -59.01 -41.05 -115.1 -91.18 -190.1 0 -24.08 2.96 -64.14 -17.17 -123.2
0.825 38.88 25.85 0 13.82 -13.03 -27.04 -45.2 -87.04 -93.15 -165.2 -3.158 -11.05 -3.158 -35.13 -33.16 -89.01
0.83 32.96 19.93 3.947 28.81 -16.18 2.96 -39.08 -35.13 -79.14 -111.1 -7.105 0 -15.2 0.9868 -38.09 -36.12
0.835 20.92 -1.184 9.868 31.97 -12.04 35.92 -23.09 23.88 -62.17 -49.14 -6.118 1.974 -18.16 28.81 -35.13 13.82
0.84 10.85 -25.06 11.84 19.93 0.9868 67.89 0.9868 77.96 -39.08 0.9868 -1.184 0 -15.2 47.96 -33.16 55.85
0.845 6.908 -38.09 15 7.894 12.83 82.89 16.97 114.9 -15.2 32.96 0.9868 -7.105 -6.118 56.84 -29.01 76.97
0.85 6.908 -32.17 15.99 0.9868 27.83 80.92 25.85 120 -2.171 52.89 5.921 -10.07 0 52.89 -31.18 77.96
0.855 16.97 -10.07 20.92 1.974 39.87 58.81 27.83 106 13.82 63.95 15 -8.092 0.9868 42.83 -27.04 64.93
0.86 30.99 15 30 5.921 45.99 32.96 21.91 73.81 23.88 66.91 21.91 0.9868 4.934 36.91 -25.06 53.88
0.865 45 42.83 40.85 21.91 45 18.95 10.85 42.83 31.97 70.85 26.84 19.93 6.908 34.93 -19.14 46.97
0.87 50.92 57.83 41.84 33.95 31.97 9.868 -2.171 15.99 33.95 71.84 15.99 33.95 0 35.92 -15.2 45.99
0.875 45 56.84 33.95 39.87 8.881 7.894 -15.2 0 36.91 79.93 1.974 35.92 -6.118 38.88 -13.03 53.88
0.88 28.81 43.81 9.868 30.99 -16.18 8.881 -27.04 -3.158 45.99 85.85 -23.09 30 -25.06 39.87 -16.18 60.98
0.885 10.85 33.95 -7.105 19.93 -37.1 9.868 -25.06 0 57.83 93.94 -41.05 17.96 -37.1 37.89 -9.079 60
0.89 6.908 26.84 -13.03 17.96 -27.04 19.93 0.9868 17.96 81.91 100.9 -35.13 15 -34.14 36.91 3.947 51.91
0.895 12.83 32.96 0.9868 33.95 2.96 39.87 37.89 43.81 96.9 93.94 -20.13 18.95 -17.17 36.91 27.83 43.81
0.9 28.81 37.89 27.83 49.93 41.84 57.83 77.96 61.97 97.89 71.84 0.9868 25.85 0 27.83 39.87 19.93
0.905 40.85 46.97 48.95 58.81 68.88 66.91 102.8 70.85 82.89 30 9.868 24.87 21.91 18.95 45 -6.118
0.91 45 40.85 45.99 52.89 64.93 58.81 95.92 53.88 43.81 -28.03 15.99 8.881 32.96 -2.171 38.88 -48.16
0.915 42.83 25.85 30 31.97 33.95 27.83 69.87 13.82 -2.171 -105.2 19.93 -9.079 39.87 -37.1 31.97 -97.1
0.92 45 13.82 10.85 10.85 1.974 -1.184 41.84 -29.01 -46.18 -178 28.81 -29.01 46.97 -71.05 32.96 -144.1
0.925 58.81 15.99 4.934 0.9868 -5.131 -16.18 16.97 -76.18 -85.06 -232.1 45 -33.16 52.89 -93.15 32.96 -172.1
