    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1 199.1
0 8.944 0 15.94 7.972 -2.042 1.944 17.98 -2.042 3.986 -1.069 7.972 9.916 15.94 0 17.98 0
0.005 18.96 5.93 23.91 19.93 -2.042 7.972 9.916 1.944 3.986 -3.014 14 17.98 23.91 1.944 23.91 1.944
0.01 22.94 3.986 29.94 28 3.986 17.98 7.972 7.972 5.93 -3.014 17.98 17.98 25.96 3.986 28 5.93
0.015 21 -2.042 33.93 23.91 14 23.91 9.916 15.94 9.916 -3.014 19.93 11.96 21.97 5.93 23.91 7.972
0.02 12.93 -5.055 29.94 15.94 21.97 25.96 17.98 21.97 15.94 0.9722 17.98 3.986 15.94 5.93 17.98 9.916
0.025 2.916 -5.055 19.93 5.93 29.94 21.97 28 23.91 25.96 7.972 14 -2.042 9.916 7.972 11.96 14.97
0.03 0.9722 0.9722 5.93 -2.042 33.93 15.94 35.97 25.96 33.93 23.91 7.972 0 7.972 9.916 9.916 15.94
0.035 -1.069 3.986 -2.042 0.9722 32.96 11.96 39.96 26.93 39.96 36.94 5.93 5.93 9.916 12.93 11.96 18.96
0.04 0.9722 7.972 0.9722 0.9722 26.93 9.916 39.96 22.94 35.97 36.94 7.972 12.93 11.96 10.99 14 14.97
0.045 4.958 14 1.944 7.972 19.93 7.972 31.98 15.94 23.91 21.97 11.96 14 11.96 5.93 14 5.93
0.05 18.96 22.94 14 21 10.99 7.972 21 12.93 7 2.916 15.94 14.97 10.99 -1.069 10.99 0
0.055 35 35 25.96 32.96 4.958 11.96 8.944 10.99 -2.042 -6.027 19.93 14.97 8.944 1.944 7 -7.097
0.06 49 42 31.98 37.91 3.986 17.98 0 11.96 -11.08 -11.08 23.91 15.94 7.972 0.9722 3.986 -13.03
0.065 52.98 35 31.98 35 7 26.93 1.944 15.94 -8.069 1.944 25.96 18.96 8.944 3.986 7 -5.055
0.07 42.97 4.958 24.98 19.93 9.916 28.97 0.9722 23.91 0 11.96 21.97 15.94 8.944 7.972 8.944 -1.069
0.075 22.94 -23.04 9.916 -2.042 7.972 28 3.986 28 3.986 21.97 11.96 7.972 3.986 11.96 5.93 5.93
0.08 -1.069 -45.01 -2.042 -13.03 3.986 21 9.916 28.97 8.944 24.98 0.9722 0 -1.069 10.99 2.916 7.972
0.085 -11.08 -43.07 -14.1 -20.03 2.916 10.99 11.96 23.91 11.96 19.93 -4.083 0 -1.069 5.93 0 3.986
0.09 -19.05 -23.04 -19.05 -21.1 3.986 -2.042 9.916 15.94 9.916 11.96 -11.08 -3.014 -3.014 -2.042 -1.069 -2.042
0.095 -17.01 -4.083 -18.08 -17.01 7.972 -3.014 10.99 9.916 12.93 11.96 -8.069 0.9722 -1.069 0.9722 0.9722 -2.042
0.1 -15.07 -1.069 -11.08 -14.1 15.94 -9.041 11.96 5.93 14.97 16.92 -2.042 0.9722 7 0 7 3.986
0.105 -15.07 -13.03 -7.097 -11.08 15.94 -9.041 9.916 5.93 11.96 25.96 0 3.986 11.96 3.986 11.96 14
0.11 -13.03 -25.08 -1.069 -8.069 17.98 -4.083 11.96 14 7 28.97 7 5.93 12.93 11.96 12.93 18.96
0.115 -3.014 -23.04 1.944 -3.014 14 -2.042 11.96 21.97 1.944 21.97 8.944 10.99 8.944 17.98 7.972 15.94
0.12 2.916 -9.041 -1.069 0.9722 8.944 7 7 30.91 1.944 10.99 7.972 14 3.986 16.92 4.958 9.916
0.125 12.93 0 1.944 1.944 7.972 11.96 3.986 29.94 1.944 0 7 8.944 0.9722 11.96 1.944 -2.042
0.13 10.99 0 -1.069 1.944 9.916 10.99 1.944 25.96 7 0 0.9722 0 -1.069 1.944 2.916 -6.027
0.135 -1.069 -9.041 -7.097 -11.08 5.93 1.944 -2.042 11.96 14 0 -1.069 -3.014 0 -3.014 3.986 -11.08
0.14 -15.07 -21.1 -15.07 -24.01 5.93 -3.014 0 3.986 16.92 7 -6.027 -8.069 0.9722 -7.097 4.958 -11.08
0.145 -29.07 -28.1 -22.07 -29.07 0 -5.055 -1.069 0.9722 12.93 14 -12.05 -5.055 0 -7.097 -1.069 -9.041
0.15 -41.02 -21.1 -29.07 -23.04 0.9722 -7.097 0.9722 -3.014 3.986 7.972 -19.05 -1.069 -7.097 -5.055 -3.014 -9.041
0.155 -41.02 -13.03 -32.08 -12.05 -6.027 -6.027 -3.014 -3.014 0.9722 0 -22.07 2.916 -11.08 -1.069 -11.08 -11.08
0.16 -37.04 -9.041 -34.03 -7.097 -19.05 -10.01 -17.01 -12.05 -8.069 -12.05 -22.07 0 -18.08 -8.069 -20.03 -11.08
0.165 -33.05 -21.1 -33.05 -9.041 -29.07 -21.1 -35.09 -23.04 -17.01 -29.07 -17.01 0.9722 -19.05 -13.03 -21.1 -15.07
0.17 -19.05 -28.1 -30.04 -13.03 -37.04 -36.07 -44.04 -37.04 -20.03 -37.04 -9.041 -3.014 -14.1 -19.05 -18.08 -18.08
0.175 -3.014 -26.05 -25.08 -14.1 -38.01 -40.05 -42.09 -43.07 -22.07 -37.04 -3.014 -4.083 -8.069 -15.07 -12.05 -13.03
