    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1
0 12.91 -1.086 -1.086 -1.086 -2.051 -5.068 -2.051 -13.03 -5.068 -11.1 -21.12 -21.12 -11.1 1.931 -37.04 -19.06
0.005 4.947 -9.05 0 -9.05 1.931 0 6.999 -5.068 9.894 14 -17.01 -21.12 -2.051 3.982 -15.08 -17.01
0.01 -5.068 -21.12 -4.103 -21.12 -1.086 -2.051 4.947 -1.086 17.98 31.98 -3.017 -17.01 9.894 1.931 5.913 -9.05
0.015 -21.12 -37.04 -11.1 -33.06 -15.08 -9.05 -1.086 -5.068 11.95 27.99 9.894 -13.03 14 -1.086 23.89 -3.017
0.02 -25.1 -45.01 -8.085 -33.06 -26.06 -29.08 -16.05 -21.12 0.9653 9.894 23.89 -9.05 9.894 -11.1 25.94 -5.068
0.025 -15.08 -39.1 1.931 -19.06 -26.06 -49.11 -25.1 -39.1 -15.08 -9.05 29.92 -3.017 0 -19.06 14 -15.08
0.03 6.999 -15.08 14 1.931 -13.03 -59 -31.01 -53.09 -27.03 -27.03 25.94 0 -5.068 -19.06 0.9653 -25.1
0.035 34.99 14 31.98 27.99 6.999 -51.04 -23.05 -52.01 -27.03 -31.01 17.98 9.894 -9.05 -9.05 -15.08 -29.08
0.04 52.97 41.99 44.89 49.96 32.94 -23.05 -4.103 -34.03 -16.05 -21.12 14 23.89 -1.086 5.913 -15.08 -19.06
0.045 56.95 57.92 43.92 61.9 49.96 11.95 7.964 -3.017 -7.119 -1.086 15.93 37.89 11.95 29.92 -9.05 0.9653
0.05 42.96 53.94 37.89 61.9 53.94 54.9 27.99 26.91 -1.086 9.894 19.91 45.97 29.92 45.97 1.931 11.95
0.055 22.93 31.98 24.98 49.96 41.99 82.9 34.99 50.92 6.999 17.98 19.91 39.94 31.98 45.97 2.896 17.98
0.06 -1.086 9.894 3.982 29.92 21.96 87.96 33.91 59.97 9.894 14 7.964 25.94 14 31.98 0 15.93
0.065 -15.08 -3.017 -9.05 9.894 0.9653 76.98 21.96 59.97 8.929 9.894 -9.05 8.929 -7.119 14 1.931 12.91
0.07 -25.1 -12.07 -20.03 -5.068 -11.1 56.95 11.95 51.89 7.964 7.964 -27.03 0.9653 -30.05 3.982 -1.086 14.96
0.075 -35.11 -13.03 -25.1 -15.08 -17.01 35.96 0 39.94 1.931 14 -37.04 0 -39.1 9.894 3.982 19.91
0.08 -31.01 -4.103 -23.05 -19.06 -16.05 19.91 1.931 24.98 0.9653 19.91 -35.11 10.98 -30.05 15.93 11.95 24.98
0.085 -23.05 2.896 -19.06 -21.12 -13.03 0.9653 0 -1.086 -6.033 15.93 -27.03 18.94 -14.12 19.91 17.98 21
0.09 -15.08 11.95 -17.01 -21.12 -11.1 -23.05 -3.017 -31.01 -15.08 0 -19.06 15.93 -1.086 1.931 14 1.931
0.095 -1.086 16.89 -12.07 -25.1 -10.02 -48.02 -2.051 -60.09 -23.05 -20.03 -10.02 7.964 6.999 -17.01 12.91 -11.1
0.1 2.896 14 -11.1 -24.01 -11.1 -63.11 0 -75.05 -26.06 -36.08 -4.103 -4.103 15.93 -39.1 7.964 -27.03
0.105 6.999 -2.051 -7.119 -21.12 -11.1 -63.11 0 -61.06 -23.05 -35.11 -1.086 -17.01 17.98 -43.08 3.982 -29.08
0.11 6.999 -9.05 -5.068 -12.07 -1.086 -39.1 8.929 -22.08 -8.085 -12.07 1.931 -16.05 18.94 -26.06 5.913 -18.1
0.115 2.896 -14.12 -2.051 -5.068 2.896 -5.068 15.93 16.89 1.931 6.999 1.931 -10.02 16.89 0.9653 9.894 -3.017
0.12 0.9653 -6.033 -2.051 -4.103 8.929 21.96 15.93 42.96 14.96 22.93 -3.017 -1.086 5.913 11.95 16.89 3.982
0.125 0.9653 4.947 -6.033 -9.05 8.929 31.98 7.964 42.96 19.91 22.93 -8.085 8.929 -1.086 14 27.99 11.95
0.13 2.896 21.96 -11.1 -18.1 1.931 25.94 0 22.93 16.89 16.89 -4.103 10.98 0.9653 0.9653 43.92 18.94
0.135 10.98 27.99 -13.03 -23.05 0 11.95 -7.119 -1.086 7.964 14 1.931 1.931 9.894 -9.05 53.94 17.98
0.14 24.98 27.99 -9.05 -22.08 3.982 1.931 -6.033 -13.03 2.896 18.94 21 0 29.92 -17.01 61.9 14
0.145 40.91 21 -6.033 -13.03 8.929 0 1.931 -10.02 1.931 22.93 32.94 -3.017 38.97 -11.1 50.92 7.964
0.15 58.88 9.894 0.9653 -2.051 11.95 -1.086 3.982 -2.051 3.982 19.91 35.96 -1.086 37.89 0.9653 33.91 0
0.155 66.97 6.999 1.931 9.894 17.98 0 8.929 8.929 8.929 5.913 29.92 4.947 26.91 5.913 19.91 -1.086
0.16 62.99 4.947 11.95 19.91 18.94 9.894 6.999 12.91 9.894 -5.068 14 18.94 14.96 9.894 5.913 0.9653
0.165 50.92 5.913 19.91 23.89 15.93 17.98 0 9.894 9.894 -15.08 0 25.94 11.95 7.964 0.9653 1.931
0.17 40.91 8.929 24.98 23.89 21.96 28.96 0.9653 11.95 9.894 -13.03 -3.017 28.96 21 1.931 -6.033 0.9653
