    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1 189.1
0 -21.05 -5.078 -7.017 0.9233 -5.078 9.972 -17.08 7.94 -13.02 -5.078 -5.078 9.972 -23.08 1.939 -29.08 -5.078
0.005 -37.02 -11.08 -25.02 -19.02 -23.08 -1.016 -33.05 -1.016 -17.08 -13.02 -23.08 1.939 -19.02 -2.031 -21.05 -7.017
0.01 -45.06 -11.08 -29.08 -29.08 -33.05 -11.08 -37.02 -5.078 -17.08 -13.02 -25.02 9.972 -9.048 0.9233 -7.017 0.9233
0.015 -39.06 -5.078 -21.05 -25.02 -37.02 -13.02 -35.09 -1.016 -15.05 -9.048 -7.017 27.98 0 -2.031 3.97 5.909
0.02 -25.02 0.9233 -3.047 -11.08 -31.02 -13.02 -33.05 0 -9.048 -9.048 17.91 42.93 15.97 -2.031 17.91 7.94
0.025 -9.048 -2.031 3.97 -2.031 -25.02 -13.02 -33.05 -4.063 -7.017 -15.05 45.98 42.93 23.91 -1.016 25.94 0
0.03 0.9233 -1.016 5.909 1.939 -19.02 -15.05 -33.05 -17.08 -7.017 -21.05 57.98 25.94 23.91 -5.078 23.91 -9.048
0.035 0.9233 -3.047 1.939 0 -11.08 -15.05 -31.02 -24.01 -9.048 -21.05 49.95 2.955 17.91 -5.078 19.94 -19.02
0.04 2.955 -1.016 1.939 0.9233 0.9233 -13.02 -17.08 -23.08 -7.017 -13.02 33.98 -5.078 9.972 0.9233 13.94 -18
0.045 6.925 1.939 5.909 -1.016 13.94 -3.047 0 -11.08 0.9233 -2.031 17.91 -9.048 7.94 3.97 9.972 -7.017
0.05 12.93 9.972 13.94 -2.031 34.99 3.97 21.97 7.94 5.909 13.94 11.91 -3.047 9.972 7.94 8.956 2.955
0.055 20.96 16.99 21.97 4.986 47 13.94 41.92 30.93 10.99 21.97 13.94 -1.016 11.91 7.94 4.986 10.99
0.06 24.93 13.94 21.97 7.94 47.92 19.94 47.92 37.95 5.909 19.94 19.94 -2.031 7.94 3.97 0 7.94
0.065 22.99 12.93 17.91 12.93 36.93 19.94 40.99 37.95 1.939 10.99 21.97 1.939 3.97 5.909 0 0.9233
0.07 24.93 20.96 17.91 16.99 18.93 15.97 22.99 23.91 -8.033 -1.016 23.91 1.939 0 12.93 -4.063 0
0.075 24.93 29.91 21.97 21.97 1.939 15.97 3.97 11.91 -13.02 -1.016 25.94 9.972 -5.078 21.97 -5.078 -2.031
0.08 28.99 34.99 27.98 24.93 0.9233 17.91 -8.033 3.97 -8.033 1.939 23.91 15.97 1.939 28.99 0 3.97
0.085 24.93 33.98 25.94 25.94 -1.016 22.99 -16.07 4.986 0.9233 2.955 21.97 12.93 2.955 26.96 0 5.909
0.09 12.93 11.91 17.91 19.94 -3.047 21.97 -25.02 1.939 -1.016 3.97 11.91 5.909 5.909 15.97 -2.031 3.97
0.095 -1.016 -1.016 6.925 17.91 -4.063 12.93 -27.05 0 -5.078 5.909 0.9233 4.986 0.9233 0.9233 0 0
0.1 -13.02 -8.033 1.939 20.96 -6.001 2.955 -31.02 -13.02 -14.03 -2.031 -6.001 13.94 -3.047 -3.047 -2.031 -2.031
0.105 -15.05 -1.016 -1.016 19.94 -7.017 0.9233 -27.05 -23.08 -19.02 -1.016 -17.08 25.94 -13.02 -5.078 -1.016 -3.047
0.11 -5.078 3.97 5.909 15.97 0 -1.016 -14.03 -21.05 -13.02 -3.047 -21.05 35.92 -8.033 0 4.986 -1.016
0.115 2.955 7.94 9.972 -1.016 8.956 -2.031 0.9233 -13.02 0 1.939 -24.01 26.96 -1.016 -1.016 18.93 2.955
0.12 2.955 1.939 1.939 -17.08 21.97 0.9233 22.99 0 20.96 0.9233 -23.08 4.986 13.94 -1.016 27.98 4.986
0.125 -9.048 -19.02 -9.048 -42.01 24.93 0.9233 40.99 9.972 35.92 2.955 -20.04 -14.03 24.93 -10.06 30.93 2.955
0.13 -27.05 -33.05 -35.09 -49.03 18.93 -7.017 50.97 13.94 39.98 1.939 -13.02 -27.05 22.99 -20.04 22.99 -1.016
0.135 -39.06 -31.02 -51.06 -43.03 3.97 -15.05 45.98 7.94 27.98 0 -9.048 -23.08 3.97 -27.05 3.97 -1.016
0.14 -35.09 -18 -50.04 -28.07 -4.063 -16.07 31.95 3.97 14.96 -2.031 -4.063 -7.017 -13.02 -23.08 -8.033 0
0.145 -25.02 -7.017 -34.07 -21.05 -10.06 -10.06 19.94 2.955 0 1.939 0 -2.031 -32.04 -24.01 -22.07 -3.047
0.15 -15.05 -7.017 -13.02 -25.02 -3.047 -5.078 9.972 5.909 0 -1.016 -2.031 -9.048 -33.05 -27.05 -27.05 -11.08
0.155 -3.047 -13.02 0 -35.09 7.94 -2.031 10.99 10.99 7.94 0 7.94 -16.07 -12 -30.01 -17.08 -19.02
0.16 0.9233 -20.04 11.91 -40.07 17.91 -9.048 8.956 5.909 10.99 -6.001 23.91 -15.05 6.925 -32.04 -10.06 -23.08
0.165 10.99 -17.08 15.97 -31.02 13.94 -17.08 1.939 -3.047 5.909 -11.08 39.98 -3.047 27.98 -33.05 -3.047 -27.05
0.17 22.99 -2.031 13.94 -12 -1.016 -25.02 -10.06 -19.02 -6.001 -14.03 49.95 5.909 30.93 -28.07 -2.031 -20.04
0.175 30.93 4.986 9.972 -2.031 -20.04 -31.02 -38.04 -31.02 -24.01 -14.03 51.98 9.972 19.94 -27.05 -6.001 -16.07
0.18 28.99 1.939 1.939 -9.048 -37.02 -33.05 -55.03 -39.06 -33.05 -11.08 41.92 -5.078 3.97 -29.08 -3.047 -9.048
0.185 16.99 -4.063 -1.016 -24.01 -42.01 -31.02 -55.03 -36.01 -20.04 -5.078 27.98 -28.07 -2.031 -31.02 6.925 -4.063
0.19 2.955 -17.08 -7.017 -43.03 -34.07 -29.08 -35.09 -25.02 -2.031 -1.016 15.97 -37.02 3.97 -23.08 28.99 1.939
0.195 -3.047 -19.02 -9.048 -47.09 -17.08 -21.05 -7.017 -13.02 17.91 -1.016 13.94 -23.08 15.97 -7.017 43.95 5.909
0.2 -1.016 -7.017 -3.047 -35.09 -1.016 -7.017 11.91 -3.047 23.91 -5.078 17.91 3.97 21.97 9.972 47.92 16.99
