    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2 319.2
0 -17.14 -19.01 -29.14 -2.026 -57.04 -31.01 -35.06 -25.09 0.935 -11.06 -11.06 -27.12 -9.039 -21.04 -5.143 -53.14
0.005 2.961 -1.091 -13.09 27.89 -51.11 -17.14 -31.01 -5.143 0 0.935 7.948 -9.039 0 3.896 1.87 -27.12
0.01 18.86 9.974 7.948 55.95 -17.14 1.87 -11.06 12 7.948 15.9 27.89 9.974 9.974 33.97 9.974 1.87
0.015 24.93 19.95 29.92 72 27.89 27.89 9.974 29.92 13.87 33.97 33.97 33.97 13.87 49.87 9.974 31.95
0.02 20.88 21.97 39.89 73.87 69.97 43.95 36 37.87 13.87 45.97 25.87 45.97 12 48 5.922 48
0.025 10.91 15.9 31.95 60 85.87 45.97 51.89 37.87 7.948 45.97 13.87 39.89 12 33.97 3.896 45.97
0.03 0.935 3.896 15.9 36 72 33.97 51.89 36 0 37.87 9.974 17.92 15.9 15.9 9.974 36
0.035 0.935 -5.143 5.922 15.9 42.86 17.92 41.92 31.95 -1.091 27.89 15.9 1.87 25.87 8.883 21.97 24
0.04 -1.091 -11.06 7.948 7.948 16.99 1.87 31.95 25.87 -1.091 15.9 27.89 -10.13 36 10.91 33.97 15.9
0.045 6.857 -7.013 21.97 13.87 5.922 -1.091 21.97 17.92 0.935 1.87 37.87 -5.143 37.87 19.95 39.89 12
0.05 18.86 1.87 36 34.91 14.96 0.935 16.99 8.883 1.87 -8.104 37.87 6.857 36 32.88 36 5.922
0.055 30.86 24 43.95 58.91 28.99 5.922 10.91 0.935 0 -22.13 31.95 28.99 29.92 38.96 29.92 -2.026
0.06 40.99 41.92 43.95 75.89 31.95 25.87 3.896 3.896 -1.091 -25.09 25.87 45.97 27.89 41.92 25.87 -5.143
0.065 48.93 52.98 39.89 84.93 29.92 49.87 2.961 20.88 -1.091 -14.03 25.87 55.95 29.92 42.86 25.87 -1.091
0.07 46.91 50.96 37.87 80.88 21.97 69.97 4.987 38.96 8.883 2.961 30.86 53.92 31.95 39.89 29.92 5.922
0.075 36.93 33.97 37.87 60 17.92 73.87 13.87 43.95 24 25.87 31.95 39.89 31.95 25.87 31.95 24
0.08 20.88 12.93 31.95 32.88 18.86 55.95 25.87 36.93 36.93 41.92 26.96 20.88 21.97 3.896 25.87 33.97
0.085 0.935 -4.052 12 3.896 14.96 18.86 27.89 12 41.92 33.97 16.99 -2.026 9.974 -18.08 15.9 31.95
0.09 -11.06 -23.06 -9.039 -19.01 7.948 -21.04 25.87 -13.09 39.89 24 1.87 -31.01 -2.026 -47.06 3.896 25.87
0.095 -17.14 -27.12 -29.14 -30.08 0.935 -52.05 24.93 -28.05 42.86 16.99 -2.026 -44.1 -5.143 -55.01 0.935 24.93
0.1 -9.039 -23.06 -31.01 -22.13 1.87 -56.1 24 -22.13 46.91 19.95 1.87 -37.09 -3.117 -35.06 0.935 32.88
0.105 2.961 -5.143 -13.09 -2.026 3.896 -39.12 27.89 0.935 51.89 29.92 3.896 -5.143 0 0.935 1.87 39.89
0.11 26.96 9.974 12.93 22.91 15.9 -7.013 32.88 24.93 46.91 40.99 13.87 30.86 10.91 45.97 12.93 39.89
0.115 40.99 30.86 39.89 43.95 20.88 17.92 25.87 45.97 32.88 44.88 16.99 64.98 24 76.98 22.91 29.92
0.12 38.96 42.86 43.95 56.88 14.96 32.88 15.9 56.88 12 44.88 16.99 78.85 27.89 89.92 28.99 15.9
0.125 24.93 46.91 39.89 69.97 8.883 39.89 9.974 63.89 0.935 46.91 14.96 76.98 31.95 80.88 28.99 24
0.13 14.96 52.98 28.99 92.88 13.87 51.89 20.88 72.93 6.857 62.96 15.9 68.88 28.99 63.89 26.96 49.87
0.135 12.93 60 31.95 113.9 29.92 75.89 39.89 85.87 24 79.94 19.95 63.89 24 43.95 21.97 79.94
0.14 24.93 69.97 48 130.9 62.96 101 65.92 96.93 46.91 89.92 25.87 63.89 27.89 36 25.87 96.93
0.145 50.96 77.92 69.97 128.9 88.98 114.9 82.91 94.91 50.96 80.88 34.91 60.93 39.89 31.95 33.97 78.85
0.15 74.96 72 85.87 101.9 97.87 106 75.89 77.92 31.95 48 43.95 48 53.92 27.89 49.87 36
0.155 88.98 58.91 84 67.95 84.93 76.98 53.92 49.87 1.87 5.922 54.85 30.86 69.97 24.93 65.92 0.935
0.16 92.88 42.86 69.97 38.96 60.93 37.87 31.95 22.91 -18.08 -21.04 58.91 14.96 77.92 24 73.87 -9.039
0.165 88.98 29.92 53.92 27.89 41.92 13.87 17.92 5.922 -23.06 -35.06 60 9.974 75.89 29.92 73.87 17.92
0.17 80.88 28.99 41.92 32.88 36 9.974 20.88 6.857 0 -24.15 56.88 21.97 63.89 39.89 61.87 65.92
0.175 70.91 28.99 37.87 36.93 41.92 25.87 28.99 16.99 24.93 -4.052 43.95 37.87 45.97 46.91 43.95 97.87
0.18 60.93 25.87 31.95 31.95 43.95 43.95 33.97 27.89 53.92 7.948 25.87 39.89 25.87 45.97 25.87 99.89
0.185 48.93 17.92 21.97 16.99 40.99 49.87 32.88 28.99 68.88 24.93 9.974 32.88 7.948 38.96 7.948 69.97
0.19 34.91 5.922 7.948 0.935 30.86 39.89 26.96 26.96 70.91 38.96 -1.091 12.93 -2.026 26.96 -2.026 37.87
0.195 18.86 -2.026 -2.026 -3.117 19.95 24 21.97 19.95 72 55.95 -5.143 0.935 0.935 15.9 -2.026 25.87
0.2 6.857 0.935 0 -2.026 20.88 9.974 29.92 17.92 72 72 -3.117 -12.16 5.922 4.987 5.922 36
0.205 2.961 0 12 9.974 30.86 1.87 39.89 19.95 77.92 79.94 3.896 -10.13 24 0 21.97 49.87
0.21 6.857 5.922 27.89 17.92 33.97 1.87 45.97 19.95 84 73.87 17.92 0.935 39.89 -11.06 37.87 49.87
0.215 14.96 13.87 33.97 24 27.89 1.87 39.89 13.87 79.94 57.97 31.95 12 45.97 -13.09 43.95 29.92
0.22 22.91 21.97 24 31.95 5.922 0 21.97 3.896 67.95 41.92 33.97 29.92 39.89 0.935 39.89 1.87
0.225 24.93 31.95 7.948 43.95 -15.12 0.935 0.935 0.935 45.97 37.87 25.87 41.92 25.87 17.92 24 -5.143
0.23 20.88 43.95 -1.091 57.97 -29.14 -2.026 -21.04 -2.026 21.97 48 13.87 48 9.974 43.95 7.948 5.922
0.235 18.86 51.89 -5.143 67.95 -27.12 9.974 -33.04 12 -2.026 61.87 3.896 43.95 0 57.97 0.935 41.92
0.24 18.86 53.92 -2.026 65.92 -11.06 27.89 -37.09 33.97 -19.01 69.97 0 39.89 -2.026 57.97 -1.091 77.92
0.245 24.93 45.97 7.948 49.87 3.896 48 -31.01 53.92 -35.06 63.89 1.87 37.87 1.87 45.97 0 89.92
0.25 28.99 31.95 15.9 25.87 17.92 61.87 -19.01 61.87 -43.01 41.92 7.948 39.89 7.948 36 7.948 72
