    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
2.41 -21.07 0 -31.01 5.929 -33.01 -5.047 -31.01 -7.05 -17.06 -4.006 -4.006 6.97 -47.03 2.964 -21.07 -8.012
2.415 -15.06 -1.042 -23.07 1.923 -27.08 -9.053 -31.01 -11.06 -19.07 -5.047 0.9614 3.926 -47.03 -2.003 -27.08 -1.042
2.42 -3.044 -1.042 -11.06 -2.003 -21.07 -17.06 -19.07 -15.06 -5.047 1.923 -2.003 0 -43.02 -2.003 -23.07 0
2.425 -1.042 -8.012 -11.06 0.9614 -13.06 -14.02 0.9614 -6.009 7.932 15.94 -11.06 -2.003 -43.02 0.9614 -9.053 3.926
2.43 -15.06 -12.02 -17.06 0.9614 -1.042 -3.044 15.94 9.935 17.95 27.96 -27.08 -1.042 -45.03 0.9614 0 15.94
2.435 -31.01 -13.06 -25.08 0.9614 -3.044 0.9614 19.95 22.99 17.95 29.96 -35.01 -3.044 -45.03 0.9614 7.932 15.94
2.44 -41.02 -25.08 -37.01 -5.047 -13.06 1.923 7.932 16.98 11.94 13.94 -37.01 -5.047 -37.01 -2.003 9.935 0.9614
2.445 -43.02 -38.06 -35.01 -17.06 -13.06 0 3.926 6.97 0 -2.003 -25.08 -11.06 -29 -15.06 11.94 -5.047
2.45 -23.07 -27.08 -14.02 -16.02 -9.053 -7.05 5.929 1.923 0 -2.003 -7.05 -3.044 -21.07 -6.009 15.94 0
2.455 -17.06 -11.06 -2.003 -1.042 7.932 -3.044 17.95 3.926 19.95 13.94 -7.05 3.926 -9.053 1.923 19.95 7.932
2.46 -29 -7.05 -2.003 5.929 23.96 9.935 37.98 31.97 35.97 35.97 -7.05 7.932 -7.05 11.94 23.96 23.96
2.465 -35.01 0 -2.003 7.932 23.96 25 41.98 48.95 35.97 45.99 -5.047 7.932 -13.06 21.95 19.95 31.97
2.47 -33.01 -3.044 -3.044 7.932 19.95 34.93 29.96 42.94 23.96 25.96 -11.06 3.926 -17.06 18.99 7.932 19.95
2.475 -23.07 -10.01 -14.02 -1.042 8.973 29.96 9.935 31.97 -1.042 -1.042 -5.047 -3.044 -27.08 8.973 0 4.967
2.48 -9.053 -5.047 -17.06 -3.044 -13.06 11.94 -11.06 13.94 -31.01 -21.07 0 -1.042 -35.01 1.923 -9.053 -5.047
2.485 -3.044 5.929 -19.07 -3.044 -25.08 -1.042 -29 2.964 -41.02 -33.01 3.926 1.923 -33.01 -1.042 -11.06 -15.06
2.49 -1.042 10.98 -26.04 -4.006 -28.04 1.923 -24.04 3.926 -33.01 -24.04 9.935 1.923 -33.01 0 -4.006 -18.03
2.495 0.9614 -1.042 -29 -15.06 -31.01 -7.05 -21.07 1.923 -30.04 -17.06 15.94 0.9614 -30.04 -8.012 -3.044 -16.02
2.5 0.9614 -7.05 -23.07 -25.08 -28.04 -16.02 -26.04 -13.06 -34.05 -21.07 9.935 0 -25.08 -16.02 -14.02 -17.06
2.505 -3.044 -9.053 -25.08 -31.01 -25.08 -24.04 -34.05 -19.07 -46.07 -27.08 7.932 -10.01 -26.04 -18.03 -28.04 -13.06
2.51 -5.047 -20.03 -30.04 -44.06 -33.01 -39.02 -50.07 -35.01 -69.06 -39.02 1.923 -16.02 -34.05 -23.07 -37.01 -11.06
2.515 -17.06 -26.04 -33.01 -47.03 -40.06 -49.03 -60.01 -44.06 -76.03 -45.03 -5.047 -16.02 -36.05 -27.08 -40.06 -23.07
2.52 -25.08 -25.08 -38.06 -40.06 -44.06 -48.07 -57.04 -41.02 -65.06 -40.06 -11.06 -17.06 -39.02 -20.03 -33.01 -17.06
2.525 -29 -35.01 -43.02 -39.02 -43.02 -43.02 -49.03 -36.05 -56 -33.01 -13.06 -19.07 -42.06 -20.03 -25.08 -8.012
2.53 -39.02 -43.02 -44.06 -36.05 -40.06 -35.01 -44.06 -30.04 -45.03 -28.04 -19.07 -14.02 -45.03 -24.04 -22.03 -8.012
2.535 -35.01 -32.05 -38.06 -30.04 -36.05 -26.04 -39.02 -17.06 -33.01 -16.02 -21.07 -7.05 -43.02 -20.03 -17.06 0.9614
2.54 -29 -30.04 -30.04 -25.08 -31.01 -18.03 -38.06 -15.06 -26.04 -7.05 -16.02 -12.02 -41.02 -17.06 -12.02 1.923
2.545 -23.07 -24.04 -30.04 -26.04 -28.04 -20.03 -29 -21.07 -27.08 -10.01 -19.07 -15.06 -29 -22.03 -11.06 -3.044
2.55 -15.06 -19.07 -28.04 -26.04 -30.04 -27.08 -22.03 -26.04 -23.07 -12.02 -19.07 -16.02 -27.08 -16.02 -12.02 -1.042
2.555 -13.06 -23.07 -27.08 -27.08 -27.08 -29 -21.07 -32.05 -22.03 -15.06 -17.06 -17.06 -26.04 -18.03 -17.06 0
2.56 -13.06 -21.07 -22.03 -18.03 -28.04 -20.03 -15.06 -21.07 -15.06 -10.01 -11.06 -9.053 -31.01 -16.02 -17.06 -9.053
2.565 0.9614 -4.006 -1.042 0.9614 -20.03 -7.05 -6.009 0.9614 -4.006 1.923 -5.047 2.964 -28.04 -2.003 -10.01 1.923
2.57 8.973 1.923 8.973 10.98 -5.047 7.932 0.9614 21.95 3.926 17.95 -3.044 0.9614 -20.03 7.932 -3.044 11.94
2.575 8.973 -1.042 9.935 9.935 3.926 14.98 22.99 33.97 18.99 31.97 -3.044 0 -10.01 6.97 -1.042 13.94
2.58 6.97 -17.06 5.929 -3.044 6.97 4.967 34.93 25.96 28.92 33.97 -3.044 -14.02 -3.044 6.97 8.973 21.95
2.585 0.9614 -36.05 1.923 -17.06 5.929 -2.003 37.98 18.99 36.93 31.97 -3.044 -25.08 1.923 -2.003 19.95 14.98
2.59 2.964 -30.04 8.973 -10.01 14.98 0 50.95 17.95 47.99 34.93 1.923 -28.04 9.935 -12.02 38.94 4.967
2.595 8.973 -21.07 15.94 -9.053 23.96 1.923 54 22.99 45.99 27.96 9.935 -33.01 15.94 -10.01 47.99 3.926
2.6 4.967 -27.08 11.94 -9.053 19.95 -2.003 43.98 17.95 33.97 21.95 9.935 -35.01 17.95 -19.07 37.98 -1.042
2.605 2.964 -12.02 1.923 -10.01 10.98 -2.003 33.97 13.94 19.95 25 7.932 -23.07 11.94 -18.03 25 -2.003
2.61 -7.05 -9.053 -17.06 -17.06 0.9614 -1.042 17.95 10.98 7.932 19.95 1.923 -19.07 -3.044 -10.01 3.926 -2.003
2.615 -17.06 -18.03 -33.01 -19.07 -21.07 -2.003 0 4.967 1.923 11.94 0.9614 -7.05 -21.07 -13.06 -9.053 3.926
2.62 -17.06 -5.047 -33.01 -13.06 -29 -3.044 -2.003 5.929 3.926 15.94 -5.047 1.923 -23.07 -3.044 -5.047 17.95
2.625 -19.07 -11.06 -29 -17.06 -23.07 -1.042 -1.042 7.932 3.926 13.94 -13.06 -3.044 -29 1.923 1.923 31.97
2.63 -23.07 -29 -30.04 -26.04 -31.01 -3.044 -15.06 3.926 0 11.94 -17.06 -3.044 -33.01 0.9614 1.923 34.93
2.635 -13.06 -10.01 -17.06 -11.06 -23.07 1.923 -5.047 8.973 3.926 23.96 -9.053 -2.003 -21.07 9.935 5.929 35.97
2.64 0.9614 0 -3.044 1.923 -1.042 11.94 7.932 25 9.935 23.96 -5.047 -3.044 -17.06 14.98 11.94 38.94
2.645 6.97 0 0.9614 0 3.926 16.98 13.94 22.99 9.935 17.95 -1.042 -3.044 -11.06 2.964 9.935 33.97
2.65 10.98 8.973 0 -2.003 7.932 11.94 11.94 9.935 5.929 13.94 0.9614 -3.044 -3.044 0 9.935 25.96
2.655 -1.042 4.967 -3.044 -11.06 -2.003 4.967 3.926 -1.042 -2.003 0 -7.05 -13.06 -11.06 -1.042 5.929 11.94
2.66 -13.06 -5.047 -19.07 -29 -23.07 -13.06 -13.06 -19.07 -9.053 -7.05 -15.06 -15.06 -25.08 -9.053 -1.042 1.923
2.665 -9.053 -2.003 -23.07 -23.07 -31.01 -25.08 -21.07 -27.08 -17.06 -5.047 -7.05 -5.047 -25.08 -7.05 -1.042 0
2.67 -7.05 0.9614 -21.07 -12.02 -23.07 -21.07 -11.06 -20.03 -19.07 -8.012 -6.009 -4.006 -23.07 -6.009 1.923 -1.042
2.675 -7.05 0 -23.07 -15.06 -15.06 -17.06 -5.047 -17.06 -17.06 -4.006 -11.06 -5.047 -19.07 -9.053 9.935 3.926
2.68 -1.042 1.923 -17.06 -6.009 -7.05 -15.06 0 -10.01 -9.053 7.932 -2.003 -2.003 -10.01 1.923 18.99 14.98
2.685 2.964 6.97 -6.009 1.923 0.9614 -5.047 16.98 0.9614 0 13.94 -2.003 -1.042 -4.006 3.926 22.99 11.94
2.69 4.967 4.967 -9.053 1.923 0 -3.044 23.96 6.97 7.932 18.99 -6.009 -4.006 -11.06 4.967 15.94 6.97
2.695 8.973 4.967 0 1.923 4.967 -7.05 22.99 7.932 9.935 21.95 1.923 0.9614 -8.012 3.926 8.973 13.94
2.7 6.97 -2.003 -2.003 1.923 5.929 -1.042 21.95 7.932 7.932 19.95 -5.047 -2.003 -11.06 1.923 0 15.94
2.705 -1.042 -1.042 -9.053 3.926 0.9614 -2.003 9.935 13.94 5.929 21.95 -17.06 5.929 -25.08 13.94 -13.06 25.96
2.71 -1.042 0 -13.06 12.98 -15.06 3.926 0 16.98 5.929 34.93 -16.02 12.98 -37.01 27 -33.01 42.94
2.715 8.973 3.926 -11.06 25 -19.07 17.95 -2.003 28.92 0 43.98 -16.02 14.98 -42.06 30.93 -36.05 48.95
2.72 8.973 11.94 -12.02 23.96 -18.03 25.96 1.923 37.98 -5.047 38.94 -17.06 13.94 -50.07 27.96 -44.06 47.99
2.725 0.9614 7.932 -13.06 9.935 -21.07 15.94 -9.053 25.96 -11.06 35.97 -9.053 13.94 -45.03 15.94 -49.03 49.99
2.73 2.964 7.932 -11.06 0.9614 -19.07 5.929 -15.06 16.98 -11.06 31.97 -2.003 8.973 -32.05 4.967 -34.05 52.96
2.735 -1.042 0 -18.03 -9.053 -22.03 -3.044 -14.02 1.923 -9.053 20.99 -11.06 -1.042 -32.05 0 -26.04 38.94
2.74 2.964 -2.003 -18.03 -16.02 -31.01 -17.06 -16.02 -6.009 0 15.94 -2.003 -3.044 -27.08 -10.01 -21.07 23.96
2.745 14.98 0.9614 -12.02 -12.02 -19.07 -14.02 -4.006 -8.012 -1.042 13.94 -1.042 -7.05 -18.03 -16.02 -4.006 21.95
2.75 2.964 -1.042 -17.06 -13.06 -19.07 -12.02 -1.042 -5.047 -1.042 5.929 0.9614 -4.006 -24.04 -14.02 -6.009 14.98
2.755 -9.053 -4.006 -24.04 -18.03 -34.05 -16.02 -8.012 -17.06 0.9614 0.9614 1.923 1.923 -23.07 -22.03 -14.02 4.967
2.76 -11.06 -6.009 -27.08 -16.02 -29 -14.02 -17.06 -14.02 -3.044 0.9614 -2.003 -3.044 -12.02 -19.07 -14.02 9.935
2.765 -9.053 -19.07 -28.04 -20.03 -28.04 -15.06 -24.04 -14.02 -11.06 0.9614 -12.02 -10.01 -14.02 -17.06 -15.06 4.967
2.77 -3.044 -26.04 -26.04 -26.04 -27.08 -21.07 -22.03 -16.02 -16.02 1.923 -8.012 -17.06 -5.047 -24.04 -17.06 -3.044
2.775 -1.042 -23.07 -20.03 -26.04 -14.02 -16.02 -14.02 -10.01 -19.07 1.923 -4.006 -20.03 -3.044 -25.08 -11.06 -1.042
2.78 -9.053 -26.04 -25.08 -28.04 -24.04 -12.02 -23.07 -7.05 -25.08 -1.042 -10.01 -14.02 -19.07 -16.02 -16.02 8.973
2.785 -17.06 -17.06 -28.04 -23.07 -39.02 -10.01 -28.04 -2.003 -24.04 1.923 -4.006 -4.006 -20.03 -7.05 -23.07 2.964
2.79 -9.053 -4.006 -27.08 -6.009 -28.04 0 -31.01 -2.003 -21.07 4.967 0 4.967 -9.053 0.9614 -18.03 12.98
2.795 -1.042 1.923 -14.02 -1.042 -18.03 6.97 -26.04 -1.042 -23.07 5.929 -1.042 16.98 0.9614 15.94 -15.06 25
2.8 12.98 12.98 1.923 4.967 -7.05 15.94 -10.01 -2.003 -12.02 11.94 12.98 29.96 7.932 25 -9.053 27.96
2.805 27 17.95 8.973 2.964 2.964 17.95 0 -2.003 -3.044 17.95 20.99 36.93 10.98 29.96 1.923 36.93
2.81 22.99 18.99 9.935 0.9614 1.923 12.98 -9.053 0 -9.053 12.98 22.99 31.97 1.923 33.97 -4.006 39.98
2.815 22.99 20.99 2.964 2.964 -12.02 2.964 -20.03 0.9614 -5.047 10.98 22.99 27 -3.044 32.93 -8.012 22.99
2.82 16.98 10.98 -3.044 5.929 -21.07 1.923 -29 1.923 -4.006 7.932 15.94 20.99 -6.009 22.99 -8.012 10.98
2.825 4.967 -1.042 -14.02 4.967 -31.01 -4.006 -26.04 -1.042 -8.012 7.932 8.973 15.94 -10.01 12.98 -8.012 19.95
2.83 0.9614 0 -14.02 4.967 -29 0 -8.012 0.9614 -1.042 19.95 10.98 9.935 -3.044 14.98 1.923 23.96
2.835 -3.044 -15.06 -14.02 0.9614 -14.02 0 0.9614 3.926 11.94 30.93 5.929 2.964 0.9614 10.98 25 30.93
2.84 -17.06 -27.08 -21.07 -6.009 -11.06 -1.042 5.929 0.9614 15.94 33.97 2.964 -2.003 2.964 2.964 30.93 34.93
2.845 -23.07 -31.01 -21.07 -11.06 -11.06 -7.05 5.929 -9.053 17.95 25.96 0 -11.06 5.929 -1.042 27.96 29.96
2.85 -25.08 -45.03 -22.03 -19.07 -14.02 -17.06 1.923 -23.07 11.94 12.98 1.923 -13.06 6.97 -13.06 22.99 21.95
2.855 -21.07 -49.03 -21.07 -22.03 -15.06 -25.08 -2.003 -24.04 7.932 13.94 4.967 -8.012 4.967 -18.03 14.98 25
2.86 -5.047 -36.05 -7.05 -14.02 -5.047 -19.07 5.929 -14.02 15.94 22.99 18.99 0 5.929 -6.009 17.95 25
2.865 -1.042 -33.01 0 -15.06 3.926 -7.05 17.95 -1.042 23.96 27.96 23.96 -1.042 9.935 0.9614 27.96 23.96
2.87 8.973 -29 1.923 -17.06 11.94 -1.042 25.96 5.929 27.96 33.97 27.96 -1.042 13.94 -1.042 29.96 23.96
2.875 14.98 -26.04 6.97 -11.06 12.98 0.9614 22.99 1.923 23.96 31.97 31.97 1.923 12.98 5.929 25 21.95
2.88 12.98 -30.04 5.929 -12.02 1.923 -1.042 11.94 -2.003 21.95 27 30.93 -1.042 15.94 4.967 23.96 18.99
2.885 20.99 -18.03 6.97 -4.006 -1.042 -5.047 8.973 0 25.96 35.97 38.94 5.929 22.99 11.94 25 21.95
2.89 27 -13.06 9.935 0.9614 0.9614 -3.044 7.932 -1.042 27.96 39.98 40.94 10.98 18.99 20.99 27 22.99
2.895 18.99 -14.02 11.94 -2.003 -2.003 -2.003 9.935 -2.003 29.96 38.94 35.97 3.926 17.95 17.95 27.96 19.95
2.9 30.93 -6.009 17.95 4.967 3.926 0 17.95 8.973 33.97 46.95 38.94 8.973 27.96 25 33.97 28.92
2.905 38.94 0 25.96 17.95 13.94 5.929 23.96 17.95 39.98 54 35.97 19.95 21.95 37.98 33.97 37.98
2.91 38.94 19.95 33.97 31.97 15.94 17.95 29.96 33.97 52 65.94 35.97 27.96 21.95 41.98 37.98 43.98
2.915 48.95 44.95 39.98 45.99 17.95 30.93 35.97 50.95 61.93 73.95 37.98 33.97 31.97 52 39.98 49.99
2.92 44.95 44.95 39.98 54 21.95 43.98 33.97 55.92 54 69.94 33.97 33.97 25.96 55.92 29.96 47.99
2.925 32.93 37.98 31.97 54 19.95 50.95 25.96 46.95 37.98 57.92 35.97 29.96 17.95 49.99 23.96 35.97
2.93 34.93 41.98 27.96 52 13.94 47.99 20.99 29.96 27.96 46.95 35.97 29.96 7.932 46.95 21.95 30.93
2.935 38.94 50.95 23.96 54 11.94 42.94 15.94 20.99 19.95 33.97 35.97 33.97 -25.08 47.99 19.95 23.96
2.94 36.93 61.93 19.95 57.92 3.926 41.98 4.967 21.95 7.932 25 31.97 34.93 -61.05 42.94 13.94 16.98
2.945 30.93 61.93 17.95 49.99 -7.05 35.97 -3.044 19.95 -2.003 15.94 25.96 31.97 -69.06 41.98 11.94 15.94
2.95 20.99 43.98 11.94 37.98 -13.06 27.96 -11.06 11.94 -7.05 5.929 17.95 31.97 -69.06 37.98 5.929 15.94
2.955 4.967 27 3.926 29.96 -15.06 16.98 -11.06 2.964 -13.06 5.929 15.94 35.97 -61.05 31.97 11.94 13.94
2.96 12.98 0.9614 18.99 -2.003 47.99 2.964 77.95 47.99 85.97 93.98 18.99 1.923 10.98 10.98 37.98 52.96
2.965 -1.042 1.923 15.94 -17.06 39.98 -6.009 76.99 37.98 81.96 86.93 9.935 -4.006 9.935 0 29.96 42.94
2.97 -9.053 -2.003 4.967 -24.04 30.93 -11.06 57.92 29.96 69.94 79.96 -6.009 -7.05 0.9614 -4.006 19.95 37.98
2.975 -23.07 -20.03 -5.047 -29 9.935 -14.02 37.98 25.96 56.96 74.99 -20.03 -8.012 -17.06 -6.009 7.932 35.97
2.98 -41.02 -33.01 -18.03 -28.04 -11.06 -9.053 17.95 16.98 42.94 66.98 -25.08 -8.012 -30.04 -3.044 -3.044 34.93
2.985 -31.01 -27.08 -23.07 -19.07 -25.08 -2.003 1.923 16.98 27 54 -18.03 0.9614 -35.01 4.967 -10.01 31.97
2.99 -9.053 -12.02 -17.06 -7.05 -28.04 2.964 -9.053 21.95 15.94 46.95 -2.003 0.9614 -31.01 14.98 -19.07 34.93
2.995 -7.05 0 -13.06 -1.042 -27.08 11.94 -11.06 25.96 17.95 41.98 -5.047 0 -23.07 15.94 -17.06 31.97
3 -9.053 3.926 -13.06 1.923 -17.06 10.98 -7.05 28.92 28.92 50.95 -12.02 4.967 -19.07 20.99 -6.009 40.94
3.005 -13.06 1.923 -17.06 1.923 -12.02 10.98 1.923 27.96 37.98 64.98 -8.012 8.973 -21.07 14.98 0.9614 42.94
3.01 -23.07 0.9614 -27.08 7.932 -8.012 9.935 11.94 29.96 43.98 70.98 -15.06 4.967 -25.08 15.94 0.9614 39.98
3.015 -23.07 5.929 -31.01 17.95 -9.053 13.94 17.95 39.98 52 73.95 -13.06 3.926 -27.08 23.96 1.923 41.98
3.02 -21.07 3.926 -29 9.935 -11.06 15.94 23.96 43.98 54 75.95 -3.044 1.923 -25.08 19.95 5.929 45.99
3.025 -23.07 -6.009 -27.08 0 -14.02 4.967 23.96 38.94 48.95 64.98 1.923 -4.006 -23.07 10.98 6.97 40.94
3.03 -13.06 -22.03 -11.06 -1.042 -14.02 -9.053 15.94 23.96 35.97 56.96 5.929 -8.012 -11.06 1.923 7.932 37.98
3.035 2.964 -18.03 7.932 -3.044 -2.003 -16.02 13.94 10.98 30.93 58.97 25 -4.006 -2.003 1.923 12.98 34.93
3.04 18.99 4.967 27.96 7.932 14.98 -8.012 17.95 15.94 35.97 62.97 20.99 0 13.94 4.967 19.95 36.93
3.045 27 21.95 37.98 23.96 29.96 0 25.96 29.96 43.98 63.93 9.935 1.923 19.95 19.95 27.96 41.98
3.05 4.967 9.935 23.96 15.94 21.95 7.932 29.96 35.97 47.99 65.94 -1.042 5.929 5.929 17.95 27.96 45.99
3.055 -21.07 -9.053 0.9614 7.932 9.935 5.929 29.96 29.96 43.98 52 -21.07 0 -7.05 11.94 15.94 35.97
3.06 -39.02 -27.08 -13.06 3.926 -2.003 -2.003 21.95 23.96 33.97 35.97 -23.07 0 -13.06 9.935 0 19.95
3.065 -43.02 -28.04 -15.06 0.9614 -3.044 -3.044 15.94 13.94 25.96 31.97 -15.06 0 -15.06 1.923 -5.047 17.95
3.07 -33.01 -20.03 -11.06 -2.003 -2.003 -3.044 17.95 11.94 27.96 33.97 -13.06 0 -15.06 1.923 -7.05 27.96
3.075 -13.06 -11.06 0.9614 1.923 3.926 -2.003 15.94 20.99 27.96 41.98 -6.009 7.932 -10.01 8.973 -6.009 37.98
3.08 -3.044 -6.009 18.99 0.9614 5.929 0.9614 9.935 25 23.96 49.99 -6.009 11.94 -2.003 2.964 -2.003 43.98
3.085 0.9614 0 23.96 7.932 11.94 8.973 5.929 27 23.96 47.99 -11.06 5.929 -1.042 0 -3.044 39.98
3.09 -3.044 2.964 16.98 20.99 11.94 14.98 0 30.93 22.99 43.98 -18.03 0 1.923 6.97 0 35.97
3.095 -21.07 -2.003 0 15.94 0.9614 19.95 -2.003 33.97 25.96 49.99 -27.08 -1.042 -5.047 1.923 -3.044 39.98
3.1 -33.01 -9.053 -17.06 7.932 -11.06 19.95 7.932 29.96 31.97 52 -25.08 -7.05 -21.07 1.923 -7.05 45.99
3.105 -27.08 -8.012 -21.07 3.926 -3.044 10.98 11.94 27 29.96 54 -17.06 -3.044 -23.07 5.929 -11.06 43.98
3.11 -11.06 0.9614 1.923 0.9614 5.929 2.964 17.95 16.98 23.96 52 -2.003 0.9614 -8.012 6.97 -8.012 41.98
3.115 0.9614 10.98 16.98 -2.003 17.95 1.923 19.95 7.932 20.99 37.98 1.923 -1.042 -4.006 -1.042 -4.006 29.96
3.12 -1.042 5.929 11.94 -11.06 19.95 -7.05 11.94 -1.042 11.94 19.95 -9.053 -7.05 -3.044 -3.044 -3.044 19.95
3.125 -19.07 -11.06 4.967 -23.07 9.935 -16.02 5.929 -8.012 15.94 19.95 -20.03 -21.07 -6.009 -10.01 0 17.95
3.13 -35.01 -25.08 -2.003 -20.03 -2.003 -15.06 3.926 0.9614 25 27.96 -20.03 -31.01 -16.02 -12.02 1.923 25.96
3.135 -33.01 -25.08 -7.05 -6.009 -1.042 -7.05 2.964 9.935 23.96 34.93 -17.06 -25.08 -13.06 1.923 0 36.93
3.14 -23.07 -15.06 4.967 0.9614 -1.042 3.926 5.929 13.94 15.94 35.97 -3.044 -17.06 -1.042 3.926 0.9614 41.98
3.145 -5.047 -7.05 16.98 1.923 1.923 14.98 -2.003 12.98 1.923 18.99 0 -13.06 1.923 2.964 -6.009 32.93
3.15 -7.05 -8.012 4.967 -5.047 1.923 4.967 -16.02 0.9614 -8.012 5.929 -1.042 -10.01 -1.042 0 -15.06 17.95
3.155 -29 -22.03 -6.009 -15.06 -4.006 -11.06 -18.03 -11.06 0.9614 22.99 -20.03 -13.06 -12.02 0 -15.06 20.99
3.16 -39.02 -16.02 -24.04 -9.053 -12.02 -15.06 -3.044 8.973 25 54.96 -37.01 -6.009 -29 2.964 -9.053 38.94
3.165 -43.02 -2.003 -39.02 8.973 -16.02 -2.003 16.98 41.98 52 81 -53.04 3.926 -36.05 25.96 -6.009 60.97
3.17 -39.02 10.98 -29 30.93 -18.03 25 41.98 63.93 70.98 96.94 -49.03 21.95 -37.01 41.98 1.923 79
3.175 -17.06 34.93 -12.02 48.95 -5.047 52 61.93 87.97 72.99 93.98 -44.06 28.92 -30.04 48.95 1.923 84.92
3.18 -9.053 37.98 -1.042 54 11.94 67.94 59.93 91.97 59.93 81 -38.06 25 -17.06 49.99 3.926 77.95
3.185 -7.05 33.97 18.99 62.97 23.96 69.94 57.92 75.95 42.94 83.96 -24.04 27 -6.009 52.96 0 74.99
3.19 2.964 44.95 37.98 84.92 34.93 72.99 41.98 73.95 36.93 84.92 -3.044 25.96 5.929 55.92 1.923 79
3.195 18.99 56.96 55.92 98.94 47.99 81.96 28.92 61.93 27.96 74.99 11.94 29.96 20.99 57.92 0 66.98
3.2 30.93 68.98 74.99 93.98 58.97 83.96 21.95 46.95 18.99 64.98 31.97 34.93 27.96 52.96 -1.042 56.96
3.205 46.95 64.98 74.99 69.94 62.97 63.93 20.99 33.97 17.95 44.95 32.93 25.96 28.92 34.93 -7.05 50.95
3.21 46.95 36.93 58.97 21.95 56.96 30.93 10.98 13.94 10.98 33.97 27.96 14.98 19.95 11.94 -9.053 41.98
3.215 36.93 11.94 36.93 -9.053 36.93 -2.003 10.98 0 7.932 38.94 31.97 11.94 11.94 1.923 -6.009 40.94
3.22 20.99 0.9614 4.967 -28.04 2.964 -29 0.9614 -11.06 11.94 45.99 21.95 1.923 0 -7.05 -9.053 52
3.225 0.9614 -19.07 -13.06 -36.05 -20.03 -37.01 -14.02 -11.06 19.95 56.96 1.923 1.923 -9.053 -3.044 -12.02 60.97
3.23 -17.06 -11.06 -20.03 -18.03 -31.01 -23.07 -7.05 7.932 30.93 71.95 -10.01 13.94 -16.02 8.973 -12.02 67.94
3.235 -21.07 -11.06 -22.03 0 -31.01 -6.009 0 34.93 43.98 81.96 -26.04 11.94 -24.04 22.99 -12.02 81.96
3.24 -25.08 -17.06 -15.06 15.94 -21.07 11.94 11.94 52 52 91.97 -25.08 11.94 -21.07 25.96 -3.044 85.97
3.245 -13.06 -8.012 -4.006 27 -7.05 35.97 31.97 63.93 50.95 89.97 -12.02 11.94 -6.009 30.93 -1.042 77.95
3.25 -9.053 -11.06 -8.012 23.96 -9.053 38.94 27.96 50.95 39.98 73.95 -6.009 -3.044 1.923 20.99 0.9614 67.94
3.255 -9.053 -20.03 -9.053 15.94 -11.06 32.93 13.94 30.93 33.97 63.93 -5.047 -9.053 0 9.935 7.932 57.92
3.26 -5.047 -7.05 0.9614 15.94 -1.042 21.95 19.95 23.96 31.97 59.93 -3.044 -3.044 5.929 9.935 7.932 54
3.265 0.9614 0.9614 3.926 9.935 3.926 7.932 21.95 21.95 31.97 65.94 0.9614 -9.053 13.94 5.929 5.929 59.93
3.27 2.964 -4.006 12.98 1.923 15.94 -1.042 19.95 20.99 38.94 73.95 2.964 -7.05 18.99 0.9614 4.967 69.94
3.275 2.964 -4.006 17.95 -13.06 23.96 -4.006 29.96 20.99 41.98 73.95 5.929 -3.044 17.95 -3.044 0.9614 69.94
3.28 10.98 -12.02 14.98 -30.04 21.95 -18.03 25.96 12.98 37.98 69.94 6.97 -9.053 16.98 -12.02 -4.006 65.94
3.285 18.99 -13.06 10.98 -37.01 15.94 -32.05 19.95 12.98 39.98 71.95 6.97 -9.053 6.97 -14.02 -4.006 65.94
3.29 25 0.9614 5.929 -31.01 11.94 -37.01 25.96 17.95 43.98 75.95 3.926 -1.042 -2.003 -13.06 -7.05 65.94
3.295 18.99 12.98 -1.042 -25.08 0 -35.01 19.95 25.96 35.97 75.95 -1.042 -1.042 -5.047 -9.053 -17.06 65.94
3.3 -1.042 3.926 -19.07 -21.07 -15.06 -27.08 1.923 27.96 21.95 69.94 -15.06 -1.042 -21.07 -3.044 -33.01 65.94
3.305 -7.05 7.932 -31.01 -13.06 -37.01 -15.06 -5.047 17.95 11.94 57.92 -17.06 1.923 -35.01 0.9614 -47.03 59.93
3.31 -1.042 20.99 -27.08 -1.042 -41.02 -9.053 -13.06 9.935 5.929 50.95 -15.06 10.98 -33.01 4.967 -47.03 56.96
3.315 12.98 31.97 -5.047 7.932 -27.08 0.9614 -1.042 13.94 17.95 52.96 -7.05 19.95 -19.07 19.95 -29 60.97
3.32 18.99 45.99 3.926 22.99 -8.012 5.929 13.94 22.99 41.98 67.94 0 25 -5.047 22.99 -7.05 69.94
3.325 2.964 27.96 0.9614 14.98 -2.003 7.932 27.96 27 55.92 83.96 -12.02 13.94 -6.009 11.94 -2.003 77.95
3.33 -21.07 -2.003 -19.07 0.9614 -13.06 3.926 33.97 30.93 63.93 103 -28.04 0.9614 -25.08 8.973 -1.042 94.94
3.335 -31.01 -21.07 -45.03 -1.042 -32.05 5.929 31.97 36.93 69.94 113 -36.05 0 -50.07 7.932 -9.053 106
3.34 -33.01 -21.07 -47.03 5.929 -31.01 15.94 37.98 49.99 75.95 113.9 -45.03 5.929 -55.04 11.94 -11.06 113.9
3.345 -17.06 -7.05 -21.07 21.95 -3.044 27.96 59.93 67.94 81.96 108 -33.01 11.94 -35.01 29.96 -1.042 113.9
