    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
9.47 -3.057 -11.06 0 -2.038 -11.06 -19.07 -25.04 -25.04 -19.07 -16.01 -1.019 -3.057 -1.019 -12.01 -4.003 -16.01
9.475 -17.03 -19.07 -2.038 0.9463 -1.019 -5.022 -7.061 -9.026 -9.026 -3.057 0.9463 -5.022 3.931 -7.061 1.965 -7.061
9.48 -25.04 -31.01 1.965 -2.038 1.965 -1.019 2.984 0 0 1.965 -1.019 -7.061 6.988 -2.038 9.972 -1.019
9.485 -31.01 -41.05 1.965 -5.022 4.95 6.988 12.96 9.972 -2.038 2.984 -1.019 -12.01 9.972 -1.019 8.953 0
9.49 -35.01 -47.02 0.9463 -5.022 9.972 9.972 15.94 13.98 0 0 -3.057 -7.061 5.969 0.9463 7.934 -1.019
9.495 -27 -36.03 0 0.9463 14.99 15.94 19.94 20.96 0 1.965 -1.019 1.965 8.953 -1.019 7.934 -3.057
9.5 -11.06 -13.03 13.98 14.99 22.93 19.94 21.98 21.98 0.9463 5.969 7.934 12.96 17.98 7.934 11.94 0
9.505 2.984 7.934 25.99 29.99 31.95 27.95 21.98 27.95 3.931 9.972 21.98 29.99 23.95 21.98 13.98 5.969
9.51 16.96 31.95 38.94 43.96 38 38.94 22.93 35.96 6.988 19 33.99 42 29.99 35.96 16.96 14.99
9.515 24.97 42.95 39.96 44.98 39.96 46.95 20.96 34.94 2.984 19 28.97 45.93 24.97 36.98 10.99 16.96
9.52 30.94 42 33.99 38 33.99 43.96 9.972 29.99 -1.019 9.972 19.94 33.99 11.94 27.95 0 11.94
9.525 28.97 34.94 22.93 24.97 26.93 38.94 4.95 22.93 -6.042 2.984 8.953 24.97 2.984 19 -4.003 4.95
9.53 28.97 28.97 14.99 14.99 20.96 25.99 -1.019 16.96 -9.026 1.965 2.984 14.99 -1.019 10.99 -4.003 -1.019
9.535 28.97 25.99 7.934 5.969 13.98 13.98 1.965 13.98 -5.022 -1.019 0 7.934 -2.038 3.931 0.9463 -1.019
9.54 30.94 27.95 12.96 5.969 16.96 9.972 13.98 17.98 1.965 0 5.969 10.99 9.972 7.934 9.972 -2.038
9.545 32.97 29.99 17.98 9.972 19.94 11.94 27.95 23.95 13.98 7.934 13.98 9.972 19.94 11.94 23.95 3.931
9.55 28.97 25.99 19.94 11.94 21.98 17.98 33.99 27.95 19.94 9.972 19.94 9.972 25.99 11.94 27.95 3.931
9.555 19 15.94 13.98 9.972 19.94 21.98 27.95 19.94 13.98 1.965 17.98 1.965 19.94 3.931 19.94 0.9463
9.56 6.988 -2.038 3.931 1.965 11.94 15.94 11.94 5.969 -2.038 -7.061 9.972 -3.057 7.934 -5.022 3.931 -13.03
9.565 -3.057 -15.07 -3.057 -5.022 1.965 3.931 -1.019 -5.022 -13.03 -21.04 3.931 -13.03 0.9463 -21.04 -5.022 -29.04
9.57 -15.07 -31.01 -9.026 -13.03 -1.019 -5.022 -13.03 -13.03 -23 -27 0 -19.07 -5.022 -29.04 -11.06 -35.01
9.575 -19.07 -35.01 -7.061 -15.07 -1.019 -10.04 -13.03 -11.06 -21.04 -21.04 1.965 -19.07 -3.057 -29.04 -3.057 -33.05
9.58 -19.07 -33.05 0.9463 -11.06 2.984 -10.04 -1.019 -2.038 -7.061 -9.026 7.934 -17.03 0 -25.04 1.965 -23
9.585 -17.03 -29.04 5.969 -1.019 15.94 -1.019 11.94 15.94 3.931 0 15.94 -13.03 13.98 -15.07 17.98 -15.07
9.59 -11.06 -23 15.94 1.965 32.97 6.988 27.95 31.95 16.96 8.953 22.93 -8.007 25.99 -9.026 26.93 -7.061
9.595 -3.057 -20.02 23.95 7.934 42.95 19.94 35.96 35.96 19 8.953 26.93 -4.003 30.94 -3.057 28.97 -5.022
9.6 -1.019 -19.07 27.95 17.98 45.93 27.95 35.96 38 11.94 5.969 25.99 0 29.99 -2.038 23.95 -3.057
9.605 8.953 -12.01 35.96 28.97 49.93 38 30.94 36.98 8.953 6.988 28.97 14.99 30.94 9.972 24.97 0
9.61 20.96 0.9463 43.96 42.95 51.97 46.95 26.93 38.94 6.988 10.99 28.97 28.97 30.94 21.98 24.97 9.972
9.615 28.97 17.98 47.97 53.94 49.93 51.97 25.99 38 5.969 13.98 25.99 35.96 25.99 29.99 23.95 17.98
9.62 30.94 34.94 45.93 54.96 45.93 53.94 24.97 36.98 9.972 15.94 19 35.96 22.93 27.95 23.95 17.98
9.625 26.93 39.96 38 46.95 38.94 43.96 24.97 28.97 7.934 11.94 13.98 25.99 16.96 19.94 19.94 11.94
9.63 19 35.96 25.99 31.95 29.99 31.95 19.94 17.98 3.931 3.931 7.934 15.94 11.94 11.94 17.98 1.965
9.635 14.99 33.99 15.94 21.98 17.98 17.98 19.94 9.972 0.9463 -1.019 9.972 12.96 11.94 3.931 14.99 1.965
9.64 19 34.94 15.94 17.98 16.96 10.99 15.94 5.969 1.965 0 20.96 16.96 15.94 3.931 17.98 1.965
9.645 24.97 39.96 17.98 21.98 15.94 13.98 11.94 7.934 3.931 1.965 31.95 23.95 21.98 7.934 15.94 -2.038
9.65 26.93 43.96 21.98 26.93 20.96 20.96 10.99 12.96 3.931 3.931 33.99 26.93 23.95 9.972 15.94 0.9463
9.655 22.93 38.94 17.98 19.94 16.96 23.95 3.931 7.934 0 1.965 26.93 15.94 14.99 3.931 0.9463 1.965
9.66 6.988 21.98 1.965 1.965 1.965 9.972 -7.061 0.9463 -15.07 -9.026 5.969 1.965 0.9463 -3.057 -13.03 -7.061
9.665 -7.061 4.95 -11.06 -10.04 -11.06 -6.042 -21.04 -12.01 -30.06 -21.04 -10.04 -2.038 -17.03 -14.05 -27 -13.03
9.67 -27 -9.026 -29.04 -23 -29.04 -27 -36.03 -23 -37.05 -24.02 -29.04 -11.06 -35.01 -17.03 -42.07 -12.01
9.675 -39.02 -20.02 -43.02 -29.04 -41.05 -38.07 -40.03 -23 -43.02 -21.04 -42.07 -9.026 -45.06 -21.04 -49.06 -5.022
9.68 -49.06 -29.04 -49.06 -31.01 -43.02 -41.05 -40.03 -23 -37.05 -20.02 -49.06 -9.026 -51.03 -13.03 -52.04 0
9.685 -51.03 -34.07 -51.03 -26.06 -39.02 -34.07 -35.01 -18.05 -38.07 -19.07 -54.01 -8.007 -51.03 -10.04 -49.06 -2.038
9.69 -55.03 -39.02 -45.06 -27 -37.05 -29.04 -33.05 -17.03 -41.05 -23 -59.03 -13.03 -57.07 -11.06 -53.06 -1.019
9.695 -47.02 -42.07 -37.05 -27 -30.06 -23 -31.01 -21.04 -46 -25.04 -58.01 -13.03 -56.05 -11.06 -56.05 -4.003
9.7 -37.05 -39.02 -27 -22.06 -26.06 -24.02 -34.07 -24.02 -45.06 -27 -53.06 -8.007 -53.06 -11.06 -57.07 -8.007
9.705 -23 -29.04 -13.03 -13.03 -21.04 -19.07 -35.01 -21.04 -45.06 -21.04 -41.05 -2.038 -45.06 -3.057 -55.03 -5.022
9.71 -5.022 -12.01 0.9463 0.9463 -10.04 -6.042 -27 -13.03 -35.01 -13.03 -26.06 6.988 -35.01 1.965 -45.06 0.9463
9.715 0.9463 -2.038 1.965 9.972 -3.057 1.965 -21.04 0.9463 -30.06 -6.042 -15.07 10.99 -27 9.972 -38.07 8.953
9.72 2.984 5.969 3.931 13.98 -2.038 9.972 -19.07 3.931 -27 -5.022 -9.026 7.934 -19.07 11.94 -35.01 11.94
9.725 2.984 11.94 1.965 14.99 -1.019 11.94 -14.05 8.953 -25.04 -9.026 -5.022 5.969 -16.01 9.972 -29.04 7.934
9.73 -1.019 12.96 -2.038 8.953 0.9463 5.969 -14.05 4.95 -25.04 -15.07 -6.042 5.969 -12.01 7.934 -31.01 3.931
9.735 -1.019 11.94 -1.019 0 -3.057 -1.019 -19.07 0.9463 -35.01 -19.07 -9.026 5.969 -15.07 3.931 -37.05 0
9.74 -1.019 10.99 -9.026 -4.003 -9.026 -12.01 -26.06 -10.04 -38.07 -24.02 -12.01 4.95 -20.02 -2.038 -44.04 0.9463
9.745 -9.026 2.984 -19.07 -10.04 -19.07 -21.04 -36.03 -20.02 -46 -30.06 -16.01 0.9463 -28.02 -5.022 -50.01 -3.057
9.75 -23 -5.022 -33.05 -23 -29.04 -29.04 -43.02 -33.05 -51.03 -37.05 -23 -9.026 -37.05 -15.07 -57.07 -9.026
9.755 -37.05 -20.02 -47.02 -33.05 -40.03 -33.05 -51.03 -39.02 -50.01 -42.07 -32.03 -22.06 -44.04 -25.04 -58.01 -19.07
9.76 -51.03 -35.01 -57.07 -41.05 -50.01 -38.07 -51.03 -43.02 -48.04 -42.07 -37.05 -32.03 -45.06 -35.01 -52.04 -25.04
9.765 -57.07 -41.05 -63.04 -45.06 -51.03 -45.06 -45.06 -41.05 -43.02 -39.02 -39.02 -33.05 -43.02 -37.05 -47.02 -31.01
9.77 -55.03 -41.05 -59.03 -43.02 -48.04 -40.03 -41.05 -37.05 -37.05 -33.05 -37.05 -27 -37.05 -33.05 -39.02 -31.01
9.775 -41.05 -31.01 -51.03 -37.05 -43.02 -36.03 -37.05 -31.01 -33.05 -27 -31.01 -19.07 -33.05 -31.01 -33.05 -29.04
9.78 -21.04 -15.07 -35.01 -27 -37.05 -31.01 -33.05 -25.04 -31.01 -25.04 -21.04 -9.026 -29.04 -25.04 -31.01 -27
9.785 -1.019 -1.019 -17.03 -15.07 -29.04 -21.04 -29.04 -17.03 -31.01 -25.04 -11.06 -3.057 -25.04 -19.07 -31.01 -23
9.79 16.96 3.931 -1.019 -3.057 -19.07 -13.03 -21.04 -11.06 -27 -21.04 -1.019 0.9463 -17.03 -13.03 -29.04 -19.07
9.795 26.93 7.934 7.934 1.965 -9.026 -5.022 -17.03 -7.061 -25.04 -17.03 -2.038 -2.038 -11.06 -5.022 -23 -11.06
9.8 26.93 1.965 11.94 9.972 -1.019 0.9463 -13.03 -5.022 -21.04 -11.06 0.9463 1.965 -9.026 -1.019 -19.07 -5.022
9.805 19 -1.019 11.94 11.94 -2.038 -2.038 -17.03 -5.022 -19.07 -9.026 -7.061 3.931 -11.06 -2.038 -19.07 0.9463
9.81 10.99 -9.026 6.988 7.934 -1.019 0 -23 -9.026 -19.07 -11.06 -17.03 2.984 -19.07 -2.038 -23 0.9463
9.815 2.984 -11.06 -2.038 1.965 -5.022 0.9463 -27 -13.03 -23 -15.07 -23 0 -29.04 0.9463 -31.01 -3.057
9.82 0.9463 -7.061 0 -1.019 -10.04 -1.019 -28.02 -12.01 -23 -16.01 -20.02 0.9463 -34.07 0 -34.07 -4.003
9.825 2.984 -1.019 -2.038 -1.019 -12.01 -5.022 -20.02 -8.007 -22.06 -14.05 -12.01 0.9463 -30.06 1.965 -34.07 -4.003
9.83 6.988 11.94 -1.019 1.965 -9.026 -1.019 -11.06 -1.019 -17.03 -11.06 -1.019 1.965 -21.04 0 -27 -1.019
9.835 6.988 22.93 0.9463 2.984 -3.057 1.965 -4.003 1.965 -18.05 -12.01 -1.019 1.965 -14.05 0.9463 -24.02 0
9.84 2.984 24.97 -11.06 1.965 -7.061 -2.038 -12.01 -3.057 -26.06 -18.05 0 -9.026 -13.03 1.965 -26.06 -6.042
9.845 -5.022 15.94 -27 -11.06 -21.04 -19.07 -29.04 -21.04 -41.05 -33.05 -13.03 -23 -23 -9.026 -35.01 -19.07
9.85 -17.03 3.931 -42.07 -31.01 -40.03 -36.03 -51.03 -43.02 -58.01 -51.03 -27 -36.03 -37.05 -25.04 -49.06 -33.05
9.855 -33.05 -7.061 -57.07 -45.06 -64.05 -58.01 -73.01 -62.02 -71.04 -61.07 -45.06 -46 -52.04 -40.03 -63.04 -49.06
9.86 -47.02 -21.04 -69 -57.07 -79.05 -73.01 -85.02 -75.05 -75.05 -63.04 -53.06 -47.02 -59.03 -49.06 -65 -55.03
9.865 -49.06 -28.02 -66.02 -56.05 -80.07 -77.01 -82.03 -75.05 -67.04 -54.01 -46 -40.03 -55.03 -45.06 -60.05 -50.01
9.87 -43.02 -28.02 -53.06 -49.06 -70.02 -67.04 -70.02 -65 -50.01 -39.02 -33.05 -33.05 -45.06 -41.05 -49.06 -42.07
9.875 -29.04 -29.04 -37.05 -43.02 -55.03 -51.03 -55.03 -49.06 -35.01 -29.04 -19.07 -33.05 -29.04 -35.01 -35.01 -35.01
9.88 -9.026 -29.04 -18.05 -33.05 -37.05 -36.03 -42.07 -35.01 -27 -21.04 -4.003 -31.01 -17.03 -27 -21.04 -28.02
9.885 4.95 -28.02 0 -28.02 -22.06 -25.04 -36.03 -26.06 -24.02 -24.02 0 -32.03 -4.003 -28.02 -14.05 -28.02
9.89 12.96 -29.04 3.931 -21.04 -13.03 -21.04 -31.01 -23 -27 -25.04 5.969 -31.01 0.9463 -27 -13.03 -29.04
9.895 14.99 -27 7.934 -13.03 -5.022 -17.03 -27 -19.07 -26.06 -23 3.931 -25.04 -1.019 -23 -11.06 -25.04
9.9 8.953 -19.07 10.99 -6.042 0.9463 -15.07 -23 -12.01 -20.02 -14.05 0 -15.07 0 -12.01 -6.042 -14.05
9.905 4.95 -11.06 13.98 -2.038 0 -7.061 -11.06 -3.057 -5.022 0.9463 0 -7.061 3.931 -1.019 0.9463 -1.019
9.91 8.953 0.9463 19 12.96 9.972 0.9463 1.965 9.972 8.953 14.99 3.931 0 9.972 9.972 5.969 7.934
9.915 19 10.99 24.97 23.95 20.96 17.98 15.94 23.95 28.97 25.99 5.969 1.965 13.98 17.98 14.99 22.93
9.92 24.97 19.94 28.97 32.97 28.97 30.94 28.97 38 43.96 35.96 6.988 9.972 16.96 27.95 19 33.99
9.925 26.93 24.97 26.93 39.96 34.94 39.96 39.96 45.93 44.98 35.96 1.965 19.94 15.94 31.95 22.93 36.98
9.93 20.96 27.95 22.93 40.98 33.99 44.98 39.96 47.97 38.94 30.94 1.965 29.99 11.94 35.96 19.94 33.99
9.935 12.96 29.99 13.98 35.96 25.99 39.96 29.99 35.96 19.94 15.94 -5.022 31.95 1.965 29.99 7.934 27.95
9.94 8.953 35.96 4.95 28.97 15.94 29.99 17.98 19 -1.019 -1.019 -9.026 29.99 -5.022 22.93 0 14.99
9.945 8.953 38 0 19.94 3.931 15.94 0.9463 -1.019 -18.05 -19.07 -7.061 21.98 -12.01 11.94 -19.07 1.965
9.95 12.96 35.96 -2.038 5.969 -3.057 0 -19.07 -15.07 -39.02 -35.01 -9.026 11.94 -19.07 1.965 -33.05 -5.022
9.955 10.99 30.94 -2.038 -1.019 -12.01 -9.026 -36.03 -30.06 -50.01 -46 -9.026 -1.019 -22.06 -4.003 -42.07 -10.04
9.96 4.95 17.98 -8.007 -5.022 -19.07 -22.06 -48.04 -37.05 -55.03 -47.02 -10.04 -1.019 -27 -11.06 -45.06 -14.05
9.965 0.9463 9.972 -13.03 -15.07 -29.04 -33.05 -53.06 -43.02 -51.03 -45.06 -11.06 -9.026 -25.04 -17.03 -41.05 -11.06
9.97 -1.019 2.984 -11.06 -15.07 -26.06 -37.05 -44.04 -37.05 -38.07 -33.05 -5.022 -7.061 -19.07 -19.07 -31.01 -10.04
9.975 0.9463 0.9463 -6.042 -14.05 -20.02 -31.01 -28.02 -27 -23 -20.02 -1.019 -8.007 -5.022 -17.03 -12.01 -6.042
9.98 10.99 0 0 -9.026 -7.061 -19.07 -7.061 -15.07 -5.022 -7.061 11.94 -5.022 1.965 -13.03 0 -3.057
9.985 24.97 1.965 17.98 -3.057 8.953 -1.019 9.972 0 7.934 -2.038 23.95 0 19 -6.042 19.94 0
9.99 26.93 1.965 24.97 0 22.93 4.95 23.95 3.931 17.98 3.931 31.95 1.965 27.95 -3.057 29.99 5.969
9.995 22.93 -7.061 21.98 1.965 25.99 11.94 27.95 7.934 15.94 3.931 27.95 0.9463 33.99 -1.019 31.95 7.934
10 14.99 -14.05 17.98 0.9463 23.95 12.96 26.93 3.931 12.96 2.984 24.97 -1.019 31.95 0.9463 28.97 8.953
10.005 6.988 -18.05 13.98 0.9463 15.94 8.953 19 0 12.96 0.9463 22.93 -1.019 26.93 1.965 22.93 8.953
10.01 6.988 -13.03 11.94 3.931 7.934 7.934 11.94 -3.057 13.98 5.969 17.98 -1.019 19.94 0 19.94 7.934
10.015 8.953 -4.003 14.99 10.99 6.988 9.972 10.99 -2.038 19 12.96 16.96 1.965 14.99 4.95 19 10.99
10.02 12.96 1.965 16.96 20.96 10.99 13.98 16.96 -1.019 23.95 16.96 12.96 4.95 8.953 4.95 20.96 12.96
10.025 14.99 11.94 19.94 25.99 19.94 19.94 21.98 9.972 25.99 19.94 9.972 9.972 5.969 5.969 21.98 13.98
10.03 14.99 17.98 19 27.95 26.93 23.95 29.99 15.94 21.98 17.98 5.969 12.96 5.969 1.965 19.94 13.98
10.035 12.96 21.98 13.98 27.95 25.99 23.95 31.95 17.98 13.98 11.94 5.969 11.94 9.972 0 15.94 11.94
10.04 12.96 23.95 11.94 23.95 23.95 21.98 31.95 17.98 7.934 7.934 9.972 11.94 17.98 0 13.98 9.972
10.045 14.99 23.95 11.94 19.94 19.94 19.94 29.99 15.94 7.934 9.972 15.94 9.972 25.99 0 13.98 7.934
10.05 19 21.98 11.94 13.98 17.98 17.98 27.95 9.972 9.972 11.94 21.98 7.934 29.99 -2.038 15.94 5.969
10.055 22.93 19.94 9.972 3.931 15.94 13.98 23.95 3.931 9.972 9.972 25.99 1.965 29.99 0.9463 13.98 1.965
10.06 22.93 17.98 5.969 -1.019 9.972 3.931 15.94 0.9463 5.969 1.965 21.98 0.9463 21.98 -7.061 7.934 0.9463
10.065 19 11.94 -2.038 -13.03 0 -4.003 3.931 -9.026 0.9463 -2.038 13.98 -7.061 9.972 -15.07 -2.038 -7.061
10.07 10.99 9.972 -1.019 -19.07 -4.003 -18.05 -1.019 -15.07 -8.007 -10.04 1.965 -11.06 -2.038 -19.07 -7.061 -11.06
10.075 2.984 7.934 -7.061 -21.04 -15.07 -31.01 -11.06 -19.07 -15.07 -13.03 -3.057 -13.03 -7.061 -23 -15.07 -9.026
10.08 0.9463 5.969 -13.03 -17.03 -20.02 -32.03 -17.03 -15.07 -10.04 -6.042 -7.061 -8.007 -11.06 -17.03 -14.05 0.9463
10.085 -3.057 6.988 -17.03 -9.026 -22.06 -21.04 -13.03 -7.061 -2.038 2.984 -10.04 1.965 -10.04 -5.022 -6.042 5.969
10.09 -9.026 1.965 -19.07 -3.057 -17.03 -9.026 -3.057 -2.038 5.969 13.98 -11.06 1.965 -9.026 5.969 -2.038 17.98
10.095 -15.07 0 -23 1.965 -10.04 0.9463 3.931 9.972 20.96 25.99 -12.01 2.984 -6.042 13.98 8.953 23.95
10.1 -23 -16.01 -23 0 -5.022 2.984 17.98 19.94 31.95 29.99 -12.01 1.965 -2.038 15.94 19 22.93
10.105 -31.01 -35.01 -19.07 -9.026 -1.019 -2.038 29.99 25.99 39.96 38 -11.06 -7.061 3.931 13.98 29.99 19.94
10.11 -31.01 -50.01 -13.03 -14.05 0 0.9463 44.98 32.97 47.97 46.95 -4.003 -15.07 19 4.95 45.93 20.96
10.115 -25.04 -53.06 -7.061 -18.05 8.953 -3.057 54.96 36.98 54.96 52.99 0 -17.03 31.95 -1.019 51.97 19
10.12 -19.07 -49.06 -1.019 -17.03 13.98 -1.019 57.94 38 51.97 53.94 3.931 -15.07 35.96 -3.057 53.94 15.94
10.125 -7.061 -35.01 -2.038 -10.04 21.98 -2.038 54.96 34.94 47.97 48.99 5.969 -10.04 33.99 -2.038 50.95 14.99
10.13 -3.057 -18.05 1.965 -3.057 22.93 4.95 42.95 28.97 36.98 39.96 4.95 -5.022 26.93 -2.038 42 9.972
10.135 -3.057 -7.061 3.931 -2.038 21.98 5.969 29.99 21.98 27.95 25.99 0 -3.057 13.98 -1.019 27.95 1.965
10.14 -1.019 -1.019 6.988 2.984 19 6.988 21.98 16.96 24.97 19.94 0 0.9463 7.934 0 23.95 0
10.145 -1.019 0 10.99 6.988 19 6.988 19.94 19.94 28.97 20.96 0.9463 0 10.99 0 25.99 0.9463
10.15 0.9463 0.9463 11.94 13.98 21.98 7.934 29.99 23.95 38 29.99 5.969 5.969 17.98 7.934 29.99 7.934
10.155 8.953 0 17.98 20.96 27.95 15.94 39.96 35.96 48.99 42 11.94 12.96 26.93 17.98 38 13.98
10.16 14.99 8.953 20.96 25.99 32.97 24.97 48.99 43.96 54.96 52.99 19 19.94 29.99 26.93 43.96 20.96
10.165 20.96 15.94 27.95 28.97 36.98 33.99 51.97 47.97 54.96 56.99 22.93 20.96 34.94 32.97 42.95 23.95
10.17 22.93 22.93 30.94 29.99 40.98 38.94 52.99 49.93 54.96 56.99 24.97 17.98 31.95 30.94 43.96 20.96
10.175 20.96 21.98 31.95 28.97 38 42 49.93 45.93 50.95 49.93 23.95 12.96 30.94 25.99 42 13.98
10.18 19 19.94 23.95 21.98 33.99 42 45.93 38 47.97 42 21.98 5.969 27.95 17.98 35.96 7.934
10.185 16.96 14.99 16.96 19 34.94 38.94 43.96 33.99 42.95 36.98 22.93 3.931 28.97 13.98 38 6.988
10.19 12.96 11.94 12.96 16.96 32.97 32.97 42 30.94 42.95 33.99 19.94 5.969 29.99 15.94 38 7.934
10.195 8.953 3.931 13.98 15.94 27.95 23.95 38 29.99 39.96 35.96 13.98 9.972 27.95 17.98 31.95 13.98
10.2 6.988 0.9463 15.94 21.98 28.97 24.97 36.98 36.98 42.95 43.96 16.96 17.98 28.97 30.94 35.96 25.99
10.205 12.96 0 25.99 26.93 35.96 29.99 44.98 48.99 49.93 52.99 23.95 28.97 31.95 40.98 40.98 34.94
10.21 14.99 0 35.96 33.99 42 42 51.97 57.94 53.94 55.98 31.95 33.99 39.96 45.93 47.97 39.96
10.215 22.93 3.931 42 36.98 50.95 51.97 62.96 62.96 56.99 52.99 42 31.95 49.93 48.99 53.94 40.98
10.22 26.93 -1.019 42 36.98 55.98 55.98 62.96 58.96 53.94 46.95 42.95 27.95 50.95 42.95 59.98 32.97
10.225 22.93 -1.019 38 29.99 49.93 47.97 55.98 47.97 45.93 35.96 38 21.98 47.97 35.96 51.97 23.95
10.23 14.99 -2.038 27.95 26.93 39.96 36.98 39.96 33.99 38 27.95 30.94 17.98 38.94 27.95 40.98 16.96
10.235 2.984 -2.038 17.98 19 22.93 23.95 25.99 19.94 28.97 25.99 20.96 8.953 24.97 17.98 26.93 9.972
10.24 0.9463 -2.038 11.94 11.94 7.934 11.94 11.94 11.94 23.95 21.98 15.94 3.931 11.94 9.972 17.98 5.969
10.245 0.9463 8.953 9.972 7.934 4.95 9.972 7.934 5.969 24.97 22.93 19 0.9463 8.953 3.931 16.96 3.931
10.25 4.95 19.94 11.94 7.934 4.95 4.95 5.969 3.931 26.93 19 15.94 1.965 6.988 0 14.99 0.9463
10.255 10.99 23.95 11.94 5.969 3.931 3.931 3.931 0 23.95 13.98 11.94 -3.057 3.931 0.9463 15.94 -3.057
10.26 12.96 17.98 5.969 0 2.984 -1.019 1.965 -1.019 22.93 8.953 1.965 -7.061 0 0.9463 13.98 -7.061
10.265 6.988 9.972 1.965 0.9463 0.9463 0 0 -1.019 19.94 8.953 -3.057 -7.061 0.9463 0.9463 11.94 -7.061
10.27 -1.019 0 0.9463 -5.022 0.9463 -3.057 0 -1.019 21.98 13.98 -5.022 -7.061 -2.038 0.9463 13.98 -3.057
10.275 -1.019 -1.019 0.9463 -9.026 0.9463 -3.057 5.969 0 31.95 25.99 0.9463 -5.022 3.931 -2.038 17.98 -2.038
10.28 -1.019 0.9463 1.965 -9.026 0 0.9463 13.98 7.934 42 38 3.931 -1.019 15.94 1.965 25.99 3.931
10.285 4.95 0 7.934 -7.061 5.969 -2.038 19.94 15.94 49.93 45.93 9.972 -2.038 21.98 3.931 29.99 7.934
10.29 10.99 3.931 11.94 -3.057 9.972 0 23.95 17.98 51.97 47.97 7.934 3.931 21.98 7.934 31.95 9.972
10.295 8.953 5.969 11.94 0.9463 9.972 0 23.95 17.98 49.93 43.96 1.965 7.934 15.94 9.972 29.99 11.94
10.3 6.988 5.969 8.953 1.965 10.99 1.965 23.95 19.94 49.93 43.96 0.9463 12.96 9.972 11.94 27.95 13.98
10.305 4.95 7.934 5.969 9.972 13.98 7.934 25.99 23.95 49.93 45.93 0.9463 15.94 7.934 17.98 27.95 15.94
10.31 4.95 11.94 6.988 20.96 20.96 19 32.97 34.94 56.99 52.99 2.984 20.96 12.96 24.97 30.94 22.93
10.315 6.988 14.99 8.953 26.93 26.93 30.94 38.94 44.98 61 58.96 8.953 22.93 16.96 30.94 32.97 28.97
10.32 6.988 13.98 7.934 27.95 27.95 38 39.96 45.93 55.98 55.98 9.972 19.94 13.98 31.95 27.95 29.99
10.325 6.988 8.953 9.972 22.93 25.99 38.94 40.98 47.97 50.95 50.95 12.96 21.98 14.99 32.97 24.97 30.94
10.33 6.988 4.95 9.972 19.94 19.94 32.97 34.94 39.96 42.95 42 12.96 19.94 13.98 29.99 21.98 24.97
10.335 12.96 5.969 11.94 15.94 15.94 25.99 29.99 27.95 33.99 29.99 11.94 13.98 13.98 17.98 19.94 13.98
10.34 22.93 13.98 19 17.98 16.96 19.94 23.95 19 29.99 19.94 17.98 10.99 17.98 9.972 23.95 3.931
10.345 28.97 17.98 27.95 20.96 19.94 17.98 23.95 10.99 25.99 8.953 19.94 2.984 24.97 2.984 28.97 -5.022
10.35 22.93 15.94 21.98 17.98 19.94 11.94 17.98 1.965 17.98 -2.038 19.94 -3.057 23.95 -1.019 27.95 -17.03
10.355 8.953 6.988 10.99 9.972 12.96 2.984 8.953 -5.022 8.953 -9.026 12.96 -12.01 17.98 -9.026 19.94 -26.06
10.36 -3.057 0 -5.022 0.9463 -2.038 0 -2.038 -12.01 1.965 -20.02 0 -18.05 4.95 -17.03 7.934 -34.07
10.365 -21.04 -11.06 -23 -9.026 -7.061 -11.06 -5.022 -19.07 -7.061 -27 -11.06 -21.04 -5.022 -21.04 -2.038 -35.01
10.37 -23 -11.06 -28.02 -13.03 -12.01 -15.07 -5.022 -16.01 -13.03 -25.04 -18.05 -16.01 -11.06 -17.03 -1.019 -32.03
10.375 -15.07 -8.007 -28.02 -12.01 -13.03 -12.01 -4.003 -11.06 -12.01 -15.07 -19.07 -14.05 -9.026 -14.05 0 -23
10.38 -9.026 -5.022 -21.04 -11.06 -9.026 -9.026 -3.057 -5.022 -7.061 -11.06 -15.07 -11.06 -7.061 -11.06 -2.038 -21.04
10.385 -5.022 -9.026 -13.03 -12.01 -5.022 -3.057 -1.019 -2.038 -1.019 -5.022 -10.04 -13.03 -1.019 -10.04 0.9463 -20.02
10.39 -9.026 -19.07 -10.04 -17.03 -3.057 -5.022 1.965 -5.022 -1.019 -6.042 -5.022 -18.05 1.965 -15.07 3.931 -22.06
10.395 -19.07 -31.01 -13.03 -23 -5.022 -9.026 0.9463 -9.026 1.965 -7.061 -5.022 -25.04 -2.038 -25.04 3.931 -29.04
10.4 -23 -33.05 -14.05 -22.06 -6.042 -12.01 0 -9.026 8.953 -4.003 -3.057 -21.04 2.984 -27 5.969 -28.02
10.405 -19.07 -28.02 -14.05 -18.05 -1.019 -13.03 5.969 -4.003 17.98 -2.038 0 -16.01 4.95 -22.06 12.96 -23
10.41 -15.07 -19.07 -14.05 -8.007 1.965 -6.042 13.98 3.931 22.93 5.969 -1.019 -7.061 5.969 -12.01 17.98 -15.07
10.415 -11.06 -14.05 -16.01 -2.038 1.965 -1.019 17.98 10.99 25.99 11.94 -2.038 0 2.984 0 16.96 -5.022
10.42 -15.07 -15.07 -18.05 0 1.965 0.9463 17.98 13.98 24.97 19 -9.026 1.965 0 1.965 13.98 0
10.425 -19.07 -19.07 -19.07 -1.019 -1.019 0 13.98 17.98 23.95 21.98 -11.06 0.9463 -3.057 7.934 9.972 0.9463
