    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
0.065 -11.03 -20.05 -13.03 -10.02 9.972 7.967 5.962 11.98 3.957 5.962 -1.002 -15.04 1.952 0 3.957 9.972
0.07 -21.05 -30.02 -25.01 -20.05 -1.002 -2.005 0.9497 0 0 1.952 -13.03 -16.04 -2.005 -3.007 1.952 1.952
0.075 -25.01 -29.02 -33.03 -25.01 -17.04 -9.022 -9.022 -7.017 -2.005 1.952 -19.05 -15.04 0.9497 -11.03 1.952 -3.007
0.08 -21.05 -18.04 -37.04 -18.04 -27.01 -15.04 -11.03 -13.03 3.957 4.959 -15.04 -4.01 -1.002 -13.03 7.967 -6.015
0.085 -9.022 -8.02 -32.03 -8.02 -29.02 -15.04 -3.007 -8.02 13.98 12.98 -5.012 2.955 2.955 -11.03 15.99 -6.015
0.09 -1.002 0 -23 0.9497 -25.01 -11.03 1.952 -3.007 20 11.98 -2.005 7.967 7.967 -7.017 20 -1.002
0.095 6.964 5.962 -14.03 3.957 -25.01 -4.01 5.962 1.952 15.99 6.964 0 8.969 6.964 -2.005 11.98 0
0.1 6.964 6.964 -6.015 1.952 -22 -6.015 -2.005 0 -2.005 -1.002 0.9497 5.962 1.952 -2.005 -1.002 -2.005
0.105 2.955 1.952 -5.012 -2.005 -27.01 -11.03 -13.03 -13.03 -15.04 -17.04 -5.012 0.9497 -13.03 -7.017 -17.04 -11.03
0.11 -1.002 0.9497 -3.007 -2.005 -24.01 -14.03 -25.01 -21.05 -23 -26.01 -6.015 -3.007 -22 -10.02 -22 -16.04
0.115 -1.002 2.955 0.9497 0.9497 -17.04 -12.03 -25.01 -18.04 -17.04 -25.01 -2.005 -1.002 -20.05 -10.02 -15.04 -17.04
0.12 4.959 10.97 0.9497 6.964 -2.005 0.9497 -9.022 -7.017 -3.007 -15.04 -1.002 1.952 -13.03 -4.01 0.9497 -8.02
0.125 14.98 16.99 5.962 8.969 7.967 6.964 5.962 4.959 1.952 -5.012 2.955 5.962 1.952 -1.002 7.967 1.952
0.13 18.99 21 5.962 9.972 16.99 13.98 15.99 21.95 3.957 -1.002 2.955 9.972 4.959 6.964 8.969 14.98
0.135 10.97 15.99 3.957 1.952 11.98 15.99 13.98 29.97 -1.002 -2.005 0 9.972 5.962 9.972 -2.005 17.99
0.14 2.955 8.969 -1.002 0.9497 4.959 12.98 5.962 30.97 -9.022 1.952 -2.005 9.972 4.959 8.969 -7.017 16.99
0.145 -9.022 1.952 1.952 0.9497 -1.002 6.964 -2.005 24.96 -11.03 0 0 6.964 2.955 6.964 -11.03 10.97
0.15 -17.04 -2.005 0.9497 -1.002 -5.012 5.962 0.9497 13.98 -1.002 0.9497 -2.005 3.957 3.957 0 -3.007 1.952
0.155 -9.022 2.955 -1.002 0 -5.012 3.957 5.962 6.964 7.967 2.955 -2.005 6.964 10.97 -2.005 5.962 -1.002
0.16 -1.002 4.959 -2.005 -2.005 -3.007 0 15.99 0 21.95 6.964 -2.005 2.955 16.99 0.9497 17.99 0
0.165 0.9497 0 -1.002 -13.03 -3.007 -3.007 21.95 0.9497 25.96 9.972 -1.002 0.9497 15.99 -5.012 21.95 -5.012
0.17 0.9497 0 -7.017 -22 -3.007 -13.03 21.95 -3.007 23.95 9.972 -1.002 -2.005 11.98 -13.03 17.99 -11.03
0.175 -7.017 -8.02 -7.017 -30.02 -1.002 -15.04 23.95 -1.002 20 7.967 0.9497 -7.017 7.967 -17.04 7.967 -15.04
0.18 -11.03 -11.03 -3.007 -29.02 0 -7.017 21.95 3.957 20 9.972 1.952 -5.012 9.972 -15.04 5.962 -5.012
0.185 -9.022 -7.017 0 -21.05 5.962 1.952 25.96 17.99 15.99 13.98 7.967 -1.002 11.98 -7.017 1.952 3.957
0.19 0.9497 0.9497 9.972 -13.03 11.98 15.99 25.96 31.97 11.98 13.98 11.98 0 15.99 -2.005 1.952 20
0.195 4.959 1.952 17.99 -7.017 11.98 23.95 23.95 35.98 5.962 7.967 11.98 3.957 13.98 3.957 0 27.96
0.2 8.969 5.962 20 -9.022 7.967 20 15.99 27.96 -2.005 -2.005 11.98 5.962 9.972 1.952 -2.005 21.95
0.205 6.964 3.957 17.99 -11.03 1.952 7.967 5.962 11.98 -3.007 -9.022 11.98 1.952 5.962 -3.007 -1.002 3.957
0.21 2.955 3.957 13.98 -11.03 -2.005 -1.002 0 -3.007 -3.007 -15.04 13.98 -2.005 5.962 -13.03 -1.002 -9.022
0.215 6.964 5.962 9.972 -7.017 -2.005 -5.012 0 -13.03 -2.005 -15.04 17.99 -2.005 9.972 -19.05 -2.005 -19.05
0.22 16.99 11.98 9.972 -2.005 0 -1.002 3.957 -15.04 5.962 -7.017 23.95 1.952 15.99 -15.04 5.962 -15.04
0.225 28.97 21.95 13.98 9.972 3.957 5.962 11.98 -7.017 11.98 0.9497 29.97 7.967 17.99 -7.017 9.972 -3.007
0.23 36.98 29.97 21.95 17.99 7.967 20 15.99 0 11.98 1.952 33.98 13.98 15.99 0.9497 9.972 1.952
0.235 36.98 33.98 31.97 20 15.99 31.97 17.99 11.98 7.967 3.957 33.98 17.99 9.972 0 5.962 7.967
0.24 32.98 35.98 42 21.95 29.97 39.99 20 23.95 7.967 5.962 33.98 20 5.962 1.952 3.957 7.967
0.245 26.96 31.97 45.95 20 43.95 47.96 23.95 33.98 9.972 9.972 31.97 15.99 5.962 3.957 1.952 5.962
0.25 22.95 27.96 43.95 17.99 53.97 51.97 25.96 39.99 15.99 11.98 27.96 9.972 7.967 5.962 3.957 3.957
0.255 21 20 35.98 11.98 51.97 49.96 25.96 35.98 17.99 11.98 20 3.957 7.967 5.962 3.957 1.952
0.26 18.99 13.98 23.95 3.957 39.99 37.99 17.99 25.96 15.99 9.972 9.972 0 5.962 1.952 5.962 -2.005
0.265 14.98 11.98 11.98 0.9497 23.95 21.95 9.972 11.98 11.98 7.967 3.957 3.957 5.962 -2.005 11.98 -2.005
0.27 10.97 13.98 7.967 -3.007 13.98 7.967 3.957 1.952 11.98 13.98 5.962 11.98 11.98 -1.002 21.95 0
0.275 8.969 21.95 11.98 0.9497 15.99 3.957 5.962 1.952 20 23.95 15.99 20 20 -2.005 33.98 7.967
0.28 12.98 31.97 17.99 3.957 25.96 9.972 17.99 11.98 29.97 35.98 25.96 23.95 25.96 1.952 42 13.98
0.285 21 39.99 25.96 11.98 39.99 23.95 31.97 27.96 33.98 42 33.98 20 25.96 7.967 39.99 15.99
0.29 28.97 42 29.97 15.99 47.96 33.98 39.99 37.99 31.97 33.98 33.98 13.98 13.98 9.972 25.96 13.98
0.295 32.98 39.99 31.97 15.99 45.95 35.98 37.99 37.99 21.95 20 31.97 9.972 1.952 7.967 11.98 7.967
0.3 32.98 33.98 31.97 9.972 42 29.97 29.97 33.98 9.972 4.959 27.96 5.962 1.952 7.967 1.952 1.952
0.305 30.97 27.96 33.98 1.952 39.99 21.95 20 25.96 0 -1.002 29.97 7.967 -2.005 5.962 1.952 1.952
0.31 24.96 23.95 31.97 -2.005 40.99 15.99 13.98 17.99 0.9497 -2.005 31.97 7.967 6.964 3.957 6.964 1.952
0.315 18.99 21.95 25.96 -1.002 38.99 9.972 5.962 9.972 -5.012 -2.005 27.96 7.967 8.969 0 4.959 1.952
0.32 8.969 17.99 11.98 -5.012 27.96 0 -2.005 0 -11.03 -1.002 11.98 -2.005 0 -1.002 -2.005 0
0.325 -1.002 10.97 -1.002 -11.03 10.97 -9.022 -10.02 -7.017 -19.05 1.952 -3.007 -3.007 -10.02 -9.022 -8.02 0.9497
0.33 -9.022 0.9497 -17.04 -21.05 -6.015 -23 -22 -19.05 -21.05 1.952 -27.01 -11.03 -26.01 -15.04 -16.04 -3.007
0.335 -13.03 -3.007 -23 -23 -27.01 -31.02 -31.02 -21.05 -19.05 3.957 -33.03 -15.04 -31.02 -15.04 -21.05 -5.012
0.34 -7.017 -2.005 -18.04 -21.05 -37.04 -29.02 -32.03 -17.04 -13.03 9.972 -24.01 -13.03 -27.01 -13.03 -15.04 -7.017
0.345 2.955 1.952 -8.02 -15.04 -41.05 -21.05 -26.01 -11.03 -3.007 12.98 -8.02 -13.03 -20.05 -10.02 -11.03 -7.017
0.35 10.97 5.962 -2.005 -7.017 -37.04 -11.03 -17.04 -5.012 0.9497 5.962 3.957 -13.03 -15.04 -13.03 -13.03 -5.012
0.355 21 14.98 5.962 0.9497 -28.02 -2.005 -10.02 -3.007 0 0 13.98 -12.03 -15.04 -12.03 -19.05 -2.005
0.36 21 20 5.962 0.9497 -19.05 1.952 -5.012 -1.002 -4.01 -3.007 9.972 -13.03 -23 -13.03 -25.01 0
0.365 10.97 16.99 0 0.9497 -13.03 7.967 -6.015 0.9497 -11.03 -6.015 2.955 -13.03 -22 -8.02 -25.01 1.952
0.37 6.964 15.99 0 2.955 -13.03 15.99 -7.017 0 -18.04 -5.012 1.952 -5.012 -17.04 -3.007 -27.01 7.967
0.375 0.9497 10.97 1.952 3.957 -18.04 21 -16.04 1.952 -24.01 -1.002 -1.002 -2.005 -9.022 -1.002 -23 6.964
0.38 -1.002 9.972 -3.007 0 -29.02 17.99 -23 0 -27.01 -2.005 -7.017 0.9497 -5.012 1.952 -19.05 3.957
0.385 2.955 10.97 -10.02 -2.005 -39.04 3.957 -28.02 0.9497 -27.01 -1.002 -12.03 0.9497 -6.015 2.955 -15.04 0
0.39 -5.012 6.964 -18.04 -1.002 -45 -5.012 -28.02 -1.002 -19.05 0.9497 -22 -3.007 -11.03 -2.005 -13.03 -1.002
0.395 -13.03 0.9497 -27.01 -9.022 -47.01 -19.05 -21.05 -3.007 -9.022 0.9497 -31.02 -9.022 -15.04 -5.012 -13.03 -3.007
0.4 -19.05 -8.02 -29.02 -17.04 -40.04 -23 -10.02 0.9497 -1.002 -1.002 -35.03 -17.04 -14.03 -11.03 -10.02 -5.012
0.405 -23 -14.03 -25.01 -23 -32.03 -17.04 -2.005 0 0 -4.01 -27.01 -19.05 -10.02 -11.03 -10.02 -5.012
0.41 -21.05 -17.04 -15.04 -23 -25.01 -7.017 -1.002 0 -2.005 -7.017 -13.03 -15.04 -5.012 -11.03 -13.03 -1.002
0.415 -13.03 -11.03 -5.012 -15.04 -18.04 -2.005 0.9497 0 -1.002 -4.01 0.9497 -5.012 -2.005 -3.007 -10.02 1.952
0.42 -7.017 0.9497 0 -5.012 -10.02 5.962 0.9497 0 -5.012 1.952 5.962 1.952 -2.005 1.952 -6.015 5.962
0.425 0.9497 3.957 7.967 3.957 -7.017 13.98 0 1.952 -5.012 5.962 11.98 11.98 -1.002 9.972 -1.002 7.967
0.43 2.955 7.967 11.98 13.98 -5.012 21.95 1.952 5.962 -3.007 14.98 9.972 15.99 1.952 13.98 0 9.972
0.435 6.964 9.972 13.98 20 -9.022 27.96 1.952 7.967 -1.002 17.99 5.962 15.99 -2.005 13.98 1.952 9.972
0.44 6.964 7.967 13.98 20 -13.03 29.97 0 9.972 0.9497 20 0 11.98 1.952 9.972 1.952 11.98
0.445 4.959 7.967 13.98 20 -19.05 25.96 0.9497 11.98 0 20 0.9497 7.967 5.962 7.967 1.952 11.98
0.45 2.955 9.972 13.98 21.95 -19.05 17.99 0.9497 11.98 3.957 17.99 -1.002 5.962 7.967 7.967 1.952 9.972
0.455 2.955 9.972 11.98 21.95 -19.05 9.972 0 9.972 9.972 15.99 0.9497 7.967 7.967 7.967 5.962 5.962
0.46 2.955 9.972 7.967 21.95 -15.04 1.952 1.952 5.962 13.98 11.98 0 7.967 1.952 7.967 5.962 1.952
0.465 2.955 7.967 3.957 20 -15.04 0 1.952 0 11.98 7.967 1.952 7.967 0.9497 7.967 3.957 1.952
0.47 0.9497 3.957 1.952 15.99 -11.03 0 1.952 -1.002 5.962 3.957 3.957 5.962 -5.012 5.962 0 3.957
0.475 0.9497 3.957 7.967 15.99 -3.007 3.957 3.957 -1.002 1.952 0 3.957 3.957 -1.002 7.967 0 5.962
0.48 2.955 7.967 20 17.99 7.967 9.972 13.98 -2.005 0 -2.005 9.972 3.957 5.962 9.972 7.967 9.972
0.485 8.969 13.98 31.97 20 25.96 11.98 25.96 3.957 1.952 0.9497 15.99 3.957 23.95 11.98 20 9.972
0.49 12.98 15.99 35.98 17.99 35.98 9.972 35.98 3.957 3.957 0.9497 20 5.962 33.98 13.98 29.97 7.967
0.495 10.97 11.98 27.96 7.967 31.97 1.952 33.98 0 1.952 0.9497 15.99 3.957 31.97 13.98 27.96 5.962
0.5 0.9497 1.952 7.967 0.9497 15.99 -5.012 21.95 -1.002 -1.002 0.9497 3.957 1.952 17.99 11.98 13.98 7.967
0.505 -7.017 -5.012 -11.03 -7.017 0.9497 -17.04 5.962 -5.012 -9.022 1.952 -5.012 0 0 9.972 0.9497 11.98
0.51 -17.04 -13.03 -27.01 -7.017 -13.03 -21.05 0.9497 -1.002 -11.03 11.98 -13.03 -2.005 -7.017 11.98 -11.03 15.99
0.515 -19.05 -13.03 -31.02 -1.002 -13.03 -19.05 0.9497 3.957 -5.012 21.95 -11.03 -2.005 -9.022 11.98 -13.03 17.99
0.52 -15.04 -9.022 -27.01 0 -7.017 -11.03 1.952 11.98 1.952 31.97 -3.007 -2.005 -3.007 11.98 -5.012 15.99
0.525 -7.017 -3.007 -19.05 1.952 0.9497 -3.007 7.967 13.98 9.972 31.97 1.952 0 0 7.967 0 11.98
0.53 0.9497 -2.005 -11.03 1.952 0 -3.007 9.972 11.98 9.972 23.95 9.972 3.957 3.957 3.957 5.962 7.967
0.535 2.955 1.952 -5.012 5.962 1.952 -3.007 7.967 7.967 3.957 13.98 11.98 9.972 7.967 5.962 7.967 5.962
0.54 8.969 7.967 0.9497 15.99 5.962 -5.012 5.962 3.957 -1.002 3.957 9.972 15.99 13.98 11.98 6.964 4.959
0.545 14.98 14.98 1.952 27.96 13.98 -1.002 5.962 3.957 -2.005 -2.005 7.967 20 18.99 20 4.959 0.9497
0.55 18.99 15.99 7.967 37.99 17.99 -2.005 5.962 1.952 -5.012 0.9497 5.962 20 17.99 23.95 3.957 0
0.555 14.98 16.99 9.972 33.98 15.99 0 4.959 -1.002 -2.005 0.9497 1.952 14.98 14.98 17.99 2.955 0
0.56 6.964 8.969 5.962 23.95 7.967 -2.005 -1.002 -11.03 0 -5.012 0.9497 4.959 4.959 6.964 0.9497 -6.015
0.565 0.9497 0 -2.005 9.972 -2.005 -1.002 -3.007 -19.05 -2.005 -7.017 1.952 -2.005 -1.002 -3.007 -2.005 -11.03
0.57 2.955 -1.002 -1.002 5.962 -1.002 -6.015 -2.005 -22 1.952 -7.017 8.969 1.952 1.952 -8.02 3.957 -9.022
0.575 4.959 3.957 -2.005 13.98 1.952 -6.015 0.9497 -18.04 5.962 0.9497 14.98 2.955 7.967 -2.005 5.962 -3.007
0.58 18.99 11.98 5.962 27.96 13.98 0.9497 9.972 -5.012 11.98 7.967 20 7.967 20 1.952 13.98 0
0.585 26.96 17.99 16.99 34.98 24.96 8.969 21.95 4.959 12.98 23.95 21 15.99 25.96 12.98 14.98 8.969
0.59 22.95 14.98 21 34.98 28.97 21 21.95 15.99 5.962 29.97 15.99 14.98 21 20 9.972 17.99
0.595 10.97 7.967 17.99 27.96 21.95 21.95 11.98 15.99 -2.005 23.95 5.962 7.967 3.957 15.99 0.9497 15.99
0.6 0.9497 -2.005 13.98 21.95 17.99 22.95 1.952 16.99 -6.015 17.99 2.955 4.959 -3.007 13.98 -7.017 13.98
0.605 -1.002 1.952 8.969 22.95 11.98 18.99 -7.017 13.98 -8.02 14.98 2.955 4.959 -6.015 12.98 -9.022 10.97
0.61 2.955 -1.002 5.962 29.97 13.98 16.99 -5.012 15.99 -6.015 12.98 5.962 6.964 0 12.98 -1.002 10.97
0.615 2.955 6.964 2.955 32.98 21.95 21 0.9497 11.98 0 18.99 12.98 8.969 10.97 16.99 -2.005 10.97
0.62 8.969 9.972 5.962 31.97 25.96 26.96 4.959 10.97 1.952 23.95 12.98 8.969 20 17.99 1.952 11.98
0.625 0.9497 7.967 1.952 25.96 21.95 25.96 3.957 7.967 -1.002 21.95 5.962 7.967 17.99 9.972 0 3.957
0.63 -1.002 4.959 -1.002 16.99 16.99 21 0 1.952 -5.012 15.99 0 6.964 10.97 5.962 0.9497 -1.002
0.635 -7.017 -2.005 0.9497 10.97 10.97 12.98 -1.002 1.952 -4.01 7.967 0 7.967 3.957 -1.002 -2.005 -10.02
0.64 -1.002 0.9497 5.962 11.98 11.98 5.962 -1.002 -1.002 -1.002 5.962 -2.005 11.98 3.957 -2.005 0.9497 -13.03
0.645 4.959 3.957 15.99 20 23.95 6.964 4.959 0.9497 3.957 11.98 8.969 16.99 13.98 2.955 7.967 -7.017
0.65 14.98 4.959 27.96 23.95 37.99 12.98 18.99 8.969 15.99 17.99 18.99 16.99 21 8.969 20 0.9497
0.655 18.99 3.957 35.98 23.95 45.95 20 29.97 13.98 20 23.95 21.95 11.98 20 9.972 20 -2.005
0.66 12.98 -1.002 33.98 15.99 45.95 20 30.97 11.98 18.99 21.95 16.99 0.9497 12.98 6.964 14.98 1.952
0.665 0.9497 -4.01 21.95 5.962 33.98 15.99 22.95 3.957 12.98 13.98 3.957 0 0.9497 1.952 2.955 0
0.67 -9.022 -11.03 7.967 -2.005 17.99 7.967 7.967 -1.002 3.957 5.962 -5.012 -1.002 -5.012 -2.005 -1.002 -3.007
0.675 -15.04 -12.03 0.9497 -1.002 3.957 3.957 -2.005 -7.017 0.9497 5.962 -13.03 0.9497 -4.01 -2.005 -4.01 -1.002
0.68 -21.05 -13.03 -3.007 -1.002 -2.005 5.962 0.9497 -5.012 -1.002 11.98 -15.04 -2.005 0.9497 -2.005 -2.005 0.9497
0.685 -19.05 -15.04 0.9497 -3.007 0 9.972 -2.005 -2.005 0 21.95 -13.03 -1.002 3.957 0.9497 -1.002 3.957
0.69 -17.04 -17.04 0 -9.022 1.952 9.972 1.952 1.952 1.952 29.97 -9.022 -5.012 7.967 -5.012 0.9497 0
0.695 -13.03 -17.04 3.957 -13.03 3.957 5.962 1.952 3.957 3.957 31.97 -5.012 -5.012 5.962 -7.017 0.9497 0.9497
0.7 -5.012 -13.03 7.967 -11.03 3.957 1.952 0 1.952 5.962 29.97 0.9497 0.9497 5.962 -3.007 0 0.9497
0.705 0.9497 -5.012 13.98 -1.002 3.957 3.957 0 1.952 7.967 23.95 5.962 5.962 9.972 1.952 3.957 0
0.71 10.97 1.952 20 5.962 7.967 11.98 1.952 1.952 7.967 17.99 15.99 13.98 17.99 9.972 11.98 3.957
0.715 18.99 9.972 21.95 9.972 13.98 20 7.967 0 5.962 7.967 20 13.98 25.96 13.98 13.98 3.957
0.72 16.99 9.972 15.99 5.962 15.99 20 11.98 -2.005 1.952 1.952 13.98 7.967 25.96 11.98 11.98 0
0.725 6.964 0 3.957 -1.002 11.98 11.98 9.972 -1.002 0 0 1.952 -2.005 17.99 5.962 3.957 -1.002
0.73 -5.012 -7.017 -5.012 -13.03 1.952 -2.005 3.957 -5.012 0 5.962 -7.017 -3.007 5.962 0 0.9497 -3.007
0.735 -17.04 -17.04 -15.04 -19.05 -5.012 -7.017 -2.005 -5.012 1.952 13.98 -13.03 -1.002 0 0 -3.007 0.9497
0.74 -19.05 -17.04 -15.04 -17.04 -9.022 -11.03 -1.002 -1.002 3.957 20 -11.03 -2.005 1.952 1.952 0.9497 1.952
0.745 -15.04 -11.03 -7.017 -11.03 -7.017 -7.017 -1.002 0 5.962 23.95 -3.007 1.952 9.972 1.952 0 3.957
0.75 -9.022 -7.017 -2.005 -9.022 -2.005 -3.007 -2.005 3.957 3.957 21.95 -2.005 -2.005 15.99 -2.005 1.952 0
0.755 -5.012 -5.012 1.952 -15.04 5.962 -1.002 1.952 3.957 0 17.99 -2.005 -3.007 17.99 -3.007 0 -1.002
0.76 -7.017 -11.03 0 -23 9.972 -5.012 3.957 1.952 -2.005 13.98 -1.002 -9.022 13.98 -7.017 -1.002 -7.017
0.765 -13.03 -17.04 -1.002 -31.02 5.962 -11.03 3.957 0 0.9497 9.972 -5.012 -9.022 7.967 -7.017 -7.017 -7.017
0.77 -17.04 -19.05 -11.03 -33.03 -2.005 -13.03 1.952 0 0.9497 7.967 -9.022 -5.012 1.952 -1.002 -7.017 -3.007
0.775 -17.04 -17.04 -15.04 -27.01 -5.012 -11.03 0 0 -2.005 3.957 -9.022 0.9497 0 -2.005 -5.012 -2.005
0.78 -15.04 -9.022 -13.03 -19.05 -9.022 -9.022 0 -2.005 0.9497 -2.005 -7.017 -2.005 -2.005 -2.005 -1.002 -2.005
0.785 -11.03 -5.012 -9.022 -15.04 -9.022 -11.03 0.9497 -1.002 -5.012 -3.007 -9.022 -1.002 -3.007 -3.007 -2.005 -1.002
0.79 -11.03 -3.007 -7.017 -17.04 -11.03 -17.04 -7.017 -11.03 -15.04 -11.03 -9.022 -13.03 -7.017 -13.03 -8.02 -8.02
0.795 -13.03 -7.017 -7.017 -21.05 -17.04 -27.01 -19.05 -23 -23 -15.04 -11.03 -23 -11.03 -23 -19.05 -17.04
0.8 -17.04 -11.03 -13.03 -25.01 -29.02 -37.04 -31.02 -33.03 -26.01 -17.04 -10.02 -25.01 -10.02 -27.01 -22 -20.05
0.805 -17.04 -11.03 -14.03 -25.01 -39.04 -39.04 -38.04 -35.03 -24.01 -15.04 -8.02 -21.05 -4.01 -27.01 -20.05 -22
0.81 -15.04 -9.022 -15.04 -17.04 -45 -35.03 -35.03 -31.02 -15.04 -11.03 -5.012 -9.022 0 -21.05 -9.022 -21.05
0.815 -5.012 0 -6.015 -3.007 -41.05 -21.05 -20.05 -20.05 0 0.9497 1.952 -2.005 10.97 -13.03 0.9497 -18.04
0.82 0.9497 2.955 -1.002 3.957 -29.02 -5.012 -4.01 -4.01 4.959 3.957 2.955 3.957 14.98 -5.012 13.98 -14.03
0.825 4.959 5.962 5.962 11.98 -17.04 5.962 3.957 -2.005 11.98 11.98 9.972 1.952 17.99 -2.005 17.99 -9.022
0.83 10.97 10.97 12.98 10.97 -9.022 9.972 8.969 4.959 13.98 16.99 15.99 0.9497 20 1.952 15.99 -1.002
0.835 16.99 12.98 15.99 6.964 -7.017 9.972 9.972 4.959 7.967 14.98 13.98 0.9497 18.99 1.952 14.98 2.955
0.84 12.98 11.98 13.98 -2.005 -9.022 7.967 3.957 1.952 3.957 11.98 13.98 0 20 0 9.972 9.972
0.845 10.97 12.98 15.99 0.9497 -10.02 6.964 5.962 4.959 1.952 13.98 12.98 1.952 18.99 1.952 10.97 15.99
0.85 4.959 11.98 11.98 -2.005 -10.02 9.972 5.962 8.969 4.959 15.99 3.957 0 10.97 0 6.964 13.98
0.855 2.955 4.959 5.962 -5.012 -14.03 11.98 5.962 13.98 4.959 13.98 -1.002 0 0.9497 0 1.952 12.98
0.86 -7.017 1.952 0.9497 -6.015 -20.05 11.98 3.957 18.99 4.959 11.98 -3.007 -1.002 -4.01 1.952 0 9.972
0.865 -9.022 -4.01 -9.022 -7.017 -26.01 10.97 1.952 12.98 1.952 5.962 -10.02 0.9497 -14.03 0.9497 -8.02 7.967
0.87 -15.04 -7.017 -17.04 -9.022 -37.04 1.952 -7.017 3.957 0.9497 -1.002 -17.04 -1.002 -19.05 -1.002 -15.04 0
0.875 -13.03 -4.01 -17.04 -10.02 -43.05 -1.002 -11.03 -2.005 -9.022 -10.02 -21.05 0 -20.05 -9.022 -20.05 -6.015
0.88 -15.04 -6.015 -20.05 -12.03 -45 -9.022 -20.05 -10.02 -19.05 -22 -23 -4.01 -19.05 -19.05 -29.02 -21.05
0.885 -17.04 -7.017 -19.05 -15.04 -45 -17.04 -31.02 -21.05 -31.02 -33.03 -27.01 -7.017 -25.01 -25.01 -33.03 -31.02
0.89 -17.04 -8.02 -16.04 -19.05 -47.01 -23 -38.04 -24.01 -42.05 -41.05 -28.02 -9.022 -26.01 -27.01 -37.04 -32.03
0.895 -17.04 -10.02 -14.03 -17.04 -47.01 -25.01 -44 -26.01 -44 -45 -28.02 -9.022 -28.02 -25.01 -36.04 -24.01
0.9 -15.04 -11.03 -7.017 -13.03 -47.01 -25.01 -47.01 -29.02 -39.04 -47.01 -25.01 -7.017 -23 -19.05 -29.02 -15.04
0.905 -9.022 -9.022 1.952 -7.017 -45 -21.05 -38.04 -29.02 -32.03 -39.04 -18.04 -7.017 -14.03 -13.03 -16.04 -6.015
0.91 -1.002 -7.017 1.952 -3.007 -41.05 -17.04 -33.03 -23 -26.01 -33.03 -10.02 -7.017 -8.02 -11.03 -8.02 -6.015
0.915 0.9497 -3.007 3.957 -5.012 -35.03 -15.04 -27.01 -21.05 -27.01 -29.02 -3.007 -3.007 -7.017 -11.03 -7.017 -11.03
0.92 2.955 -1.002 1.952 -7.017 -27.01 -13.03 -25.01 -19.05 -27.01 -27.01 0.9497 -2.005 -9.022 -9.022 -10.02 -12.03
0.925 2.955 0 5.962 -5.012 -15.04 -13.03 -21.05 -13.03 -21.05 -23 0 5.962 -11.03 -5.012 -12.03 -7.017
0.93 4.959 5.962 11.98 -1.002 0.9497 -9.022 -9.022 -3.007 -9.022 -15.04 1.952 11.98 -7.017 0.9497 -11.03 1.952
0.935 6.964 11.98 20 0 9.972 -1.002 0 3.957 1.952 -7.017 3.957 11.98 0.9497 1.952 -1.002 20
0.94 8.969 13.98 25.96 1.952 13.98 0 13.98 15.99 13.98 -2.005 5.962 5.962 5.962 5.962 1.952 29.97
0.945 6.964 9.972 21.95 0.9497 5.962 3.957 20 20 15.99 3.957 3.957 -2.005 11.98 5.962 7.967 25.96
