    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1
0 -3.067 -1.022 -9.045 0.9438 -31.07 -15.02 -55.06 -35 -67.01 -27.06 -11.01 25.96 -23.04 3.933 -51.04 3.933
0.005 2.989 1.966 0.9438 7.944 -29.02 -11.01 -55.06 -31.07 -55.06 -21 -7 28 -23.04 5.978 -49 1.966
0.01 18.96 14 7.944 21.94 -23.04 -9.045 -49 -27.06 -43.02 -17.07 -3.067 28 -17.07 9.989 -41.06 0.9438
0.015 30.99 25.96 15.97 29.97 -17.07 -7 -43.02 -25.01 -33.03 -21 0.9438 23.99 -13.06 11.96 -31.07 -11.01
0.02 35 29.97 15.97 31.93 -11.01 -9.045 -33.03 -25.01 -29.02 -27.06 0 15.97 -9.045 9.989 -23.04 -21
0.025 28.94 28 11.96 25.96 -5.034 -9.045 -23.04 -25.01 -25.01 -33.03 1.966 7.944 -7 3.933 -17.07 -29.02
0.03 14.94 17.93 3.933 14 0 -11.01 -11.01 -23.04 -17.07 -29.02 3.933 0 -1.022 0.9438 -9.045 -29.02
0.035 0.9438 3.933 0.9438 0.9438 9.989 -11.01 -2.045 -15.02 -5.034 -19.03 9.989 0.9438 1.966 -5.034 -2.045 -19.03
0.04 -7 0.9438 -5.034 -17.07 17.93 -11.01 9.989 -5.034 5.978 -5.034 14 -1.022 15.97 -7 14 -3.067
0.045 -11.01 -3.067 -3.067 -29.02 21.94 -9.045 19.98 3.933 17.93 1.966 17.93 0.9438 25.96 -3.067 28 3.933
0.05 -9.045 -3.067 0.9438 -31.07 21.94 -1.022 25.96 15.97 23.99 11.96 17.93 -2.045 28 1.966 33.98 11.96
0.055 -5.034 -3.067 0 -25.01 17.93 5.978 28 25.96 23.99 15.97 15.97 0 23.99 11.96 29.97 9.989
0.06 -1.022 -7 3.933 -11.01 11.96 19.98 25.96 33.98 19.98 15.97 11.96 3.933 15.97 19.98 17.93 1.966
0.065 7 -14 3.933 0.9438 5.978 29.97 19.98 33.98 11.96 14 11.96 5.978 5.978 22.97 7.944 0.9438
0.07 10.93 -22.02 1.966 1.966 0 28 11.96 28 5.978 7.944 11.96 7.944 1.966 18.96 1.966 -5.034
0.075 10.93 -29.02 -2.045 1.966 -1.022 17.93 1.966 15.97 -2.045 0 11.96 5.978 1.966 7.944 -2.045 -3.067
0.08 7 -28 0.9438 0.9438 0 1.966 0 4.955 -3.067 -5.034 14.94 1.966 3.933 -1.022 -1.022 -5.034
0.085 0.9438 -18.01 1.966 -3.067 -2.045 -6.056 -2.045 -2.045 -5.034 -15.02 8.966 0 3.933 -6.056 2.989 -6.056
0.09 -1.022 -7 0.9438 -5.034 -3.067 -17.07 -3.067 -9.045 -3.067 -23.04 1.966 0 3.933 -15.02 1.966 -13.06
0.095 -3.067 0.9438 0 -5.034 0 -14 -2.045 -14 -1.022 -25.01 1.966 1.966 -2.045 -19.03 2.989 -20.06
0.1 -5.034 0.9438 -2.045 -3.067 -1.022 -10.07 1.966 -13.06 0 -18.01 -1.022 7.944 0.9438 -17.07 3.933 -24.07
0.105 -5.034 -3.067 -3.067 -1.022 -2.045 -5.034 -2.045 -9.045 3.933 -7 -7 15.97 -3.067 -5.034 0 -19.03
0.11 -5.034 -11.01 -7 1.966 -1.022 -1.022 -1.022 0 3.933 0.9438 -8.022 17.93 -5.034 7 -1.022 -7
0.115 -3.067 -16.04 -9.045 -1.022 1.966 -1.022 -1.022 0.9438 3.933 9.989 -10.07 19.98 -5.034 21.94 0 3.933
0.12 -1.022 -14 -10.07 -1.022 -3.067 0 0.9438 5.978 1.966 10.93 -11.01 14 -5.034 25.96 1.966 12.98
0.125 0.9438 -12.03 -9.045 0.9438 -4.011 -5.034 -1.022 2.989 5.978 7.944 -14 11.96 -3.067 17.93 5.978 7.944
0.13 2.989 -7 -1.022 0.9438 0 -7 2.989 -1.022 15.97 2.989 -10.07 9.989 0.9438 2.989 12.98 -2.045
0.135 4.955 0.9438 5.978 -2.045 0 -9.045 5.978 -1.022 25.96 1.966 -3.067 5.978 3.933 -5.034 17.93 -7
0.14 7 -2.045 18.96 0.9438 8.966 -12.03 12.98 -5.034 33.98 2.989 1.966 3.933 9.989 -11.01 25.96 -16.04
0.145 7 0.9438 26.98 -1.022 16.99 -16.04 18.96 -12.03 33.98 1.966 7 -2.045 17.93 -13.06 22.97 -18.01
0.15 2.989 -9.045 29.97 -3.067 21.94 -25.01 21.94 -17.07 23.99 -2.045 11.96 -5.034 23.99 -19.03 21.94 -23.04
0.155 2.989 -14 26.98 -5.034 24.93 -28 24.93 -24.07 14 -7 16.99 -13.06 25.96 -22.02 18.96 -26.03
0.16 2.989 -16.04 19.98 -5.034 24.93 -29.02 26.98 -28 5.978 -13.06 21 -17.07 25.96 -28 16.99 -31.07
0.165 4.955 -9.045 14 -1.022 23.99 -19.03 28 -23.04 5.978 -9.045 23.99 -19.03 25.96 -29.02 17.93 -33.03
0.17 7 -1.022 7.944 -2.045 23.99 -3.067 29.97 -7 9.989 -2.045 23.99 -17.07 23.99 -20.06 15.97 -31.07
0.175 8.966 2.989 3.933 0 17.93 9.989 28 7.944 11.96 14 19.98 -13.06 19.98 -6.056 14 -25.01
0.18 10.93 0 1.966 1.966 5.978 25.96 19.98 23.99 7.944 23.99 9.989 -7 11.96 0 5.978 -15.02
0.185 7 -7 -2.045 0 -3.067 33.98 7.944 28 0 23.99 -2.045 -3.067 1.966 7.944 0.9438 -9.045
0.19 0.9438 -19.03 -5.034 -2.045 -15.02 33.98 -1.022 21.94 -5.034 14 -9.045 -1.022 -5.034 9.989 -13.06 -5.034
0.195 -3.067 -29.02 -11.01 -1.022 -23.04 28 -13.06 7.944 -11.01 3.933 -17.07 0.9438 -15.02 5.978 -27.06 -7
0.2 -13.06 -27.06 -19.03 -3.067 -23.04 17.93 -15.02 -3.067 -9.045 0 -19.03 0.9438 -19.03 1.966 -33.03 -11.01
0.205 -19.03 -17.07 -23.04 -5.034 -21 9.989 -11.01 -17.07 -1.022 1.966 -19.03 -1.022 -15.02 0 -31.07 -13.06
0.21 -21 -1.022 -21 -7 -15.02 1.966 0.9438 -25.01 7.944 7.944 -17.07 -1.022 -5.034 1.966 -19.03 -13.06
0.215 -21 5.978 -15.02 -5.034 -5.034 -1.022 11.96 -31.07 23.99 9.989 -13.06 0.9438 5.978 1.966 0.9438 -13.06
0.22 -19.03 11.96 -7 -1.022 3.933 -7 25.96 -37.04 35.94 3.933 -9.045 0.9438 19.98 1.966 15.97 -17.07
0.225 -15.02 9.989 -1.022 0 17.93 -15.02 35.94 -45.07 39.96 -3.067 -7 -2.045 28 -1.022 33.98 -23.04
0.23 -13.06 5.978 0.9438 0 25.96 -21 39.96 -51.04 35.94 -13.06 -3.067 0.9438 23.99 -11.01 42 -31.07
0.235 -9.045 0 -1.022 0 23.99 -27.06 33.98 -57.02 23.99 -17.07 -5.034 -3.067 9.989 -21 39.96 -35
0.24 -7 0.9438 -3.067 0.9438 9.989 -29.02 23.99 -55.06 11.96 -13.06 -9.045 -11.01 -1.022 -27.06 29.97 -33.03
0.245 -3.067 -1.022 -5.034 -1.022 -3.067 -31.07 11.96 -47.03 5.978 -3.067 -15.02 -17.07 -13.06 -25.01 17.93 -23.04
0.25 -3.067 -1.022 -5.034 -5.034 -21 -31.07 3.933 -35 5.978 1.966 -21 -23.04 -19.03 -19.03 7.944 -9.045
0.255 -5.034 -1.022 -3.067 -7 -31.07 -29.02 0.9438 -27.06 7.944 5.978 -25.01 -27.06 -17.07 -13.06 3.933 -1.022
0.26 -9.045 -3.067 -3.067 -11.01 -35 -25.01 -5.034 -23.04 7.944 3.933 -25.01 -33.03 -15.02 -11.01 1.966 0.9438
0.265 -15.02 -5.034 -5.034 -15.02 -33.03 -19.03 -9.045 -23.04 5.978 -2.045 -21 -35 -13.06 -13.06 3.933 -5.034
0.27 -19.03 -9.045 -5.034 -17.07 -27.06 -9.045 -9.045 -23.04 5.978 -1.022 -15.02 -33.03 -11.01 -15.02 5.978 -9.045
0.275 -23.04 -11.01 -5.034 -13.06 -13.06 0 -3.067 -15.02 7.944 -2.045 -9.045 -21 -5.034 -9.045 9.989 -9.045
0.28 -23.04 -7 -3.067 -3.067 0 17.93 3.933 -1.022 19.98 11.96 -5.034 -7 0.9438 -2.045 15.97 -1.022
