    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1
0 12.93 5.921 3.947 9.967 -3.059 5.921 -7.006 -11.05 -9.079 -3.059 11.94 7.993 -9.079 -13.03 -5.033 17.96
0.005 8.98 1.974 0 5.921 -9.079 -1.085 -11.05 -13.03 -11.05 -1.085 11.94 7.993 -5.033 -19.05 -3.059 11.94
0.01 10.95 0 1.974 5.921 -9.079 -7.006 -11.05 -11.05 -7.006 0.9868 13.91 11.94 -2.072 -17.07 0.9868 9.967
0.015 15 3.947 7.993 9.967 -1.085 -7.006 -3.059 -3.059 -1.085 1.974 13.91 17.96 9.967 -9.079 3.947 13.91
0.02 18.95 9.967 19.93 15.99 5.921 -2.072 5.921 3.947 1.974 9.967 15.99 27.93 21.91 -2.072 13.91 21.91
0.025 22.99 19.93 31.97 21.91 21.91 11.94 17.96 15.99 9.967 15.99 19.93 31.97 33.95 5.921 23.98 33.95
0.03 26.94 25.95 41.94 25.95 35.92 23.98 25.95 21.91 13.91 17.96 25.95 33.95 43.91 9.967 31.97 41.94
0.035 28.91 30 47.96 27.93 43.91 30 25.95 21.91 15.99 11.94 33.95 31.97 52.99 7.993 33.95 41.94
0.04 30.99 30 49.93 30 47.96 31.97 21.91 17.96 13.91 5.921 41.94 31.97 54.97 5.921 33.95 35.92
0.045 32.96 25.95 49.93 33.95 47.96 31.97 17.96 17.96 11.94 1.974 45.99 33.95 51.91 5.921 27.93 31.97
0.05 32.96 19.93 47.96 37.99 45.99 33.95 17.96 21.91 15 3.947 45.99 37.99 50.92 7.993 26.94 30
0.055 28.91 15.99 47.96 39.97 43.91 39.97 19.93 27.93 18.95 7.993 39.97 39.97 50.92 11.94 26.94 33.95
0.06 24.97 11.94 43.91 35.92 45.99 47.96 23.98 33.95 23.98 13.91 33.95 35.92 51.91 9.967 30 37.99
0.065 22.99 12.93 37.99 25.95 45.99 55.95 27.93 37.99 30.99 17.96 27.93 30 57.93 10.95 34.93 45
0.07 24.97 16.97 31.97 16.97 45.99 61.97 30 37.99 32.96 21.91 24.97 21.91 61.97 6.908 36.91 46.97
0.075 26.94 17.96 25.95 9.967 43.91 65.92 31.97 39.97 30 19.93 19.93 17.96 57.93 5.921 35.92 47.96
0.08 28.91 16.97 23.98 8.98 39.97 69.96 30 39.97 25.95 21.91 15 20.92 50.92 10.95 30 48.95
0.085 26.94 15 25.95 15 31.97 69.96 25.95 38.98 17.96 17.96 6.908 20.92 39.97 18.95 15.99 46.97
0.09 22.99 7.993 27.93 19.93 25.95 67.99 23.98 35.92 11.94 13.91 1.974 21.91 33.95 21.91 7.993 43.91
0.095 15 7.993 30.99 24.97 19.93 64.93 23.98 32.96 10.95 7.993 4.934 22.99 33.95 27.93 6.908 43.91
0.1 10.95 3.947 24.97 17.96 17.96 54.97 23.98 24.97 11.94 0 7.993 16.97 37.99 23.98 7.993 33.95
0.105 2.96 5.921 15.99 3.947 17.96 41.94 23.98 13.91 11.94 -3.059 3.947 5.921 37.99 9.967 13.91 21.91
