    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1
0 -15.01 -9.058 -5.025 -15.01 -21.03 -15.01 -7.011 -5.025 -21.03 -9.058 -9.058 -9.058 -15.01 -15.01 -9.058 -5.025
0.005 -5.025 -1.055 -3.04 -19.05 -15.01 -9.058 -3.04 -3.04 -21.03 0.9927 -2.047 -3.04 -11.04 -15.01 0.9927 -1.055
0.01 8.996 7.941 -1.055 -17.06 -1.055 0.9927 0 0.9927 -15.01 1.985 7.941 0 -5.025 -13.03 5.956 0
0.015 24.94 15.94 -2.047 -11.04 9.989 3.971 3.971 1.985 -9.058 5.956 11.97 3.971 -1.055 -7.011 11.97 3.971
0.02 28.97 9.989 0.9927 -5.025 19.98 7.941 1.985 3.971 -5.025 11.97 7.941 1.985 -1.055 -5.025 9.989 3.971
0.025 20.97 -2.047 -3.04 -1.055 21.96 3.971 0.9927 1.985 -3.04 17.99 1.985 0.9927 -5.025 -3.04 1.985 -2.047
0.03 6.949 -9.058 -5.025 0.9927 17.99 -2.047 -5.025 -2.047 -5.025 23.95 -2.047 -3.04 -9.058 -3.04 -1.055 -1.055
0.035 -1.055 -9.058 -1.055 0.9927 11.97 -1.055 -7.011 -2.047 -3.04 21.96 -2.047 -5.025 -5.025 -1.055 -3.04 0.9927
0.04 0.9927 -3.04 -2.047 0.9927 3.971 -1.055 -5.025 0 0.9927 9.989 1.985 0.9927 -2.047 -2.047 0.9927 3.971
0.045 2.978 -2.047 3.971 0 -2.047 -2.047 0.9927 5.956 1.985 0.9927 5.956 1.985 9.989 3.971 1.985 13.96
0.05 0.9927 -2.047 3.971 3.971 -3.04 0 -2.047 7.941 7.941 -9.058 3.971 5.956 17.99 9.989 5.956 19.98
0.055 -3.04 -3.04 3.971 7.941 -7.011 0 -2.047 9.989 11.97 -7.011 1.985 5.956 21.96 11.97 3.971 21.96
0.06 -9.058 -5.025 3.971 11.97 -7.011 -2.047 -2.047 9.989 13.96 -2.047 0.9927 3.971 19.98 11.97 0 19.98
0.065 -5.025 -1.055 7.941 13.96 -3.04 0.9927 0 11.97 13.96 7.941 -1.055 1.985 15.94 11.97 0.9927 15.94
0.07 0.9927 3.971 13.96 11.97 0.9927 -2.047 3.971 15.94 11.97 7.941 -3.04 1.985 15.94 9.989 -3.04 15.94
0.075 8.996 11.97 15.94 9.989 -1.055 -2.047 7.941 15.94 9.989 0.9927 -5.025 1.985 11.97 7.941 -5.025 13.96
0.08 0.9927 5.956 11.97 5.956 -11.04 0.9927 5.956 11.97 5.956 -15.01 -9.058 0.9927 5.956 1.985 -9.058 9.989
0.085 -15.01 -5.025 1.985 0 -25 -7.011 -2.047 3.971 -2.047 -27.05 -13.03 -5.025 -3.04 -1.055 -13.03 0
0.09 -35.05 -19.05 -1.055 -1.055 -35.05 -15.01 -5.025 0.9927 -3.04 -29.04 -17.06 -11.04 -15.01 -11.04 -17.06 -7.011
0.095 -39.02 -21.03 -3.04 -5.025 -33.01 -17.06 -7.011 -3.04 -7.011 -19.05 -15.01 -11.04 -25 -15.01 -15.01 -15.01
0.1 -21.03 -5.025 0 -5.025 -17.06 -11.04 -1.055 0.9927 -7.011 -7.011 -7.011 -1.055 -21.03 -13.03 -7.011 -13.03
0.105 4.963 11.97 7.941 -5.025 -2.047 -2.047 5.956 3.971 -5.025 1.985 -2.047 5.956 -11.04 -7.011 -2.047 -5.025
0.11 28.97 27.98 13.96 -5.025 13.96 13.96 13.96 9.989 -3.04 11.97 7.941 15.94 0.9927 -1.055 5.956 0
0.115 30.96 26 7.941 -7.011 19.98 23.95 13.96 7.941 -5.025 19.98 13.96 15.94 1.985 0.9927 9.989 3.971
0.12 17 11.97 0.9927 -9.058 15.94 21.96 5.956 0 -7.011 26 11.97 9.989 0 -1.055 7.941 0
0.125 0.9927 -2.047 -9.058 -7.011 11.97 11.97 0.9927 -3.04 -7.011 27.98 7.941 0 -1.055 -3.04 5.956 -1.055
0.13 0.9927 -1.055 -15.01 -3.04 9.989 3.971 -5.025 -7.011 -5.025 23.95 5.956 -1.055 -3.04 -5.025 5.956 -3.04
0.135 8.996 -2.047 -15.01 -2.047 11.97 0 -3.04 -3.04 -1.055 9.989 5.956 -1.055 0.9927 -1.055 9.989 0.9927
0.14 20.97 1.985 -13.03 1.985 11.97 0 0.9927 -2.047 -2.047 -3.04 5.956 0.9927 1.985 -2.047 13.96 1.985
0.145 17 -2.047 -13.03 0 3.971 0 0.9927 0 -2.047 -13.03 3.971 0.9927 5.956 1.985 11.97 5.956
0.15 0.9927 -11.04 -19.05 -1.055 -1.055 0.9927 -3.04 0.9927 -1.055 -11.04 -2.047 -5.025 0 0 3.971 1.985
0.155 -21.03 -25 -25 -5.025 -7.011 -7.011 -11.04 -5.025 -5.025 0.9927 -3.04 -11.04 -5.025 0.9927 -1.055 0.9927
0.16 -29.04 -27.05 -25 -5.025 -5.025 -15.01 -17.06 -9.058 -5.025 9.989 -5.025 -15.01 -9.058 0.9927 -5.025 -1.055
0.165 -17.06 -19.05 -17.06 0.9927 -2.047 -15.01 -17.06 -7.011 -2.047 11.97 -3.04 -11.04 -5.025 1.985 -3.04 -2.047
0.17 -1.055 -9.058 -7.011 5.956 5.956 -13.03 -11.04 -1.055 5.956 -2.047 -3.04 -5.025 -2.047 9.989 0.9927 7.941
0.175 8.996 -7.011 -1.055 9.989 0 -9.058 -5.025 0.9927 9.989 -19.05 -5.025 -3.04 5.956 15.94 0.9927 13.96
0.18 -1.055 -17.06 -3.04 7.941 -11.04 -9.058 -7.011 -1.055 6.949 -39.02 -15.01 -9.058 1.985 13.96 -7.011 9.989
