    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1 212.1
0 -63.07 -43.08 -33.04 -5.075 -41.01 -1.036 -1.036 17.92 -5.075 1.968 -69.08 -9.01 -27.03 5.903 3.936 -17.09
0.005 -65.04 -35.01 -39.04 0.9321 -41.01 -1.036 -19.06 1.968 -12.01 -11.08 -75.09 1.968 -39.04 13.98 -7.043 -5.075
0.01 -85.03 -41.01 -45.05 -7.043 -51.06 -3.003 -27.03 -5.075 -22.06 -31.07 -87.1 -4.039 -49.09 9.942 7.975 -15.02
0.015 -87.1 -36.04 -43.08 -8.078 -59.03 -10.05 -25.06 -1.036 -19.06 -42.05 -87.1 -15.02 -61 10.98 -3.003 -14.09
0.02 -71.05 -22.06 -26.1 0.9321 -53.03 -12.01 -23.1 0 -21.02 -42.05 -73.01 -19.06 -57.06 10.98 -4.039 -12.01
0.025 -63.07 -21.02 -11.08 -1.036 -41.01 -13.05 -13.05 -9.01 -30.03 -34.07 -59.03 -26.1 -45.05 -6.007 9.942 -29.1
0.03 -43.08 -18.02 -4.039 -1.036 -29.1 -12.01 -11.08 -10.05 -31.07 -26.1 -45.05 -31.07 -45.05 -12.01 -18.02 -28.07
0.035 -19.06 -17.09 0.9321 -2.071 -17.09 -15.02 -7.043 -15.02 -35.01 -21.02 -33.04 -25.06 -43.08 -11.08 -35.01 -15.02
0.04 -13.05 -27.03 0.9321 -3.003 -11.08 -9.01 5.903 -5.075 -43.08 -27.03 -29.1 -33.04 -45.05 -19.06 -15.02 -29.1
0.045 -9.01 -25.06 -1.036 -4.039 -15.02 -9.01 11.91 7.975 -24.03 -24.03 -25.06 -32 -55.1 -8.078 -13.05 -19.06
0.05 -1.036 -14.09 0 -1.036 -19.06 -8.078 0.9321 6.939 -3.003 -8.078 -7.043 -15.02 -45.05 -1.036 9.942 -2.071
0.055 -1.036 -10.05 6.939 -1.036 -15.02 -2.071 -19.06 0 -6.007 -7.043 0 -10.05 -39.04 -5.075 24.96 -28.07
0.06 0.9321 -3.003 3.936 -7.043 -15.02 -7.043 -37.08 -13.05 -17.09 -13.05 3.936 -15.02 -43.08 -1.036 -3.003 -37.08
0.065 -1.036 -6.007 0.9321 -10.05 -11.08 -14.09 -41.01 -20.09 -25.06 -2.071 15.95 -19.06 -33.04 0 -12.01 -26.1
0.07 -17.09 -28.07 -14.09 -21.02 -9.01 -16.05 -25.06 -19.06 -38.01 -7.043 14.91 -40.08 -38.01 -19.06 -12.01 -47.02
0.075 -39.04 -50.02 -36.04 -45.05 -19.06 -30.03 -13.05 -22.06 -35.01 -11.08 5.903 -58.1 -45.05 -27.03 -14.09 -48.05
0.08 -59.03 -73.01 -56.03 -66.08 -37.08 -51.06 -18.02 -36.04 -25.06 -11.08 10.98 -67.01 -32 -42.05 4.971 -48.05
0.085 -73.01 -93 -69.08 -92.07 -61 -71.05 -40.08 -49.09 -45.05 -30.03 6.939 -77.05 -32 -70.01 1.968 -89.07
0.09 -85.03 -93 -85.03 -97.04 -82.02 -91.03 -66.08 -61 -59.03 -41.01 -1.036 -86.06 -38.01 -71.05 -22.06 -94.04
0.095 -89.07 -86.06 -79.02 -80.06 -87.1 -94.04 -66.08 -55.1 -60.07 -29.1 -2.071 -70.01 -28.07 -58.1 -15.02 -67.01
0.1 -79.02 -71.05 -65.04 -60.07 -74.05 -77.05 -55.1 -41.01 -63.07 -20.09 -3.003 -57.06 -29.1 -50.02 -8.078 -60.07
0.105 -63.07 -54.06 -46.09 -47.02 -67.01 -64 -53.03 -40.08 -57.06 -21.02 -9.01 -56.03 -37.08 -41.01 -18.02 -52.09
0.11 -43.08 -43.08 -26.1 -34.07 -51.06 -61 -56.03 -45.05 -41.01 -23.1 -6.007 -47.02 -36.04 -42.05 -2.071 -45.05
0.115 -17.09 -32 -8.078 -29.1 -30.03 -52.09 -50.02 -33.04 -29.1 -27.03 -11.08 -44.02 -32 -43.08 14.91 -53.03
0.12 -15.02 -24.03 -7.043 -26.1 -17.09 -44.02 -40.08 -30.03 -17.09 -33.04 -29.1 -32 -39.04 -35.01 13.98 -46.09
0.125 -17.09 -12.01 -6.007 -11.08 -8.078 -32 -22.06 -21.02 -11.08 -41.01 -31.07 -6.007 -46.09 -13.05 14.91 -21.02
0.13 -3.003 5.903 1.968 -1.036 -3.003 -7.043 -6.007 -3.003 -17.09 -37.08 -38.01 3.936 -52.09 -4.039 2.9 -19.06
0.135 -1.036 6.939 -4.039 7.975 -17.09 -1.036 -19.06 0 -31.07 -39.04 -43.08 -6.007 -67.01 -11.08 -34.07 -22.06
0.14 -1.036 0 -11.08 10.98 -26.1 -2.071 -43.08 1.968 -27.03 -38.01 -35.01 -15.02 -79.02 -22.06 -42.05 -24.03
0.145 8.907 0.9321 -11.08 12.95 -27.03 0.9321 -40.08 15.95 -16.05 -17.09 -18.02 -26.1 -64 -20.09 -11.08 -21.02
0.15 0.9321 -17.09 -35.01 -2.071 -40.08 -5.075 -32 9.942 -25.06 -11.08 -5.075 -42.05 -52.09 -19.06 -16.05 -20.09
