    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1 238.1
0 12.91 21.97 27.9 50 77.9 71.97 59.99 65.92 17.91 3.953 25.93 27.9 43.95 31.97 23.95 57.9
0.005 18.95 45.93 31.97 40 55.92 45.93 40 20 -1.046 -21.04 30 17.91 41.97 27.9 17.91 37.9
0.01 22.9 50 27.9 25.93 31.97 20 20 -15.11 -21.04 -39.07 25.93 7.906 27.9 20 11.98 17.91
0.015 18.95 35.93 15.93 7.906 1.977 -1.046 0.9301 -43.02 -37.09 -47.09 13.95 0 5.93 5.93 3.953 3.953
0.02 10.93 9.999 1.977 -9.069 -23.02 -31.04 -23.02 -61.04 -49.06 -43.02 -2.093 -2.093 -11.05 -11.05 -3.023 0
0.025 0.9301 -9.069 -9.069 -33.02 -53.02 -63.02 -45.11 -75.11 -55.11 -35.11 -11.05 -2.093 -25.11 -31.04 -19.07 -2.093
0.03 -7.092 -15.11 -17.09 -51.04 -77.09 -91.04 -63.02 -83.02 -57.09 -29.07 -17.09 1.977 -29.07 -41.04 -33.02 -1.046
0.035 -5.116 -5.116 -13.02 -55.11 -87.08 -107.1 -71.04 -89.06 -53.02 -33.02 -11.05 7.906 -25.11 -37.09 -45.11 -11.05
0.04 0.9301 7.906 -3.023 -43.02 -86.04 -103 -73.02 -88.01 -49.06 -41.04 0.9301 11.98 -17.09 -19.07 -53.02 -29.07
0.045 20.93 23.95 5.93 -19.07 -77.09 -83.02 -73.02 -83.02 -49.06 -53.02 5.93 17.91 -15.11 -2.093 -53.02 -45.11
0.05 30.93 27.9 11.98 1.977 -70.11 -49.06 -73.02 -64.06 -57.09 -59.06 5 21.97 -19.07 15.93 -51.04 -55.11
0.055 28.95 17.91 5.93 20 -66.04 -17.09 -74.06 -42.09 -69.06 -57.09 -2.093 23.95 -27.09 27.9 -49.06 -48.02
0.06 12.91 7.906 -3.023 30 -69.06 3.953 -77.09 -21.04 -79.06 -39.07 -21.04 25.93 -33.02 27.9 -45.11 -33.02
0.065 -3.023 0.9301 -20.11 26.97 -68.02 20 -74.06 1.977 -78.02 -16.04 -34.07 17.91 -33.02 21.97 -41.04 -8.022
0.07 -19.07 -1.046 -32.09 15 -62.09 21.97 -64.06 10.93 -66.04 5 -38.02 7.906 -25.11 15.93 -35.11 12.91
0.075 -27.09 -1.046 -37.09 0 -45.11 21.97 -43.02 25.93 -39.07 27.9 -33.02 0 -17.09 13.95 -23.02 35.93
0.08 -25.11 -5.116 -34.07 -10.12 -17.09 22.9 -16.04 40 -6.046 42.9 -27.09 0.9301 -6.046 13.95 -6.046 52.9
0.085 -29.07 -17.09 -32.09 -18.02 3.953 22.9 5 51.97 18.95 52.9 -29.07 0.9301 -2.093 13.95 6.976 60.92
0.09 -41.04 -33.02 -39.07 -25.11 25.93 25.93 30 59.99 40 53.95 -33.02 0.9301 -3.023 11.98 23.95 57.9
0.095 -53.02 -53.02 -45.11 -24.07 45.93 30.93 47.9 65.92 59.99 55.92 -36.04 -4.069 -2.093 8.953 38.95 51.97
0.1 -61.04 -65.11 -48.02 -19.07 58.95 35 64.99 66.97 65.92 53.95 -33.02 -12.09 1.977 8.953 45 48.95
0.105 -59.06 -67.09 -39.07 -9.069 65.92 40 75.92 71.97 67.9 55.92 -21.04 -23.02 1.977 7.906 45.93 50
0.11 -35.11 -48.02 -16.04 7.906 73.95 46.97 79.99 81.97 62.9 59.99 -2.093 -23.02 15 20 42.9 63.95
0.115 -7.092 -19.07 2.907 30 78.95 53.95 75.92 89.99 51.97 64.99 10.93 -11.05 23.95 30.93 40 73.95
0.12 16.98 7.906 26.97 51.97 74.99 64.99 65.92 97.9 36.97 64.99 25 1.977 30.93 41.97 30.93 71.97
0.125 32.9 37.9 42.9 61.97 66.97 67.9 59.99 95.92 25.93 58.95 32.9 17.91 35.93 42.9 27.9 61.97
0.13 38.95 46.97 46.97 61.97 57.9 66.97 53.95 83.95 26.97 41.97 36.97 23.95 40.93 33.95 26.97 35.93
0.135 36.97 41.97 40 45.93 45.93 53.95 50 59.99 33.95 23.95 33.95 11.98 40 11.98 30 5.93
0.14 28.95 25.93 36.97 27.9 40.93 30.93 50.93 28.95 47.9 0 33.95 1.977 40.93 -6.046 36.97 -14.07
0.145 22.9 9.999 27.9 -1.046 31.97 0.9301 43.95 -5.116 61.97 -19.07 30.93 -16.04 38.95 -28.02 45 -41.04
0.15 18.95 -2.093 23.95 -21.04 9.999 -33.02 30 -53.02 57.9 -47.09 25.93 -29.07 27.9 -51.04 50 -67.09
0.155 16.98 -1.046 20.93 -42.09 -15.11 -70.11 5 -97.08 40.93 -72.09 21.97 -43.02 16.98 -73.02 45 -94.06
0.16 16.98 -3.023 20.93 -58.02 -51.04 -102.1 -28.02 -137.1 6.976 -100.1 21.97 -53.02 5 -89.06 22.9 -118
0.165 16.98 -7.092 20 -67.09 -95.11 -133 -71.04 -171 -37.09 -129.1 17.91 -61.04 -5.116 -99.06 -7.092 -135.1
0.17 16.98 -7.092 18.95 -64.06 -128 -151 -110.1 -192.1 -84.06 -154.1 16.98 -61.04 -15.11 -99.06 -47.09 -140.1
0.175 16.98 -9.069 12.91 -61.04 -150.1 -155.1 -138 -202.1 -118 -178 10.93 -49.06 -23.02 -89.06 -81.04 -136
0.18 8.953 -5.116 7.906 -55.11 -153 -143 -145.1 -199.1 -133 -187.1 5.93 -31.04 -25.11 -73.02 -97.08 -131
0.185 -1.046 -5.116 3.953 -43.02 -134.1 -123 -128 -182.1 -117.1 -181 0.9301 -15.11 -21.04 -57.09 -87.08 -130.1
0.19 -19.07 -7.092 0 -31.04 -102.1 -93.01 -95.11 -152.1 -81.04 -153 1.977 -11.05 -9.069 -45.11 -61.04 -125.1
0.195 -35.11 -15.11 0.9301 -17.09 -63.02 -61.04 -53.02 -111 -41.04 -109.1 -5.116 -17.09 0.9301 -33.02 -29.07 -113
0.2 -45.11 -23.02 -3.023 -1.046 -24.07 -29.07 -15.11 -56.04 -9.069 -57.09 -9.069 -21.04 1.977 -17.09 -5.116 -77.09
0.205 -51.04 -29.07 -9.069 7.906 1.977 -2.093 5.93 -7.092 7.906 -5.116 -13.02 -17.09 1.977 0 -2.093 -29.07
0.21 -53.02 -33.02 -15.11 13.95 23.95 30 20 33.95 17.91 35.93 -15.11 -3.023 -2.093 25.93 0.9301 21.97
0.215 -55.11 -37.09 -19.07 11.98 37.9 51.97 30 67.9 25.93 65.92 -19.07 5.93 -1.046 43.95 -3.023 67.9
0.22 -59.06 -47.09 -21.04 3.953 47.9 61.97 37.9 89.99 35.93 85.92 -23.02 7.906 0.9301 45.93 0.9301 93.94
0.225 -65.11 -59.06 -21.04 -7.092 51.97 55.92 47.9 97.9 50 91.97 -29.07 0.9301 0 31.97 5.93 95.92
0.23 -67.09 -71.04 -25.11 -21.04 53.95 37.9 57.9 95.92 67.9 93.94 -31.04 -23.02 3.953 11.98 21.97 83.95
0.235 -69.06 -75.11 -27.09 -33.02 53.95 17.91 63.95 89.99 81.97 91.97 -29.07 -47.09 3.953 -1.046 31.97 67.9
0.24 -67.09 -69.06 -27.09 -41.04 50 1.977 63.95 81.97 93.94 89.99 -23.02 -61.04 0 -11.05 35.93 55.92
0.245 -59.06 -57.09 -21.04 -43.02 43.95 -1.046 59.99 73.95 99.99 85.92 -15.11 -55.11 -1.046 -13.02 35.93 51.97
0.25 -49.06 -43.02 -13.02 -41.04 33.95 -3.023 53.95 63.95 97.9 75.92 -9.069 -37.09 -5.116 -11.05 35.93 47.9
0.255 -35.11 -31.04 -3.023 -33.02 25.93 -1.046 47.9 51.97 87.9 59.99 -3.023 -13.02 -3.023 -7.092 35.93 43.95
0.26 -23.02 -17.09 -2.093 -21.04 20 0.9301 37.9 33.95 65.92 35.93 -2.093 -2.093 -2.093 -5.116 31.97 31.97
0.265 -13.02 0.9301 1.977 -5.116 15 -1.046 23.95 9.999 30 5.93 3.953 3.953 5.93 -1.046 20 11.98
0.27 -1.046 17.91 5.93 3.953 5 -7.092 2.907 -13.02 -10.12 -23.02 11.98 1.977 9.999 -1.046 -1.046 -3.023
0.275 8.953 35.93 15.93 13.95 -7.092 -15.11 -23.02 -41.04 -57.09 -57.09 21.97 0 7.906 -3.023 -29.07 -23.02
0.28 26.97 47.9 30 20 -28.02 -27.09 -52.09 -64.06 -92.08 -82.09 31.97 1.977 3.953 -11.05 -52.09 -39.07
0.285 46.97 45.93 41.97 21.97 -50.11 -41.04 -76.04 -80.11 -116 -98.01 40 7.906 1.977 -19.07 -64.06 -52.09
0.29 66.97 40 51.97 25.93 -65.11 -51.04 -87.08 -89.06 -125.1 -107.1 45.93 13.95 1.977 -23.02 -65.11 -65.11
0.295 76.97 35.93 57.9 33.95 -63.02 -51.04 -82.09 -90.11 -120.1 -104.1 51.97 15.93 7.906 -23.02 -60.11 -74.06
0.3 76.97 35.93 55.92 47.9 -53.02 -39.07 -67.09 -82.09 -111 -94.06 53.95 15.93 15.93 -13.02 -56.04 -80.11
0.305 62.9 40 50 57.9 -35.11 -15.11 -51.04 -67.09 -101 -79.06 45.93 13.95 20 0.9301 -57.09 -79.06
0.31 42.9 40 36.97 65.92 -18.02 9.999 -35.11 -43.02 -89.06 -53.02 35.93 15.93 13.95 9.999 -58.02 -66.04
0.315 16.98 35.93 20.93 61.97 -4.069 37.9 -22.09 -17.09 -74.06 -29.07 20 23.95 1.977 20 -55.11 -45.11
0.32 -5.116 27.9 5.93 53.95 0 57.9 -11.05 9.999 -53.02 -1.046 1.977 30 -7.092 25.93 -49.06 -21.04
0.325 -21.04 17.91 -4.069 40 8.953 65.92 0 38.95 -25.11 22.9 -9.069 31.97 -15.11 27.9 -29.07 1.977
0.33 -35.11 5.93 -16.04 23.95 23.95 65.92 17.91 60.92 5 43.95 -21.04 23.95 -13.02 27.9 -6.046 28.95
0.335 -37.09 -7.092 -25.11 7.906 31.97 55.92 35.93 75.92 40 57.9 -29.07 9.999 -9.069 21.97 9.999 47.9
0.34 -37.09 -32.09 -32.09 -2.093 41.97 41.97 52.9 82.9 72.9 68.95 -34.07 -1.046 -1.046 18.95 30 61.97
0.345 -41.04 -58.02 -37.09 -18.02 48.95 31.97 62.9 82.9 94.99 74.99 -36.04 -12.09 -1.046 10.93 41.97 68.95
0.35 -43.02 -79.06 -41.04 -33.02 50 20 67.9 81.97 107.9 75.92 -41.04 -23.02 -3.023 1.977 45.93 67.9
0.355 -45.11 -83.02 -39.07 -43.02 51.97 9.999 73.95 79.99 115 75.92 -35.11 -30.11 -7.092 0.9301 52.9 60.92
0.36 -47.09 -71.04 -35.11 -47.09 58.95 0 81.97 73.95 115 74.99 -34.07 -37.09 -9.069 -8.022 54.99 51.97
0.365 -41.04 -54.06 -25.11 -44.07 66.97 -2.093 90.92 73.95 113.9 68.95 -25.11 -38.02 -5.116 -11.05 59.99 40.93
0.37 -39.07 -39.07 -15.11 -33.02 70.92 0 91.97 65.92 100.9 54.99 -18.02 -37.09 0.9301 -12.09 56.97 30
0.375 -33.02 -33.02 -7.092 -19.07 65.92 1.977 83.95 51.97 78.95 31.97 -11.05 -28.02 0 -7.092 50.93 18.95
0.38 -33.02 -33.02 -9.069 -15.11 47.9 5.93 57.9 25.93 43.95 0 -7.092 -17.09 1.977 -9.069 33.95 1.977
0.385 -29.07 -30.11 -11.05 -12.09 26.97 3.953 26.97 0 8.953 -24.07 -4.069 -10.12 -2.093 -10.12 20 -8.022
0.39 -19.07 -20.11 -12.09 -14.07 1.977 -1.046 1.977 -28.02 -20.11 -52.09 -4.069 -7.092 -1.046 -14.07 0 -25.11
0.395 -7.092 -5.116 -11.05 -11.05 -7.092 -15.11 -21.04 -53.02 -45.11 -71.04 -1.046 -3.023 -3.023 -21.04 -9.069 -39.07
0.4 6.976 7.906 0 0 -7.092 -29.07 -29.07 -64.06 -58.02 -75.11 -2.093 0 0.9301 -21.04 -18.02 -50.11
0.405 26.97 23.95 8.953 20 -10.12 -33.02 -27.09 -70.11 -65.11 -78.02 7.906 11.98 -2.093 -15.11 -27.09 -61.04
0.41 32.9 40 20 41.97 -13.02 -25.11 -29.07 -69.06 -69.06 -73.02 15.93 27.9 1.977 -7.092 -37.09 -67.09
0.415 30.93 55.92 25 55.92 -20.11 -11.05 -32.09 -65.11 -66.04 -67.09 20 37.9 -2.093 -3.023 -43.02 -67.09
0.42 22.9 65.92 18.95 57.9 -26.04 -3.023 -35.11 -57.09 -63.02 -53.02 13.95 37.9 -3.023 0.9301 -46.04 -64.06
0.425 5 65.92 5.93 47.9 -31.04 -2.093 -39.07 -49.06 -53.02 -37.09 1.977 27.9 -9.069 0.9301 -45.11 -53.02
0.43 -7.092 51.97 -3.023 40 -27.09 1.977 -33.02 -30.11 -39.07 -12.09 -7.092 20 -15.11 0.9301 -40.11 -32.09
0.435 -23.02 25.93 -17.09 33.95 -13.02 9.999 -24.07 -4.069 -34.07 8.953 -15.11 15.93 -17.09 3.953 -36.04 -10.12
0.44 -31.04 1.977 -19.07 33.95 0.9301 23.95 -11.05 17.91 -33.02 25.93 -21.04 17.91 -15.11 15.93 -35.11 3.953
0.445 -27.09 -7.092 -21.04 33.95 12.91 43.95 1.977 42.9 -38.02 32.9 -17.09 21.97 -11.05 27.9 -32.09 20.93
0.45 -11.05 -5.116 -17.09 30 25 57.9 5 60.92 -40.11 30.93 -13.02 17.91 -7.092 31.97 -26.04 27.9
