    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.165 -23.05 -64.03 0.9966 -15.07 9.966 -1.121 24.91 5.979 -8.097 7.973 49.95 14.95 1.993 0.9966 -17.07 19.93
0.17 -25.04 -51.07 -3.114 -8.097 6.976 -1.121 5.979 1.993 -33.01 -2.118 38.99 8.969 -23.05 -6.104 -47.09 7.973
0.175 -25.04 -24.04 -5.107 5.979 0 -1.121 -1.121 5.979 -48.09 -5.107 37.99 8.969 -29.03 -4.111 -69.01 5.979
0.18 -7.101 10.96 0 38.99 8.969 7.973 3.986 17.94 -43.1 -7.101 34.88 6.976 -19.06 0 -73.12 9.966
0.185 18.94 49.95 17.94 74 17.94 25.91 14.95 24.91 -16.07 3.986 59.92 21.92 -4.111 7.973 -44.1 19.93
0.19 46.96 86.95 44.97 97.91 25.91 56.93 30.89 38.99 26.91 37.99 91.93 48.96 14.95 28.9 -7.101 46.96
0.195 73 99.91 63.91 102.9 48.96 85.96 49.95 50.95 59.92 45.97 85.96 46.96 34.88 28.9 9.966 52.94
0.2 92.93 90.94 76.99 93.93 59.92 87.95 46.96 50.95 59.92 25.91 64.9 25.91 35.88 17.94 8.969 39.99
0.205 90.94 71.88 81.97 74 49.95 48.96 35.88 33.88 52.94 11.96 50.95 11.96 27.9 9.966 5.979 32.89
0.21 82.97 47.96 76.99 52.94 44.97 7.973 25.91 9.966 40.98 0 35.88 2.99 19.93 -2.118 4.983 16.94
0.215 78.98 37.99 69.89 41.98 49.95 -11.09 24.91 0.9966 26.91 -1.121 31.89 3.986 12.96 -13.08 6.976 3.986
0.22 70.88 32.89 67.89 34.88 48.96 -16.07 27.9 0.9966 35.88 15.95 53.94 12.96 14.95 -8.097 17.94 20.93
0.225 60.92 25.91 61.91 31.89 57.93 0 40.98 8.969 41.98 15.95 50.95 7.973 22.92 -5.107 10.96 28.9
0.23 52.94 13.95 37.99 17.94 49.95 0.9966 37.99 9.966 19.93 -3.114 31.89 -1.121 11.96 -11.09 -1.121 15.95
0.235 34.88 -1.121 25.91 2.99 22.92 -23.05 22.92 2.99 25.91 7.973 57.93 0.9966 10.96 -8.097 -1.121 28.9
0.24 20.93 -7.101 21.92 -7.101 13.95 -30.02 22.92 8.969 29.9 25.91 66.9 13.95 16.94 -7.101 6.976 52.94
0.245 14.95 -11.09 9.966 -9.094 9.966 -36 15.95 11.96 3.986 15.95 48.96 17.94 5.979 -3.114 0 51.95
0.25 -5.107 -27.03 0 -9.094 -13.08 -51.07 -3.114 0.9966 -13.08 17.94 39.99 17.94 -5.107 -2.118 -19.06 51.95
0.255 -37.12 -45.1 -19.06 -9.094 -31.02 -45.1 -19.06 -13.08 -45.1 0.9966 7.973 9.966 -33.01 -1.121 -47.09 35.88
0.26 -61.04 -58.05 -55.06 -19.06 -51.07 -55.06 -42.11 -30.02 -83.09 -35 -30.02 3.986 -70.01 -9.094 -82.09 4.983
0.265 -85.08 -59.05 -61.04 -25.04 -73.12 -72 -56.06 -45.1 -77.11 -17.07 -22.05 17.94 -79.1 -7.101 -86.08 11.96
0.27 -81.1 -29.03 -51.07 -7.101 -59.05 -47.09 -40.11 -24.04 -57.05 5.979 1.993 35.88 -60.04 1.993 -72 42.98
0.275 -57.05 5.979 -45.1 7.973 -41.11 -34.01 -32.02 -8.097 -47.09 5.979 8.969 39.99 -50.08 13.95 -68.02 48.96
0.28 -47.09 21.92 -35 11.96 -47.09 -35 -35 -11.09 -39.12 9.966 21.92 25.91 -39.12 9.966 -65.03 47.96
0.285 -31.02 23.92 -17.07 15.95 -35 -22.05 -15.07 -5.107 -31.02 9.966 29.9 0 -23.05 -2.118 -49.08 39.99
0.29 2.99 31.89 5.979 27.9 -3.114 -23.05 7.973 1.993 -19.06 9.966 29.9 -7.101 -9.094 0.9966 -33.01 35.88
0.295 30.89 35.88 43.97 43.97 17.94 -13.08 31.89 15.95 -2.118 35.88 31.89 -3.114 7.973 3.986 -13.08 63.91
0.3 48.96 41.98 62.91 58.92 39.99 17.94 49.95 35.88 27.9 54.94 47.96 4.983 24.91 12.96 2.99 83.96
0.305 66.9 57.93 55.93 67.89 47.96 33.88 41.98 39.99 49.95 45.97 53.94 23.92 19.93 13.95 10.96 75.99
0.31 56.93 42.98 40.98 42.98 17.94 27.9 10.96 16.94 48.96 28.9 31.89 20.93 5.979 4.983 0 54.94
0.315 30.89 14.95 23.92 15.95 -7.101 17.94 -4.111 -2.118 46.96 16.94 27.9 1.993 1.993 -15.07 0 20.93
0.32 44.97 23.92 34.88 22.92 0.9966 5.979 0 -1.121 51.95 22.92 45.97 4.983 4.983 -18.06 0.9966 8.969
0.325 54.94 30.89 49.95 29.9 9.966 8.969 12.96 12.96 48.96 37.99 43.97 21.92 15.95 -3.114 -1.121 28.9
0.33 37 15.95 39.99 13.95 13.95 13.95 13.95 13.95 47.96 37.99 43.97 21.92 17.94 -3.114 -2.118 33.88
0.335 42.98 19.93 37.99 11.96 25.91 7.973 21.92 15.95 45.97 23.92 41.98 21.92 15.95 -1.121 1.993 29.9
0.34 40.98 3.986 34.88 0 29.9 -2.118 15.95 7.973 25.91 6.976 27.9 16.94 12.96 1.993 0.9966 28.9
0.345 12.96 -28.03 26.91 -28.03 19.93 -9.094 0.9966 -4.111 24.91 6.976 29.9 6.976 15.95 -10.09 0 20.93
0.35 12.96 -30.02 29.9 -23.05 29.9 -12.08 18.94 0.9966 30.89 13.95 41.98 9.966 24.91 -11.09 5.979 20.93
0.355 8.969 -33.01 21.92 -23.05 25.91 -17.07 29.9 9.966 25.91 15.95 39.99 19.93 35.88 0.9966 1.993 25.91
0.36 -23.05 -56.06 -2.118 -40.11 -1.121 -27.03 14.95 -2.118 12.96 14.95 29.9 16.94 31.89 -1.121 -5.107 14.95
0.365 -47.09 -56.06 -35 -43.1 -25.04 -36 10.96 -7.101 -20.06 0 11.96 -5.107 8.969 -1.121 -36 3.986
0.37 -65.03 -45.1 -52.07 -31.02 -36 -43.1 2.99 0 -51.07 6.976 20.93 0 1.993 0 -56.06 8.969
0.375 -73.12 -27.03 -44.1 -2.118 -39.12 -19.06 0 4.983 -41.11 44.97 48.96 16.94 3.986 13.95 -44.1 42.98
0.38 -43.1 24.91 -17.07 37.99 -14.08 25.91 21.92 37.99 -28.03 67.89 47.96 23.92 13.95 31.89 -33.01 74
0.385 2.99 82.97 20.93 74 10.96 51.95 40.98 65.9 -6.104 82.97 63.91 56.93 20.93 52.94 -14.08 90.94
0.39 44.97 113 58.92 83.96 40.98 74 45.97 65.9 8.969 86.95 77.98 66.9 28.9 51.95 2.99 81.97
0.395 56.93 105.9 64.9 59.92 59.92 77.98 42.98 55.93 -13.08 46.96 38.99 20.93 5.979 21.92 -17.07 39.99
0.4 48.96 79.98 54.94 25.91 52.94 35.88 30.89 38.99 -15.07 32.89 42.98 4.983 7.973 0.9966 -24.04 16.94
0.405 60.92 61.91 62.91 14.95 51.95 22.92 40.98 29.9 23.92 56.93 81.97 12.96 43.97 -8.097 9.966 17.94
0.41 64.9 53.94 63.91 8.969 59.92 37.99 62.91 33.88 45.97 54.94 76.99 10.96 56.93 -3.114 24.91 21.92
0.415 76.99 54.94 69.89 8.969 56.93 22.92 70.88 37.99 78.98 70.88 80.97 29.9 71.88 8.969 47.96 35.88
0.42 100.9 53.94 87.95 14.95 59.92 25.91 62.91 29.9 105.9 68.89 84.96 32.89 86.95 13.95 68.89 37.99
0.425 92.93 47.96 76.99 6.976 53.94 16.94 44.97 13.95 85.96 20.93 23.92 0.9966 59.92 -1.121 37.99 11.96
0.43 82.97 43.97 68.89 11.96 28.9 -19.06 16.94 -4.111 85.96 14.95 2.99 12.96 45.97 -2.118 32.89 8.969
0.435 86.95 43.97 74.99 19.93 19.93 -21.05 2.99 -19.06 95.92 14.95 12.96 30.89 41.98 3.986 41.98 0
0.44 54.94 22.92 46.96 5.979 16.94 -19.06 -3.114 -31.02 66.9 -14.08 -15.07 22.92 6.976 0 8.969 -27.03
0.445 12.96 -8.097 18.94 -17.07 1.993 -43.1 -16.07 -45.1 37 -16.07 -21.05 14.95 -6.104 1.993 -8.097 -36
0.45 -19.06 -48.09 -1.121 -37.12 -10.09 -49.08 -27.03 -41.11 8.969 -5.107 -1.121 3.986 0.9966 0.9966 -27.03 -35
0.455 -51.07 -77.11 -26.04 -42.11 -11.09 -37.12 -10.09 -20.06 -19.06 0 6.976 1.993 3.986 -3.114 -50.08 -36
0.46 -69.01 -77.11 -36 -29.03 -16.07 -21.05 0.9966 -2.118 -23.05 28.9 30.89 18.94 27.9 3.986 -42.11 -12.08
0.465 -79.1 -68.02 -45.1 -21.05 -25.04 4.983 0.9966 3.986 -42.11 43.97 37.99 35.88 30.89 15.95 -56.06 0
0.47 -91.06 -56.06 -64.03 -18.06 -33.01 19.93 -1.121 4.983 -74.12 32.89 7.973 32.89 15.95 12.96 -83.09 0
0.475 -79.1 -17.07 -51.07 -3.114 -35 9.966 0 9.966 -73.12 47.96 13.95 31.89 19.93 15.95 -75.12 15.95
0.48 -45.1 28.9 -17.07 11.96 -17.07 18.94 12.96 30.89 -54.06 65.9 33.88 31.89 20.93 19.93 -61.04 32.89
0.485 0.9966 70.88 16.94 38.99 11.96 39.99 32.89 46.96 -22.05 62.91 35.88 16.94 19.93 12.96 -37.12 16.94
0.49 50.95 97.91 60.92 64.9 35.88 59.92 41.98 45.97 23.92 64.9 51.95 12.96 28.9 10.96 -1.121 8.969
0.495 84.96 107.9 91.93 75.99 55.93 74 41.98 45.97 53.94 57.93 55.93 11.96 31.89 9.966 3.986 -1.121
0.5 115 110 110 81.97 75.99 77.98 51.95 43.97 77.98 47.96 41.98 7.973 51.95 3.986 25.91 -21.05
0.505 144.9 121 139.9 89.94 99.91 73 74.99 42.98 119 57.93 63.91 17.94 87.95 1.993 68.89 -14.08
0.51 149 123.9 144.9 80.97 120 71.88 89.94 56.93 122 52.94 63.91 8.969 90.94 0 73 -18.06
0.515 121 92.93 122 49.95 110 63.91 78.98 40.98 98.91 24.91 19.93 -7.101 59.92 -11.09 56.93 -50.08
0.52 96.92 54.94 102.9 24.91 79.98 39.99 50.95 10.96 94.92 16.94 23.92 0 51.95 -4.111 53.94 -50.08
0.525 82.97 37.99 83.96 11.96 61.91 25.91 43.97 9.966 75.99 23.92 33.88 3.986 38.99 0 32.89 -35
0.53 48.96 13.95 52.94 1.993 37.99 27.9 33.88 5.979 31.89 20.93 11.96 6.976 10.96 -1.121 1.993 -33.01
0.535 18.94 -2.118 29.9 -5.107 13.95 23.92 23.92 -1.121 7.973 17.94 17.94 15.95 -2.118 1.993 -23.05 -17.07
0.54 0.9966 -5.107 5.979 -9.094 3.986 17.94 15.95 -2.118 -9.094 5.979 11.96 13.95 -21.05 0 -53.07 -11.09
0.545 -31.02 -35 -19.06 -26.04 -13.08 8.969 -13.08 -23.05 -31.02 -17.07 -23.05 7.973 -59.05 -1.121 -80.1 -39.12
0.55 -23.05 -35 -3.114 -7.101 -11.09 1.993 -27.03 -35 -9.094 -27.03 -21.05 21.92 -43.1 7.973 -59.05 -39.12
0.555 2.99 1.993 23.92 24.91 14.95 1.993 -2.118 -14.08 10.96 -23.05 -15.07 27.9 -14.08 18.94 -30.02 -30.02
0.56 0.9966 2.99 15.95 15.95 8.969 3.986 -12.08 -24.04 0.9966 -29.03 -30.02 17.94 -26.04 2.99 -33.01 -44.1
0.565 0.9966 12.96 13.95 16.94 1.993 4.983 -8.097 -18.06 -3.114 -15.07 -19.06 5.979 -14.08 0 -32.02 -31.02
0.57 10.96 24.91 21.92 21.92 14.95 7.973 12.96 4.983 1.993 11.96 1.993 1.993 -1.121 8.969 -21.05 -4.111
0.575 -1.121 5.979 13.95 5.979 9.966 25.91 11.96 9.966 -9.094 23.92 5.979 1.993 -3.114 1.993 -27.03 -3.114
0.58 2.99 15.95 29.9 25.91 33.88 45.97 37.99 33.88 -11.09 25.91 17.94 0 9.966 5.979 -25.04 -2.118
0.585 18.94 44.97 49.95 48.96 57.93 52.94 67.89 48.96 -5.107 33.88 27.9 5.979 40.98 13.95 -12.08 5.979
0.59 6.976 32.89 33.88 30.89 34.88 51.95 54.94 22.92 -8.097 33.88 38.99 13.95 40.98 4.983 -14.08 -8.097
0.595 20.93 37.99 34.88 21.92 34.88 52.94 60.92 27.9 -8.097 37.99 42.98 7.973 45.97 4.983 -11.09 -18.06
0.6 42.98 43.97 53.94 13.95 55.93 49.95 71.88 35.88 5.979 41.98 35.88 1.993 51.95 13.95 5.979 -15.07
0.605 52.94 32.89 63.91 2.99 52.94 39.99 56.93 24.91 20.93 31.89 30.89 5.979 42.98 14.95 20.93 -20.06
0.61 70.88 37.99 73 11.96 64.9 34.88 57.93 29.9 32.89 15.95 20.93 7.973 33.88 8.969 14.95 -22.05
0.615 78.98 41.98 77.98 25.91 60.92 34.88 46.96 19.93 38.99 14.95 2.99 3.986 23.92 6.976 13.95 -23.05
0.62 76.99 46.96 74.99 38.99 35.88 37 28.9 1.993 45.97 14.95 0.9966 15.95 12.96 15.95 13.95 -24.04
0.625 84.96 58.92 71.88 45.97 38.99 44.97 25.91 6.976 42.98 8.969 0 19.93 2.99 20.93 4.983 -24.04
0.63 73 62.91 67.89 43.97 37 42.98 13.95 0 35.88 -1.121 -2.118 15.95 -8.097 25.91 0 -24.04
0.635 54.94 45.97 62.91 47.96 21.92 25.91 0 -15.07 39.99 -6.104 -1.121 27.9 -3.114 33.88 3.986 -28.03
0.64 30.89 9.966 35.88 19.93 15.95 12.96 0.9966 -28.03 39.99 -7.101 0 41.98 0 25.91 0.9966 -43.1
0.645 -9.094 -39.12 -3.114 -25.04 -12.08 0.9966 -20.06 -47.09 16.94 -16.07 -14.08 13.95 -5.107 8.969 -3.114 -67.02
0.65 -41.11 -80.1 -26.04 -64.03 -32.02 -20.06 -23.05 -47.09 1.993 -13.08 -16.07 -7.101 -2.118 2.99 -4.111 -67.02
0.655 -55.06 -117.1 -36 -98.04 -28.03 -39.12 -5.107 -27.03 -8.097 -2.118 1.993 -24.04 0.9966 -10.09 -7.101 -46.09
0.66 -59.05 -132 -31.02 -107 -21.05 -39.12 3.986 -7.101 -18.06 25.91 16.94 -41.11 -2.118 -16.07 -11.09 -13.08
0.665 -31.02 -105 0 -68.02 1.993 -15.07 29.9 31.89 -16.07 53.94 38.99 -26.04 11.96 -4.111 -7.101 14.95
0.67 -15.07 -72 6.976 -44.1 16.94 16.94 47.96 51.95 -24.04 57.93 32.89 0.9966 2.99 -1.121 -26.04 23.92
0.675 -25.04 -49.08 -3.114 -33.01 -2.118 37 22.92 37.99 -56.06 34.88 0.9966 0 -25.04 12.96 -61.04 5.979
0.68 -35 -25.04 -15.07 -15.07 -25.04 26.91 -3.114 10.96 -85.08 0 -30.02 -5.107 -51.07 13.95 -88.07 -9.094
0.685 -29.03 -13.08 -12.08 0.9966 -37.12 9.966 -21.05 -5.107 -91.06 -18.06 -47.09 -7.101 -67.02 0 -91.06 -22.05
0.69 0.9966 18.94 11.96 31.89 -26.04 6.976 -15.07 0.9966 -51.07 5.979 -18.06 3.986 -34.01 21.92 -52.07 -6.104
0.695 50.95 66.9 59.92 65.9 16.94 37 11.96 22.92 2.99 34.88 9.966 25.91 10.96 42.98 0 0.9966
0.7 68.89 80.97 74.99 52.94 41.98 60.92 28.9 27.9 39.99 20.93 4.983 21.92 24.91 37.99 21.92 -8.097
0.705 66.9 67.89 69.89 29.9 28.9 44.97 20.93 1.993 56.93 4.983 -4.111 15.95 29.9 28.9 41.98 -29.03
0.71 60.92 49.95 66.9 7.973 22.92 24.91 13.95 -17.07 58.92 -11.09 -12.08 -2.118 43.97 10.96 46.96 -54.06
0.715 46.96 34.88 55.93 -2.118 22.92 9.966 12.96 -24.04 50.95 -29.03 -18.06 -11.09 40.98 0 38.99 -68.02
0.72 40.98 31.89 49.95 0.9966 17.94 -7.101 13.95 -17.07 57.93 -13.08 -5.107 0.9966 53.94 11.96 51.95 -49.08
0.725 38.99 25.91 40.98 -15.07 18.94 -8.097 16.94 -7.101 64.9 -1.121 6.976 -1.121 65.9 18.94 59.92 -32.02
0.73 12.96 1.993 15.95 -42.11 2.99 -15.07 2.99 -18.06 46.96 -23.05 -10.09 -13.08 38.99 6.976 37 -38.12
0.735 -5.107 -28.03 -3.114 -48.09 -25.04 -34.01 -13.08 -34.01 33.88 -21.05 -33.01 0.9966 16.94 7.973 16.94 -41.11
0.74 -13.08 -37.12 -9.094 -49.08 -37.12 -31.02 -19.06 -39.12 19.93 -13.08 -19.06 3.986 13.95 11.96 0.9966 -41.11
0.745 -21.05 -33.01 -13.08 -45.1 -33.01 -13.08 -17.07 -27.03 -2.118 -19.06 -13.08 1.993 3.986 15.95 -17.07 -31.02
0.75 -31.02 -40.11 -25.04 -37.12 -40.11 -11.09 -16.07 -22.05 -6.104 -9.094 -16.07 0 -2.118 20.93 -23.05 -8.097
0.755 -37.12 -58.05 -25.04 -50.08 -41.11 -12.08 -8.097 -16.07 -11.09 7.973 3.986 -7.101 0.9966 11.96 -28.03 1.993
0.76 -31.02 -62.04 -5.107 -41.11 -10.09 -1.121 16.94 12.96 -2.118 37.99 32.89 -5.107 26.91 20.93 -11.09 16.94
0.765 -29.03 -64.03 1.993 -20.06 8.969 17.94 46.96 44.97 -6.104 65.9 35.88 5.979 42.98 28.9 -8.097 26.91
0.77 -29.03 -49.08 3.986 -1.121 13.95 40.98 53.94 59.92 -19.06 69.89 59.92 11.96 43.97 33.88 -19.06 17.94
0.775 -1.121 -1.121 25.91 37 33.88 66.9 69.89 79.98 -11.09 71.88 77.98 23.92 59.92 59.92 -2.118 23.92
0.78 28.9 31.89 49.95 69.89 45.97 85.96 75.99 79.98 1.993 71.88 57.93 35.88 55.93 63.91 9.966 29.9
0.785 54.94 59.92 69.89 75.99 43.97 91.93 59.92 67.89 19.93 65.9 53.94 39.99 41.98 53.94 11.96 15.95
0.79 80.97 83.96 95.92 68.89 59.92 87.95 50.95 62.91 37.99 62.91 51.95 48.96 43.97 60.92 26.91 5.979
0.795 76.99 74 81.97 37 53.94 74 25.91 29.9 29.9 30.89 9.966 30.89 13.95 34.88 9.966 -5.107
0.8 48.96 50.95 49.95 1.993 26.91 34.88 -8.097 -2.118 6.976 -5.107 -10.09 0 -17.07 3.986 -18.06 -24.04
0.805 58.92 56.93 63.91 9.966 26.91 0.9966 -13.08 -10.09 24.91 -9.094 -6.104 -1.121 -2.118 15.95 3.986 -10.09
0.81 84.96 69.89 91.93 42.98 43.97 9.966 0.9966 -2.118 53.94 2.99 -9.094 6.976 7.973 30.89 34.88 1.993
0.815 90.94 80.97 97.91 66.9 52.94 28.9 5.979 3.986 66.9 4.983 -14.08 18.94 4.983 37 41.98 0.9966
0.82 86.95 89.94 95.92 74 45.97 33.88 -9.094 -1.121 69.89 -3.114 -23.05 33.88 -2.118 57.93 49.95 0.9966
0.825 52.94 67.89 53.94 43.97 9.966 25.91 -51.07 -43.1 51.95 -39.12 -55.06 27.9 -37.12 41.98 23.92 -27.03
0.83 2.99 37.99 0 4.983 -27.03 -5.107 -88.07 -76.11 19.93 -64.03 -69.01 18.94 -69.01 22.92 -12.08 -57.05
0.835 0.9966 32.89 -3.114 -9.094 -44.1 -44.1 -82.09 -70.01 22.92 -39.12 -40.11 29.9 -44.1 43.97 -12.08 -42.11
0.84 -15.07 6.976 -23.05 -46.09 -52.07 -52.07 -59.05 -59.05 16.94 -12.08 -8.097 20.93 -28.03 28.9 -17.07 -34.01
0.845 -59.05 -43.1 -63.03 -95.05 -67.02 -57.05 -45.1 -43.1 -13.08 -2.118 0.9966 -7.101 -33.01 -1.121 -41.11 -37.12
0.85 -91.06 -92.06 -83.09 -119.1 -74.12 -66.02 -36 -24.04 -36 7.973 -2.118 -29.03 -24.04 -11.09 -48.09 -30.02
0.855 -129.1 -144 -95.05 -141 -86.08 -58.05 -39.12 -23.05 -56.06 0 -6.104 -41.11 -30.02 -30.02 -58.05 -44.1
0.86 -127.1 -154.1 -78.11 -122.1 -61.04 -47.09 -11.09 -2.118 -57.05 11.96 12.96 -30.02 -10.09 -22.05 -51.07 -44.1
0.865 -69.01 -95.05 -9.094 -45.1 -3.114 -15.07 37 33.88 -29.03 39.99 47.96 -3.114 34.88 20.93 -13.08 -7.101
0.87 -25.04 -46.09 12.96 0.9966 20.93 19.93 59.92 49.95 -23.05 51.95 55.93 0.9966 45.97 34.88 1.993 0.9966
0.875 -15.07 -18.06 4.983 15.95 16.94 35.88 57.93 41.98 -31.02 40.98 43.97 0 34.88 34.88 -3.114 -2.118
0.88 -5.107 -1.121 2.99 15.95 -1.121 24.91 32.89 28.9 -30.02 21.92 20.93 -7.101 25.91 39.99 -9.094 -1.121
0.885 -9.094 1.993 -1.121 -1.121 -19.06 3.986 5.979 -2.118 -13.08 6.976 12.96 0 22.92 33.88 -8.097 -15.07
0.89 6.976 12.96 22.92 -3.114 -3.114 -3.114 15.95 -2.118 28.9 17.94 38.99 28.9 44.97 34.88 29.9 -10.09
0.895 56.93 54.94 71.88 30.89 37.99 9.966 48.96 16.94 71.88 32.89 51.95 37 74.99 46.96 69.89 0.9966
0.9 88.94 78.98 97.91 57.93 57.93 30.89 49.95 23.92 82.97 29.9 33.88 35.88 76.99 41.98 79.98 -2.118
0.905 98.91 85.96 108.9 61.91 57.93 44.97 37.99 17.94 83.96 18.94 21.92 31.89 65.9 39.99 75.99 0.9966
0.91 102.9 84.96 110 67.89 61.91 58.92 17.94 9.966 84.96 7.973 5.979 19.93 54.94 41.98 59.92 -11.09
0.915 92.93 80.97 101.9 58.92 53.94 51.95 -6.104 -6.104 91.93 -10.09 -15.07 26.91 40.98 30.89 55.93 -28.03
0.92 96.92 96.92 90.94 55.93 41.98 35.88 -15.07 -26.04 100.9 -31.02 -24.04 44.97 32.89 22.92 65.9 -44.1
0.925 92.93 105.9 76.99 49.95 23.92 17.94 -17.07 -37.12 89.94 -50.08 -30.02 31.89 26.91 17.94 56.93 -49.08
0.93 62.91 83.96 46.96 19.93 0 -14.08 -34.01 -52.07 74.99 -55.06 -44.1 23.92 17.94 7.973 37.99 -49.08
0.935 24.91 44.97 10.96 -23.05 -22.05 -43.1 -37.12 -61.04 57.93 -44.1 -31.02 20.93 16.94 -1.121 19.93 -45.1
0.94 2.99 1.993 1.993 -56.06 -24.04 -47.09 -21.05 -37.12 41.98 -7.101 -1.121 2.99 29.9 0 14.95 -14.08
0.945 -15.07 -29.03 0.9966 -61.04 -23.05 -35 -4.111 -17.07 51.95 9.966 -1.121 7.973 52.94 -1.121 31.89 3.986
0.95 -7.101 -22.05 2.99 -52.07 -9.094 -11.09 1.993 -10.09 48.96 0 1.993 18.94 60.92 0 39.99 -8.097
0.955 12.96 2.99 35.88 -15.07 10.96 4.983 19.93 5.979 40.98 11.96 28.9 17.94 76.99 8.969 42.98 0
