    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
0.18 -1.073 -15.02 0.9834 0.9834 0 -2.056 7.957 5.99 9.923 -7.063 -2.056 7.957 5.99 3.934 1.967 5.99
0.185 14.93 -7.063 -2.056 0.9834 5.99 -5.006 7.957 5.99 5.99 -11.09 7.957 7.957 1.967 7.957 -2.056 -2.056
0.19 22.98 -5.006 -2.056 0.9834 5.99 -17.08 3.934 3.934 1.967 -9.029 15.91 7.957 9.923 -2.056 7.957 -2.056
0.195 36.92 -2.056 -2.056 -1.073 1.967 -13.05 -2.056 1.967 9.923 -3.04 11.98 7.957 11.98 -3.04 17.97 3.934
0.2 38.98 3.934 0.9834 -5.006 -2.056 -9.029 0 7.957 15.91 3.934 7.957 9.923 3.934 1.967 19.94 5.99
0.205 28.97 0.9834 -5.006 -13.05 -1.073 -9.029 3.934 9.923 23.96 5.99 19.94 1.967 9.923 0 25.93 1.967
0.21 30.93 -7.063 -2.056 -17.08 0.9834 -3.04 7.957 9.923 29.95 5.99 31.92 -11.09 19.94 -7.063 25.93 0.9834
0.215 38.98 -9.029 13.95 -13.05 11.98 -2.056 15.91 15.91 25.93 5.99 37.99 -25.03 29.95 -13.05 23.96 -1.073
0.22 44.97 -7.063 25.93 -1.073 23.96 3.934 25.93 21.99 25.93 1.967 49.97 -23.06 41.93 -15.02 35.94 -2.056
0.225 58.91 0 35.94 7.957 31.92 17.97 31.92 21.99 27.98 1.967 47.92 -17.08 47.92 -15.02 43.98 0
0.23 52.92 1.967 33.97 9.923 35.94 17.97 25.93 13.95 17.97 -2.056 31.92 -21.01 43.98 -7.063 29.95 -3.04
0.235 28.97 0.9834 25.93 7.957 25.93 1.967 15.91 5.99 17.97 0 25.93 -19.04 33.97 0 17.97 -2.056
0.24 22.98 1.967 33.97 15.91 25.93 1.967 17.97 13.95 31.92 19.94 17.97 -11.09 29.95 9.923 17.97 21.99
0.245 18.95 9.923 35.94 25.93 37.99 13.95 31.92 31.92 37.99 37.99 3.934 -5.006 27.98 11.98 23.96 31.92
0.25 -7.063 1.967 19.94 29.95 33.97 27.98 37.99 41.93 39.96 43.98 -5.006 3.934 21.99 23.96 29.95 43.98
0.255 -31.02 0.9834 3.934 27.98 19.94 39.96 35.94 49.97 35.94 41.93 -15.02 15.91 17.97 41.93 23.96 55.96
0.26 -53.01 -12.07 -15.02 13.95 0 31.92 19.94 39.96 13.95 29.95 -21.01 3.934 17.97 35.94 8.94 41.93
0.265 -81.09 -40.05 -45.06 -9.029 -29.05 5.99 0.9834 15.91 -1.073 15.91 -19.04 -2.056 7.957 25.93 -2.056 31.92
0.27 -75.01 -45.06 -51.05 -23.06 -47.02 -7.063 -5.006 1.967 0.9834 3.934 -3.04 1.967 -2.056 17.97 0 23.96
0.275 -37.01 -34.06 -38.08 -21.01 -37.01 -19.04 -1.073 -5.006 0 -7.063 17.97 1.967 9.923 0.9834 6.973 0
0.28 -19.04 -25.03 -27.09 -17.08 -25.03 -21.01 0.9834 -19.04 0.9834 -15.02 29.95 9.923 21.99 -11.09 24.94 -13.05
0.285 0.9834 -9.029 0.9834 -7.063 -9.029 -15.02 0 -21.01 -2.056 -23.06 29.95 11.98 31.92 -13.05 29.95 -17.08
0.29 30.93 5.99 21.99 0 1.967 -13.05 1.967 -23.06 0 -23.06 37.99 3.934 49.97 -27.09 38.98 -25.03
0.295 44.97 11 31.92 5.99 11.98 -11.09 5.99 -25.03 11.98 -17.08 37.99 1.967 54 -33.08 44.97 -25.03
0.3 56.95 18.95 44.97 7.957 29.95 -5.006 17.97 -11.09 16.99 -13.05 39.96 -1.073 43.98 -25.03 38.98 -21.01
0.305 66.96 23.96 51.94 9.923 43.98 -3.04 25.93 -1.073 25.93 -2.056 55.96 -7.063 45.95 -21.01 42.91 -19.04
0.31 62.94 22.98 47.92 7.957 47.92 0 27.98 1.967 37.99 25.93 47.92 -3.04 41.93 -15.02 40.94 -7.063
0.315 52.92 16.99 38.98 -2.056 44.97 9.923 21.99 13.95 24.94 27.98 22.98 -15.02 19.94 -11.09 17.97 0.9834
0.32 48.99 3.934 23.96 -6.079 15.91 0 0.9834 6.973 11 17.97 21.99 -20.03 8.94 -7.063 0 1.967
0.325 42.91 0.9834 11.98 -7.063 -2.056 -3.04 -10.01 -1.073 4.917 11.98 28.97 -6.079 7.957 1.967 -2.056 5.99
0.33 38.98 -4.023 0 -12.07 -4.023 -3.04 -19.04 0 -13.05 0.9834 28.97 -18.06 -1.073 0.9834 -17.08 0.9834
0.335 20.92 -26.02 -8.046 -28.07 -24.05 -13.05 -25.03 -9.029 -21.01 -2.056 32.99 -25.03 0.9834 -6.079 -23.06 -9.029
0.34 4.917 -34.06 -19.04 -30.04 -28.07 -17.08 -19.04 -10.01 -5.006 9.923 20.92 -12.07 2.95 -11.09 -10.01 -5.006
0.345 0.9834 -30.04 -26.02 -27.09 -13.05 -15.02 0 2.95 -9.029 14.93 0 -13.05 0 -8.046 -10.01 -1.073
0.35 -17.08 -41.03 -37.01 -24.05 -27.09 -19.04 1.967 4.917 -2.056 17.97 -1.073 -8.046 -10.01 1.967 -11.09 0
0.355 -37.01 -37.01 -42.02 -15.02 -34.06 -15.02 5.99 9.923 12.96 37.99 0.9834 0 1.967 21.99 2.95 11.98
0.36 -49.08 -28.07 -37.01 -8.046 -20.03 0.9834 22.98 27 20.92 46.93 4.917 -5.006 8.94 15.91 14.93 9.923
0.365 -71.07 -39.07 -31.02 -15.02 -21.01 6.973 29.95 31.92 27.98 47.92 7.957 -10.01 13.95 1.967 19.94 6.973
0.37 -71.07 -30.04 -17.08 1.967 1.967 17.97 44.97 40.94 46.93 58.91 12.96 0.9834 30.93 -1.073 32.99 19.94
0.375 -39.07 -1.073 20.92 23.96 40.94 43.98 67.94 58.91 50.96 59.99 18.95 -2.056 44.97 -2.056 38.98 25.93
0.38 -19.04 9.923 47.92 44.97 63.92 61.95 74.92 64.99 48.99 51.94 21.99 6.973 46.93 7.957 39.96 25.93
0.385 -1.073 32.99 62.94 57.93 73.93 65.98 76.97 62.94 47.92 58.91 21.99 23.96 40.94 22.98 44.97 27.98
0.39 18.95 52.92 73.93 62.94 78.94 63.92 71.97 56.95 41.93 49.97 27 28.97 36.92 9.923 42.91 11.98
0.395 32.99 55.96 60.97 50.96 66.96 49.97 55.96 43.98 31.92 36.92 28.97 31.92 23.96 1.967 23.96 -2.056
0.4 38.98 46.93 43.98 38.98 46.93 31.92 33.97 27 17.97 31.92 28.97 40.94 6.973 7.957 5.99 1.967
0.405 46.93 33.97 39.96 27.98 30.93 21.99 16.99 13.95 4.917 21.99 32.99 36.92 0.9834 6.973 -10.01 -2.056
0.41 50.96 23.96 31.92 12.96 17.97 15.91 2.95 8.94 -6.079 11.98 41.93 20.92 -4.023 0 -29.05 -1.073
0.415 50.96 12.96 24.94 1.967 5.99 0 -5.006 1.967 -16 7.957 40.94 11.98 -11.09 3.934 -37.01 1.967
0.42 56.95 11 19.94 -5.006 1.967 -3.04 -11.09 0.9834 -19.04 5.99 45.95 3.934 -7.063 -9.029 -34.06 -5.006
0.425 52.92 3.934 9.923 -15.02 0 -3.04 -15.02 -1.073 -19.04 3.934 54 -19.04 -2.056 -25.03 -26.02 -23.06
0.43 38.98 -4.023 -1.073 -23.06 -11.09 -11.09 -17.08 -11.09 -18.06 7.957 35.94 -43 -2.056 -21.01 -12.07 -19.04
0.435 22.98 -16 -5.006 -27.09 -21.01 -13.05 -15.02 -11.09 -5.006 13.95 25.93 -51.05 -2.056 -31.02 0 -21.01
0.44 12.96 -19.04 -3.04 -17.08 -7.063 -1.073 -1.073 3.934 0 25.93 35.94 -57.04 1.967 -27.09 6.973 -9.029
0.445 14.93 -19.04 5.99 0.9834 5.99 3.934 9.923 17.97 7.957 35.94 33.97 -53.01 9.923 -2.056 17.97 11.98
0.45 16.99 -13.05 15.91 9.923 15.91 17.97 19.94 25.93 13.95 41.93 23.96 -39.07 17.97 11.98 18.95 15.91
0.455 8.94 -8.046 22.98 21.99 23.96 35.94 25.93 25.93 12.96 43.98 29.95 -29.05 21.99 19.94 14.93 19.94
0.46 0.9834 -9.029 19.94 27.98 19.94 41.93 23.96 17.97 13.95 45.95 19.94 -13.05 21.99 33.97 12.96 33.97
0.465 -11.09 -6.079 3.934 15.91 11.98 35.94 15.91 11.98 20.92 39.96 7.957 1.967 17.97 19.94 7.957 23.96
0.47 -45.06 -18.06 -15.02 -2.056 -2.056 19.94 1.967 3.934 7.957 29.95 3.934 13.95 11.98 0.9834 -1.073 9.923
0.475 -65.08 -33.08 -29.05 -13.05 -15.02 -2.056 -11.09 -7.063 -3.04 17.97 -5.006 13.95 5.99 -1.073 -5.006 3.934
0.48 -71.07 -31.02 -33.08 -25.03 -29.05 -19.04 -15.02 -15.02 -11.09 5.99 -21.01 1.967 5.99 -13.05 -11.09 -5.006
0.485 -79.03 -35.04 -33.08 -27.09 -31.02 -31.02 -15.02 -19.04 -13.05 11.98 -15.02 -1.073 0 -23.06 -11.09 -5.006
0.49 -67.05 -37.01 -25.03 -21.01 -21.01 -23.06 -9.029 -9.029 -9.029 25.93 -7.063 -3.04 -1.073 -9.029 -9.029 3.934
0.495 -41.03 -19.04 -3.04 -9.029 -1.073 -3.04 1.967 5.99 -5.006 33.97 -1.073 -13.05 3.934 0.9834 -7.063 3.934
0.5 -25.03 -13.05 7.957 0 5.99 11.98 1.967 13.95 -15.02 39.96 0 -17.08 5.99 -3.04 -11.09 5.99
0.505 8.94 0.9834 25.93 15.91 19.94 29.95 0.9834 19.94 -19.04 41.93 17.97 -15.02 5.99 1.967 -17.08 13.95
0.51 56.95 27.98 54.98 29.95 37.99 37.99 5.99 27.98 -11.09 37.99 38.98 -25.03 17.97 7.957 -17.08 15.91
0.515 66.96 31.92 54 27.98 39.96 33.97 1.967 15.91 -9.029 31.92 45.95 -35.04 15.91 -5.006 -13.05 13.95
0.52 68.93 29.95 42.91 13.95 28.97 17.97 -7.063 0.9834 -15.02 23.96 54.98 -33.08 3.934 -15.02 -15.02 3.934
0.525 76.97 35.94 39.96 7.957 15.91 1.967 -19.04 -17.08 -23.06 9.923 49.97 -29.05 5.99 -17.08 -15.02 -3.04
0.53 62.94 17.97 21.99 -1.073 -1.073 -7.063 -35.04 -37.01 -39.07 -3.04 31.92 -27.09 -2.056 -35.04 -21.01 -13.05
0.535 50.96 0 0 -27.09 -21.01 -27.09 -53.01 -53.01 -51.05 -13.05 21.99 -23.06 -21.01 -39.07 -29.05 -19.04
0.54 38.98 -5.006 -10.01 -43 -39.07 -51.05 -61.06 -57.04 -53.01 -17.08 13.95 -11.09 -29.05 -23.06 -33.08 -9.029
0.545 4.917 -27.09 -42.02 -58.02 -64.01 -60.08 -71.07 -65.08 -65.08 -25.03 -4.023 -7.063 -37.01 -23.06 -43 -5.006
0.55 -15.02 -39.07 -69.02 -67.05 -83.05 -71.07 -81.09 -71.07 -79.03 -35.04 -17.08 -7.063 -51.05 -19.04 -49.08 -9.029
0.555 -23.06 -29.05 -64.01 -49.08 -79.03 -75.01 -81.09 -65.08 -75.01 -27.09 -11.09 1.967 -41.03 0.9834 -39.07 -2.056
0.56 -27.09 -20.03 -56.05 -26.02 -64.01 -50.06 -69.02 -51.05 -67.05 -20.03 -20.03 5.99 -29.05 -2.056 -27.09 3.934
0.565 -31.02 -7.063 -48.01 -15.02 -51.05 -29.05 -52.03 -35.04 -56.05 -3.04 -26.02 -1.073 -30.04 0 -18.06 4.917
0.57 -35.04 0 -36.03 0.9834 -41.03 -19.04 -44.07 -22.08 -34.06 14.93 -22.08 3.934 -25.03 11.98 -17.08 20.92
0.575 -37.01 -2.056 -30.04 3.934 -35.04 -1.073 -32 -13.05 -24.05 16.99 -11.09 1.967 -12.07 1.967 -16 16.99
0.58 -23.06 1.967 -13.05 6.973 -20.03 3.934 -17.08 -4.023 -13.05 14.93 12.96 -25.03 2.95 -10.01 1.967 0
0.585 0.9834 12.96 19.94 27.98 5.99 7.957 3.934 3.934 6.973 32.99 45.95 -26.02 34.96 -11.09 34.96 8.94
0.59 22.98 33.97 54.98 52.92 32.99 28.97 31.92 18.95 23.96 37.99 62.94 -10.01 57.93 -9.029 58.91 9.923
0.595 44.97 57.93 74.92 61.95 55.96 51.94 52.92 23.96 20.92 39.96 54.98 -4.023 54.98 -3.04 56.95 6.973
0.6 58.91 68.93 84.93 68.93 72.95 56.95 55.96 25.93 19.94 48.99 42.91 16.99 33.97 3.934 50.96 19.94
0.605 56.95 62.94 82.96 63.92 70.98 63.92 41.93 23.96 11.98 36.92 37.99 32.99 29.95 4.917 32.99 15.91
0.61 58.91 55.96 71.97 48.99 60.97 55.96 20.92 17.97 0 25.93 35.94 16.99 20.92 0 14.93 9.923
0.615 54.98 44.97 62.94 39.96 46.93 39.96 3.934 5.99 -11.09 28.97 31.92 18.95 13.95 0.9834 12.96 11.98
0.62 32.99 27 44.97 28.97 20.92 27 -11.09 0.9834 -15.02 24.94 30.93 24.94 5.99 -2.056 8.94 9.923
0.625 18.95 15.91 24.94 5.99 5.99 13.95 -14.04 -5.006 -18.06 19.94 24.94 11 -2.056 -7.063 0.9834 2.95
0.63 16.99 7.957 20.92 -6.079 12.96 2.95 -3.04 1.967 -9.029 25.93 6.973 0 -11.09 -17.08 0.9834 9.923
0.635 2.95 1.967 17.97 -3.04 15.91 3.934 -3.04 5.99 -2.056 24.94 -2.056 -6.079 -2.056 -19.04 2.95 8.94
0.64 -1.073 -1.073 15.91 0 14.93 3.934 -1.073 8.94 -3.04 18.95 -2.056 -9.029 -2.056 -16 1.967 3.934
0.645 4.917 11 16.99 13.95 17.97 17.97 6.973 13.95 0 22.98 -5.006 0.9834 -6.079 -7.063 6.973 8.94
0.65 0.9834 14.93 12.96 29.95 5.99 33.97 0.9834 12.96 -2.056 20.92 2.95 19.94 -11.09 5.99 5.99 18.95
0.655 -15.02 9.923 0 15.91 -7.063 25.93 -4.023 0.9834 -12.07 5.99 4.917 11 -22.08 3.934 1.967 8.94
0.66 -15.02 0 -8.046 0.9834 -8.046 14.93 -7.063 -1.073 -13.05 1.967 1.967 -7.063 -27.09 -1.073 -2.056 5.99
0.665 -29.05 -21.01 -10.01 -3.04 -15.02 5.99 -13.05 -1.073 -5.006 19.94 -9.029 -17.08 -27.09 -3.04 3.934 11.98
0.67 -43 -41.03 -17.08 -21.01 -19.04 -2.056 -11.09 -5.006 0.9834 23.96 -23.06 -23.06 -35.04 -17.08 1.967 1.967
0.675 -33.08 -39.07 -4.023 -16 -4.023 4.917 3.934 9.923 5.99 33.97 -22.08 -23.06 -33.08 -17.08 17.97 7.957
0.68 -21.01 -27.09 11 0 11.98 17.97 19.94 27.98 17.97 43.98 -19.04 -9.029 -21.01 -3.04 33.97 17.97
0.685 -21.01 -25.03 5.99 0 11.98 11.98 21.99 23.96 19.94 37.99 -25.03 -7.063 -23.06 -9.029 33.97 7.957
0.69 -21.01 -17.08 3.934 1.967 9.923 5.99 27.98 25.93 25.93 35.94 -23.06 -11.09 -17.08 -9.029 37.99 9.923
0.695 -17.08 -3.04 13.95 11.98 11.98 9.923 29.95 23.96 31.92 47.92 -9.029 -2.056 -5.006 0.9834 41.93 17.97
0.7 -19.04 -2.056 16.99 9.923 12.96 17.97 25.93 15.91 25.93 43.98 -2.056 -2.056 -5.006 -9.029 29.95 11.98
0.705 -15.02 9.923 21.99 17.97 21.99 31.92 27.98 21.99 19.94 31.92 1.967 -13.05 -1.073 -11.09 23.96 13.95
0.71 -1.073 19.94 36.92 35.94 35.94 43.98 27.98 29.95 19.94 33.97 6.973 -3.04 0 0.9834 19.94 21.99
0.715 4.917 15.91 31.92 37.99 27.98 47.92 15.91 27.98 15.91 41.93 -1.073 0.9834 -3.04 0 15.91 29.95
0.72 -3.04 5.99 15.91 33.97 15.91 47.92 5.99 31.92 5.99 35.94 -15.02 -13.05 -13.05 5.99 11.98 37.99
0.725 -11.09 5.99 9.923 33.97 7.957 43.98 1.967 29.95 1.967 35.94 -15.02 -7.063 -15.02 15.91 11.98 37.99
0.73 -21.01 1.967 5.99 27.98 0 41.93 -1.073 19.94 0.9834 29.95 -19.04 -13.05 -21.01 13.95 3.934 37.99
0.735 -31.02 -3.04 -1.073 15.91 0.9834 35.94 -5.006 9.923 -5.006 9.923 -27.09 -31.02 -29.05 5.99 -7.063 27.98
0.74 -23.06 -3.04 -2.056 11.98 0 17.97 0.9834 5.99 0.9834 11.98 -23.06 -19.04 -23.06 3.934 -5.006 15.91
0.745 -7.063 -1.073 9.923 15.91 5.99 11.98 -2.056 5.99 1.967 19.94 -17.08 -1.073 -19.04 5.99 7.957 23.96
0.75 -11.09 -11.09 -2.056 3.934 0 11.98 -5.006 0 -3.04 5.99 -21.01 -5.006 -27.09 -3.04 0.9834 17.97
0.755 -15.02 -13.05 -9.029 -3.04 -11.09 -1.073 -17.08 -5.006 -19.04 0.9834 -21.01 -3.04 -33.08 -15.02 -9.029 1.967
0.76 -15.02 -11.09 -15.02 -11.09 -21.01 -11.09 -33.08 -11.09 -35.04 -7.063 -23.06 0.9834 -39.07 -13.05 -24.05 7.957
0.765 -27.09 -24.05 -35.04 -27.09 -37.01 -15.02 -49.08 -19.04 -47.02 -25.03 -31.02 -9.029 -49.08 -23.06 -44.07 1.967
0.77 -27.09 -29.05 -31.02 -29.05 -33.08 -25.03 -43 -17.08 -37.01 -19.04 -25.03 -5.006 -35.04 -19.04 -36.03 -3.04
0.775 -13.05 -25.03 -9.029 -13.05 -9.029 -11.09 -15.02 0 -17.08 -3.04 -13.05 -2.056 -11.09 -3.04 -5.006 7.957
0.78 -13.05 -31.02 -3.04 -11.09 -2.056 1.967 1.967 9.923 -3.04 -3.04 -13.05 -3.04 -1.073 -13.05 11 7.957
0.785 -11.09 -31.02 0.9834 -7.063 7.957 7.957 21.99 15.91 1.967 -1.073 -17.08 -17.08 0 -17.08 16.99 0
0.79 -11.09 -28.07 3.934 -1.073 21.99 11.98 35.94 23.96 7.957 -3.04 -27.09 -29.05 -2.056 -5.006 19.94 3.934
0.795 -11.09 -27.09 5.99 1.967 25.93 15.91 33.97 21.99 19.94 3.934 -19.04 -25.03 1.967 -5.006 22.98 7.957
0.8 0.9834 -13.05 25.93 19.94 39.96 25.93 45.95 33.97 41.93 27.98 0.9834 -29.05 19.94 0.9834 38.98 13.95
0.805 12.96 -2.056 47.92 35.94 63.92 47.92 63.92 59.99 66.96 45.95 9.923 -41.03 33.97 0 60.97 21.99
0.81 18.95 0.9834 54.98 46.93 70.98 68.93 70.98 78.94 77.96 59.99 9.923 -41.03 40.94 -2.056 66.96 30.93
0.815 22.98 5.99 54 54.98 75.99 82.96 81.98 89.94 76.97 65.98 0.9834 -48.01 39.96 1.967 54 37.99
0.82 8.94 13.95 50.96 60.97 78.94 90.92 86.99 98.96 76.97 59.99 -11.09 -40.05 27 6.973 47.92 44.97
0.825 11 22.98 47.92 65.98 71.97 87.97 75.99 89.94 66.96 57.93 -16 -2.056 15.91 21.99 37.99 59.99
0.83 27 39.96 46.93 72.95 64.99 88.95 56.95 81 40.94 39.96 -25.03 12.96 2.95 33.97 8.94 64.99
0.835 22.98 38.98 34.96 63.92 48.99 73.93 30.93 60.97 13.95 3.934 -40.05 13.95 -16 38.98 -14.04 54.98
0.84 16.99 39.96 18.95 46.93 24.94 48.99 0.9834 24.94 -11.09 -13.05 -49.08 25.93 -36.03 32.99 -38.08 44.97
0.845 11 32.99 1.967 25.93 6.973 27.98 -18.06 -2.056 -42.02 -35.04 -63.03 20.92 -56.05 23.96 -61.06 30.93
0.85 -9.029 12.96 -26.02 1.967 -14.04 -2.056 -39.07 -22.08 -51.05 -49.08 -69.02 12.96 -73.04 12.96 -73.04 14.93
0.855 -15.02 5.99 -47.02 -16 -41.03 -21.01 -54.09 -39.07 -50.06 -40.05 -57.04 25.93 -74.02 5.99 -73.04 12.96
0.86 -17.08 -1.073 -62.04 -19.04 -48.01 -29.05 -51.05 -36.03 -49.08 -41.03 -57.04 24.94 -77.06 2.95 -75.01 12.96
0.865 -33.08 -6.079 -66.07 -21.01 -54.09 -41.03 -40.05 -31.02 -38.08 -33.08 -51.05 18.95 -66.07 1.967 -61.06 16.99
0.87 -41.03 -13.05 -58.02 -20.03 -46.04 -40.05 -26.02 -28.07 -23.06 -21.01 -35.04 25.93 -46.04 2.95 -42.02 18.95
0.875 -43 -14.04 -48.01 -19.04 -32 -25.03 -12.07 -18.06 -19.04 -21.01 -36.03 15.91 -32 -4.023 -30.04 4.917
0.88 -41.03 -19.04 -38.08 -22.08 -22.08 -28.07 -6.079 -10.01 -4.023 -13.05 -33.08 -2.056 -16 -7.063 -14.04 2.95
0.885 -23.06 -18.06 -19.04 -19.04 -7.063 -23.06 -1.073 0.9834 6.973 -1.073 -22.08 -16 -2.056 -5.006 0.9834 5.99
0.89 -5.006 -15.02 -2.056 -10.01 4.917 -10.01 11 11 12.96 5.99 -27.09 -34.06 6.973 -15.02 0 2.95
0.895 0.9834 -17.08 9.923 -4.023 15.91 -6.079 25.93 21.99 24.94 25.93 -18.06 -44.07 17.97 -10.01 5.99 9.923
0.9 8.94 -11.09 22.98 0.9834 32.99 0.9834 36.92 28.97 37.99 35.94 -7.063 -43 28.97 -6.079 11 14.93
0.905 18.95 2.95 37.99 17.97 49.97 21.99 47.92 37.99 50.96 43.98 -1.073 -38.08 29.95 -9.029 18.95 15.91
0.91 40.94 15.91 57.93 35.94 63.92 37.99 63.92 47.92 63.92 49.97 7.957 -35.04 45.95 0 28.97 27.98
0.915 54.98 27.98 63.92 41.93 70 49.97 70 45.95 55.96 33.97 13.95 -35.04 51.94 1.967 32.99 15.91
0.92 54.98 34.96 67.94 41.93 71.97 54 70 43.98 41.93 25.93 7.957 -21.01 41.93 -1.073 31.92 3.934
0.925 46.93 35.94 59.99 39.96 65.98 54 63.92 37.99 31.92 23.96 1.967 -9.029 27.98 0.9834 24.94 3.934
0.93 27 25.93 27.98 27.98 47.92 41.93 41.93 27.98 19.94 11.98 -7.063 -1.073 7.957 0.9834 11 0
