    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1 166.1
0 -5.028 -20.03 -2.027 -22.06 18.98 -5.028 18.98 -21 -17.03 -8.028 4.947 -3 -6.001 -22.06 -12 -12
0.005 22.95 32.92 -12 -6.001 -30 -5.028 -40.06 3.974 -21 17.92 -1.054 26.92 7.947 26.92 9.975 44.93
0.01 8.92 20.92 -13.06 -17.03 -24 15.98 -26.03 -6.001 -23.03 -5.028 -3 -11.03 -11.03 -3 -11.03 0
0.015 16.95 -8.028 3.974 -11.03 35.92 -12 36.98 -14.03 2.919 -29.03 11.92 -20.03 2.919 -13.06 0.9731 -23.03
0.02 2.919 -8.028 -17.03 -15 25.95 -18 14.92 -15 -35.03 -12 -4.055 4.947 -18 -20.03 -20.03 -17.03
0.025 12.98 31.95 -20.03 6.974 -19.06 0 -46.06 28.95 -18 53.93 2.919 32.92 -5.028 31.95 -3 32.92
0.03 2.919 13.95 -26.03 0 -11.03 37.95 -22.06 16.95 -18 -2.027 0 -1.054 -11.03 6.974 -10.06 -2.027
0.035 6.974 -29.03 4.947 2.919 44.93 4.947 53.93 2.919 7.947 -10.06 17.92 -25.06 0 -15 10.95 -17.03
0.04 -3 -14.03 -5.028 1.946 42.98 -6.001 35.92 5.92 11.92 15.98 7.947 10.95 3.974 2.919 16.95 4.947
0.045 14.92 38.93 -20.03 20.92 -21 17.92 -30 38.93 -17.03 45.98 -10.06 46.95 4.947 52.95 4.947 55.96
0.05 -13.06 15.98 -37.06 -2.027 -26.03 38.93 -33.01 15.98 -16.06 1.946 -20.03 -1.054 -16.06 0.9731 -14.03 -2.027
0.055 -3 -23.03 -2.027 -10.06 25.95 2.919 56.93 4.947 8.92 -9.001 6.974 -26.03 8.92 -17.03 1.946 -25.06
0.06 -11.03 -25.06 -24 -8.028 16.95 -22.06 32.92 -12 -8.028 6.974 -8.028 8.92 0 -7.055 5.92 -4.055
0.065 -5.028 21.98 -24 -3 -34.06 1.946 -42.01 13.95 -11.03 30.98 -6.001 36.98 -1.054 37.95 1.946 38.93
0.07 -13.06 0.9731 -26.03 -11.03 -35.03 22.95 -41.03 2.919 -25.06 -19.06 -12 -20.03 -25.06 -14.03 -31.06 -24
0.075 -1.054 -22.06 15.98 -3 31.95 -17.03 35.92 -9.001 0.9731 -18 17.92 -25.06 -1.054 -24 -3 -27
0.08 0.9731 -20.03 1.946 -1.054 40.95 -20.03 11.92 -11.03 -16.06 4.947 8.92 5.92 -13.06 -7.055 -27 -13.06
0.085 26.92 29.92 3.974 9.975 -15 0.9731 -42.01 17.92 -7.055 28.95 24.98 27.98 -2.027 33.98 1.946 41.93
0.09 28.95 22.95 11.92 11.92 5.92 18.98 -9.001 21.98 -4.055 11.92 24.98 -17.03 0.9731 10.95 -1.054 12.98
0.095 28.95 -17.03 17.92 -2.027 65.93 4.947 57.98 -5.028 19.95 -13.06 21.98 -34.06 8.92 -13.06 8.92 -25.06
0.1 22.95 -1.054 10.95 -4.055 51.98 -11.03 36.98 -1.054 3.974 7.947 10.95 9.975 8.92 10.95 3.974 9.975
0.105 22.95 34.95 -1.054 8.92 -3 1.946 -23.03 18.98 -6.001 24.98 13.95 28.95 16.95 35.92 19.95 43.95
0.11 18.98 25.95 3.974 11.92 -6.001 20.92 -15 11.92 -6.001 -10.06 0.9731 -19.06 1.946 -1.054 -4.055 5.92
0.115 18.98 -8.028 26.92 4.947 42.98 0 52.95 -11.03 27.98 -22.06 11.92 -33.01 18.98 -2.027 19.95 -14.03
0.12 8.92 -10.06 7.947 6.974 41.93 -17.03 39.98 -11.03 6.974 -10.06 7.947 -4.055 17.92 2.919 16.95 9.975
0.125 22.95 34.95 1.946 13.95 -10.06 2.919 -17.03 28.95 2.919 19.95 5.92 28.95 27.98 34.95 31.95 35.92
0.13 0.9731 13.95 -7.055 3.974 -8.028 24.98 -13.06 18.98 0.9731 -15 -7.055 -6.001 2.919 6.974 3.974 -1.054
0.135 0.9731 -22.06 -3 -18 29.92 -15 41.93 -20.03 30.98 -39.01 3.974 -38.03 6.974 -21 7.947 -34.06
0.14 -5.028 -22.06 -19.06 -24 25.95 -36.01 16.95 -25.06 15.98 -7.055 -7.055 -9.001 5.92 -14.03 6.974 -8.028
0.145 24.98 33.98 -9.001 9.975 -7.055 -10.06 -28.06 23.92 13.95 39.98 13.95 36.98 27.98 26.92 28.95 46.95
0.15 18.98 27.98 0 15.98 -14.03 26.92 -23.03 8.92 -12 -14.03 -1.054 3.974 0.9731 7.947 -1.054 5.92
0.155 20.92 -2.027 15.98 6.974 30.98 9.975 32.92 -11.03 2.919 -23.03 6.974 -28.06 2.919 -14.03 0 -18
0.16 16.95 3.974 8.92 21.98 43.95 -6.001 25.95 7.947 -3 0.9731 10.95 13.95 3.974 -5.028 -4.055 8.92
0.165 32.92 53.93 27.98 39.98 -2.027 23.92 -21 40.95 9.975 59.93 35.92 50.93 55.96 51.98 67.96 50.93
0.17 28.95 35.92 17.92 19.95 5.92 48.98 -12 29.92 2.919 -7.055 3.974 -3 -9.001 13.95 -11.03 13.95
0.175 22.95 -11.03 37.95 4.947 42.98 0.9731 47.93 -7.055 18.98 -31.06 19.95 -32.03 8.92 -19.06 6.974 -23.03
0.18 10.95 -9.001 12.98 -11.03 29.92 -18 19.95 -10.06 9.975 -21 0 0 7.947 -4.055 2.919 5.92
0.185 26.92 42.98 5.92 9.975 -24 -1.054 -29.03 15.98 3.974 16.95 -7.055 22.95 15.98 27.98 11.92 18.98
0.19 6.974 13.95 -19.06 -10.06 -50.04 12.98 -36.01 -19.06 -27 -26.03 -13.06 -23.03 -11.03 -10.06 -20.03 -10.06
0.195 2.919 -16.06 7.947 -20.03 9.975 -26.03 26.92 -38.03 16.95 -30 4.947 -35.03 7.947 -31.06 3.974 -36.01
0.2 -15 -16.06 -22.06 -22.06 -7.055 -40.06 9.975 -47.03 -15 -22.06 -21 -19.06 -12 -21 -17.03 -16.06
0.205 2.919 22.95 -13.06 -18 -66.01 -35.03 -54.01 -10.06 -11.03 18.98 -16.06 12.98 1.946 19.95 -3 30.98
0.21 -19.06 -3 -27 -31.06 -69.01 0 -56.04 -13.06 -16.06 -17.03 -30 -29.03 -20.03 -9.001 -19.06 -8.028
0.215 -5.028 -34.06 -2.027 -24 -3 -39.01 15.98 -36.01 1.946 -25.06 -20.03 -50.04 -8.028 -26.03 -10.06 -37.06
0.22 -25.06 -33.01 -5.028 -22.06 -8.028 -40.06 3.974 -33.01 -5.028 9.975 -23.03 -4.055 -21 -36.01 -17.03 -33.01
0.225 18.98 41.93 14.92 26.92 -23.03 -4.055 -30 25.95 -8.028 65.93 -13.06 31.95 -3 46.95 0.9731 48.98
0.23 12.98 28.95 9.975 19.95 -24 26.92 -32.03 13.95 -26.03 -11.03 -7.055 -7.055 -19.06 11.92 -13.06 1.946
0.235 28.95 -6.001 29.92 13.95 39.98 0 43.95 -10.06 4.947 -21 19.95 -17.03 7.947 -23.03 8.92 -26.03
0.24 30.98 14.92 37.95 23.92 52.95 -2.027 46.95 0.9731 13.95 7.947 8.92 10.95 15.98 -12 8.92 -14.03
0.245 48.98 62.93 27.98 39.98 -4.055 21.98 -18 28.95 20.92 61.96 18.98 50.93 20.92 26.92 24.98 32.92
0.25 26.92 45.98 18.98 31.95 3.974 51.98 -14.03 33.98 4.947 9.975 4.947 14.92 -1.054 19.95 0.9731 10.95
0.255 30.98 0 39.98 21.98 52.95 8.92 61.96 -3 16.95 -31.06 24.98 -9.001 20.92 -16.06 16.95 -18
0.26 8.92 -11.03 16.95 6.974 41.93 -3 27.98 -6.001 -3 -26.03 -4.055 4.947 3.974 -11.03 9.975 -6.001
0.265 8.92 18.98 -10.06 -8.028 -26.03 6.974 -32.03 8.92 8.92 18.98 -5.028 38.93 14.92 26.92 20.92 26.92
0.27 -3 2.919 -21 -7.055 -31.06 32.92 -27 3.974 -3 -2.027 -16.06 -4.055 -4.055 3.974 -11.03 4.947
0.275 -15 -42.01 6.974 -10.06 9.975 -8.028 24.98 -16.06 8.92 -39.01 -8.028 -29.03 -1.054 -23.03 0.9731 -33.01
0.28 -25.06 -29.03 -13.06 -6.001 19.95 -24 17.92 -23.03 14.92 4.947 -14.03 2.919 -1.054 -15 10.95 -10.06
0.285 -7.055 22.95 -15 20.92 -14.03 0 -32.03 9.975 -16.06 33.98 -12 19.95 12.98 25.95 9.975 28.95
0.29 -25.06 -6.001 -15 -2.027 -24 15.98 -32.03 -5.028 -27 -11.03 -20.03 -22.06 -8.028 -10.06 -19.06 -11.03
0.295 -9.001 -28.06 12.98 1.946 33.98 -20.03 37.95 -24 15.98 -19.06 6.974 -18 8.92 -31.06 8.92 -22.06
0.3 -3 -15 15.98 15.98 42.98 -18 29.92 -3 5.92 6.974 0.9731 2.919 3.974 -4.055 4.947 -2.027
0.305 20.92 30.98 17.92 10.95 12.98 5.92 9.975 17.92 -1.054 22.95 4.947 18.98 62.93 20.92 63.98 30.98
0.31 -1.054 10.95 1.946 0.9731 -13.06 20.92 -29.03 -2.027 7.947 -5.028 -11.03 -14.03 -11.03 -1.054 -20.03 -6.001
0.315 -1.054 -31.06 18.98 0 43.95 2.919 34.95 -16.06 19.95 -30 -2.027 -32.03 -4.055 -61.06 -12 -72.01
0.32 2.919 -22.06 8.92 8.92 32.92 -23.03 26.92 -3 12.98 18.98 -5.028 5.92 3.974 5.92 6.974 7.947
0.325 22.95 28.95 10.95 17.92 -3 8.92 -30 45.98 2.919 46.95 5.92 39.98 13.95 61.96 14.92 70.96
0.33 12.98 12.98 15.98 15.98 -2.027 43.95 -8.028 29.92 5.92 9.975 5.92 -1.054 5.92 38.93 11.92 29.92
0.335 16.95 -24 29.92 11.92 56.93 15.98 46.95 6.974 29.92 -8.028 21.98 -28.06 17.92 -5.028 11.92 -10.06
0.34 -5.028 -30 -3 -2.027 38.93 -7.055 22.95 -7.055 -5.028 -6.001 -12 -3 0 0.9731 0 0.9731
0.345 4.947 16.95 -8.028 12.98 -27 -4.055 -38.03 19.95 9.975 41.93 -9.001 27.98 16.95 37.95 16.95 40.95
0.35 -13.06 1.946 -22.06 2.919 -17.03 20.92 -32.03 9.975 -11.03 -45.01 -29.03 -18 -11.03 -12 -19.06 -13.06
0.355 -13.06 -39.01 4.947 -18 14.92 -31.06 31.95 -33.01 9.975 -52.06 -11.03 -42.01 0.9731 -46.06 7.947 -45.01
0.36 -13.06 -37.06 -18 -11.03 13.95 -45.01 21.98 -34.06 7.947 13.95 -16.06 -18 -3 -29.03 5.92 -28.06
0.365 0.9731 7.947 -28.06 -6.001 -41.03 -20.03 -43.06 -7.055 0.9731 5.92 -4.055 3.974 9.975 3.974 16.95 3.974
0.37 -17.03 -18 -30 -18 -45.01 -13.06 -32.03 -35.03 -21 -67.06 -15 -31.06 -12 -36.01 -13.06 -42.01
0.375 -17.03 -57.01 -10.06 -31.06 15.98 -43.06 28.95 -67.06 -4.055 -73.07 -5.028 -67.06 6.974 -72.01 -3 -80.04
0.38 -39.01 -58.06 -39.01 -37.06 3.974 -63.01 1.946 -72.01 -29.03 -51.01 -25.06 -26.03 -15 -63.01 -19.06 -50.04
0.385 -7.055 -3 -20.03 -14.03 -40.06 -42.01 -41.03 -15 -4.055 13.95 0.9731 5.92 6.974 1.946 12.98 18.98
0.39 -25.06 -18 -25.06 -23.03 -24 0.9731 -31.06 -14.03 -12 -22.06 -16.06 -24 -7.055 -19.06 -11.03 -24
0.395 -33.01 -59.04 -6.001 -25.06 18.98 -27 30.98 -27 9.975 -40.06 3.974 -35.03 4.947 -50.04 -1.054 -47.03
0.4 -35.03 -50.04 -26.03 -25.06 12.98 -29.03 14.92 -27 5.92 8.92 -11.03 -6.001 -14.03 -14.03 -11.03 -10.06
0.405 -9.001 3.974 -33.01 -21 -30 -7.055 -40.06 8.92 9.975 44.93 -18 9.975 -6.001 30.98 2.919 39.98
0.41 -21 -12 -27 -14.03 -32.03 6.974 -36.01 8.92 14.92 22.95 -20.03 -25.06 -16.06 16.95 -11.03 19.95
0.415 -11.03 -40.06 5.92 -25.06 33.98 -15 41.93 -19.06 43.95 5.92 11.92 -44.03 7.947 -12 8.92 -16.06
0.42 -11.03 -41.03 -8.028 -39.01 15.98 -31.06 27.98 -27 11.92 5.92 -1.054 -20.03 -16.06 -34.06 -6.001 -21
0.425 20.92 24.98 6.974 -3 -20.03 -18 -25.06 16.95 11.92 49.95 3.974 19.95 12.98 42.98 21.98 58.96
0.43 -1.054 4.947 1.946 -9.001 -14.03 14.92 -22.06 15.98 11.92 19.95 0 -22.06 0.9731 18.98 -6.001 18.98
0.435 0.9731 -29.03 21.98 -20.03 28.95 -12 35.92 -17.03 31.95 -18 4.947 -43.06 -3 -25.06 2.919 -21
0.44 -3 -25.06 0 -21 27.98 -32.03 26.92 -21 17.92 6.974 -8.028 -14.03 -3 -7.055 -4.055 -5.028
0.445 18.98 18.98 10.95 -1.054 -12 -3 -24 30.98 33.98 94.96 -3 37.95 21.98 54.98 15.98 58.96
0.45 -5.028 3.974 1.946 -7.055 -15 25.95 -18 28.95 21.98 10.95 0 3.974 9.975 19.95 7.947 23.92
0.455 -1.054 -31.06 12.98 -6.001 46.95 6.974 49.95 1.946 31.95 -43.06 4.947 -28.06 9.975 -24 13.95 -43.06
0.46 -17.03 -37.06 -4.055 -9.001 25.95 -28.06 26.92 -23.03 33.98 7.947 -5.028 9.975 22.95 -28.06 14.92 -19.06
0.465 14.92 29.92 10.95 9.975 -12 10.95 -11.03 34.95 30.98 46.95 7.947 37.95 25.95 45.98 35.92 52.95
0.47 -1.054 24.98 -1.054 1.946 -18 33.98 -19.06 18.98 21.98 -6.001 -10.06 -2.027 -2.027 18.98 -4.055 11.92
0.475 -11.03 -26.03 2.919 -16.06 23.92 4.947 39.98 -7.055 22.95 -29.03 -11.03 -33.01 -5.028 -20.03 4.947 -30
0.48 -29.03 -26.03 -17.03 -14.03 4.947 -25.06 13.95 -10.06 7.947 -10.06 -26.03 -1.054 -10.06 -14.03 -7.055 -11.03
0.485 -5.028 30.98 -10.06 2.919 -45.01 -6.001 -42.01 17.92 18.98 53.93 -19.06 34.95 -1.054 32.92 8.92 45.98
0.49 0.9731 20.92 -4.055 9.975 -36.01 31.95 -22.06 29.92 5.92 23.92 -11.03 0 -17.03 11.92 -13.06 8.92
0.495 0.9731 -12 18.98 5.92 10.95 11.92 33.98 7.947 9.975 -35.03 -7.055 -19.06 -14.03 -30 -20.03 -37.06
0.5 -19.06 -15 -5.028 0 9.975 -11.03 12.98 -3 0.9731 -11.03 -9.001 2.919 -23.03 -15 -20.03 -3
0.505 4.947 31.95 -3 9.975 -30 7.947 -40.06 37.95 3.974 29.92 -7.055 37.95 -2.027 39.98 1.946 49.95
0.51 -13.06 12.98 -7.055 2.919 -34.06 46.95 -34.06 35.92 0 0 -21 2.919 -19.06 14.92 -23.03 15.98
