    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1
0 -3.059 -1.085 11.94 11.94 9.967 3.947 -3.059 5.921 -5.033 15.99 7.993 -1.085 -2.072 0 0.9868 1.974
0.005 0.9868 0 27.93 15.99 23.98 15.99 9.967 13.91 -7.006 9.967 11.94 1.974 11.94 0 1.974 -2.072
0.01 10.95 5.921 35.92 23.98 33.95 25.95 23.98 15.99 -5.033 -2.072 17.96 7.993 23.98 1.974 11.94 -1.085
0.015 18.95 11.94 37.99 27.93 37.99 31.97 30 9.967 -5.033 -11.05 23.98 11.94 30 3.947 17.96 -5.033
0.02 22.99 17.96 35.92 31.97 35.92 30 23.98 1.974 -11.05 -25.06 27.93 17.96 30 7.993 13.91 -7.006
0.025 22.99 21.91 33.95 31.97 27.93 23.98 7.993 -5.033 -25.06 -35.03 30 23.98 21.91 9.967 1.974 -5.033
0.03 22.99 23.98 33.95 23.98 15.99 17.96 -9.079 -13.03 -43.02 -39.08 30 27.93 11.94 7.993 -11.05 -3.059
0.035 22.99 23.98 33.95 13.91 8.98 11.94 -29.01 -21.02 -59.01 -36.02 27.93 23.98 3.947 4.934 -25.06 0
0.04 22.99 21.91 31.97 3.947 1.974 7.993 -39.08 -20.03 -61.08 -26.05 25.95 13.91 1.974 -1.085 -27.04 0
0.045 22.99 17.96 25.95 -2.072 -5.033 5.921 -35.03 -15.1 -49.04 -11.05 23.98 3.947 3.947 0.9868 -17.07 -1.085
0.05 20.92 11.94 17.96 -1.085 -4.046 5.921 -19.05 0 -27.04 4.934 21.91 -1.085 11.94 -1.085 -1.085 -1.085
0.055 15 5.921 11.94 0.9868 0 9.967 -1.085 12.93 -1.085 24.97 21.91 1.974 19.93 2.96 7.993 4.934
0.06 8.98 -2.072 7.993 1.974 -2.072 11.94 5.921 23.98 11.94 33.95 17.96 -1.085 21.91 3.947 13.91 9.967
0.065 -1.085 -2.072 1.974 0.9868 -1.085 7.993 9.967 24.97 22.99 33.95 11.94 -4.046 15.99 0.9868 12.93 11.94
0.07 -3.059 -6.02 0.9868 0 -5.033 0.9868 4.934 9.967 28.91 19.93 5.921 -4.046 1.974 -3.059 8.98 5.921
0.075 -9.079 -7.006 -7.006 -7.006 -21.02 -17.07 -1.085 -11.05 33.95 1.974 -2.072 -1.085 -11.05 -13.03 5.921 -2.072
0.08 -9.079 -2.072 -11.05 -7.006 -33.06 -34.04 -6.02 -37.01 40.95 -6.02 -5.033 1.974 -23.09 -17.07 6.908 -4.046
0.085 -9.079 -1.085 -11.05 -7.006 -32.07 -42.04 -6.02 -46.08 45 -14.01 -9.079 5.921 -25.06 -18.06 6.908 -7.006
0.09 -11.05 0.9868 -7.006 -5.033 -27.04 -39.08 -5.033 -47.07 41.94 -17.07 -9.079 0 -19.05 -17.07 3.947 -9.079
0.095 -9.079 -3.059 -5.033 -8.092 -17.07 -30.1 -2.072 -39.08 33.95 -18.06 -5.033 -8.092 -6.02 -19.05 0 -7.006
0.1 -11.05 -19.05 -5.033 -13.03 -12.04 -22.01 -3.059 -32.07 17.96 -21.02 -3.059 -22.01 -1.085 -21.02 0.9868 -8.092
0.105 -13.03 -29.01 -3.059 -13.03 -11.05 -21.02 -9.079 -27.04 3.947 -21.02 0.9868 -31.08 3.947 -27.04 -1.085 -7.006
0.11 -5.033 -26.05 1.974 -4.046 -4.046 -18.06 -3.059 -17.07 -1.085 -12.04 -2.072 -22.01 9.967 -21.02 1.974 0
0.115 4.934 -11.05 13.91 10.95 6.908 -10.07 -1.085 -1.085 1.974 1.974 4.934 -4.046 15.99 -10.07 1.974 3.947
0.12 20.92 7.993 30 34.93 28.91 3.947 12.93 24.97 1.974 12.93 10.95 13.91 17.96 1.974 5.921 9.967
0.125 34.93 31.97 39.97 52.99 46.97 30.99 22.99 46.97 -5.033 20.92 12.93 26.94 17.96 15 5.921 15.99
0.13 38.98 45 39.97 58.91 50.92 52.99 19.93 53.98 -22.01 12.93 11.94 28.91 9.967 17.96 1.974 8.98
0.135 30.99 43.91 31.97 47.96 30 53.98 0 43.91 -45.1 0.9868 5.921 17.96 -5.033 9.967 -15.1 1.974
0.14 20.92 33.95 23.98 31.97 6.908 42.93 -21.02 22.99 -63.06 -19.05 1.974 6.908 -20.03 0 -31.08 -2.072
0.145 12.93 23.98 17.96 20.92 -7.006 22.99 -44.01 1.974 -67 -32.07 1.974 0.9868 -28.03 -3.059 -39.08 -7.006
0.15 15 15.99 21.91 13.91 -3.059 9.967 -49.04 -5.033 -63.06 -35.03 1.974 0 -25.06 -5.033 -43.02 -11.05
0.155 16.97 12.93 27.93 13.91 16.97 6.908 -38.09 -6.02 -42.04 -26.05 5.921 3.947 -13.03 -2.072 -32.07 -9.079
0.16 18.95 12.93 27.93 15.99 37.99 10.95 -18.06 -1.085 -18.06 -14.01 7.993 3.947 -2.072 -1.085 -14.01 -8.092
0.165 10.95 5.921 15.99 5.921 49.93 15.99 -1.085 -2.072 0 -5.033 5.921 -3.059 9.967 -7.006 -2.072 -9.079
